StoreNames,Index,StoreName,No_Coupons,Coupons,Coupon_N_A_Offer,CashBack_Pct_Dollars,CashBack,CB_NOD_Up_To,Total,AvgCashBack,TotalPurchAmt,,
AT&T TV + Internet,110,AT&T TV + Internet,14,14 Coupons,Coupons,10,Up to $75.00,Up to Dollars,562836,10,N/a,,
Aeropostale,27,Aeropostale,6,6 Coupons,Coupons,2.00%,2.0% Cash Back,Cash Back,571999,114,"28,599,950",,
Lane Bryant,1068,Lane Bryant,2,2 Coupons,Coupons,2.50%,2.5% Cash Back,Cash Back,572614,"14,315","22,904,560",,
Jos. A. Bank,989,Jos. A. Bank,4,4 Coupons,Coupons,4.00%,4.0% Cash Back,Cash Back,574647,230,"14,366,175",,
Clinique,400,Clinique,6,6 Coupons,Coupons,4.00%,4.0% Cash Back,Cash Back,575553,230,"14,388,825",,
Levi's,1092,Levi's,5,5 Coupons,Coupons,2.50%,2.5% Cash Back,Cash Back,577348,"14,434","23,093,920",,
Cabela's,313,Cabela's,4,4 Coupons,Coupons,1.00%,1.0% Cash Back,Cash Back,617694,62,"61,769,400",,
Brookstone,289,Brookstone,15,15 Coupons,Coupons,5.00%,5.0% Cash Back,Cash Back,622009,311,"12,440,180",,
LEGO,1083,LEGO,1,1 Coupon,Coupon,2.50%,2.5% Cash Back,Cash Back,626428,"15,661","25,057,120",,
InterContinental Hotels and Resorts,919,InterContinental Hotels and Resorts,7,7 Coupons,Coupons,9.00%,9.0% Cash Back was 4.5%,Cash Back Promo,627369,"56,463","6,970,767",,
Ashford,103,Ashford,32,32 Coupons,Coupons,$75.00 ,6.0% Cash Back was 3.0%,Dollars Cash Back Promo,633999,75,N/a,,
Juicy Couture,999,Juicy Couture,5,5 Coupons,Coupons,2.50%,2.5% Cash Back,Cash Back,634503,159,"25,380,120",,
Harry and David,831,Harry and David,4,4 Coupons,Coupons,3.50%,3.5% Cash Back,Cash Back,639721,224,"18,277,743",,
Crate and Barrel,452,Crate and Barrel,6,6 Coupons,Coupons,1.00%,1.0% Cash Back,Cash Back,650596,65,"65,059,600",,
Barneys New York,160,Barneys New York,2,2 Coupons,Coupons,6.00%,6.0% Cash Back was 3.0%,Cash Back Promo,652718,"39,163","10,878,633",,
Teleflora Flowers,1842,Teleflora Flowers,8,8 Coupons,Coupons,5.00%,5.0% Cash Back,Cash Back,669106,"33,455","13,382,120",,
Famous Footwear,640,Famous Footwear,1,1 Coupon,Coupon,2.00%,2.0% Cash Back,Cash Back,670280,134,"33,514,000",,
Verizon,1968,Verizon,35,35 Coupons,Coupons,$75.00 ,Up to $75.00,Up to Dollars,674122,75,N/a,,
Foot Locker,689,Foot Locker,11,11 Coupons,Coupons,8.00%,8.0% Cash Back was 2.5%,Cash Back Promo,677206,"54,176","8,465,075",,
Athleta,114,Athleta,2,2 Coupons,Coupons,$37.50 ,2.0% Cash Back,Cash Back,682248,"255,843","18,193",,
Home Decorators Collection,870,Home Decorators Collection,12,12 Coupons,Coupons,3.50%,3.5% Cash Back,Cash Back,687639,241,"19,646,829",,
Vera Bradley,1967,Vera Bradley,4,4 Coupons,Coupons,3.00%,3.0% Cash Back,Cash Back,687656,"20,630","22,921,867",,
GoDaddy,770,GoDaddy,6,6 Coupons,Coupons,9.00%,9.0% Cash Back,Cash Back,693509,624,"7,705,656",,
Groupon Getaways,795,Groupon Getaways,52,525 Coupons,Coupons,7.00%,7.0% Cash Back was 3.0%,Cash Back Promo,699020,"48,931","9,986,000",,
The Body Shop,252,The Body Shop,7,7 Coupons,Coupons,8.00%,8.0% Cash Back was 4.0%,Cash Back Promo,714429,"57,154","8,930,363",,
Zulily,2094,Zulily,8,8 Coupons,Coupons,1.00%,1.0% Cash Back,Cash Back,725349,"7,253","72,534,900",,
YOOX,2074,YOOX,33,33 Coupons,Coupons,1.50%,1.5% Cash Back,Cash Back,729997,"10,950","48,666,467",,
Bath and Body Works,167,Bath and Body Works,6,6 Coupons,Coupons,1.00%,1.0% Cash Back,Cash Back,780780,78,"78,078,000",,
Tiger Direct,1872,Tiger Direct,279,279 Coupons,Coupons,1.50%,1.5% Cash Back,Cash Back,782156,"11,732","52,143,733",,
ASOS,108,ASOS,6,6 Coupons,Coupons,$6.00 ,2.5% Cash Back,Cash Back,786673,"47,200","131,112",,
Boden,250,Boden,1,1 Coupon,Coupon,4.00%,4.0% Cash Back was 2.0%,Cash Back Promo,802199,"32,088","20,054,975",,
FragranceNet.com,699,FragranceNet.com,16,16 Coupons,Coupons,1.00%,1.0% Cash Back,Cash Back,835598,84,"83,559,800",,
Advance Auto Parts,25,Advance Auto Parts,4,4 Coupons,Coupons,2.00%,2.0% Cash Back,Cash Back,917314,183,"45,865,700",,
Diapers.com,514,Diapers.com,19,19 Coupons,Coupons,2.00%,2.0% Cash Back,Cash Back,926874,185,"46,343,700",,
TurboTax,1932,TurboTax,6,6 Coupons,Coupons,7.50%,7.5% Cash Back,Cash Back,943630,"70,772","12,581,733",,
Neiman Marcus Last Call,1295,Neiman Marcus Last Call,7,7 Offers,Offers,8.00%,8.0% Cash Back was 4.0%,Cash Back Promo,945698,"75,656","11,821,225",,
Vistaprint,1986,Vistaprint,6,6 Coupons,Coupons,4.00%,4.0% Cash Back,Cash Back,950234,"38,009","23,755,850",,
Puritan's Pride,1520,Puritan's Pride,19,19 Coupons,Coupons,5.00%,5.0% Cash Back,Cash Back,972847,"48,642","19,456,940",,
TOMS,1893,TOMS,5,5 Coupons,Coupons,4.00%,4.0% Cash Back,Cash Back,989274,"39,571","24,731,850",,
Ann Taylor,84,Ann Taylor,10,10 Coupons,Coupons,$150.00 ,2.0% Cash Back,Cash Back,991135,"1,486,703","6,608",,
Sam's Club,1616,Sam's Club,2,2 Coupons,Coupons,1.50%,1.5% Cash Back,Cash Back,1014343,"15,215","67,622,867",,
Kiehl's,1035,Kiehl's,2,2 Coupons,Coupons,8.00%,8.0% Cash Back was 4.0%,Cash Back Promo,1040272,"83,222","13,003,400",,
Blue Nile,242,Blue Nile,1,1 Coupon,Coupon,1.00%,1.0% Cash Back,Cash Back,1041589,104,"104,158,900",,
Walgreens,2008,Walgreens,44,44 Coupons,Coupons,7.00%,Up to 7.0%,Up to Pct off,1055384,"73,877","15,076,914",,
Bergdorf Goodman,196,Bergdorf Goodman,3,3 Coupons,Coupons,4.00%,4.0% Cash Back,Cash Back,1080848,432,"27,021,200",,
Entertainment,608,Entertainment,1,1 Coupon,Coupon,17.50%,17.5% Cash Back,Cash Back,1124894,"1,969","6,427,966",,
Holiday Inn Express,867,Holiday Inn Express,10,10 Coupons,Coupons,4.50%,4.5% Cash Back,Cash Back,1128306,508,"25,073,467",,
Hotwire,887,Hotwire,11,11 Coupons,Coupons,4.00%,Up to 4.0%,Up to Pct off,1133325,453,"28,333,125",,
L.L.Bean,1055,L.L.Bean,2,2 Coupons,Coupons,2.00%,2.0% Cash Back,Cash Back,1134746,"22,695","56,737,300",,
Bed Bath and Beyond,186,Bed Bath and Beyond,25,25 Coupons,Coupons,2.00%,2.0% Cash Back,Cash Back,1143972,229,"57,198,600",,
Petco,1453,Petco,2,2 Coupons,Coupons,4.00%,4.0% Cash Back,Cash Back,1150343,"46,014","28,758,575",,
The Children's Place,381,The Children's Place,4,4 Coupons,Coupons,1.50%,1.5% Cash Back,Cash Back,1209583,181,"80,638,867",,
EXPRESS,631,EXPRESS,50,50 Coupons,Coupons,2.50%,2.5% Cash Back,Cash Back,1224313,306,"48,972,520",,
Saks OFF 5TH,1610,Saks OFF 5TH,18,18 Coupons,Coupons,8.00%,8.0% Cash Back was 4.0%,Cash Back Promo,1227284,"98,183","15,341,050",,
1800FLOWERS,2107,1800FLOWERS,8,8 Coupons,Coupons,20.00%,20.0% Cash Back was 8.0%,Cash Back Promo,1233769,"246,754","6,168,845",,
Tory Burch,1901,Tory Burch,6,6 Coupons,Coupons,3.00%,3.0% Cash Back,Cash Back,1244333,"37,330","41,477,767",,
Lancome,1066,Lancome,5,5 Coupons,Coupons,8.00%,8.0% Cash Back was 4.0%,Cash Back Promo,1252437,"100,195","15,655,463",,
Holiday Inn,865,Holiday Inn,9,9 Coupons,Coupons,4.50%,4.5% Cash Back,Cash Back,1259682,567,"27,992,933",,
Microsoft Store,1218,Microsoft Store,38,38 Coupons,Coupons,6.00%,Up to 6.0%,Up to Pct off,1287135,"77,228","21,452,250",,
GNC,767,GNC,13,13 Coupons,Coupons,5.00%,5.0% Cash Back,Cash Back,1318234,659,"26,364,680",,
4inkjets,2126,4inkjets,5,5 Coupons,Coupons,14.00%,Up to 14.0%,Up to Pct off,1318252,"184,555","9,416,086",,
Eddie Bauer,584,Eddie Bauer,10,10 Coupons,Coupons,2.00%,2.0% Cash Back,Cash Back,1353678,271,"67,683,900",,
Eastbay,572,Eastbay,6,6 Coupons,Coupons,2.50%,2.5% Cash Back,Cash Back,1362123,341,"54,484,920",,
kate spade new york,1019,kate spade new york,6,6 Coupons,Coupons,7.00%,7.0% Cash Back was 3.5%,Cash Back Promo,1448192,"101,373","20,688,457",,
Gilt,758,Gilt,17,17 Coupons,Coupons,8.00%,8.0% Cash Back was 4.0%,Cash Back Promo,1475482,"118,039","18,443,525",,
Marriott.com,1190,Marriott.com,22,22 Coupons,Coupons,2.50%,2.5% Cash Back,Cash Back,1508503,"37,713","60,340,120",,
Look Human,1127,Look Human,9,9 Coupons,Coupons,5.00%,5.0% Cash Back,Cash Back,1508737,"75,437","30,174,740",,
Lord & Taylor,1130,Lord & Taylor,0,No Coupons Available,N/A,3.00%,3.0% Cash Back,Cash Back,1508737,"45,262","50,291,233",,
Finish Line,665,Finish Line,14,14 Coupons,Coupons,3.00%,3.0% Cash Back,Cash Back,1573683,472,"52,456,100",,
LivingSocial,1119,LivingSocial,16,16 Coupons,Coupons,3.00%,3.0% Cash Back,Cash Back,1600031,"48,001","53,334,367",,
LOFT,1121,LOFT,10,10 Coupons,Coupons,2.00%,2.0% Cash Back,Cash Back,1601063,"32,021","80,053,150",,
Banana Republic,149,Banana Republic,2,2 Coupons,Coupons,$5.00 ,2.0% Cash Back,Cash Back,1628938,"81,447","325,788",,
SkinStore,1690,SkinStore,28,28 Coupons,Coupons,4.00%,4.0% Cash Back,Cash Back,1651813,"66,073","41,295,325",,
Travelocity,1913,Travelocity,21,21 Coupons,Coupons,7.00%,Up to 7.0%,Up to Pct off,1662131,"116,349","23,744,729",,
Snapfish,1712,Snapfish,7,7 Coupons,Coupons,5.00%,5.0% Cash Back,Cash Back,1666119,"83,306","33,322,380",,
ProFlowers,1503,ProFlowers,6,6 Coupons,Coupons,20.00%,20.0% Cash Back was 12.0%,Cash Back Promo,1729898,"345,980","8,649,490",,
Backcountry.com,140,Backcountry.com,15,15 Coupons,Coupons,$10.00 ,4.0% Cash Back,Cash Back,1760411,"176,041","176,041",,
Rakuten.com,1539,Rakuten.com,113,113 Coupons,Coupons,1.00%,1.0% Cash Back,Cash Back,1774398,"17,744","177,439,800",,
Quill.com,1525,Quill.com,39,39 Coupons,Coupons,3.00%,3.0% Cash Back,Cash Back,1829125,"54,874","60,970,833",,
Lenovo,1086,Lenovo,42,42 Coupons,Coupons,5.00%,5.0% Cash Back was 3.0%,Cash Back Promo,1863538,"93,177","37,270,760",,
Barnes and Noble,159,Barnes and Noble,32,32 Coupons,Coupons,3.00%,Up to 3.0%,Up to Pct off,1866042,560,"62,201,400",,
Vision Direct,1984,Vision Direct,3,3 Coupons,Coupons,7.00%,7.0% Cash Back,Cash Back,1893138,"132,520","27,044,829",,
Carter's,344,Carter's,3,3 Coupons,Coupons,2.50%,2.5% Cash Back,Cash Back,1965949,491,"78,637,960",,
123Inkjets,2101,123Inkjets,6,6 Coupons,Coupons,16.00%,Up to 16.0%,Up to Pct off,1992965,"318,874","12,456,031",,
ShoeBuy,1658,ShoeBuy,14,14 Coupons,Coupons,6.00%,6.0% Cash Back was 4.5%,Cash Back Promo,2045452,"122,727","34,090,867",,
Kmart.com,1041,Kmart.com,60,60 Coupons,Coupons,1.00%,1.0% Cash Back,Cash Back,2191514,"21,915","219,151,400",,
American Eagle,69,American Eagle,3,3 Coupons,Coupons,2.00%,2.0% Cash Back,Cash Back,2235310,447,"111,765,500",,
FTD Flowers,718,FTD Flowers,5,5 Coupons,Coupons,24.00%,24.0% Cash Back was 12.0%,Cash Back Promo,2243552,"538,452","9,348,133",,
Under Armour,1942,Under Armour,7,7 Coupons,Coupons,3.00%,3.0% Cash Back,Cash Back,2266026,"67,981","75,534,200",,
Disney Store,532,Disney Store,7,7 Coupons,Coupons,3.00%,3.0% Cash Back,Cash Back,2282738,685,"76,091,267",,
UGG,1937,UGG,2,2 Coupons,Coupons,4.00%,4.0% Cash Back,Cash Back,2320003,"92,800","58,000,075",,
Newegg,1307,Newegg,92,92 Coupons,Coupons,1.00%,1.0% Cash Back,Cash Back,2501539,"25,015","250,153,900",,
Ulta Beauty,1939,Ulta Beauty,63,63 Coupons,Coupons,6.00%,6.0% Cash Back was 3.0%,Cash Back Promo,2631900,"157,914","43,865,000",,
Toys R Us,1908,Toys R Us,47,47 Coupons,Coupons,1.00%,1.0% Cash Back,Cash Back,2657888,"26,579","265,788,800",,
Ralph Lauren,1540,Ralph Lauren,12,12 Coupons,Coupons,2.50%,2.5% Cash Back,Cash Back,2849009,"71,225","113,960,360",,
Vitacost,1987,Vitacost,20,20 Coupons,Coupons,3.00%,3.0% Cash Back,Cash Back,2893518,"86,806","96,450,600",,
Orbitz,1368,Orbitz,19,19 Coupons,Coupons,7.00%,Up to 7.0%,Up to Pct off,2899718,"202,980","41,424,543",,
eBags,578,eBags,55,55 Coupons,Coupons,8.00%,8.0% Cash Back,Cash Back,3193100,"2,554","39,913,750",,
J.Crew,942,J.Crew,3,3 Coupons,Coupons,1.50%,1.5% Cash Back,Cash Back,3204517,481,"213,634,467",,
HSN,892,HSN,37,37 Coupons,Coupons,3.00%,3.0% Cash Back,Cash Back,3278680,984,"109,289,333",,
HP.com,890,HP.com,16,16 Coupons,Coupons,2.00%,2.0% Cash Back,Cash Back,3416104,683,"170,805,200",,
Dell Small Business,499,Dell Small Business,5,5 Coupons,Coupons,2.00%,2.0% Cash Back,Cash Back,3955964,791,"197,798,200",,
Best Buy,199,Best Buy,9,9 Coupons,Coupons,1.00%,1.0% Cash Back,Cash Back,4063081,406,"406,308,100",,
Magazines.com,1171,Magazines.com,10,10 Coupons,Coupons,25.00%,25.0% Cash Back,Cash Back,4221763,"1,055,441","16,887,052",,
Lands' End,1067,Lands' End,7,7 Coupons,Coupons,2.00%,2.0% Cash Back,Cash Back,4644186,"92,884","232,209,300",,
Dell Consumer,497,Dell Consumer,14,14 Coupons,Coupons,8.00%,8.0% Cash Back was 2.0%,Cash Back Promo,4867151,"389,372","60,839,388",,
Nike,1316,Nike,6,6 Coupons,Coupons,8.00%,8.0% Cash Back was 1.5%,Cash Back Promo,4901331,"392,106","61,266,638",,
Staples,1758,Staples,16,16 Coupons,Coupons,2.00%,2.0% Cash Back,Cash Back,5423002,"108,460","271,150,100",,
Gap,730,Gap,8,8 Coupons,Coupons,2.00%,2.0% Cash Back,Cash Back,5619423,"1,124","280,971,150",,
Priceline,1495,Priceline,14,14 Coupons,Coupons,10.00%,Up to 10.0%,Up to Pct off,5759591,"575,959","57,595,910",,
Old Navy,1351,Old Navy,10,10 Coupons,Coupons,2.00%,2.0% Cash Back,Cash Back,5860015,"117,200","293,000,750",,
Overstock.com,1387,Overstock.com,21,21 Coupons,Coupons,2.00%,2.0% Cash Back,Cash Back,5983643,"119,673","299,182,150",,
Lowe's,1140,Lowe's,23,23 Coupons,Coupons,2.50%,2.5% Cash Back was 1.5%,Cash Back Promo,6412425,"160,311","256,497,000",,
Bloomingdale's,237,Bloomingdale's,44,44 Coupons,Coupons,3.00%,3.0% Cash Back,Cash Back,6457545,"1,937","215,251,500",,
Expedia,628,Expedia,37,37 Coupons,Coupons,10.00%,Up to 10.0%,Up to Pct off,6524017,"6,524","65,240,170",,
QVC,1526,QVC,48,48 Coupons,Coupons,1.00%,1.0% Cash Back,Cash Back,6544713,"65,447","654,471,300",,
Saks Fifth Avenue,1609,Saks Fifth Avenue,12,12 Coupons,Coupons,8.00%,8.0% Cash Back was 4.0%,Cash Back Promo,7144170,"571,534","89,302,125",,
Target,1827,Target,1,1 Coupon,Coupon,1.00%,1.0% Cash Back,Cash Back,7173265,"71,733","717,326,500",,
Hotels.com,883,Hotels.com,14,14 Coupons,Coupons,3.00%,Up to 3.0%,Up to Pct off,7310198,"2,193","243,673,267",,
Neiman Marcus,1294,Neiman Marcus,5,5 Offers,Offers,8.00%,8.0% Cash Back was 4.0%,Cash Back Promo,7647776,"611,822","95,597,200",,
Sears,1635,Sears,119,119 Coupons,Coupons,1.00%,1.0% Cash Back,Cash Back,11229544,"112,295","1,122,954,400",,
Walmart,2012,Walmart,35,35 Coupons,Coupons,1.00%,1.0% Cash Back,Cash Back,13098686,"130,987","1,309,868,600",,
Groupon,794,Groupon,9,9 Coupons,Coupons,7.00%,7.0% Cash Back was 3.0%,Cash Back Promo,13449360,"941,455","192,133,714",,
JCPenney,961,JCPenney,15,15 Coupons,Coupons,3.00%,3.0% Cash Back,Cash Back,13508414,"4,053","450,280,467",,
eBay,579,eBay,22,22 Coupons,Coupons,$0.05 ,Up to 5.0% was 0.0%,Up to Pct off,13834090,"6,917","276,681,800",,
Sephora,1642,Sephora,9,9 Coupons,Coupons,8.00%,8.0% Cash Back was 4.0%,Cash Back Promo,14460391,"1,156,831","180,754,888",,
Nordstrom,1321,Nordstrom,18,18 Offers,Offers,2.00%,2.0% Cash Back,Cash Back,21811161,"436,223","1,090,558,050",,
Kohl's,1046,Kohl's,27,27 Coupons,Coupons,3.00%,3.0% Cash Back,Cash Back,28935206,"868,056","964,506,867",,
Macy's,1166,Macy's,70,70 Coupons,Coupons,3.00%,3.0% Cash Back,Cash Back,29444817,"883,345","981,493,900",,
A.L.C.,2,A.L.C.,1,1 Coupon,Coupon,3.00%,3.0% Cash Back,Cash Back,N/A,0,0,,
ABC Carpet & Home,4,ABC Carpet & Home,3,3 Coupons,Coupons,2.00%,2.0% Cash Back,Cash Back,N/A,0,0,,
Accessorize,11,Accessorize,4,4 Coupons,Coupons,2.50%,2.5% Cash Back,Cash Back,N/A,0,0,,
Amrita Singh,76,Amrita Singh,0,No Coupons Available,N/A,5.00%,5.0% Cash Back,Cash Back,N/A,0,0,,
