Pos.This.Week|Pos.Last.Week|Peak.Pos.This.Week|Total.Weeks|Title|Artist|Entry.Date|Pos.Entry|Overall.Peak.Pos|Overall.Total.Weeks|Chart.Date,,,,
43|46|43|11|Whatever She's Got|DAVID NAIL|2013-10-19|91|35|21|20131228,,,,
44|45|29|21|Gas Pedal|SAGE THE GEMINI featuring IAMSU|2013-08-10|58|29|25|20131228,,,,
45|34|8|33|Safe And Sound|CAPITAL CITIES|2013-05-18|99|8|43|20131228,,,,
46|52|46|14|Wasting All These Tears|CASSADEE POPE|2013-09-28|90|46|19|20131228,,,,
47|55|47|9|Sweet Annie|ZAC BROWN BAND|2013-11-02|94|47|17|20131228,,,,
48|54|48|9|Chillin' It|COLE SWINDELL|2013-11-02|98|28|20|20131228,,,,
49|44|6|23|Summertime Sadness|LANA DEL REY|2013-07-27|72|6|23|20131228,,,,
50|38|27|17|Slow Down|SELENA GOMEZ|2013-09-07|94|27|18|20131228,,,,
51|13|13|2|Little Dummer Boy|PENTATONIX|2013-12-21|13|13|3|20131228,,,,
52|56|52|7|All Of Me|JOHN LEGEND|2013-11-16|97|1|56|20131228,,,,
53|50|15|18|That's My Kind Of Night|LUKE BRYAN|2013-08-31|16|15|21|20131228,,,,
54|57|54|3|Let It Go|IDINA MENZEL|2013-12-14|89|5|33|20131228,,,,
55|NEW|55|1|Saturday|REBECCA BLACK & DAVE DAYS|2013-12-28|55|55|1|20131228,,,,
56|51|51|13|Animals|MARTIN GARRIX|2013-10-05|86|21|34|20131228,,,,
57|42|26|14|We Were Us|KEITH URBAN & MIRANDA LAMBERT|2013-09-28|80|26|20|20131228,,,,
58|58|58|3|Let It Go|DEMI LOVATO|2013-12-14|64|38|20|20131228,,,,
59|65|59|9|Don't Let Me Be Lonely|THE BAND PERRY|2013-11-02|97|59|16|20131228,,,,
60|70|60|3|When She Says Baby|JASON ALDEAN|2013-12-14|93|38|20|20131228,,,,
61|47|36|13|TKO|JUSTIN TIMBERLAKE|2013-10-05|54|36|17|20131228,,,,
62|62|62|9|Friday Night|ERIC PASLAY|2013-11-02|91|47|20|20131228,,,,
63|61|48|15|I Luv This Shit|AUGUST ALSINA / TRINIDAD JAMES|2013-09-21|85|48|20|20131228,,,,
64|NEW|64|1|Bridge Over Troubled Water|TESSANNE CHIN|2013-12-28|64|64|1|20131228,,,,
65|66|65|9|Radio|DARIUS RUCKER|2013-11-02|96|65|15|20131228,,,,
66|78|66|2|Hey Brother|AVICII|2013-12-21|78|16|23|20131228,,,,
67|49|39|16|Sunny And 75|JOE NICHOLS|2013-09-14|98|39|20|20131228,,,,
68|68|64|24|HeadBand|B.O.B featuring 2 CHAINZ|2013-07-20|98|53|26|20131228,,,,
69|67|61|17|Replay|ZENDAYA|2013-09-07|77|40|21|20131228,,,,
70|72|70|5|The Language|DRAKE|2013-11-30|89|63|17|20131228,,,,
71|74|71|5|Up All Night|JON PARDI|2013-11-30|99|56|13|20131228,,,,
72|71|71|4|Love Me Again|JOHN NEWMAN|2013-12-07|85|30|18|20131228,,,,
73|76|65|6|Compass|LADY ANTEBELLUM|2013-11-23|87|46|20|20131228,,,,
74|63|28|20|Mine Would Be You|BLAKE SHELTON|2013-08-17|100|28|20|20131228,,,,
75|NEW|75|1|Cannonball|LEA MICHELE|2013-12-28|75|75|1|20131228,,,,
76|60|12|4|Bound 2|KANYE WEST|2013-12-07|73|12|6|20131228,,,,
77|79|77|2|Perfume|BRITNEY SPEARS|2013-12-21|79|77|5|20131228,,,,
78|73|3|16|Berzerk|EMINEM|2013-09-14|3|3|20|20131228,,,,
79|81|77|6|Everybody's Got Somebody But Me|HUNTER HAYES featuring JASON MRAZ|2013-11-23|91|77|9|20131228,,,,
80|92|80|2|Underneath The Tree|KELLY CLARKSON|2013-12-21|92|78|3|20131228,,,,
81|77|55|14|Honest|FUTURE|2013-09-28|75|55|17|20131228,,,,
82|87|82|4|Up Down (Do This All Day)|T-PAIN featuring B.O.B|2013-12-07|95|62|20|20131228,,,,
83|91|83|3|Alone Together|FALL OUT BOY|2013-12-14|96|71|8|20131228,,,,
84|53|53|2|All That Matters|JUSTIN BIEBER|2013-12-21|53|53|7|20131228,,,,
85|NEW|85|1|The Man|ALOE BLACC|2013-12-28|85|85|1|20131228,,,,
86|NEW|86|1|See You Tonight|SCOTTY McCREERY|2013-12-28|86|52|16|20131228,,,,
87|NEW|87|1|Angel|JACQUIE LEE|2013-12-28|87|87|1|20131228,,,,
88|89|88|2|Helluva Life|FRANKIE BALLARD|2013-12-21|89|51|20|20131228,,,,
89|NEW|89|1|My Story|R. KELLY featuring 2 CHAINZ|2013-12-28|89|89|1|20131228,,,,
90|83|74|16|Bounce It|JUICY J featuring WALE & TREY SONGZ|2013-09-14|96|74|19|20131228,,,,
91|99|91|2|Do I Wanna Know?|ARCTIC MONKEYS|2013-12-21|99|70|20|20131228,,,,
92|88|6|15|The Fox|YLVIS|2013-09-21|29|6|18|20131228,,,,
93|84|25|8|What Now|RIHANNA|2013-11-09|96|25|8|20131228,,,,
94|NEW|94|1|Best Song Ever|ONE DIRECTION|2013-12-28|94|54|3|20131228,,,,
95|95|95|2|Old School Love|LUPE FIASCO featuring ED SHEERAN|2013-12-21|95|93|5|20131228,,,,
96|85|16|10|Survival|EMINEM|2013-10-26|17|16|14|20131228,,,,
97|NEW|97|1|The Heart Of Dixie|DANIELLE BRADBERY|2013-12-28|97|97|1|20131228,,,,
98|94|94|3|Pound Cake / Paris Morton Music 2|DRAKE featuring JAY-Z|2013-12-14|98|94|3|20131228,,,,
99|NEW|99|1|V. 3005|CHILDISH GAMBINO|2013-12-28|99|99|1|20131228,,,,
100|90|86|7|Right There|ARIANA GRANDE featuring BIG SEAN|2013-11-16|100|86|7|20131228,,,,
1|2|1|6|The Monster|EMINEM featuring RIHANNA|2013-11-16|3|1|29|20131221,,,,
2|4|2|9|Timber|PITBULL featuring KE$HA|2013-10-26|49|1|39|20131221,,,,
3|5|3|25|Counting Stars|ONEREPUBLIC|2013-07-06|32|2|68|20131221,,,,
4|3|1|23|Royals|LORDE|2013-07-20|90|1|44|20131221,,,,
5|1|1|16|Wrecking Ball|MILEY CYRUS|2013-09-07|50|1|32|20131221,,,,
6|6|4|24|Wake Me Up!|AVICII|2013-07-13|81|4|53|20131221,,,,
7|7|6|13|Demons|IMAGINE DRAGONS|2013-09-28|46|6|41|20131221,,,,
8|10|8|5|Say Something|A GREAT BIG WORLD featuring CHRISTINA AGUILERA|2013-11-23|16|4|26|20131221,,,,
9|13|9|19|Let Her Go|PASSENGER|2013-08-17|95|5|43|20131221,,,,
10|11|4|18|Hold On, We're Going Home|DRAKE featuring MAJID JORDAN|2013-08-24|21|4|33|20131221,,,
11|8|6|6|Story Of My Life|ONE DIRECTION|2013-11-16|6|6|32|20131221,,,,
12|9|1|18|Roar|KATY PERRY|2013-08-24|85|1|35|20131221,,,,
13|NEW|13|1|Little Dummer Boy|PENTATONIX|2013-12-21|13|13|3|20131221,,,,
14|15|14|7|Unconditionally|KATY PERRY|2013-11-09|30|14|20|20131221,,,,
15|18|15|24|Sweater Weather|THE NEIGHBOURHOOD|2013-07-13|96|14|35|20131221,,,,
16|21|16|12|Burn|ELLIE GOULDING|2013-10-05|99|13|34|20131221,,,,
17|22|17|12|White Walls|MACKLEMORE & RYAN LEWIS featuring SCHOOLBOY Q & HOLLIS|2013-10-05|100|15|22|20131221,,,,
18|17|13|7|Do What U Want|LADY GAGA featuring R. KELLY|2013-11-09|13|13|19|20131221,,,,
19|14|4|17|Applause|LADY GAGA|2013-08-31|6|4|23|20131221,,,,
20|19|19|11|Stay The Night|ZEDD featuring HAYLEY WILLIAMS|2013-10-12|86|18|21|20131221,,,,
21|16|11|11|23|MIKE WILL MADE-IT feat MILEY CYRUS, WIZ KHALIFA & JUICY J|2013-10-12|11|11|22|20131221,,,
22|20|4|22|Holy Grail|JAY Z featuring JUSTIN TIMBERLAKE|2013-07-27|8|4|27|20131221,,,,
23|23|19|10|My Hitta|YG X JEEZY X RICH HOMIE QUAN|2013-10-19|67|19|28|20131221,,,,
24|24|1|34|Blurred Lines|ROBIN THICKE featuring T.I. & PHARRELL|2013-05-04|94|1|48|20131221,,,,
25|25|3|65|Radioactive|IMAGINE DRAGONS|2012-09-29|91|3|85|20131221,,,,
26|NEW|26|1|All I Want For Christmas Is You|MARIAH CAREY|2013-12-21|26|26|3|20131221,,,,
27|28|23|20|Love More|CHRIS BROWN featuring NICKI MINAJ|2013-08-10|56|23|26|20131221,,,,
28|30|28|8|Stay|FLORIDA GEORGIA LINE|2013-11-02|85|28|20|20131221,,,,
29|38|29|17|Pompeii|BASTILLE|2013-08-31|95|5|53|20131221,,,,
30|34|30|10|It Won't Stop|SEVYN STREETER featuring CHRIS BROWN|2013-10-19|90|30|20|20131221,,,,
31|26|26|25|Brave|SARA BAREILLES|2013-07-06|100|23|41|20131221,,,,
32|57|32|11|Team|LORDE|2013-10-12|90|6|38|20131221,,,,
33|29|29|10|Marry Me|JASON DERULO|2013-10-19|72|26|17|20131221,,,,
34|33|8|32|Safe And Sound|CAPITAL CITIES|2013-05-18|99|8|43|20131221,,,,
35|32|17|46|Sail|AWOLNATION|2013-02-09|63|17|59|20131221,,,,
36|37|17|12|Dark Horse|KATY PERRY featuring JUICY J|2013-10-05|17|1|57|20131221,,,,
37|40|20|11|All Me|DRAKE featuring 2 CHAINZ & BIG SEAN|2013-10-12|20|20|20|20131221,,,,
38|27|27|16|Slow Down|SELENA GOMEZ|2013-09-07|94|27|18|20131221,,,,
39|48|7|8|Rap God|EMINEM|2013-11-02|7|7|20|20131221,,,,
40|49|40|5|Drink A Beer|LUKE BRYAN|2013-11-23|79|31|20|20131221,,,,
41|44|41|13|Drunk Last Night|ELI YOUNG BAND|2013-09-28|84|41|19|20131221,,,,
42|31|26|13|We Were Us|KEITH URBAN & MIRANDA LAMBERT|2013-09-28|80|26|20|20131221,,,,
43|46|43|12|Carolina|PARMALEE|2013-10-05|93|36|19|20131221,,,,
44|41|6|22|Summertime Sadness|LANA DEL REY|2013-07-27|72|6|23|20131221,,,,
45|42|29|20|Gas Pedal|SAGE THE GEMINI featuring IAMSU|2013-08-10|58|29|25|20131221,,,,
46|52|46|10|Whatever She's Got|DAVID NAIL|2013-10-19|91|35|21|20131221,,,,
47|36|36|12|TKO|JUSTIN TIMBERLAKE|2013-10-05|54|36|17|20131221,,,,
48|55|48|4|Show Me|KID INK featuring CHIS BROWN|2013-11-30|68|13|30|20131221,,,,
49|39|39|15|Sunny And 75|JOE NICHOLS|2013-09-14|98|39|20|20131221,,,,
50|35|15|17|That's My Kind Of Night|LUKE BRYAN|2013-08-31|16|15|21|20131221,,,,
51|63|51|12|Animals|MARTIN GARRIX|2013-10-05|86|21|34|20131221,,,,
52|54|52|13|Wasting All These Tears|CASSADEE POPE|2013-09-28|90|46|19|20131221,,,,
53|NEW|53|1|All That Matters|JUSTIN BIEBER|2013-12-21|53|53|7|20131221,,,,
54|58|54|8|Chillin' It|COLE SWINDELL|2013-11-02|98|28|20|20131221,,,,
55|59|55|8|Sweet Annie|ZAC BROWN BAND|2013-11-02|94|47|17|20131221,,,,
56|72|56|6|All Of Me|JOHN LEGEND|2013-11-16|97|1|56|20131221,,,,
57|89|57|2|Let It Go|IDINA MENZEL|2013-12-14|89|5|33|20131221,,,,
58|64|58|2|Let It Go|DEMI LOVATO|2013-12-14|64|38|20|20131221,,,,
59|NEW|59|1|Change Me|JUSTIN BIEBER|2013-12-21|59|59|1|20131221,,,,
60|12|12|3|Bound 2|KANYE WEST|2013-12-07|73|12|6|20131221,,,,
61|56|48|14|I Luv This Shit|AUGUST ALSINA / TRINIDAD JAMES|2013-09-21|85|48|20|20131221,,,,
62|68|62|8|Friday Night|ERIC PASLAY|2013-11-02|91|47|20|20131221,,,,
63|53|28|19|Mine Would Be You|BLAKE SHELTON|2013-08-17|100|28|20|20131221,,,,
64|81|64|4|Best Day Of My Life|AMERICAN AUTHORS|2013-11-30|93|11|36|20131221,,,,
65|61|61|8|Don't Let Me Be Lonely|THE BAND PERRY|2013-11-02|97|59|16|20131221,,,,
66|66|66|8|Radio|DARIUS RUCKER|2013-11-02|96|65|15|20131221,,,,
67|70|61|16|Replay|ZENDAYA|2013-09-07|77|40|21|20131221,,,,
68|73|64|23|HeadBand|B.O.B featuring 2 CHAINZ|2013-07-20|98|53|26|20131221,,,,
69|67|38|19|Beware|BIG SEAN featuring LIL WAYNE & JHENE AIKO|2013-08-17|94|38|19|20131221,,,,
70|93|70|2|When She Says Baby|JASON ALDEAN|2013-12-14|93|38|20|20131221,,,,
71|85|71|3|Love Me Again|JOHN NEWMAN|2013-12-07|85|30|18|20131221,,,,
72|84|72|4|The Language|DRAKE|2013-11-30|89|63|17|20131221,,,,
73|62|3|15|Berzerk|EMINEM|2013-09-14|3|3|20|20131221,,,,
74|91|74|4|Up All Night|JON PARDI|2013-11-30|99|56|13|20131221,,,,
75|80|12|12|Work Bitch|BRITNEY SPEARS|2013-10-05|12|12|12|20131221,,,,
76|65|65|5|Compass|LADY ANTEBELLUM|2013-11-23|87|46|20|20131221,,,,
77|71|55|13|Honest|FUTURE|2013-09-28|75|55|17|20131221,,,,
78|NEW|78|1|Hey Brother|AVICII|2013-12-21|78|16|23|20131221,,,,
79|NEW|79|1|Perfume|BRITNEY SPEARS|2013-12-21|79|77|5|20131221,,,,
80|NEW|80|1|Who You Love|JOHN MAYER featuring KATY PERRY|2013-12-21|80|80|1|20131221,,,,
81|77|77|5|Everybody's Got Somebody But Me|HUNTER HAYES featuring JASON MRAZ|2013-11-23|91|77|9|20131221,,,,
82|76|42|20|Southern Girl|TIM McGRAW|2013-08-10|100|42|20|20131221,,,,
83|78|74|15|Bounce It|JUICY J featuring WALE & TREY SONGZ|2013-09-14|96|74|19|20131221,,,,
84|74|25|7|What Now|RIHANNA|2013-11-09|96|25|8|20131221,,,,
85|88|16|9|Survival|EMINEM|2013-10-26|17|16|14|20131221,,,,
86|NEW|86|1|I. Crawl|CHILDISH GAMBINO|2013-12-21|86|86|1|20131221,,,,
87|99|87|3|Up Down (Do This All Day)|T-PAIN featuring B.O.B|2013-12-07|95|62|20|20131221,,,,
88|60|6|14|The Fox|YLVIS|2013-09-21|29|6|18|20131221,,,,
89|NEW|89|1|Helluva Life|FRANKIE BALLARD|2013-12-21|89|51|20|20131221,,,,
90|86|86|6|Right There|ARIANA GRANDE featuring BIG SEAN|2013-11-16|100|86|7|20131221,,,,
91|96|91|2|Alone Together|FALL OUT BOY|2013-12-14|96|71|8|20131221,,,,
92|NEW|92|1|Underneath The Tree|KELLY CLARKSON|2013-12-21|92|78|3|20131221,,,,
93|90|51|7|The Outsiders|ERIC CHURCH|2013-11-09|51|51|7|20131221,,,,
94|98|94|2|Pound Cake / Paris Morton Music 2|DRAKE featuring JAY-Z|2013-12-14|98|94|3|20131221,,,,
95|NEW|95|1|Old School Love|LUPE FIASCO featuring ED SHEERAN|2013-12-21|95|93|5|20131221,,,,
96|NEW|96|1|All The Way Home|TAMAR BRAXTON|2013-12-21|96|96|1|20131221,,,,
97|87|83|9|Days Of Gold|JAKE OWEN|2013-10-26|91|83|9|20131221,,,,
98|82|22|15|Gorilla|BRUNO MARS|2013-09-14|60|22|15|20131221,,,,
99|NEW|99|1|Do I Wanna Know?|ARCTIC MONKEYS|2013-12-21|99|70|20|20131221,,,,
100|94|83|4|Waiting For Superman|DAUGHTRY|2013-11-30|100|83|4|20131221,,,,
1|3|1|15|Wrecking Ball|MILEY CYRUS|2013-09-07|50|1|32|20131214,,,,
2|2|2|5|The Monster|EMINEM featuring RIHANNA|2013-11-16|3|1|29|20131214,,,,
3|1|1|22|Royals|LORDE|2013-07-20|90|1|44|20131214,,,,
4|8|4|8|Timber|PITBULL featuring KE$HA|2013-10-26|49|1|39|20131214,,,,
5|4|4|24|Counting Stars|ONEREPUBLIC|2013-07-06|32|2|68|20131214,,,,
6|5|4|23|Wake Me Up!|AVICII|2013-07-13|81|4|53|20131214,,,,
7|6|6|12|Demons|IMAGINE DRAGONS|2013-09-28|46|6|41|20131214,,,,
8|13|6|5|Story Of My Life|ONE DIRECTION|2013-11-16|6|6|32|20131214,,,,
9|7|1|17|Roar|KATY PERRY|2013-08-24|85|1|35|20131214,,,,
10|18|10|4|Say Something|A GREAT BIG WORLD featuring CHRISTINA AGUILERA|2013-11-23|16|4|26|20131214,,,,
11|9|4|17|Hold On, We're Going Home|DRAKE featuring MAJID JORDAN|2013-08-24|21|4|33|20131214,,,
12|73|12|2|Bound 2|KANYE WEST|2013-12-07|73|12|6|20131214,,,,
13|10|10|18|Let Her Go|PASSENGER|2013-08-17|95|5|43|20131214,,,,
14|14|4|16|Applause|LADY GAGA|2013-08-31|6|4|23|20131214,,,,
15|16|15|6|Unconditionally|KATY PERRY|2013-11-09|30|14|20|20131214,,,,
16|15|11|10|23|MIKE WILL MADE-IT feat MILEY CYRUS, WIZ KHALIFA & JUICY J|2013-10-12|11|11|22|20131214,,,
17|20|13|6|Do What U Want|LADY GAGA featuring R. KELLY|2013-11-09|13|13|19|20131214,,,,
18|19|17|23|Sweater Weather|THE NEIGHBOURHOOD|2013-07-13|96|14|35|20131214,,,,
19|22|19|10|Stay The Night|ZEDD featuring HAYLEY WILLIAMS|2013-10-12|86|18|21|20131214,,,,
20|17|4|21|Holy Grail|JAY Z featuring JUSTIN TIMBERLAKE|2013-07-27|8|4|27|20131214,,,,
21|36|21|11|Burn|ELLIE GOULDING|2013-10-05|99|13|34|20131214,,,,
22|23|22|11|White Walls|MACKLEMORE & RYAN LEWIS featuring SCHOOLBOY Q & HOLLIS|2013-10-05|100|15|22|20131214,,,,
23|26|19|9|My Hitta|YG X JEEZY X RICH HOMIE QUAN|2013-10-19|67|19|28|20131214,,,,
24|21|1|33|Blurred Lines|ROBIN THICKE featuring T.I. & PHARRELL|2013-05-04|94|1|48|20131214,,,,
25|24|3|64|Radioactive|IMAGINE DRAGONS|2012-09-29|91|3|85|20131214,,,,
26|28|26|24|Brave|SARA BAREILLES|2013-07-06|100|23|41|20131214,,,,
27|29|27|15|Slow Down|SELENA GOMEZ|2013-09-07|94|27|18|20131214,,,,
28|27|23|19|Love More|CHRIS BROWN featuring NICKI MINAJ|2013-08-10|56|23|26|20131214,,,,
29|33|29|9|Marry Me|JASON DERULO|2013-10-19|72|26|17|20131214,,,,
30|34|30|7|Stay|FLORIDA GEORGIA LINE|2013-11-02|85|28|20|20131214,,,,
31|30|26|12|We Were Us|KEITH URBAN & MIRANDA LAMBERT|2013-09-28|80|26|20|20131214,,,,
32|32|17|45|Sail|AWOLNATION|2013-02-09|63|17|59|20131214,,,,
33|31|8|31|Safe And Sound|CAPITAL CITIES|2013-05-18|99|8|43|20131214,,,,
34|41|34|9|It Won't Stop|SEVYN STREETER featuring CHRIS BROWN|2013-10-19|90|30|20|20131214,,,,
35|40|15|16|That's My Kind Of Night|LUKE BRYAN|2013-08-31|16|15|21|20131214,,,,
36|38|36|11|TKO|JUSTIN TIMBERLAKE|2013-10-05|54|36|17|20131214,,,,
37|42|17|11|Dark Horse|KATY PERRY featuring JUICY J|2013-10-05|17|1|57|20131214,,,,
38|48|38|16|Pompeii|BASTILLE|2013-08-31|95|5|53|20131214,,,,
39|44|39|14|Sunny And 75|JOE NICHOLS|2013-09-14|98|39|20|20131214,,,,
40|46|20|10|All Me|DRAKE featuring 2 CHAINZ & BIG SEAN|2013-10-12|20|20|20|20131214,,,,
41|35|6|21|Summertime Sadness|LANA DEL REY|2013-07-27|72|6|23|20131214,,,,
42|45|29|19|Gas Pedal|SAGE THE GEMINI featuring IAMSU|2013-08-10|58|29|25|20131214,,,,
43|NEW|43|1|Best Song Ever|ONE DIRECTION|2013-12-14|43|43|1|20131214,,,,
44|51|44|12|Drunk Last Night|ELI YOUNG BAND|2013-09-28|84|41|19|20131214,,,,
45|49|2|26|We Can't Stop|MILEY CYRUS|2013-06-22|11|2|26|20131214,,,,
46|50|46|11|Carolina|PARMALEE|2013-10-05|93|36|19|20131214,,,,
47|NEW|47|1|Roller Coaster|JUSTIN BIEBER|2013-12-14|47|47|1|20131214,,,,
48|59|7|7|Rap God|EMINEM|2013-11-02|7|7|20|20131214,,,,
49|61|49|4|Drink A Beer|LUKE BRYAN|2013-11-23|79|31|20|20131214,,,,
50|47|2|42|Mirrors|JUSTIN TIMBERLAKE|2013-03-02|24|2|42|20131214,,,,
51|53|32|17|Red|TAYLOR SWIFT|2013-08-24|100|32|17|20131214,,,,
52|52|52|9|Whatever She's Got|DAVID NAIL|2013-10-19|91|35|21|20131214,,,,
53|39|28|18|Mine Would Be You|BLAKE SHELTON|2013-08-17|100|28|20|20131214,,,,
54|56|54|12|Wasting All These Tears|CASSADEE POPE|2013-09-28|90|46|19|20131214,,,,
55|67|55|3|Show Me|KID INK featuring CHIS BROWN|2013-11-30|68|13|30|20131214,,,,
56|58|48|13|I Luv This Shit|AUGUST ALSINA / TRINIDAD JAMES|2013-09-21|85|48|20|20131214,,,,
57|74|57|10|Team|LORDE|2013-10-12|90|6|38|20131214,,,,
58|62|58|7|Chillin' It|COLE SWINDELL|2013-11-02|98|28|20|20131214,,,,
59|65|59|7|Sweet Annie|ZAC BROWN BAND|2013-11-02|94|47|17|20131214,,,,
60|82|6|13|The Fox|YLVIS|2013-09-21|29|6|18|20131214,,,,
61|63|61|7|Don't Let Me Be Lonely|THE BAND PERRY|2013-11-02|97|59|16|20131214,,,,
62|55|3|14|Berzerk|EMINEM|2013-09-14|3|3|20|20131214,,,,
63|72|63|11|Animals|MARTIN GARRIX|2013-10-05|86|21|34|20131214,,,,
64|NEW|64|1|Let It Go|DEMI LOVATO|2013-12-14|64|38|20|20131214,,,,
65|80|65|4|Compass|LADY ANTEBELLUM|2013-11-23|87|46|20|20131214,,,,
66|75|66|7|Radio|DARIUS RUCKER|2013-11-02|96|65|15|20131214,,,,
67|66|38|18|Beware|BIG SEAN featuring LIL WAYNE & JHENE AIKO|2013-08-17|94|38|19|20131214,,,,
68|71|68|7|Friday Night|ERIC PASLAY|2013-11-02|91|47|20|20131214,,,,
69|70|52|20|Red Nose|SAGE THE GEMINI|2013-08-03|62|52|20|20131214,,,,
70|84|61|15|Replay|ZENDAYA|2013-09-07|77|40|21|20131214,,,,
71|69|55|12|Honest|FUTURE|2013-09-28|75|55|17|20131214,,,,
72|68|66|5|All Of Me|JOHN LEGEND|2013-11-16|97|1|56|20131214,,,,
73|79|64|22|HeadBand|B.O.B featuring 2 CHAINZ|2013-07-20|98|53|26|20131214,,,,
74|25|25|6|What Now|RIHANNA|2013-11-09|96|25|8|20131214,,,,
75|NEW|75|1|This Is How We Roll|FLORIDA GEORGIA LINE featuring LUKE BRYAN|2013-12-14|75|75|1|20131214,,,,
76|64|42|19|Southern Girl|TIM McGRAW|2013-08-10|100|42|20|20131214,,,,
77|90|77|4|Everybody's Got Somebody But Me|HUNTER HAYES featuring JASON MRAZ|2013-11-23|91|77|9|20131214,,,,
78|78|74|14|Bounce It|JUICY J featuring WALE & TREY SONGZ|2013-09-14|96|74|19|20131214,,,,
79|77|50|20|Type Of Way|RICH HOMIE QUAN|2013-08-03|98|50|20|20131214,,,,
80|88|12|11|Work Bitch|BRITNEY SPEARS|2013-10-05|12|12|12|20131214,,,,
