Pos.This.Week|Pos.Last.Week|Peak.Pos.This.Week|Total.Weeks|Title|Artist|Entry.Date|Pos.Entry|Overall.Peak.Pos|Overall.Total.Weeks|Chart.Date,,
23|24|19|12|Caramel|CITY HIGH featuring EVE|2001-10-13|68|18|24|20011229,,
24|18|1|29|Fallin'|ALICIA KEYS|2001-06-16|98|1|34|20011229,,
25|22|22|11|#1|NELLY|2001-10-20|75|22|20|20011229,,
26|32|26|9|In The End|LINKIN PARK|2001-11-03|78|2|38|20011229,,
27|36|27|4|Hey Baby|NO DOUBT featuring BOUNTY KILLER|2001-12-08|62|5|20|20011229,,
28|29|28|6|Son Of A Gun|JANET featuring MISSY ELLIOTT, P.DIDDY & CARLY SIMON|2001-11-24|72|28|12|20011229,
29|21|10|14|Emotion|DESTINY'S CHILD|2001-09-29|65|10|20|20011229,,
30|30|30|6|Where Were You (When The World Stopped Turning)|ALAN JACKSON|2001-11-24|62|28|20|20011229,,
31|27|5|38|It's Been Awhile|STAIND|2001-04-14|79|5|46|20011229,,
32|31|31|12|Dig In|LENNY KRAVITZ|2001-10-13|73|31|20|20011229,,
33|28|28|12|I Wanna Talk About Me|TOBY KEITH|2001-10-13|71|28|20|20011229,,
34|42|34|8|Roll Out (My Business)|LUDACRIS|2001-11-10|95|17|21|20011229,,
35|35|35|4|7 Days|CRAIG DAVID|2001-12-08|61|10|20|20011229,,
36|41|36|7|Standing Still|JEWEL|2001-11-17|71|25|20|20011229,,
37|34|34|10|Run|GEORGE STRAIT|2001-10-27|70|34|20|20011229,,
38|38|38|12|Lights, Camera, Action!|MR. CHEEKS|2001-10-13|99|14|30|20011229
39|43|39|5|Good Morning Beautiful|STEVE HOLLY|2001-12-01|70|29|20|20011229,,
40|33|2|47|Hanging By A Moment|LIFEHOUSE|2001-02-10|76|2|54|20011229,,
41|44|41|8|Break Ya Neck|BUSTA RHYMES|2001-11-10|92|26|20|20011229,,
42|39|5|42|Drops Of Jupiter (Tell Me)|TRAIN|2001-03-17|77|5|53|20011229,,
43|40|36|10|Riding With Private Malone|DAVID BALL|2001-10-27|71|36|20|20011229,,
44|48|44|11|I'm Trying|TRACE ADKINS|2001-10-20|77|44|20|20011229,,
45|53|45|9|Alive|P.O.D.|2001-11-03|76|41|20|20011229,,
46|49|46|10|Wrapped Up In You|GARTH BROOKS|2001-10-27|77|46|20|20011229,,
47|54|47|3|Bouncin' Back (Bumpin' Me Against The Wall)|MYSTIKAL|2001-12-15|71|37|20|20011229,,
48|55|48|7|Wrapped Around|BRAD PAISLEY|2001-11-17|79|35|20|20011229,,
49|47|38|13|You Gets No Love|FAITH EVANS|2001-10-06|70|38|20|20011229,,
50|45|25|21|Raise Up|PETEY PABLO|2001-08-11|98|25|21|20011229,,
51|68|51|2|The Whole World|OUTKAST featuring KILLER MIKE|2001-12-22|68|19|20|20011229,,
52|37|17|12|Girls, Girls, Girls|JAY-Z|2001-10-13|65|17|17|20011229
53|64|53|3|No More Drama|MARY J. BLIGE|2001-12-15|74|15|20|20011229,,
54|72|54|2|Blurry|PUDDLE OF MUDD|2001-12-22|72|5|38|20011229,,
55|52|22|17|Lifetime|MAXWELL|2001-09-08|72|22|20|20011229,,
56|57|56|4|Bring On The Rain|JO DEE MESSINA with TIM McGRAW|2001-12-08|75|36|20|20011229,,
57|78|57|4|Can't Fight The Moonlight|LeANN RIMES|2001-12-08|97|11|22|20011229,,
58|51|12|18|Everywhere|MICHELLE BRANCH|2001-09-01|62|12|20|20011229,,
59|NEW|59|1|The World's Greatest|R. KELLY|2001-12-29|59|34|18|20011229,,
60|60|60|3|Take Away|MISSY  ELLIOTT feat GINUWINE & TWEET|2001-12-15|68|45|20|20011229,,
61|63|61|8|Brotha|ANGIE STONE|2001-11-10|90|52|20|20011229,,
62|67|62|5|Young'n (Holla Back)|FABOLOUS|2001-12-01|99|33|20|20011229,,
63|NEW|63|1|Ooohhhwee|MASTER P featuring WEEBIE|2001-12-29|63|63|11|20011229,,
64|50|27|11|I'm Slave 4 U|BRITNEY SPEARS|2001-10-20|68|27|14|20011229,,
65|58|58|7|Goodbye|JAGGED EDGE|2001-11-17|77|58|15|20011229,,
66|75|66|2|The Long Goodbye|BROOKS & DUNN|2001-12-22|75|39|20|20011229,,
67|59|39|16|Love Of A Woman|TRAVIS TRITT|2001-09-15|76|39|20|20011229,,
68|70|68|2|Let's Stay Home Tonight|JOE|2001-12-22|70|68|12|20011229,,
69|62|60|15|I Wish You Were Here|INCUBUS|2001-09-22|77|60|20|20011229,,
70|NEW|70|1|Welcome To Atlanta|JERMAINE DUPRI & LUDACRIS|2001-12-29|70|35|20|20011229,,
71|65|63|10|With Me|LONESTAR|2001-10-27|75|63|15|20011229,,
72|66|39|16|Dance With Me|112|2001-09-15|73|39|20|20011229,,
73|69|16|14|God Bless The USA|LEE GREENWOOD|2001-09-29|16|16|17|20011229,,
74|NEW|74|1|Ain't It Funny|JENNIFER LOPEZ featuring JA RULE|2001-12-29|74|1|27|20011229,,
75|74|74|8|From Her Mama (Mama Got A**)|JUVENILE|2001-11-10|97|65|15|20011229,,
76|71|62|11|Fade|STAIND|2001-10-20|76|62|17|20011229,,
77|77|77|5|Don't You Forget It|GLENN LEWIS|2001-12-01|98|30|20|20011229,,
78|73|52|14|Stuck In A Moment You Can't Get Out Of|U2|2001-09-29|62|52|20|20011229,,
79|56|23|19|Smooth Criminal|ALIEN ANT FARM|2001-08-25|78|23|20|20011229,,
80|61|28|11|Drowning|BACKSTREET BOYS|2001-10-20|54|28|20|20011229,,
81|NEW|81|1|Never Too Far / Hero (Medley)|MARIAH CAREY|2001-12-29|81|81|3|20011229,,
82|83|27|19|AM To PM|CHRISTINA MILIAN|2001-08-25|99|27|20|20011229,,
83|80|34|19|Where I Come From|ALAN JACKSON|2001-08-25|76|34|20|20011229,,
84|76|51|16|Love Of My Life|BRIAN McKNIGHT|2001-09-15|74|51|20|20011229,,
85|85|85|2|Part II|METHOD MAN & REDMAN|2001-12-22|85|72|12|20011229,,
86|84|68|12|Control|PUDDLE OF MUDD|2001-10-13|75|68|20|20011229,,
87|79|38|20|Angry All The Time|TIM McGRAW|2001-08-18|70|38|20|20011229,,
88|81|15|18|Ugly|BUBBA SPARXXX|2001-09-01|98|15|20|20011229,,
89|82|6|14|The Star Spangled Banner|WHITNEY HOUSTON|2001-09-29|50|6|16|20011229,,
90|87|10|17|You Rock My World|MICHAEL JACKSON|2001-09-08|34|10|20|20011229,,
91|88|87|9|Fatty Girl|LUDACRIS, LL COOL J & KEITH MURRAY|2001-11-03|99|87|12|20011229,
92|92|36|19|Feelin' On Yo Booty|R. KELLY|2001-08-25|74|36|19|20011229,,
93|93|93|3|Got Ur Self A...|NAS|2001-12-15|99|87|19|20011229,,
94|90|71|14|What Am I Gonna Do|TYRESE|2001-09-29|79|71|18|20011229,,
95|86|49|16|I'm A Survivor|REBA|2001-09-15|81|49|16|20011229,,
96|91|84|13|Do U Wanna Roll (Dolittle Theme)|R.L., SNOOP DOGG & LIL' KIM|2001-10-06|94|84|16|20011229,
97|98|80|15|What If|BABYFACE|2001-09-22|98|80|15|20011229,,
98|96|96|3|Round & Round|JONELL & METHOD MAN|2001-12-15|98|62|17|20011229,,
99|NEW|99|1|God Bless America|DANIEL RODRIGUEZ|2001-12-29|99|99|2|20011229,,
100|89|60|12|Who We Be|DMX|2001-10-13|89|60|12|20011229,,
1|3|1|16|How You Remind Me|NICKELBACK|2001-09-08|75|1|49|20011222,,
2|1|1|14|U Got It Bad|USHER|2001-09-22|93|1|32|20011222,,
3|2|1|22|Family Affair|MARY J. BLIGE|2001-07-28|76|1|41|20011222,,
4|4|3|13|Hero|ENRIQUE IGLESIAS|2001-09-29|44|3|34|20011222,,
5|6|5|9|Get The Party Started|PINK|2001-10-27|69|4|24|20011222,,
6|7|4|22|Differences|GINUWINE|2001-07-28|79|4|30|20011222,,
7|9|7|9|Whenever, Whenever|SHAKIRA|2001-10-27|74|6|24|20011222,
8|8|6|17|Living It Up|JA RULE featuring CASE|2001-09-01|78|6|25|20011222,,
9|13|9|6|Always On Time|JA RULE featuring ASHANTI|2001-11-17|84|1|27|20011222,,
10|5|5|19|Turn Off The Light|NELLY FURTADO|2001-08-18|69|5|25|20011222,,
11|17|11|9|My Sacrifice|CREED|2001-10-27|50|4|29|20011222,,
12|11|11|14|Gone|'N SYNC|2001-09-22|63|11|24|20011222,,
13|20|13|9|A Woman's Worth|ALICIA KEYS|2001-10-27|90|7|20|20011222,,
14|10|1|25|I'm Real|JENNIFER LOPEZ|2001-07-07|66|1|31|20011222,,
15|15|15|17|Superman (It's Not Easy)|FIVE FOR FIGHTING|2001-09-01|69|14|35|20011222,,
16|12|10|24|Only Time|ENYA|2001-07-14|76|10|31|20011222,,
17|19|14|16|Rock The Boat|AALIYAH|2001-09-08|57|14|25|20011222,,
18|18|1|28|Fallin'|ALICIA KEYS|2001-06-16|98|1|34|20011222,,
19|23|19|7|Wherever You Will Go|THE CALLING|2001-11-10|71|5|45|20011222,,
20|16|16|30|I Do!!|TOYA|2001-06-02|82|16|39|20011222,,
21|14|10|13|Emotion|DESTINY'S CHILD|2001-09-29|65|10|20|20011222,,
22|22|22|10|#1|NELLY|2001-10-20|75|22|20|20011222,,
23|25|23|9|We Thuggin'|FAT JOE featuring R KELLY|2001-10-27|82|15|20|20011222,,
24|24|19|11|Caramel|CITY HIGH featuring EVE|2001-10-13|68|18|24|20011222,,
25|26|24|10|Where The Stars And Stripes And The Eagle Fly|AARON TIPPIN|2001-10-20|66|20|20|20011222,,
26|30|26|6|Butterflies|MICHAEL JACKSON|2001-11-17|60|14|20|20011222,,
27|21|5|37|It's Been Awhile|STAIND|2001-04-14|79|5|46|20011222,,
28|28|28|11|I Wanna Talk About Me|TOBY KEITH|2001-10-13|71|28|20|20011222,,
29|29|29|5|Son Of A Gun|JANET featuring MISSY ELLIOTT, P.DIDDY & CARLY SIMON|2001-11-24|72|28|12|20011222,
30|33|30|5|Where Were You (When The World Stopped Turning)|ALAN JACKSON|2001-11-24|62|28|20|20011222,,
31|31|31|11|Dig In|LENNY KRAVITZ|2001-10-13|73|31|20|20011222,,
32|40|32|8|In The End|LINKIN PARK|2001-11-03|78|2|38|20011222,,
33|32|2|46|Hanging By A Moment|LIFEHOUSE|2001-02-10|76|2|54|20011222,,
34|37|34|9|Run|GEORGE STRAIT|2001-10-27|70|34|20|20011222,,
35|50|35|3|7 Days|CRAIG DAVID|2001-12-08|61|10|20|20011222,,
36|52|36|3|Hey Baby|NO DOUBT featuring BOUNTY KILLER|2001-12-08|62|5|20|20011222,,
37|27|17|11|Girls, Girls, Girls|JAY-Z|2001-10-13|65|17|17|20011222
38|38|38|11|Lights, Camera, Action!|MR. CHEEKS|2001-10-13|99|14|30|20011222
39|34|5|41|Drops Of Jupiter (Tell Me)|TRAIN|2001-03-17|77|5|53|20011222,,
40|36|36|9|Riding With Private Malone|DAVID BALL|2001-10-27|71|36|20|20011222,,
41|45|41|6|Standing Still|JEWEL|2001-11-17|71|25|20|20011222,,
42|47|42|7|Roll Out (My Business)|LUDACRIS|2001-11-10|95|17|21|20011222,,
43|51|43|4|Good Morning Beautiful|STEVE HOLY|2001-12-01|70|29|20|20011222,,
44|57|44|7|Break Ya Neck|BUSTA RHYMES|2001-11-10|92|26|20|20011222,,
45|35|25|20|Raise Up|PETEY PABLO|2001-08-11|98|25|21|20011222,,
46|41|2|34|Hit 'Em Up Style (Oops!)|BLU CANTRELL|2001-05-05|83|2|34|20011222,,
47|43|38|12|You Gets No Love|FAITH EVANS|2001-10-06|70|38|20|20011222,,
48|48|48|10|I'm Trying|TRACE ADKINS|2001-10-20|77|44|20|20011222,,
49|53|49|9|Wrapped Up In You|GARTH BROOKS|2001-10-27|77|46|20|20011222,,
50|42|27|10|I'm Slave 4 U|BRITNEY SPEARS|2001-10-20|68|27|14|20011222,,
51|39|12|17|Everywhere|MICHELLE BRANCH|2001-09-01|62|12|20|20011222,,
52|44|22|16|Lifetime|MAXWELL|2001-09-08|72|22|20|20011222,,
53|55|53|8|Alive|P.O.D.|2001-11-03|76|41|20|20011222,,
54|71|54|2|Bouncin' Back (Bumpin' Me Against The Wall)|MYSTIKAL|2001-12-15|71|37|20|20011222,,
55|61|55|6|Wrapped Around|BRAD PAISLEY|2001-11-17|79|35|20|20011222,,
56|54|23|18|Smooth Criminal|ALIEN ANT FARM|2001-08-25|78|23|20|20011222,,
57|69|57|3|Bring On The Rain|JO DEE MESSINA with TIM McGRAW|2001-12-08|75|36|20|20011222,,
58|67|58|6|Goodbye|JAGGED EDGE|2001-11-17|77|58|15|20011222,,
59|56|39|15|Love Of A Woman|TRAVIS TRITT|2001-09-15|76|39|20|20011222,,
60|68|60|2|Take Away|MISSY  ELLIOTT feat GINUWINE & TWEET|2001-12-15|68|45|20|20011222,,
61|59|28|10|Drowning|BACKSTREET BOYS|2001-10-20|54|28|20|20011222,,
62|60|60|14|I Wish You Were Here|INCUBUS|2001-09-22|77|60|20|20011222,,
63|70|63|7|Brotha|ANGIE STONE|2001-11-10|90|52|20|20011222,,
64|74|64|2|No More Drama|MARY J. BLIGE|2001-12-15|74|15|20|20011222,,
65|63|63|9|With Me|LONESTAR|2001-10-27|75|63|15|20011222,,
66|58|39|15|Dance With Me|112|2001-09-15|73|39|20|20011222,,
67|81|67|4|Young'n (Holla Back)|FABOLOUS|2001-12-01|99|33|20|20011222,,
68|NEW|68|1|The Whole World|OUTKAST featuring KILLER MIKE|2001-12-22|68|19|20|20011222,,
69|78|16|13|God Bless The USA|LEE GREENWOOD|2001-09-29|16|16|17|20011222,,
70|NEW|70|1|Let's Stay Home Tonight|JOE|2001-12-22|70|68|12|20011222,,
71|62|62|10|Fade|STAIND|2001-10-20|76|62|17|20011222,,
72|NEW|72|1|Blurry|PUDDLE OF MUDD|2001-12-22|72|5|38|20011222,,
73|65|52|13|Stuck In A Moment You Can't Get Out Of|U2|2001-09-29|62|52|20|20011222,,
74|77|74|7|From Her Mama (Mama Got A**)|JUVENILE|2001-11-10|97|65|15|20011222,,
75|NEW|75|1|The Long Goodbye|BROOKS & DUNN|2001-12-22|75|39|20|20011222,,
76|73|51|15|Love Of My Life|BRIAN McKNIGHT|2001-09-15|74|51|20|20011222,,
77|82|77|4|Don't You Forget It|GLENN LEWIS|2001-12-01|98|30|20|20011222,,
78|85|78|3|Can't Fight The Moonlight|LeANN RIMES|2001-12-08|97|11|22|20011222,,
79|66|38|19|Angry All The Time|TIM McGRAW|2001-08-18|70|38|20|20011222,,
80|76|34|18|Where I Come From|ALAN JACKSON|2001-08-25|76|34|20|20011222,,
81|64|15|17|Ugly|BUBBA SPARXXX|2001-09-01|98|15|20|20011222,,
82|90|6|13|The Star Spangled Banner|WHITNEY HOUSTON|2001-09-29|50|6|16|20011222,,
83|80|27|18|AM To PM|CHRISTINA MILIAN|2001-08-25|99|27|20|20011222,,
84|79|68|11|Control|PUDDLE OF MUDD|2001-10-13|75|68|20|20011222,,
85|NEW|85|1|Part II|METHOD MAN & REDMAN|2001-12-22|85|72|12|20011222,,
86|72|49|15|I'm A Survivor|REBA|2001-09-15|81|49|16|20011222,,
87|83|10|16|You Rock My World|MICHAEL JACKSON|2001-09-08|34|10|20|20011222,,
88|87|87|8|Fatty Girl|LUDACRIS, LL COOL J & KEITH MURRAY|2001-11-03|99|87|12|20011222,
89|75|60|11|Who We Be|DMX|2001-10-13|89|60|12|20011222,,
90|88|71|13|What Am I Gonna Do|TYRESE|2001-09-29|79|71|18|20011222,,
91|84|84|12|Do U Wanna Roll (Dolittle Theme)|R.L., SNOOP DOGG & LIL' KIM|2001-10-06|94|84|16|20011222,
92|89|36|18|Feelin' On Yo Booty|R. KELLY|2001-08-25|74|36|19|20011222,,
93|99|93|2|Got Ur Self A...|NAS|2001-12-15|99|87|19|20011222,,
94|93|79|20|Crawling|LINKIN PARK|2001-08-11|79|79|20|20011222,,
95|86|66|9|Diddy|P. DIDDY featuring THE NEPTUNES|2001-10-27|87|66|9|20011222,,
96|98|96|2|Round & Round|JONELL & METHOD MAN|2001-12-15|98|62|17|20011222,,
97|97|97|2|Freedom|PAUL McCARTNEY|2001-12-15|97|97|2|20011222,,
98|92|80|14|What If|BABYFACE|2001-09-22|98|80|15|20011222,,
99|94|44|18|Every Other Time|LFO|2001-08-25|65|44|18|20011222,,
100|96|96|2|Fat Lip|SUM 41|2001-12-15|96|96|2|20011222,,
1|2|1|13|U Got It Bad|USHER|2001-09-22|93|1|32|20011215,,
2|1|1|21|Family Affair|MARY J. BLIGE|2001-07-28|76|1|41|20011215,,
3|3|3|15|How You Remind Me|NICKELBACK|2001-09-08|75|1|49|20011215,,
4|4|3|12|Hero|ENRIQUE IGLESIAS|2001-09-29|44|3|34|20011215,,
5|5|5|18|Turn Off The Light|NELLY FURTADO|2001-08-18|69|5|25|20011215,,
6|9|6|8|Get The Party Started|PINK|2001-10-27|69|4|24|20011215,,
7|8|4|21|Differences|GINUWINE|2001-07-28|79|4|30|20011215,,
8|6|6|16|Living It Up|JA RULE featuring CASE|2001-09-01|78|6|25|20011215,,
9|14|9|8|Whenever, Whenever|SHAKIRA|2001-10-27|74|6|24|20011215,
10|7|1|24|I'm Real|JENNIFER LOPEZ|2001-07-07|66|1|31|20011215,,
11|11|11|13|Gone|'N SYNC|2001-09-22|63|11|24|20011215,,
12|12|10|23|Only Time|ENYA|2001-07-14|76|10|31|20011215,,
13|20|13|5|Always On Time|JA RULE featuring ASHANTI|2001-11-17|84|1|27|20011215,,
14|13|10|12|Emotion|DESTINY'S CHILD|2001-09-29|65|10|20|20011215,,
15|15|15|16|Superman (It's Not Easy)|FIVE FOR FIGHTING|2001-09-01|69|14|35|20011215,,
16|16|16|29|I Do!!|TOYA|2001-06-02|82|16|39|20011215,,
17|17|17|8|My Sacrifice|CREED|2001-10-27|50|4|29|20011215,,
18|10|1|27|Fallin'|ALICIA KEYS|2001-06-16|98|1|34|20011215,,
19|21|14|15|Rock The Boat|AALIYAH|2001-09-08|57|14|25|20011215,,
20|26|20|8|A Woman's Worth|ALICIA KEYS|2001-10-27|90|7|20|20011215,,
21|18|5|36|It's Been Awhile|STAIND|2001-04-14|79|5|46|20011215,,
22|23|22|9|#1|NELLY|2001-10-20|75|22|20|20011215,,
23|27|23|6|Wherever You Will Go|THE CALLING|2001-11-10|71|5|45|20011215,,
24|19|19|10|Caramel|CITY HIGH featuring EVE|2001-10-13|68|18|24|20011215,,
25|25|25|8|We Thuggin'|FAT JOE featuring R KELLY|2001-10-27|82|15|20|20011215,,
26|24|24|9|Where The Stars And Stripes And The Eagle Fly|AARON TIPPIN|2001-10-20|66|20|20|20011215,,
27|22|17|10|Girls, Girls, Girls|JAY-Z|2001-10-13|65|17|17|20011215
28|28|28|10|I Wanna Talk About Me|TOBY KEITH|2001-10-13|71|28|20|20011215,,
29|33|29|4|Son Of A Gun|JANET featuring MISSY ELLIOTT, P.DIDDY & CARLY SIMON|2001-11-24|72|28|12|20011215,
30|32|30|5|Butterflies|MICHAEL JACKSON|2001-11-17|60|14|20|20011215,,
31|35|31|10|Dig In|LENNY KRAVITZ|2001-10-13|73|31|20|20011215,,
32|31|2|45|Hanging By A Moment|LIFEHOUSE|2001-02-10|76|2|54|20011215,,
33|39|33|4|Where Were You (When The World Stopped Turning)|ALAN JACKSON|2001-11-24|62|28|20|20011215,,
34|34|5|40|Drops Of Jupiter (Tell Me)|TRAIN|2001-03-17|77|5|53|20011215,,
35|30|25|19|Raise Up|PETEY PABLO|2001-08-11|98|25|21|20011215,,
36|41|36|8|Riding With Private Malone|DAVID BALL|2001-10-27|71|36|20|20011215,,
37|42|37|8|Run|GEORGE STRAIT|2001-10-27|70|34|20|20011215,,
38|48|38|10|Lights, Camera, Action!|MR. CHEEKS|2001-10-13|99|14|30|20011215
39|29|12|16|Everywhere|MICHELLE BRANCH|2001-09-01|62|12|20|20011215,,
40|46|40|7|In The End|LINKIN PARK|2001-11-03|78|2|38|20011215,,
41|43|2|33|Hit 'Em Up Style (Oops!)|BLU CANTRELL|2001-05-05|83|2|34|20011215,,
42|36|27|9|I'm Slave 4 U|BRITNEY SPEARS|2001-10-20|68|27|14|20011215,,
43|38|38|11|You Gets No Love|FAITH EVANS|2001-10-06|70|38|20|20011215,,
44|45|22|15|Lifetime|MAXWELL|2001-09-08|72|22|20|20011215,,
45|52|45|5|Standing Still|JEWEL|2001-11-17|71|25|20|20011215,,
46|37|3|29|Where The Party At|JAGGED EDGE with ELLY|2001-06-02|64|3|29|20011215,,
47|60|47|6|Roll Out (My Business)|LUDACRIS|2001-11-10|95|17|21|20011215,,
48|53|48|9|I'm Tryin'|TRACE ADKINS|2001-10-20|77|44|20|20011215,,
49|40|24|21|Be Like That|3 DOORS DOWN|2001-07-28|72|24|21|20011215,,
50|61|50|2|7 Days|CRAIG DAVID|2001-12-08|61|10|20|20011215,,
51|59|51|3|Good Morning Beautiful|STEVE HOLY|2001-12-01|70|29|20|20011215,,
52|62|52|2|Hey Baby|NO DOUBT featuring BOUNTY KILLER|2001-12-08|62|5|20|20011215,,
53|56|53|8|Wrapped Up In You|GARTH BROOKS|2001-10-27|77|46|20|20011215,,
54|54|23|17|Smooth Criminal|ALIEN ANT FARM|2001-08-25|78|23|20|20011215,,
55|58|55|7|Alive|P.O.D.|2001-11-03|76|41|20|20011215,,
56|49|39|14|Love Of A Woman|TRAVIS TRITT|2001-09-15|76|39|20|20011215,,
57|70|57|6|Break Ya Neck|BUSTA RHYMES|2001-11-10|92|26|20|20011215,,
58|57|39|14|Dance With Me|112|2001-09-15|73|39|20|20011215,,
59|50|28|9|Drowning|BACKSTREET BOYS|2001-10-20|54|28|20|20011215,,
60|63|60|13|I Wish You Were Here|INCUBUS|2001-09-22|77|60|20|20011215,,
61|72|61|5|Wrapped Around|BRAD PAISLEY|2001-11-17|79|35|20|20011215,,
62|68|62|9|Fade|STAIND|2001-10-20|76|62|17|20011215,,
63|71|63|8|With Me|LONESTAR|2001-10-27|75|63|15|20011215,,
64|51|15|16|Ugly|BUBBA SPARXXX|2001-09-01|98|15|20|20011215,,
65|67|52|12|Stuck In A Moment You Can't Get Out Of|U2|2001-09-29|62|52|20|20011215,,
66|66|38|18|Angry All The Time|TIM McGRAW|2001-08-18|70|38|20|20011215,,
67|73|67|5|Goodbye|JAGGED EDGE|2001-11-17|77|58|15|20011215,,
68|NEW|68|1|Take Away|MISSY  ELLIOTT feat GINUWINE & TWEET|2001-12-15|68|45|20|20011215,,
69|75|69|2|Bring On The Rain|JO DEE MESSINA with TIM McGRAW|2001-12-08|75|36|20|20011215,,
70|82|70|6|Brotha|ANGIE STONE|2001-11-10|90|52|20|20011215,,
71|NEW|71|1|Bouncin' Back (Bumpin' Me Against The Wall)|MYSTIKAL|2001-12-15|71|37|20|20011215,,
72|55|49|14|I'm A Survivor|REBA|2001-09-15|81|49|16|20011215,,
73|69|51|14|Love Of My Life|BRIAN McKNIGHT|2001-09-15|74|51|20|20011215,,
74|NEW|74|1|No More Drama|MARY J. BLIGE|2001-12-15|74|15|20|20011215,,
75|64|60|10|Who We Be|DMX|2001-10-13|89|60|12|20011215,,
76|77|34|17|Where I Come From|ALAN JACKSON|2001-08-25|76|34|20|20011215,,
77|81|77|6|From Her Mama (Mama Got A**)|JUVENILE|2001-11-10|97|65|15|20011215,,
78|74|16|12|God Bless The USA|LEE GREENWOOD|2001-09-29|16|16|17|20011215,,
79|79|68|10|Control|PUDDLE OF MUDD|2001-10-13|75|68|20|20011215,,
80|76|27|17|AM To PM|CHRISTINA MILIAN|2001-08-25|99|27|20|20011215,,
81|87|81|3|Young'n (Holla Back)|FABOLOUS|2001-12-01|99|33|20|20011215,,
82|91|82|3|Don't You Forget It|GLENN LEWIS|2001-12-01|98|30|20|20011215,,
83|83|10|15|You Rock My World|MICHAEL JACKSON|2001-09-08|34|10|20|20011215,,
84|84|84|11|Do U Wanna Roll (Dolittle Theme)|R.L., SNOOP DOGG & LIL' KIM|2001-10-06|94|84|16|20011215,
85|97|85|2|Can't Fight The Moonlight|LeANN RIMES|2001-12-08|97|11|22|20011215,,
86|80|66|8|Diddy|P. DIDDY featuring THE NEPTUNES|2001-10-27|87|66|9|20011215,,
87|90|87|7|Fatty Girl|LUDACRIS, LL COOL J & KEITH MURRAY|2001-11-03|99|87|12|20011215,
88|86|71|12|What Am I Gonna Do|TYRESE|2001-09-29|79|71|18|20011215,,
89|88|36|17|Feelin' On Yo Booty|R. KELLY|2001-08-25|74|36|19|20011215,,
90|85|6|12|The Star Spangled Banner|WHITNEY HOUSTON|2001-09-29|50|6|16|20011215,,
91|93|44|20|I Would've Loved You Anyway|TRISHA YEARWOOD|2001-08-04|81|44|20|20011215,,
92|89|80|13|What If|BABYFACE|2001-09-22|98|80|15|20011215,,
93|96|79|19|Crawling|LINKIN PARK|2001-08-11|79|79|20|20011215,,
94|98|44|17|Every Other Time|LFO|2001-08-25|65|44|18|20011215,,
95|92|59|15|Complicated|CAROLYN DAWN JOHNSON|2001-09-08|77|59|15|20011215,,
96|NEW|96|1|Fat Lip|SUM 41|2001-12-15|96|96|2|20011215,,
97|NEW|97|1|Freedom|PAUL McCARTNEY|2001-12-15|97|97|2|20011215,,
98|NEW|98|1|Round & Round|JONELL & METHOD MAN|2001-12-15|98|62|17|20011215,,
99|NEW|99|1|Got Ur Self A...|NAS|2001-12-15|99|87|19|20011215,,
100|100|73|11|Angels In Waiting|TAMMY COCHRAN|2001-10-06|79|73|11|20011215,,
1|1|1|20|Family Affair|MARY J. BLIGE|2001-07-28|76|1|41|20011208,,
2|2|2|12|U Got It Bad|USHER|2001-09-22|93|1|32|20011208,,
3|4|3|14|How You Remind Me|NICKELBACK|2001-09-08|75|1|49|20011208,,
4|3|3|11|Hero|ENRIQUE IGLESIAS|2001-09-29|44|3|34|20011208,,
5|5|5|17|Turn Off The Light|NELLY FURTADO|2001-08-18|69|5|25|20011208,,
6|8|6|15|Living It Up|JA RULE featuring CASE|2001-09-01|78|6|25|20011208,,
7|6|1|23|I'm Real|JENNIFER LOPEZ|2001-07-07|66|1|31|20011208,,
8|7|4|20|Differences|GINUWINE|2001-07-28|79|4|30|20011208,,
9|13|9|7|Get The Party Started|PINK|2001-10-27|69|4|24|20011208,,
10|9|1|26|Fallin'|ALICIA KEYS|2001-06-16|98|1|34|20011208,,
11|11|11|12|Gone|'N SYNC|2001-09-22|63|11|24|20011208,,
12|12|10|22|Only Time|ENYA|2001-07-14|76|10|31|20011208,,
13|10|10|11|Emotion|DESTINY'S CHILD|2001-09-29|65|10|20|20011208,,
14|21|14|7|Whenever, Whenever|SHAKIRA|2001-10-27|74|6|24|20011208,
15|16|15|15|Superman (It's Not Easy)|FIVE FOR FIGHTING|2001-09-01|69|14|35|20011208,,
16|18|16|28|I Do!!|TOYA|2001-06-02|82|16|39|20011208,,
17|22|17|7|My Sacrifice|CREED|2001-10-27|50|4|29|20011208,,
18|15|5|35|It's Been Awhile|STAIND|2001-04-14|79|5|46|20011208,,
19|19|19|9|Caramel|CITY HIGH featuring EVE|2001-10-13|68|18|24|20011208,,
20|31|20|4|Always On Time|JA RULE featuring ASHANTI|2001-11-17|84|1|27|20011208,,
21|14|14|14|Rock The Boat|AALIYAH|2001-09-08|57|14|25|20011208,,
22|17|17|9|Girls, Girls, Girls|JAY-Z|2001-10-13|65|17|17|20011208
23|23|23|8|#1|NELLY|2001-10-20|75|22|20|20011208,,
24|24|24|8|Where The Stars And Stripes And The Eagle Fly|AARON TIPPIN|2001-10-20|66|20|20|20011208,,
25|34|25|7|We Thuggin'|FAT JOE featuring R KELLY|2001-10-27|82|15|20|20011208,,
