Pos.This.Week|Pos.Last.Week|Peak.Pos.This.Week|Total.Weeks|Title|Artist|Entry.Date|Pos.Entry|Overall.Peak.Pos|Overall.Total.Weeks|Chart.Date,,,,
79|67|46|3|Clothes Off!!|GYM CLASS HEROES|2007-09-01|46|46|6|20070915,,,,
80|75|64|10|Easy|PAULA DeANDA featuring BOW WOW|2007-07-14|96|64|11|20070915,,,,
81|NEW|81|1|Baby Don't Go|FABOLOUS featuring JERMAINE DUPRI|2007-09-15|81|23|20|20070915,,,,
82|34|34|3|Gotta Go My Own Way|ZAC EFRON & VANESSA ANNE HUDGENS|2007-09-01|60|34|3|20070915,,,,
83|100|83|2|Never Too Late|THREE DAYS GRACE|2007-09-08|100|71|17|20070915,,,,
84|94|21|16|Do You Know? (The Ping Pong Song) / Dimelo|ENRIQUE IGLESIAS|2007-06-02|33|21|20|20070915,,,,
85|89|66|9|Cupid Shuffle|CUPID|2007-07-21|93|66|13|20070915,,,,
86|52|6|7|What Time Is It|HIGH SCHOOL MUSICAL 2 CAST|2007-08-04|6|6|8|20070915,,,,
87|60|53|6|Hold On|JONAS BROTHERS|2007-08-11|92|53|7|20070915,,,,
88|87|67|12|Teenagers|MY CHEMICAL ROMANCE|2007-06-30|87|67|20|20070915,,,,
89|NEW|89|1|Get Me Bodied|BEYONCE|2007-09-15|89|89|3|20070915,,,,
90|NEW|90|1|Money In The Bank|SWIZZ BEATZ|2007-09-15|90|84|4|20070915,,,,
91|81|||I Need You|TIM McGRAW with FAITH HILL|||||20070915,,,,
92|90|54|15|4 In The Morning|GWEN STEFANI|2007-06-09|75|54|16|20070915,,,,
93|NEW|93|1|How Far We've Come|MATCHBOX TWENTY|2007-09-15|93|11|22|20070915,,,,
94|99|37|17|Tambourine|EVE|2007-05-26|72|37|17|20070915,,,,
95|97|27|18|(You Want To) Make A Memory|BON JOVI|2007-05-19|27|27|20|20070915,,,,
96|NEW|96|1|Livin' Our Love Song|JASON MICHAEL CARROLL|2007-09-15|96|52|16|20070915,,,,
97|46|46|3|Bet On It|ZAC EFRON|2007-09-01|66|46|3|20070915,,,,
98|NEW|98|1|Hate That I Love You|RIHANNA featuring NE-YO|2007-09-15|98|7|26|20070915,,,,
99|88|58|20|A Different World|BUCKY COVINGTON|2007-05-05|63|58|20|20070915,,,,
100|91|38|17|Wipe Me Down|LIL BOOSIE featuring FOXX & WEBBIE|2007-05-26|96|38|17|20070915,,,,
1|2|1|19|Big Girls Don't Cry|FERGIE|2007-05-05|41|1|48|20070908,,,,
2|6|2|7|Crank That (Soulja Boy)|SOULJA BOY|2007-07-28|47|1|32|20070908,,,,
3|5|3|5|Stronger|KANYE WEST|2007-08-11|47|1|27|20070908,,,,
4|3|3|13|The Way I Are|TIMBALAND featuring KERI HILSON|2007-06-16|78|3|38|20070908,,,,
5|1|1|14|Beautiful Girls|SEAN KINGSTON|2007-06-09|81|1|22|20070908,,,,
6|4|1|22|Hey There Delilah|PLAIN WHITE T'S|2007-04-14|79|1|35|20070908,,,,
7|7|6|13|Bartender|T-PAIN featuring AKON|2007-06-16|97|5|22|20070908,,,,
8|9|8|15|Make Me Better|FABOLOUS featuring NE-YO|2007-06-02|93|8|22|20070908,,,,
9|11|9|11|Shawty|PLIES featuring T-PAIN|2007-06-30|94|9|22|20070908,,,,
10|8|1|20|Umbrella|RIHANNA featuring JAY-Z|2007-04-28|91|1|33|20070908,,,,
11|16|11|10|Rockstar|NICKELBACK|2007-07-07|47|6|30|20070908,,,,
12|12|12|10|Let It Go|KEYSHIA COLE featuring MISSY ELLIOTT & LIL' KIM|2007-07-07|74|7|23|20070908,,,,
13|13|13|17|Wait For You|ELLIOTT YAMIN|2007-05-19|100|13|28|20070908,,,,
14|10|7|12|A Bay Bay|HURRICANE CHRIS|2007-06-23|95|7|20|20070908,,,,
15|24|15|6|Bed|J. HOLIDAY|2007-08-04|89|5|23|20070908,,,,
16|20|16|10|Who Knew|PINK|2007-07-07|94|9|34|20070908,,,,
17|14|14|4|Me Love|SEAN KINGSTON|2007-08-18|28|14|17|20070908,,,,
18|17|17|3|S.O.S.|JONAS BROTHERS|2007-08-25|65|17|21|20070908,,,,
19|15|1|27|Buy U A Drank (Shawty Snappin')|T-PAIN featuring YUNG JOC|2007-03-10|84|1|35|20070908,,,,
20|22|7|6|Sorry, Blame It On Me|AKON|2007-08-04|7|7|19|20070908,,,
21|18|18|3|Ayo Technology|50 CENT featuring JUSTIN TIMBERLAKE & TIMBALAND|2007-08-25|22|5|20|20070908,,,,
22|19|15|12|Shut Up And Drive|RIHANNA|2007-06-23|88|15|20|20070908,,,,
23|27|23|8|LoveStoned|JUSTIN TIMBERLAKE|2007-07-21|85|17|20|20070908,,,,
24|26|24|9|When You're Gone|AVRIL LAVIGNE|2007-07-14|82|24|19|20070908,,,,
25|29|25|15|The Great Escape|BOYS LIKE GIRLS|2007-06-02|96|23|25|20070908,,,,
26|25|5|26|Home|DAUGHTRY|2007-03-17|83|5|37|20070908,,,,
27|21|2|19|Party Like A Rockstar|SHOP BOYZ|2007-05-05|80|2|22|20070908,,,,
28|23|1|21|Makes Me Wonder|MAROON5|2007-04-21|84|1|26|20070908,,,,
29|32|29|16|First Time|LIFEHOUSE|2007-05-26|48|26|26|20070908,,,,
30|28|8|52|Before He Cheats|CARRIE UNDERWOOD|2006-09-16|92|8|64|20070908,,,,
31|38|31|2|You Are The Music In Me|ZAC EFRON & VANESSA ANNE HUDGENS|2007-09-01|38|31|4|20070908,,,,
32|57|32|3|I Got It From My Mama|WILL.I.AM|2007-08-25|93|31|9|20070908,,,,
33|30|18|18|Sexy Lady|YUNG BERG featuring JUNIOR|2007-05-12|99|18|20|20070908,,,,
34|60|34|2|Gotta Go My Own Way|ZAC EFRON & VANESSA ANNE HUDGENS|2007-09-01|60|34|3|20070908,,,,
35|36|2|37|The Sweet Escape|GWEN STEFANI featuring AKON|2006-12-30|93|2|40|20070908,,,,
36|31|26|13|Do You|NE-YO|2007-06-16|100|26|20|20070908,,,,
37|54|37|8|You Know What It Is|T.I. featuring WYCLEF JEAN|2007-07-21|68|34|18|20070908,,,,
38|37|11|20|Thnks Fr Th Mmrs|FALL OUT BOY|2007-04-28|67|11|28|20070908,,,,
39|39|7|21|What I've Done|LINKIN PARK|2007-04-21|7|7|23|20070908,,,,
40|44|29|13|Whine Up|KAT DELUNA featuring ELEPHANT MAN|2007-06-16|91|29|20|20070908,,,,
41|50|17|9|Potential Breakup Song|ALY & AJ|2007-07-14|77|17|16|20070908,,,,
42|52|42|5|Cyclone|BABY BASH featuring T-PAIN|2007-08-11|65|7|30|20070908,,,,
43|40|22|10|Never Wanted Nothing More|KENNY CHESNEY|2007-07-07|65|22|20|20070908,,,,
44|41|32|21|When I See U|FANTASIA|2007-04-21|99|32|23|20070908,,,,
45|47|45|12|These Are My People|RODNEY ATKINS|2007-06-23|94|42|20|20070908,,,,
46|66|46|2|Bet On It|ZAC EFRON|2007-09-01|66|46|3|20070908,,,,
47|45|6|20|Summer Love|JUSTIN TIMBERLAKE|2007-04-28|74|6|20|20070908,,,,
48|43|43|3|If You're Reading This|TIM McGRAW|2007-08-25|45|41|18|20070908,,,,
49|42|20|16|Same Girl|R. KELLY duet with USHER|2007-05-26|79|20|20|20070908,,,,
50|49|33|25|Teardrops On My Guitar|TAYLOR SWIFT|2007-03-24|93|33|25|20070908,,,,
51|55|51|6|Can't Leave 'Em Alone|CIARA featuring 50 CENT|2007-08-04|90|40|13|20070908,,,,
52|33|6|6|What Time Is It|HIGH SCHOOL MUSICAL 2 CAST|2007-08-04|6|6|8|20070908,,,,
53|56|52|9|Because Of You|REBA McENTIRE duet with KELLY CLARKSON|2007-07-14|52|50|15|20070908,,,,
54|59|54|12|Paralyzer|FINGER ELEVEN|2007-06-23|97|6|50|20070908,,,,
55|35|9|14|Big Things Poppin' (Do It)|T.I.|2007-06-09|30|9|19|20070908,,,,
56|51|42|16|Teachme|MUSIQ SOULCHILD|2007-05-26|92|42|20|20070908,,,,
57|34|34|2|Misery Business|PARAMORE|2007-09-01|34|26|26|20070908,,,,
58|62|58|6|Online|BRAD PAISLEY|2007-08-04|99|39|20|20070908,,,,
59|68|59|4|Bubbly|COLBIE CAILLAT|2007-08-18|97|5|42|20070908,,,,
60|53|53|5|Hold On|JONAS BROTHERS|2007-08-11|92|53|7|20070908,,,,
61|48|9|15|Rehab|AMY WINEHOUSE|2007-06-02|72|9|16|20070908,,,,
62|75|62|3|Over You|DAUGHTRY|2007-08-25|94|18|25|20070908,,,,
63|80|63|3|Wake Up Call|MAROON 5|2007-08-25|99|19|22|20070908,,,,
64|63|57|12|Everything|MICHAEL BUBLE|2007-06-23|99|57|16|20070908,,,,
65|90|65|2|Everyday|ZAC EFRON & VANESSA ANNE HUDGENS|2007-09-01|90|65|2|20070908,,,,
66|58|32|16|Like This|MIMS|2007-05-26|91|32|20|20070908,,,,
67|46|46|2|Clothes Off!!|GYM CLASS HEROES|2007-09-01|46|46|6|20070908,,,,
68|71|68|5|Love Me If You Can|TOBY KEITH|2007-08-11|83|48|17|20070908,,,,
69|67|67|5|Take Me There|RASCAL FLATTS|2007-08-11|84|19|20|20070908,,,,
70|74|70|2|I Don't Dance|CORBIN BLEU & LUCAS GRABEEL|2007-09-01|74|70|2|20070908,,,,
71|78|71|5|Proud Of The House We Built|BROOKS & DUNN|2007-08-11|89|57|15|20070908,,,,
72|79|72|4|All My Friends Say|LUKE BRYAN|2007-08-18|90|59|13|20070908,,,,
73|65|34|17|Lean Like A Cholo|DOWN AKA KILO|2007-05-19|93|34|20|20070908,,,,
74|70|70|3|Int'l Players Anthem (I Choose You)|UGK featuring OUTKAST|2007-08-25|74|70|9|20070908,,,,
75|64|64|9|Easy|PAULA DeANDA featuring BOW WOW|2007-07-14|96|64|11|20070908,,,,
76|NEW|76|1|Fabulous|ASHLEY TISDALE & LUCAS GRABEEL|2007-09-08|76|76|1|20070908,,,,
77|82|77|7|Until The End Of Time|JUSTIN TIMBERLAKE|2007-07-28|97|17|24|20070908,,,,
78|77|69|3|Bleed It Out|LINKIN PARK|2007-08-25|69|52|19|20070908,,,,
79|88|79|6|Can't Tell Me Nothing|KANYE WEST|2007-08-04|96|41|17|20070908,,,,
80|81|72|8|Everyday America|SUGARLAND|2007-07-21|95|68|10|20070908,,,,
81|61|||I Need You|TIM McGRAW with FAITH HILL|||||20070908,,,,
82|72|56|3|The Pretender|FOO FIGHTERS|2007-08-25|56|37|20|20070908,,,,
83|89|83|4|Free And Easy (Down The Road I Go)|DIERKS BENTLEY|2007-08-18|89|46|20|20070908,,,,
84|76|46|10|How Do I Breathe|MARIO|2007-07-07|91|46|10|20070908,,,,
85|NEW|85|1|I Get Money|50 CENT|2007-09-08|85|20|14|20070908,,,,
86|95|86|5|Hood Figga|GORILLA ZOE|2007-08-11|100|38|20|20070908,,,,
87|93|67|11|Teenagers|MY CHEMICAL ROMANCE|2007-06-30|87|67|20|20070908,,,,
88|69|58|19|A Different World|BUCKY COVINGTON|2007-05-05|63|58|20|20070908,,,,
89|86|66|8|Cupid Shuffle|CUPID|2007-07-21|93|66|13|20070908,,,,
90|83|54|14|4 In The Morning|GWEN STEFANI|2007-06-09|75|54|16|20070908,,,,
91|85|38|16|Wipe Me Down|LIL BOOSIE featuring FOXX & WEBBIE|2007-05-26|96|38|17|20070908,,,,
92|73|48|16|I Told You So|KEITH URBAN|2007-05-26|94|48|16|20070908,,,,
93|98|93|2|So Small|CARRIE UNDERWOOD|2007-09-01|98|17|20|20070908,,,,
94|96|21|15|Do You Know? (The Ping Pong Song) / Dimelo|ENRIQUE IGLESIAS|2007-06-02|33|21|20|20070908,,,,
95|87|76|8|Tough|CRAIG MORGAN|2007-07-21|94|76|8|20070908,,,,
96|91|91|2|Apologize|TIMBALAND featuring ONEREPUBLIC|2007-09-01|91|2|45|20070908,,,,
97|99|27|17|(You Want To) Make A Memory|BON JOVI|2007-05-19|27|27|20|20070908,,,,
98|92|92|2|All For One|HIGH SCHOOL MUSICAL 2 CAST|2007-09-01|92|92|2|20070908,,,,
99|84|37|16|Tambourine|EVE|2007-05-26|72|37|17|20070908,,,,
100|NEW|100|1|Never Too Late|THREE DAYS GRACE|2007-09-08|100|71|17|20070908,,,,
1|1|1|13|Beautiful Girls|SEAN KINGSTON|2007-06-09|81|1|22|20070901,,,,
2|2|2|18|Big Girls Don't Cry|FERGIE|2007-05-05|41|1|48|20070901,,,,
3|3|3|12|The Way I Are|TIMBALAND featuring KERI HILSON|2007-06-16|78|3|38|20070901,,,,
4|4|1|21|Hey There Delilah|PLAIN WHITE T'S|2007-04-14|79|1|35|20070901,,,,
5|6|5|4|Stronger|KANYE WEST|2007-08-11|47|1|27|20070901,,,,
6|11|6|6|Crank That (Soulja Boy)|SOULJA BOY|2007-07-28|47|1|32|20070901,,,,
7|7|6|12|Bartender|T-PAIN featuring AKON|2007-06-16|97|5|22|20070901,,,,
8|5|1|19|Umbrella|RIHANNA featuring JAY-Z|2007-04-28|91|1|33|20070901,,,,
9|8|8|14|Make Me Better|FABOLOUS featuring NE-YO|2007-06-02|93|8|22|20070901,,,,
10|9|7|11|A Bay Bay|HURRICANE CHRIS|2007-06-23|95|7|20|20070901,,,,
11|10|10|10|Shawty|PLIES featuring T-PAIN|2007-06-30|94|9|22|20070901,,,,
12|16|12|9|Let It Go|KEYSHIA COLE featuring MISSY ELLIOTT & LIL' KIM|2007-07-07|74|7|23|20070901,,,,
13|13|13|16|Wait For You|ELLIOTT YAMIN|2007-05-19|100|13|28|20070901,,,,
14|15|14|3|Me Love|SEAN KINGSTON|2007-08-18|28|14|17|20070901,,,,
15|12|1|26|Buy U A Drank (Shawty Snappin')|T-PAIN featuring YUNG JOC|2007-03-10|84|1|35|20070901,,,,
16|20|16|9|Rockstar|NICKELBACK|2007-07-07|47|6|30|20070901,,,,
17|65|17|2|S.O.S.|JONAS BROTHERS|2007-08-25|65|17|21|20070901,,,,
18|22|18|2|Ayo Technology|50 CENT featuring JUSTIN TIMBERLAKE & TIMBALAND|2007-08-25|22|5|20|20070901,,,,
19|17|15|11|Shut Up And Drive|RIHANNA|2007-06-23|88|15|20|20070901,,,,
20|21|20|9|Who Knew|PINK|2007-07-07|94|9|34|20070901,,,,
21|14|2|18|Party Like A Rockstar|SHOP BOYZ|2007-05-05|80|2|22|20070901,,,,
22|18|7|5|Sorry, Blame It On Me|AKON|2007-08-04|7|7|19|20070901,,,
23|19|1|20|Makes Me Wonder|MAROON5|2007-04-21|84|1|26|20070901,,,,
24|42|24|5|Bed|J. HOLIDAY|2007-08-04|89|5|23|20070901,,,,
25|23|5|25|Home|DAUGHTRY|2007-03-17|83|5|37|20070901,,,,
26|26|26|8|When You're Gone|AVRIL LAVIGNE|2007-07-14|82|24|19|20070901,,,,
27|30|27|7|LoveStoned|JUSTIN TIMBERLAKE|2007-07-21|85|17|20|20070901,,,,
28|24|8|51|Before He Cheats|CARRIE UNDERWOOD|2006-09-16|92|8|64|20070901,,,,
29|31|29|14|The Great Escape|BOYS LIKE GIRLS|2007-06-02|96|23|25|20070901,,,,
30|28|18|17|Sexy Lady|YUNG BERG featuring JUNIOR|2007-05-12|99|18|20|20070901,,,,
31|27|26|12|Do You|NE-YO|2007-06-16|100|26|20|20070901,,,,
32|34|32|15|First Time|LIFEHOUSE|2007-05-26|48|26|26|20070901,,,,
33|35|6|5|What Time Is It|HIGH SCHOOL MUSICAL 2 CAST|2007-08-04|6|6|8|20070901,,,,
34|NEW|34|1|Misery Business|PARAMORE|2007-09-01|34|26|26|20070901,,,,
35|25|9|13|Big Things Poppin' (Do It)|T.I.|2007-06-09|30|9|19|20070901,,,,
36|29|2|36|The Sweet Escape|GWEN STEFANI featuring AKON|2006-12-30|93|2|40|20070901,,,,
37|33|11|19|Thnks Fr Th Mmrs|FALL OUT BOY|2007-04-28|67|11|28|20070901,,,,
38|NEW|38|1|You Are The Music In Me|ZAC EFRON & VANESSA ANNE HUDGENS|2007-09-01|38|31|4|20070901,,,,
39|32|7|20|What I've Done|LINKIN PARK|2007-04-21|7|7|23|20070901,,,,
40|37|22|9|Never Wanted Nothing More|KENNY CHESNEY|2007-07-07|65|22|20|20070901,,,,
41|40|32|20|When I See U|FANTASIA|2007-04-21|99|32|23|20070901,,,,
42|36|20|15|Same Girl|R. KELLY duet with USHER|2007-05-26|79|20|20|20070901,,,,
43|45|43|2|If You're Reading This|TIM McGRAW|2007-08-25|45|41|18|20070901,,,,
44|44|29|12|Whine Up|KAT DELUNA featuring ELEPHANT MAN|2007-06-16|91|29|20|20070901,,,,
45|39|6|19|Summer Love|JUSTIN TIMBERLAKE|2007-04-28|74|6|20|20070901,,,,
46|NEW|46|1|Clothes Off!!|GYM CLASS HEROES|2007-09-01|46|46|6|20070901,,,,
47|51|47|11|These Are My People|RODNEY ATKINS|2007-06-23|94|42|20|20070901,,,,
48|41|9|14|Rehab|AMY WINEHOUSE|2007-06-02|72|9|16|20070901,,,,
49|38|33|24|Teardrops On My Guitar|TAYLOR SWIFT|2007-03-24|93|33|25|20070901,,,,
50|46|17|8|Potential Breakup Song|ALY & AJ|2007-07-14|77|17|16|20070901,,,,
51|47|42|15|Teachme|MUSIQ SOULCHILD|2007-05-26|92|42|20|20070901,,,,
52|53|51|4|Cyclone|BABY BASH featuring T-PAIN|2007-08-11|65|7|30|20070901,,,,
53|70|53|4|Hold On|JONAS BROTHERS|2007-08-11|92|53|7|20070901,,,,
54|58|54|7|You Know What It Is|T.I. featuring WYCLEF JEAN|2007-07-21|68|34|18|20070901,,,,
55|62|55|5|Can't Leave 'Em Alone|CIARA featuring 50 CENT|2007-08-04|90|40|13|20070901,,,,
56|54|52|8|Because Of You|REBA McENTIRE duet with KELLY CLARKSON|2007-07-14|52|50|15|20070901,,,,
57|93|57|2|I Got It From My Mama|WILL.I.AM|2007-08-25|93|31|9|20070901,,,,
58|52|32|15|Like This|MIMS|2007-05-26|91|32|20|20070901,,,,
59|57|57|11|Paralyzer|FINGER ELEVEN|2007-06-23|97|6|50|20070901,,,,
60|NEW|60|1|Gotta Go My Own Way|ZAC EFRON & VANESSA ANNE HUDGENS|2007-09-01|60|34|3|20070901,,,,
61|50|||I Need You|TIM McGRAW with FAITH HILL|||||20070901,,,,
62|64|62|5|Online|BRAD PAISLEY|2007-08-04|99|39|20|20070901,,,,
63|60|57|11|Everything|MICHAEL BUBLE|2007-06-23|99|57|16|20070901,,,,
64|68|64|8|Easy|PAULA DeANDA featuring BOW WOW|2007-07-14|96|64|11|20070901,,,,
65|61|34|16|Lean Like A Cholo|DOWN AKA KILO|2007-05-19|93|34|20|20070901,,,,
66|NEW|66|1|Bet On It|ZAC EFRON|2007-09-01|66|46|3|20070901,,,,
67|72|67|4|Take Me There|RASCAL FLATTS|2007-08-11|84|19|20|20070901,,,,
68|81|68|3|Bubbly|COLBIE CAILLAT|2007-08-18|97|5|42|20070901,,,,
69|59|58|18|A Different World|BUCKY COVINGTON|2007-05-05|63|58|20|20070901,,,,
70|74|70|2|Int'l Players Anthem (I Choose You)|UGK featuring OUTKAST|2007-08-25|74|70|9|20070901,,,,
71|73|71|4|Love Me If You Can|TOBY KEITH|2007-08-11|83|48|17|20070901,,,,
72|56|56|2|The Pretender|FOO FIGHTERS|2007-08-25|56|37|20|20070901,,,,
73|55|48|15|I Told You So|KEITH URBAN|2007-05-26|94|48|16|20070901,,,,
74|NEW|74|1|I Don't Dance|CORBIN BLEU & LUCAS GRABEEL|2007-09-01|74|70|2|20070901,,,,
75|94|75|2|Over You|DAUGHTRY|2007-08-25|94|18|25|20070901,,,,
76|67|46|9|How Do I Breathe|MARIO|2007-07-07|91|46|10|20070901,,,,
77|69|69|2|Bleed It Out|LINKIN PARK|2007-08-25|69|52|19|20070901,,,,
78|76|76|4|Proud Of The House We Built|BROOKS & DUNN|2007-08-11|89|57|15|20070901,,,,
79|86|79|3|All My Friends Say|LUKE BRYAN|2007-08-18|90|59|13|20070901,,,,
80|99|80|2|Wake Up Call|MAROON 5|2007-08-25|99|19|22|20070901,,,,
81|75|72|7|Everyday America|SUGARLAND|2007-07-21|95|68|10|20070901,,,,
82|80|80|6|Until The End Of Time|JUSTIN TIMBERLAKE|2007-07-28|97|17|24|20070901,,,,
83|66|54|13|4 In The Morning|GWEN STEFANI|2007-06-09|75|54|16|20070901,,,,
84|63|37|15|Tambourine|EVE|2007-05-26|72|37|17|20070901,,,,
85|71|38|15|Wipe Me Down|LIL BOOSIE featuring FOXX & WEBBIE|2007-05-26|96|38|17|20070901,,,,
86|78|66|7|Cupid Shuffle|CUPID|2007-07-21|93|66|13|20070901,,,,
87|79|76|7|Tough|CRAIG MORGAN|2007-07-21|94|76|8|20070901,,,,
88|85|85|5|Can't Tell Me Nothing|KANYE WEST|2007-08-04|96|41|17|20070901,,,,
89|88|88|3|Free And Easy (Down The Road I Go)|DIERKS BENTLEY|2007-08-18|89|46|20|20070901,,,,
90|NEW|90|1|Everyday|ZAC EFRON & VANESSA ANNE HUDGENS|2007-09-01|90|65|2|20070901,,,,
91|NEW|91|1|Apologize|TIMBALAND featuring ONEREPUBLIC|2007-09-01|91|2|45|20070901,,,,
92|NEW|92|1|All For One|HIGH SCHOOL MUSICAL 2 CAST|2007-09-01|92|92|2|20070901,,,,
93|84|67|10|Teenagers|MY CHEMICAL ROMANCE|2007-06-30|87|67|20|20070901,,,,
94|77|68|15|Get Me Bodied|BEYONCE|2007-05-26|98|68|15|20070901,,,,
95|91|91|4|Hood Figga|GORILLA ZOE|2007-08-11|100|38|20|20070901,,,,
96|83|21|14|Do You Know? (The Ping Pong Song) / Dimelo|ENRIQUE IGLESIAS|2007-06-02|33|21|20|20070901,,,,
97|87|61|20|Find Out Who Your Friends Are|TRACY LAWRENCE|2007-04-21|94|61|20|20070901,,,,
98|NEW|98|1|So Small|CARRIE UNDERWOOD|2007-09-01|98|17|20|20070901,,,,
99|90|27|16|(You Want To) Make A Memory|BON JOVI|2007-05-19|27|27|20|20070901,,,,
100|92|26|17|Icky Thump|THE WHITE STRIPES|2007-05-12|28|26|17|20070901,,,,
1|1|1|12|Beautiful Girls|SEAN KINGSTON|2007-06-09|81|1|22|20070825,,,,
2|2|2|17|Big Girls Don't Cry|FERGIE|2007-05-05|41|1|48|20070825,,,,
3|4|3|11|The Way I Are|TIMBALAND featuring KERI HILSON|2007-06-16|78|3|38|20070825,,,,
4|3|1|20|Hey There Delilah|PLAIN WHITE T'S|2007-04-14|79|1|35|20070825,,,,
5|5|1|18|Umbrella|RIHANNA featuring JAY-Z|2007-04-28|91|1|33|20070825,,,,
6|6|6|3|Stronger|KANYE WEST|2007-08-11|47|1|27|20070825,,,,
7|7|6|11|Bartender|T-PAIN featuring AKON|2007-06-16|97|5|22|20070825,,,,
8|9|8|13|Make Me Better|FABOLOUS featuring NE-YO|2007-06-02|93|8|22|20070825,,,,
9|8|7|10|A Bay Bay|HURRICANE CHRIS|2007-06-23|95|7|20|20070825,,,,
10|12|10|9|Shawty|PLIES featuring T-PAIN|2007-06-30|94|9|22|20070825,,,,
11|14|11|5|Crank That (Soulja Boy)|SOULJA BOY|2007-07-28|47|1|32|20070825,,,,
12|11|1|25|Buy U A Drank (Shawty Snappin')|T-PAIN featuring YUNG JOC|2007-03-10|84|1|35|20070825,,,,
13|13|13|15|Wait For You|ELLIOTT YAMIN|2007-05-19|100|13|28|20070825,,,,
14|10|2|17|Party Like A Rockstar|SHOP BOYZ|2007-05-05|80|2|22|20070825,,,,
15|28|15|2|Me Love|SEAN KINGSTON|2007-08-18|28|14|17|20070825,,,,
16|19|16|8|Let It Go|KEYSHIA COLE featuring MISSY ELLIOTT & LIL' KIM|2007-07-07|74|7|23|20070825,,,,
17|18|15|10|Shut Up And Drive|RIHANNA|2007-06-23|88|15|20|20070825,,,,
18|17|7|4|Sorry, Blame It On Me|AKON|2007-08-04|7|7|19|20070825,,,
19|15|1|19|Makes Me Wonder|MAROON5|2007-04-21|84|1|26|20070825,,,,
20|23|20|8|Rockstar|NICKELBACK|2007-07-07|47|6|30|20070825,,,,
21|27|21|8|Who Knew|PINK|2007-07-07|94|9|34|20070825,,,,
22|NEW|22|1|Ayo Technology|50 CENT featuring JUSTIN TIMBERLAKE & TIMBALAND|2007-08-25|22|5|20|20070825,,,,
23|20|5|24|Home|DAUGHTRY|2007-03-17|83|5|37|20070825,,,,
24|21|8|50|Before He Cheats|CARRIE UNDERWOOD|2006-09-16|92|8|64|20070825,,,,
25|16|9|12|Big Things Poppin' (Do It)|T.I.|2007-06-09|30|9|19|20070825,,,,
26|37|26|7|When You're Gone|AVRIL LAVIGNE|2007-07-14|82|24|19|20070825,,,,
27|26|26|11|Do You|NE-YO|2007-06-16|100|26|20|20070825,,,,
28|22|18|16|Sexy Lady|YUNG BERG featuring JUNIOR|2007-05-12|99|18|20|20070825,,,,
29|30|2|35|The Sweet Escape|GWEN STEFANI featuring AKON|2006-12-30|93|2|40|20070825,,,,
30|43|30|6|LoveStoned|JUSTIN TIMBERLAKE|2007-07-21|85|17|20|20070825,,,,
31|40|31|13|The Great Escape|BOYS LIKE GIRLS|2007-06-02|96|23|25|20070825,,,,
32|33|7|19|What I've Done|LINKIN PARK|2007-04-21|7|7|23|20070825,,,,
33|35|11|18|Thnks Fr Th Mmrs|FALL OUT BOY|2007-04-28|67|11|28|20070825,,,,
34|41|34|14|First Time|LIFEHOUSE|2007-05-26|48|26|26|20070825,,,,
35|29|6|4|What Time Is It|HIGH SCHOOL MUSICAL 2 CAST|2007-08-04|6|6|8|20070825,,,,
36|25|20|14|Same Girl|R. KELLY duet with USHER|2007-05-26|79|20|20|20070825,,,,
37|39|22|8|Never Wanted Nothing More|KENNY CHESNEY|2007-07-07|65|22|20|20070825,,,,
38|34|33|23|Teardrops On My Guitar|TAYLOR SWIFT|2007-03-24|93|33|25|20070825,,,,
39|32|6|18|Summer Love|JUSTIN TIMBERLAKE|2007-04-28|74|6|20|20070825,,,,
40|38|32|19|When I See U|FANTASIA|2007-04-21|99|32|23|20070825,,,,
41|24|9|13|Rehab|AMY WINEHOUSE|2007-06-02|72|9|16|20070825,,,,
42|54|42|4|Bed|J. HOLIDAY|2007-08-04|89|5|23|20070825,,,,
43|31|1|24|Girlfriend|AVRIL LAVIGNE|2007-03-17|5|1|24|20070825,,,,
44|46|29|11|Whine Up|KAT DELUNA featuring ELEPHANT MAN|2007-06-16|91|29|20|20070825,,,,
45|NEW|45|1|If You're Reading This|TIM McGRAW|2007-08-25|45|41|18|20070825,,,,
46|36|17|7|Potential Breakup Song|ALY & AJ|2007-07-14|77|17|16|20070825,,,,
47|42|42|14|Teachme|MUSIQ SOULCHILD|2007-05-26|92|42|20|20070825,,,,
48|44|9|33|U + Ur Hand|PINK|2007-01-13|94|9|33|20070825,,,,
49|45|16|22|Get It Shawty|LLOYD|2007-03-31|76|16|22|20070825,,,,
50|53|||I Need You|TIM McGRAW with FAITH HILL|||||20070825,,,,
51|52|51|10|These Are My People|RODNEY ATKINS|2007-06-23|94|42|20|20070825,,,,
52|48|32|14|Like This|MIMS|2007-05-26|91|32|20|20070825,,,,
53|51|51|3|Cyclone|BABY BASH featuring T-PAIN|2007-08-11|65|7|30|20070825,,,,
54|55|52|7|Because Of You|REBA McENTIRE duet with KELLY CLARKSON|2007-07-14|52|50|15|20070825,,,,
55|50|48|14|I Told You So|KEITH URBAN|2007-05-26|94|48|16|20070825,,,,
56|NEW|56|1|The Pretender|FOO FIGHTERS|2007-08-25|56|37|20|20070825,,,,
57|60|57|10|Paralyzer|FINGER ELEVEN|2007-06-23|97|6|50|20070825,,,,
58|65|58|6|You Know What It Is|T.I. featuring WYCLEF JEAN|2007-07-21|68|34|18|20070825,,,,
