Pos.This.Week|Pos.Last.Week|Peak.Pos.This.Week|Total.Weeks|Title|Artist|Entry.Date|Pos.Entry|Overall.Peak.Pos|Overall.Total.Weeks|Chart.Date,,,,,,
32|27|20|7|Just The Two Of Us|WILL SMITH|1998-10-10|20|20|8|19981121,,,,,,
33|NEW|33|1|Ghetto Cowboy|MO THUGS FAMILY feat BONE THUGS-N-HARMONY|1998-11-21|33|15|20|19981121,,,,,,
34|36|34|8|Can I Get A...|JAY-Z featuring AMIL (OF MAJOR COINS) & JA RULE|1998-10-03|82|19|37|19981121,,,,,,
35|28|6|14|Time After Time|INOJ|1998-08-22|16|6|16|19981121,,,,,,
36|30|6|16|Daydreamin'|TATYANA ALI|1998-08-08|20|6|17|19981121,,,,,,
37|40|37|3|Hard Knock Life (Ghetto Anthem)|JAY-Z|1998-11-07|43|32|16|19981121,,,,,,
38|34|5|22|Make It Hot|NICOLE feat MISSY  ELLIOTT|1998-06-27|20|5|23|19981121,,,,,,
39|35|30|19|So Into You|TAMIA|1998-07-18|91|30|20|19981121,,,,,,
40|41|14|15|I Can Do That|MONTELL JORDAN|1998-08-15|90|14|16|19981121,,,,,,
41|42|27|12|Splackavellie|PRESSHA|1998-09-05|55|27|14|19981121,,,,,,
42|37|36|11|SuperThug (What What)|NOREAGA|1998-09-12|56|36|13|19981121,,,,,,
43|38|34|16|Movin' On|MYA featuring SILKK THE SHOCKER|1998-08-08|75|34|20|19981121,,,,,,
44|46|19|12|Still A G Thang|SNOOP DOGG|1998-09-05|26|19|13|19981121,,,,,,
45|39|1|35|All My Life|K-CI & JOJO|1998-03-28|15|1|36|19981121,,,,,,
46|43|43|4|Whatcha Wanna Do?|MIA X featuring CHARLIE WILSON|1998-10-31|59|41|5|19981121,,,,,,
47|53|47|7|Everything's Gonna Be Alright|SWEETBOX|1998-10-10|53|46|8|19981121,,,,,,
48|48|9|51|How's It Going To Be|THIRD EYE BLIND|1997-12-06|36|9|52|19981121,,,,,,
49|44|36|6|Wherever You Go|VOICES OF THEORY|1998-10-17|59|36|16|19981121,,,,,,
50|47|11|56|I Don't Want To Wait|PAULA COLE|1997-11-01|19|11|56|19981121,,,,,,
51|45|8|18|Lookin' At Me|MASE featuring PUFF DADDY|1998-07-25|38|8|19|19981121,,,,,,
52|56|52|3|Can't Get Enough|WILLIE MAX featuring RAPHAEL SAADIQ|1998-11-07|69|49|10|19981121,,,,,,
53|57|53|8|Lost In Love|NASTYBOY KLICK|1998-10-03|78|53|9|19981121,,,,,,
54|54|54|3|Money's Just A Touch|MACK 10 featuring GERALD LEVERT|1998-11-07|66|54|4|19981121,,,,,,
55|51|12|19|Friend Of Mine|KELLY PRICE|1998-07-18|22|12|20|19981121,,,,,,
56|66|56|13|If You Could Read My Mind|STARS ON 54: ULTRA NATE, AMBER, JOCELYN ENRIQUEZ|1998-08-29|75|52|14|19981121,,,,
57|52|12|12|Thinkin' Bout You|GERALD LEVERT|1998-09-05|19|12|16|19981121,,,,,,
58|62|58|2|Daysleeper|R.E.M.|1998-11-14|62|57|3|19981121,,,,,,
59|55|28|17|Intergalactic|BEASTIE BOYS|1998-08-01|44|28|18|19981121,,,,,,
60|58|42|11|Shimmer|FUEL|1998-09-12|52|42|12|19981121,,,,,,
61|61|54|5|Don't Let It Go To Your Head|BRAND NUBIAN|1998-10-24|68|54|6|19981121,,,,,,
62|60|44|9|I Had No Right|PM DAWN|1998-09-26|53|44|10|19981121,,,,,,
63|59|54|5|Perfect|SMASHING PUMPKINS|1998-10-24|54|54|6|19981121,,,,,,
64|72|64|3|Let The Music Heal Your Soul|BRAVO ALL STARS|1998-11-07|80|60|4|19981121,,,,,,
65|77|65|2|It's The Things You Do|FIVE|1998-11-14|77|53|3|19981121,,,,,,
66|67|27|15|Goodbye To My Homies|MASTER P feat SILKK THE SHOCKER, SONS OF FUNK AND MO B. DICK|1998-08-15|52|27|16|19981121,,,,,
67|68|51|9|Invasion Of The Flat Booty Bitches|TOO SHORT|1998-09-26|87|51|10|19981121,,,,,,
68|65|36|14|Nobody Else|TYRESE|1998-08-22|66|36|15|19981121,,,,,,
69|71|10|19|Cruel Summer|ACE OF BASE|1998-07-18|37|10|20|19981121,,,,,,
70|69|62|7|Music Sounds Better With You|STARDUST|1998-10-10|84|62|8|19981121,,,,,,
71|63|5|20|Ray Of Light|MADONNA|1998-07-11|5|5|20|19981121,,,,,,
72|75|72|2|Enjoy Yourself|A+|1998-11-14|75|63|3|19981121,,,,,,
73|64|64|6|Better Days|WC from WESTSIDE CONNECTION featuring JON B|1998-10-17|65|64|7|19981121,,,,,,
74|70|70|9|How's It Goin'|DMX featuring FAITH EVANS|1998-09-26|74|70|10|19981121,,,,,,
75|74|55|17|26 Cents|THE WILKINSONS|1998-08-01|84|55|18|19981121,,,,,,
76|76|51|19|Landslide|FLEETWOOD MAC|1998-07-18|59|51|20|19981121,,,,,,
77|87|77|3|If I Can't Have You|L.F.O. featuring KAYO|1998-11-07|91|70|4|19981121,,,,,,
78|NEW|78|1|Don't Let This Moment End|GLORIA ESTEFAN|1998-11-21|78|76|2|19981121,,,,,,
79|79|70|10|Dr. Greenthumb / Tequila Sunrise|CYPRESS HILL|1998-09-19|72|70|11|19981121,,,,,,
80|85|59|11|Touch Me|SOLO|1998-09-12|77|59|12|19981121,,,,,,
81|81|81|4|Life Ain't Easy|CLEOPATRA|1998-10-31|89|81|5|19981121,,,,,,
82|82|74|7|For You I Will|AARON TIPPIN|1998-10-10|76|49|20|19981121,,,,,,
83|83|76|4|Whenever You're Near Me|ACE OF BASE|1998-10-31|76|76|5|19981121,,,,,,
84|84|84|4|Let Me Return The Favor|ANDREA MARTIN|1998-10-31|92|82|5|19981121,,,,,,
85|80|56|10|Yesterday|DEBELAH MORGAN|1998-09-19|79|56|11|19981121,,,,,,
86|86|61|8|Only When I Lose Myself|DEPECHE MODE|1998-10-03|61|61|9|19981121,,,,,,
87|89|83|6|If I Had A Chance|CYNTHIA|1998-10-17|95|83|7|19981121,,,,,,
88|92|57|7|No Fool No More|EN VOGUE|1998-10-10|63|57|8|19981121,,,,,,
89|95|86|6|If I Lost You|TRAVIS TRITT|1998-10-17|89|86|11|19981121,,,,,,
90|91|79|7|Deadly Zone|BOUNTY KILLER featuring MOBB DEEP & RAPPIN' NOYD|1998-10-10|93|79|7|19981121,,,,,,
91|88|78|6|The Rockafeller Skank|FATBOY SLIM|1998-10-17|83|78|7|19981121,,,,,,
92|96|81|12|Wide Open Spaces|DIXIE CHICKS|1998-09-05|93|41|20|19981121,,,,,,
93|NEW|93|1|Strawberry|NICOLE RENEE|1998-11-21|93|83|2|19981121,,,,,,
94|94|72|14|Here We Go|FUNKMASTER FLEX presents KHADEJIA featuring PRODUCT|1998-08-22|77|72|14|19981121,,,,,,
95|NEW|95|1|Someone You Used To Know|COLLIN RAYE|1998-11-21|95|37|14|19981121,,,,,,
96|NEW|96|1|Suavemente|ELVIS CRESPO|1998-11-21|96|84|2|19981121,,,,,,
97|93|50|15|Paper|QUEEN LATIFAH|1998-08-15|64|50|15|19981121,,,,,,
98|97|72|12|I Should Cheat On You|J'SON|1998-09-05|81|72|13|19981121,,,,,,
99|99|23|15|Gotta Be|JAGGED EDGE|1998-08-15|23|23|16|19981121,,,,,,
100|100|93|4|The Street Mix|MAG 7|1998-10-31|93|93|5|19981121,,,,,,
1|NEW|1|1|Doo Wop (That Thing)|LAURYN HILL|1998-11-14|1|1|21|19981114,,,,,,
2|4|2|10|Lately|DIVINE|1998-09-12|36|1|27|19981114,,,,,,
3|1|1|14|The First Night|MONICA|1998-08-15|14|1|23|19981114,,,,,,
4|2|1|7|One Week|BARENAKED LADIES|1998-10-03|3|1|20|19981114,,,,,,
5|5|5|7|Because Of You|98 DEGREES|1998-10-03|26|3|20|19981114,,,,,,
6|3|3|6|How Deep Is Your Love|DRU HILL feat REDMAN|1998-10-10|6|3|20|19981114,,,,,,
7|6|3|20|Crush|JENNIFER PAIGE|1998-07-04|69|3|25|19981114,,,,,,
8|10|8|7|Nobody's Supposed To Be Here|DEBORAH COX|1998-10-03|52|2|29|19981114,,,,,,
9|8|7|35|This Kiss|FAITH HILL|1998-03-21|90|7|48|19981114,,,,,,
10|9|5|8|I'll Be|EDWIN McCAIN|1998-09-26|7|5|24|19981114,,,,,,
11|7|1|11|I Don't Want To Miss A Thing|AEROSMITH|1998-09-05|1|1|20|19981114,,,,,,
12|11|9|15|Touch It|MONIFAH|1998-08-08|82|9|26|19981114,,,,,,
13|12|12|4|Come And Get With Me|KEITH SWEAT feat SNOOP DOGG|1998-10-24|13|12|15|19981114,,,,,,
14|13|13|5|The Power Of Good-Bye|MADONNA|1998-10-17|24|11|19|19981114,,,,,,
15|14|12|7|Westside|TQ|1998-10-03|21|12|16|19981114,,,,,,
16|17|1|40|Too Close|NEXT|1998-02-14|45|1|53|19981114,,,,,,
17|18|4|17|Never Ever|ALL SAINTS|1998-07-25|13|4|19|19981114,,,,,,
18|15|9|4|My Little Secret|XSCAPE|1998-10-24|9|9|14|19981114,,,,,,
19|19|19|4|Love Me|112 featuring MASE|1998-10-24|40|17|16|19981114,,,,,,
20|16|14|15|I Still Love You|NEXT|1998-08-08|46|14|20|19981114,,,,,,
21|NEW|21|1|Love Like This|FAITH EVANS|1998-11-14|21|7|20|19981114,,,,,,
22|37|22|2|Trippin'|TOTAL feat MISSY ELLIOTT|1998-11-07|37|7|20|19981114,,,,,,
23|21|2|40|You're Still The One|SHANIA TWAIN|1998-02-14|51|2|42|19981114,,,,,,
24|20|10|24|When The Lights Go Out|FIVE|1998-06-06|64|10|26|19981114,,,,,,
25|25|1|50|Truly Madly Deeply|SAVAGE GARDEN|1997-12-06|26|1|52|19981114,,,,,,
26|24|1|25|The Boy Is Mine|BRANDY|1998-05-30|23|1|27|19981114,,,,,,
27|27|20|6|Just The Two Of Us|WILL SMITH|1998-10-10|20|20|8|19981114,,,,,,
28|22|6|13|Time After Time|INOJ|1998-08-22|16|6|16|19981114,,,,,,
29|23|2|22|My Way|USHER|1998-06-20|13|2|24|19981114,,,,,,
30|28|6|15|Daydreamin'|TATYANA ALI|1998-08-08|20|6|17|19981114,,,,,,
31|26|26|5|All The Places (I Will Kiss You)|AARON HALL|1998-10-17|37|26|16|19981114,,,,,,
32|32|32|3|Pushin' Weight|ICE CUBE feat MR. SHORT KHOP|1998-10-31|48|26|19|19981114,,,,,,
33|29|3|25|Adia|SARAH McLACHLAN|1998-05-30|28|3|27|19981114,,,,,,
34|31|5|21|Make It Hot|NICOLE feat MISSY  ELLIOTT|1998-06-27|20|5|23|19981114,,,,,,
35|30|30|18|So Into You|TAMIA|1998-07-18|91|30|20|19981114,,,,,,
36|42|36|7|Can I Get A...|JAY-Z featuring AMIL (OF MAJOR COINS) & JA RULE|1998-10-03|82|19|37|19981114,,,,,,
37|41|36|10|SuperThug (What What)|NOREAGA|1998-09-12|56|36|13|19981114,,,,,,
38|35|34|15|Movin' On|MYA featuring SILKK THE SHOCKER|1998-08-08|75|34|20|19981114,,,,,,
39|39|1|34|All My Life|K-CI & JOJO|1998-03-28|15|1|36|19981114,,,,,,
40|43|40|2|Hard Knock Life (Ghetto Anthem)|JAY-Z|1998-11-07|43|32|16|19981114,,,,,,
41|34|14|14|I Can Do That|MONTELL JORDAN|1998-08-15|90|14|16|19981114,,,,,,
42|33|27|11|Splackavellie|PRESSHA|1998-09-05|55|27|14|19981114,,,,,,
43|46|43|3|Whatcha Wanna Do?|MIA X featuring CHARLIE WILSON|1998-10-31|59|41|5|19981114,,,,,,
44|36|36|5|Wherever You Go|VOICES OF THEORY|1998-10-17|59|36|16|19981114,,,,,,
45|40|8|17|Lookin' At Me|MASE featuring PUFF DADDY|1998-07-25|38|8|19|19981114,,,,,,
46|38|19|11|Still A G Thang|SNOOP DOGG|1998-09-05|26|19|13|19981114,,,,,,
47|45|11|55|I Don't Want To Wait|PAULA COLE|1997-11-01|19|11|56|19981114,,,,,,
48|48|9|50|How's It Going To Be|THIRD EYE BLIND|1997-12-06|36|9|52|19981114,,,,,,
49|44|24|23|Still Not A Player|BIG PUNISHER featuring JOE|1998-06-13|40|24|23|19981114,,,,,,
50|50|15|21|Ghetto Supastar (That What Is What You Are)|PRAS MICHEL feat OL' DIRTY BASTARD|1998-06-27|23|15|21|19981114,,,,,,
51|47|12|18|Friend Of Mine|KELLY PRICE|1998-07-18|22|12|20|19981114,,,,,,
52|49|12|11|Thinkin' Bout You|GERALD LEVERT|1998-09-05|19|12|16|19981114,,,,,,
53|53|52|6|Everything's Gonna Be Alright|SWEETBOX|1998-10-10|53|46|8|19981114,,,,,,
54|66|54|2|Money's Just A Touch|MACK 10 featuring GERALD LEVERT|1998-11-07|66|54|4|19981114,,,,,,
55|51|28|16|Intergalactic|BEASTIE BOYS|1998-08-01|44|28|18|19981114,,,,,,
56|69|56|2|Can't Get Enough|WILLIE MAX featuring RAPHAEL SAADIQ|1998-11-07|69|49|10|19981114,,,,,,
57|57|57|7|Lost In Love|NASTYBOY KLICK|1998-10-03|78|53|9|19981114,,,,,,
58|56|42|10|Shimmer|FUEL|1998-09-12|52|42|12|19981114,,,,,,
59|55|54|4|Perfect|SMASHING PUMPKINS|1998-10-24|54|54|6|19981114,,,,,,
60|52|44|8|I Had No Right|PM DAWN|1998-09-26|53|44|10|19981114,,,,,,
61|54|54|4|Don't Let It Go To Your Head|BRAND NUBIAN|1998-10-24|68|54|6|19981114,,,,,,
62|NEW|62|1|Daysleeper|R.E.M.|1998-11-14|62|57|3|19981114,,,,,,
63|59|5|19|Ray Of Light|MADONNA|1998-07-11|5|5|20|19981114,,,,,,
64|65|64|5|Better Days|WC from WESTSIDE CONNECTION featuring JON B|1998-10-17|65|64|7|19981114,,,,,,
65|67|36|13|Nobody Else|TYRESE|1998-08-22|66|36|15|19981114,,,,,,
66|64|57|12|If You Could Read My Mind|STARS ON 54: ULTRA NATE, AMBER, JOCELYN ENRIQUEZ|1998-08-29|75|52|14|19981114,,,,
67|61|27|14|Goodbye To My Homies|MASTER P feat SILKK THE SHOCKER, SONS OF FUNK AND MO B. DICK|1998-08-15|52|27|16|19981114,,,,,
68|60|51|8|Invasion Of The Flat Booty Bitches|TOO SHORT|1998-09-26|87|51|10|19981114,,,,,,
69|62|62|6|Music Sounds Better With You|STARDUST|1998-10-10|84|62|8|19981114,,,,,,
70|73|70|8|How's It Goin'|DMX featuring FAITH EVANS|1998-09-26|74|70|10|19981114,,,,,,
71|58|10|18|Cruel Summer|ACE OF BASE|1998-07-18|37|10|20|19981114,,,,,,
72|80|72|2|Let The Music Heal Your Soul|BRAVO ALL STARS|1998-11-07|80|60|4|19981114,,,,,,
73|68|39|20|Ooh La La|ROD STEWART|1998-07-04|48|39|20|19981114,,,,,,
74|63|55|16|26 Cents|THE WILKINSONS|1998-08-01|84|55|18|19981114,,,,,,
75|NEW|75|1|Enjoy Yourself|A+|1998-11-14|75|63|3|19981114,,,,,,
76|77|51|18|Landslide|FLEETWOOD MAC|1998-07-18|59|51|20|19981114,,,,,,
77|NEW|77|1|It's The Things You Do|FIVE|1998-11-14|77|53|3|19981114,,,,,,
78|71|52|20|Money Ain't A Thang|JD featuring JAY-Z|1998-07-04|77|52|20|19981114,,,,,,
79|86|70|9|Dr. Greenthumb / Tequila Sunrise|CYPRESS HILL|1998-09-19|72|70|11|19981114,,,,,,
80|70|56|9|Yesterday|DEBELAH MORGAN|1998-09-19|79|56|11|19981114,,,,,,
81|81|81|3|Life Ain't Easy|CLEOPATRA|1998-10-31|89|81|5|19981114,,,,,,
82|79|74|6|For You I Will|AARON TIPPIN|1998-10-10|76|49|20|19981114,,,,,,
83|76|76|3|Whenever You're Near Me|ACE OF BASE|1998-10-31|76|76|5|19981114,,,,,,
84|85|84|3|Let Me Return The Favor|ANDREA MARTIN|1998-10-31|92|82|5|19981114,,,,,,
85|82|59|10|Touch Me|SOLO|1998-09-12|77|59|12|19981114,,,,,,
86|72|61|7|Only When I Lose Myself|DEPECHE MODE|1998-10-03|61|61|9|19981114,,,,,,
87|91|87|2|If I Can't Have You|L.F.O. featuring KAYO|1998-11-07|91|70|4|19981114,,,,,,
88|78|78|5|The Rockafeller Skank|FATBOY SLIM|1998-10-17|83|78|7|19981114,,,,,,
89|98|83|5|If I Had A Chance|CYNTHIA|1998-10-17|95|83|7|19981114,,,,,,
90|97|59|20|Can't We Try|ROCKELL & COLLAGE|1998-07-04|78|59|20|19981114,,,,,,
91|84|79|6|Deadly Zone|BOUNTY KILLER featuring MOBB DEEP & RAPPIN' NOYD|1998-10-10|93|79|7|19981114,,,,,,
92|75|57|6|No Fool No More|EN VOGUE|1998-10-10|63|57|8|19981114,,,,,,
93|88|50|14|Paper|QUEEN LATIFAH|1998-08-15|64|50|15|19981114,,,,,,
94|83|72|13|Here We Go|FUNKMASTER FLEX presents KHADEJIA featuring PRODUCT|1998-08-22|77|72|14|19981114,,,,,,
95|94|86|5|If I Lost You|TRAVIS TRITT|1998-10-17|89|86|11|19981114,,,,,,
96|92|81|11|Wide Open Spaces|DIXIE CHICKS|1998-09-05|93|41|20|19981114,,,,,,
97|96|72|11|I Should Cheat On You|J'SON|1998-09-05|81|72|13|19981114,,,,,,
98|90|42|20|Ava Adore|THE SMASHING PUMPKINS|1998-07-04|42|42|20|19981114,,,,,,
99|87|23|14|Gotta Be|JAGGED EDGE|1998-08-15|23|23|16|19981114,,,,,,
100|93|93|3|The Street Mix|MAG 7|1998-10-31|93|93|5|19981114,,,,,,
1|1|1|13|The First Night|MONICA|1998-08-15|14|1|23|19981107,,,,,,
2|2|1|6|One Week|BARENAKED LADIES|1998-10-03|3|1|20|19981107,,,,,,
3|3|3|5|How Deep Is Your Love|DRU HILL feat REDMAN|1998-10-10|6|3|20|19981107,,,,,,
4|6|4|9|Lately|DIVINE|1998-09-12|36|1|27|19981107,,,,,,
5|7|5|6|Because Of You|98 DEGREES|1998-10-03|26|3|20|19981107,,,,,,
6|4|3|19|Crush|JENNIFER PAIGE|1998-07-04|69|3|25|19981107,,,,,,
7|5|1|10|I Don't Want To Miss A Thing|AEROSMITH|1998-09-05|1|1|20|19981107,,,,,,
8|8|7|34|This Kiss|FAITH HILL|1998-03-21|90|7|48|19981107,,,,,,
9|9|5|7|I'll Be|EDWIN McCAIN|1998-09-26|7|5|24|19981107,,,,,,
10|17|10|6|Nobody's Supposed To Be Here|DEBORAH COX|1998-10-03|52|2|29|19981107,,,,,,
11|11|9|14|Touch It|MONIFAH|1998-08-08|82|9|26|19981107,,,,,,
12|12|12|3|Come And Get With Me|KEITH SWEAT feat SNOOP DOGG|1998-10-24|13|12|15|19981107,,,,,,
13|14|13|4|The Power Of Good-Bye|MADONNA|1998-10-17|24|11|19|19981107,,,,,,
14|13|12|6|Westside|TQ|1998-10-03|21|12|16|19981107,,,,,,
15|10|9|3|My Little Secret|XSCAPE|1998-10-24|9|9|14|19981107,,,,,,
16|18|14|14|I Still Love You|NEXT|1998-08-08|46|14|20|19981107,,,,,,
17|16|1|39|Too Close|NEXT|1998-02-14|45|1|53|19981107,,,,,,
18|19|4|16|Never Ever|ALL SAINTS|1998-07-25|13|4|19|19981107,,,,,,
19|25|19|3|Love Me|112 featuring MASE|1998-10-24|40|17|16|19981107,,,,,,
20|15|10|23|When The Lights Go Out|FIVE|1998-06-06|64|10|26|19981107,,,,,,
21|22|2|39|You're Still The One|SHANIA TWAIN|1998-02-14|51|2|42|19981107,,,,,,
22|21|6|12|Time After Time|INOJ|1998-08-22|16|6|16|19981107,,,,,,
23|20|2|21|My Way|USHER|1998-06-20|13|2|24|19981107,,,,,,
24|24|1|24|The Boy Is Mine|BRANDY|1998-05-30|23|1|27|19981107,,,,,,
25|27|1|49|Truly Madly Deeply|SAVAGE GARDEN|1997-12-06|26|1|52|19981107,,,,,,
26|28|26|4|All The Places (I Will Kiss You)|AARON HALL|1998-10-17|37|26|16|19981107,,,,,,
27|23|20|5|Just The Two Of Us|WILL SMITH|1998-10-10|20|20|8|19981107,,,,,,
28|26|6|14|Daydreamin'|TATYANA ALI|1998-08-08|20|6|17|19981107,,,,,,
29|30|3|24|Adia|SARAH McLACHLAN|1998-05-30|28|3|27|19981107,,,,,,
30|32|30|17|So Into You|TAMIA|1998-07-18|91|30|20|19981107,,,,,,
31|36|5|20|Make It Hot|NICOLE feat MISSY  ELLIOTT|1998-06-27|20|5|23|19981107,,,,,,
32|48|32|2|Pushin' Weight|ICE CUBE feat MR. SHORT KHOP|1998-10-31|48|26|19|19981107,,,,,,
33|31|27|10|Splackavellie|PRESSHA|1998-09-05|55|27|14|19981107,,,,,,
34|29|14|13|I Can Do That|MONTELL JORDAN|1998-08-15|90|14|16|19981107,,,,,,
35|38|34|14|Movin' On|MYA featuring SILKK THE SHOCKER|1998-08-08|75|34|20|19981107,,,,,,
36|40|36|4|Wherever You Go|VOICES OF THEORY|1998-10-17|59|36|16|19981107,,,,,,
37|NEW|37|1|Trippin'|TOTAL feat MISSY ELLIOTT|1998-11-07|37|7|20|19981107,,,,,,
38|35|19|10|Still A G Thang|SNOOP DOGG|1998-09-05|26|19|13|19981107,,,,,,
39|37|1|33|All My Life|K-CI & JOJO|1998-03-28|15|1|36|19981107,,,,,,
40|34|8|16|Lookin' At Me|MASE featuring PUFF DADDY|1998-07-25|38|8|19|19981107,,,,,,
41|39|36|9|SuperThug (What What)|NOREAGA|1998-09-12|56|36|13|19981107,,,,,,
42|52|42|6|Can I Get A...|JAY-Z featuring AMIL (OF MAJOR COINS) & JA RULE|1998-10-03|82|19|37|19981107,,,,,,
43|NEW|43|1|Hard Knock Life (Ghetto Anthem)|JAY-Z|1998-11-07|43|32|16|19981107,,,,,,
44|41|24|22|Still Not A Player|BIG PUNISHER featuring JOE|1998-06-13|40|24|23|19981107,,,,,,
45|42|11|54|I Don't Want To Wait|PAULA COLE|1997-11-01|19|11|56|19981107,,,,,,
46|59|46|2|Whatcha Wanna Do?|MIA X featuring CHARLIE WILSON|1998-10-31|59|41|5|19981107,,,,,,
47|43|12|17|Friend Of Mine|KELLY PRICE|1998-07-18|22|12|20|19981107,,,,,,
48|46|9|49|How's It Going To Be|THIRD EYE BLIND|1997-12-06|36|9|52|19981107,,,,,,
49|33|12|10|Thinkin' Bout You|GERALD LEVERT|1998-09-05|19|12|16|19981107,,,,,,
50|45|15|20|Ghetto Supastar (That What Is What You Are)|PRAS MICHEL feat OL' DIRTY BASTARD|1998-06-27|23|15|21|19981107,,,,,,
51|49|28|15|Intergalactic|BEASTIE BOYS|1998-08-01|44|28|18|19981107,,,,,,
52|50|44|7|I Had No Right|PM DAWN|1998-09-26|53|44|10|19981107,,,,,,
53|53|52|5|Everything's Gonna Be Alright|SWEETBOX|1998-10-10|53|46|8|19981107,,,,,,
54|63|54|3|Don't Let It Go To Your Head|BRAND NUBIAN|1998-10-24|68|54|6|19981107,,,,,,
55|54|54|3|Perfect|SMASHING PUMPKINS|1998-10-24|54|54|6|19981107,,,,,,
56|56|42|9|Shimmer|FUEL|1998-09-12|52|42|12|19981107,,,,,,
57|60|57|6|Lost In Love|NASTYBOY KLICK|1998-10-03|78|53|9|19981107,,,,,,
58|51|10|17|Cruel Summer|ACE OF BASE|1998-07-18|37|10|20|19981107,,,,,,
59|58|5|18|Ray Of Light|MADONNA|1998-07-11|5|5|20|19981107,,,,,,
60|64|51|7|Invasion Of The Flat Booty Bitches|TOO SHORT|1998-09-26|87|51|10|19981107,,,,,,
61|62|27|13|Goodbye To My Homies|MASTER P feat SILKK THE SHOCKER, SONS OF FUNK AND MO B. DICK|1998-08-15|52|27|16|19981107,,,,,
62|70|62|5|Music Sounds Better With You|STARDUST|1998-10-10|84|62|8|19981107,,,,,,
63|61|55|15|26 Cents|THE WILKINSONS|1998-08-01|84|55|18|19981107,,,,,,
64|57|57|11|If You Could Read My Mind|STARS ON 54: ULTRA NATE, AMBER, JOCELYN ENRIQUEZ|1998-08-29|75|52|14|19981107,,,,
65|65|65|4|Better Days|WC from WESTSIDE CONNECTION featuring JON B|1998-10-17|65|64|7|19981107,,,,,,
66|NEW|66|1|Money's Just A Touch|MACK 10 featuring GERALD LEVERT|1998-11-07|66|54|4|19981107,,,,,,
67|55|36|12|Nobody Else|TYRESE|1998-08-22|66|36|15|19981107,,,,,,
68|68|39|19|Ooh La La|ROD STEWART|1998-07-04|48|39|20|19981107,,,,,,
69|NEW|69|1|Can't Get Enough|WILLIE MAX featuring RAPHAEL SAADIQ|1998-11-07|69|49|10|19981107,,,,,,
70|69|56|8|Yesterday|DEBELAH MORGAN|1998-09-19|79|56|11|19981107,,,,,,
71|71|52|19|Money Ain't A Thang|JD featuring JAY-Z|1998-07-04|77|52|20|19981107,,,,,,
72|72|61|6|Only When I Lose Myself|DEPECHE MODE|1998-10-03|61|61|9|19981107,,,,,,
73|77|72|7|How's It Goin'|DMX featuring FAITH EVANS|1998-09-26|74|70|10|19981107,,,,,,
74|67|4|20|Come With Me|PUFF DADDY featuring JIMMY PAGE|1998-06-27|10|4|20|19981107,,,,,,
75|66|57|5|No Fool No More|EN VOGUE|1998-10-10|63|57|8|19981107,,,,,,
76|76|76|2|Whenever You're Near Me|ACE OF BASE|1998-10-31|76|76|5|19981107,,,,,,
77|73|51|17|Landslide|FLEETWOOD MAC|1998-07-18|59|51|20|19981107,,,,,,
78|78|78|4|The Rockafeller Skank|FATBOY SLIM|1998-10-17|83|78|7|19981107,,,,,,
79|75|74|5|For You I Will|AARON TIPPIN|1998-10-10|76|49|20|19981107,,,,,,
80|NEW|80|1|Let The Music Heal Your Soul|BRAVO ALL STARS|1998-11-07|80|60|4|19981107,,,,,,
81|89|81|2|Life Ain't Easy|CLEOPATRA|1998-10-31|89|81|5|19981107,,,,,,
82|79|59|9|Touch Me|SOLO|1998-09-12|77|59|12|19981107,,,,,,
83|91|72|12|Here We Go|FUNKMASTER FLEX presents KHADEJIA featuring PRODUCT|1998-08-22|77|72|14|19981107,,,,,,
84|84|79|5|Deadly Zone|BOUNTY KILLER featuring MOBB DEEP & RAPPIN' NOYD|1998-10-10|93|79|7|19981107,,,,,,
85|92|85|2|Let Me Return The Favor|ANDREA MARTIN|1998-10-31|92|82|5|19981107,,,,,,
86|81|70|8|Dr. Greenthumb / Tequila Sunrise|CYPRESS HILL|1998-09-19|72|70|11|19981107,,,,,,
87|82|23|13|Gotta Be|JAGGED EDGE|1998-08-15|23|23|16|19981107,,,,,,
88|87|50|13|Paper|QUEEN LATIFAH|1998-08-15|64|50|15|19981107,,,,,,
89|88|88|5|A Little Past Little Rock|LEE ANN WOMACK|1998-10-10|89|88|5|19981107,,,,,,
90|96|42|19|Ava Adore|THE SMASHING PUMPKINS|1998-07-04|42|42|20|19981107,,,,,,
91|NEW|91|1|If I Can't Have You|L.F.O. featuring KAYO|1998-11-07|91|70|4|19981107,,,,,,
92|85|81|10|Wide Open Spaces|DIXIE CHICKS|1998-09-05|93|41|20|19981107,,,,,,
93|93|93|2|The Street Mix|MAG 7|1998-10-31|93|93|5|19981107,,,,,,
94|90|86|4|If I Lost You|TRAVIS TRITT|1998-10-17|89|86|11|19981107,,,,,,
95|98|18|18|Nobody Does It Better|NATE DOGG featuring WARREN G|1998-07-11|54|18|18|19981107,,,,,,
96|97|72|10|I Should Cheat On You|J'SON|1998-09-05|81|72|13|19981107,,,,,,
97|74|59|19|Can't We Try|ROCKELL & COLLAGE|1998-07-04|78|59|20|19981107,,,,,,
98|83|83|4|If I Had A Chance|CYNTHIA|1998-10-17|95|83|7|19981107,,,,,,
99|86|26|19|Cleopatra's Theme|CLEOPATRA|1998-07-04|60|26|19|19981107,,,,,,
100|80|41|17|Horse & Carriage|CAM'RON featuring MASE|1998-07-18|68|41|17|19981107,,,,,,
