ground_strikes_landed,strikes_avoided_pct,attempted_strikes,weight,passes,hometown,age,reach,leg_reach,fighter_name,submissions,takedowns_defended_pct,successful_takedowns,attempted_takedowns,sweeps,fight_out_of,height,standing_strikes_landed,fight_record,other_strikes_landed
,,,185 lb ( 84 kg ),,"Hermosa Beach, California USA",34,None,None,sean-Loeffler,,,,,,"Hermosa Beach, California USA","6' 3"" ( 190 cm )",,None,
10,58,396,155 lb ( 70 kg ),2,Nizhny Novgorod Russia,30,"65""","38""",artem-Lobov,0,73,1,2,0,Dublin Ireland,"5' 9"" ( 175 cm )",145,"14-12-1, 1NC",5
,,,None,,USA,None,None,None,john-Lober,,,,,,None,None,,None,
4,62,256,185 lb ( 84 kg ),6,"San Diego, California USA",40,None,None,dean-Lister,5,50,8,54,1,None,"6' 1"" ( 185 cm )",66,None,16
None,43,189,155 lb ( 70 kg ),1,Barcelona Spain,34,None,None,abner-Lloveras,0,N/A		,2,10,0,Barcelona Spain,"5' 11"" ( 180 cm )",18,None,None
32,54,158,155 lb ( 70 kg ),8,Inner Mongolia Province P.R. China,26,"71""",None,lipeng-Zhang,3,70,7,23,0,Beijing China,"5' 11"" ( 180 cm )",38,None,7
None,35,71,185 lb ( 84 kg ),1,"Ipatinga, MG Brazil",43,None,None,lucio-Linhares,2,50,2,4,0,None,"6' 2"" ( 187 cm )",8,None,None
14,44,332,155 lb ( 70 kg ),9,"Balneario Camboriu, Santa Catarina Brazil",27,"70""",None,leonardo-Mafra,1,69,5,6,0,"Balneario Camboriu, Santa Catarina Brazil","5' 10"" ( 177 cm )",129,None,18
34,81,341,240 lb ( 109 kg ),4,"Orange County, CA USA",36,None,None,jon-Madsen,0,70,5,7,0,"Alexandria, Minnesota USA","6' 0"" ( 182 cm )",80,None,26
36,65,361,155 lb ( 70 kg ),7,Tehran Iran,38,"73""","42""",reza-Madadi,3,89,12,31,0,Stockholm Sweden,"5' 11"" ( 180 cm )",104,14-4-0,32
None,48,2,170 lb ( 77 kg ),0,"Orrville, Ohio USA",39,None,None,ryan-Madigan,0,N/A		,0,0,0,None,"6' 0"" ( 182 cm )",None,None,None
,,,None,,USA,None,None,None,anthony-Macias,,,,,,None,None,,None,
83,62,1240,185 lb ( 84 kg ),40,Salvador Brazil,38,"74""","42""",lyoto-Machida,8,76,14,22,2,"Los Angeles, California USA","6' 1"" ( 185 cm )",446,22-7-0,111
None,37,41,135 lb ( 61 kg ),0,Caracas Venezuela,21,None,None,veronica-Macedo,0,60,0,0,0,Poznan Poland,"5' 4"" ( 162 cm )",11,5-1-1,None
55,62,1570,170 lb ( 77 kg ),14,"Quesnel, B.C. Canada",27,"76""","41""",rory-MacDonald,5,89,21,44,1,"Montreal, Quebec Canada","6' 0"" ( 182 cm )",509,None,103
2,47,30,205 lb ( 93 kg ),3,"Sudbury, Ontario Canada",38,None,None,rob-MacDonald,3,80,4,5,0,None,"6' 3"" ( 190 cm )",4,None,9
61,47,246,185 lb ( 84 kg ),13,"New Glasgow, Nova Scotia Canada",41,None,None,jason-MacDonald,11,35,8,49,4,None,"6' 3"" ( 190 cm )",24,None,45
47,66,364,170 lb ( 77 kg ),0,Rio de Janeiro Brazil,25,"75""",None,william-macario,0,79,5,11,0,Rio de Janeiro Brazil,"5' 11"" ( 180 cm )",139,None,14
178,58,1948,170 lb ( 77 kg ),20,"Indianapolis, Indiana USA",42,None,None,chris-Lytle,37,55,11,20,10,"Indianapolis, IN","5' 11"" ( 180 cm )",630,None,75
,,,None,,None,None,None,None,adam-Lynn,,,,,,None,None,,None,
None,41,28,170 lb ( 77 kg ),0,"Belfast, Co. Antrim Northern Ireland",46,None,None,stevie-Lynch,0,N/A		,0,0,0,None,"5' 10"" ( 177 cm )",None,None,None
5,43,59,185 lb ( 84 kg ),10,"Chamberlain, South Dakota USA",43,None,None,travis-Lutter,2,30,6,25,1,None,"5' 11"" ( 180 cm )",5,None,9
,,,None,,USA,None,None,None,thaddeus-Luster,,,,,,None,None,,None,
None,40,174,145 lb ( 65 kg ),0,"Elmhurst, IL USA",37,"70""",None,mike-Lullo,1,N/A		,2,18,0,"Schaumburg, IL USA","5' 8"" ( 172 cm )",17,None,None
79,58,743,170 lb ( 77 kg ),0,"Denver, Colorado USA",38,None,None,duane-Ludwig,0,59,1,6,0,"Denver, Colorado USA","5' 10"" ( 177 cm )",210,None,18
12,66,93,None,1,None,None,None,None,chris-Manuel,0,100,1,5,0,None,None,23,None,3
None,46,85,170 lb ( 77 kg ),2,"Adams, MA USA",30,None,None,jon-Manley,0,20,1,13,0,"Ludlow, MA USA","6' 1"" ( 185 cm )",5,None,None
None,70,166,155 lb ( 70 kg ),0,Florianopolis Argentina,30,"70""",None,nazareno-malegarie,0,N/A		,1,3,0,Buenos Aires Argentina,"5' 8"" ( 172 cm )",3,None,None
21,63,120,170 lb ( 77 kg ),5,"Hilo, Hawaii USA",37,None,None,troy-Mandaloniz,0,57,4,6,0,None,"5' 9"" ( 175 cm )",41,None,6
183,54,1218,205 lb ( 93 kg ),5,"Sorocaba, Sao Paolo Brazil",36,"75""","41""",fabio-Maldonado,5,62,4,7,1,"Florianopolis, Santa Catarina Brazil","6' 1"" ( 185 cm )",483,22-9-0,51
29,62,474,125 lb ( 56 kg ),18,"Bethlehem, Pennsylvania USA",33,"64""","36""",zach-Makovsky,2,57,26,85,4,"Philadelphia, Pennsylvania USA","5' 4"" ( 162 cm )",142,19-8-0,33
9,69,84,155 lb ( 70 kg ),10,Dagestan Russia,25,"70""","40""",islam-makhachev,3,N/A		,7,9,2,Makhachkala Russia,"5' 10"" ( 177 cm )",28,13-1-0,11
35,72,1449,155 lb ( 70 kg ),0,"Halifax, Nova Scotia Canada",31,"68""","38""",john-makdessi,0,88,0,3,0,"Montreal, Quebec Canada","5' 8"" ( 172 cm )",680,14-6-0,27
57,61,236,145 lb ( 65 kg ),6,"Gori, Georgia USA",28,"68""","39""",levan-makashvili,0,85,11,26,0,"Oceanside, New York USA","5' 8"" ( 172 cm )",59,10-2-1,13
,,,None,,None,None,None,None,erik-Mainiai,,,,,,None,None,,None,
60,63,1136,170 lb ( 77 kg ),86,Sao Paulo Brazil,39,"72""","42""",demian-Maia,24,66,56,177,4,Sao Paulo Brazil,"6' 1"" ( 185 cm )",192,24-6-0,259
None,18,1,205 lb ( 93 kg ),0,"Canada, Prince George USA",50,None,None,bill-Mahood,0,N/A		,0,0,0,None,"6' 0"" ( 182 cm )",None,None,None
15,65,236,155 lb ( 70 kg ),14,"Peterborough, Cambridgeshire UK",33,"69""",None,john-Maguire,5,78,13,28,1,Cambridge England,"5' 9"" ( 175 cm )",64,None,19
22,66,378,242 lb ( 109 kg ),0,The Republic of Dagestan Russia,30,"78""",None,ruslan-Magomedov,0,89,1,1,0,The Republic of Dagestan Russia,"6' 3"" ( 190 cm )",158,14-1-0,1
157,56,1567,170 lb ( 77 kg ),38,"Brooklyn, New York USA",29,"80""","45""",neil-Magny,5,59,35,75,2,"Denver, Colorado USA","6' 3"" ( 190 cm )",392,19-6-0,235
43,57,618,155 lb ( 70 kg ),3,Dagestan Russia,32,"70""","39""",rashid-Magomedov,1,86,4,6,0,Dagestan Russia,"5' 9"" ( 175 cm )",257,19-2-0,21
None,44,169,115 lb ( 52 kg ),0,"Los Angeles, California USA",33,"65""",None,angela-Magana,1,N/A		,1,3,0,Phuket Thailand,"5' 1"" ( 154 cm )",7,11-8-0,None
12,68,339,205 lb ( 93 kg ),5,Rio de Janeiro Brazil,32,"79""",None,vinny-Magalhaes,2,67,4,9,0,"Las Vegas, NV USA","6' 3"" ( 190 cm )",60,None,11
28,56,321,185 lb ( 84 kg ),5,"Fortaleza, Ceara Brazil",29,"73""","42""",caio-Magalhaes,6,58,4,26,1,"Fortaleza, Ceara Brazil","6' 1"" ( 185 cm )",77,9-3-0,24
75,54,252,185 lb ( 84 kg ),4,"Chicago, Illinois USA",36,None,None,terry-Martin,0,92,9,25,0,None,"5' 9"" ( 175 cm )",33,None,25
,,,None,,USA,None,None,None,justin-Martin,,,,,,None,None,,None,
,,,None,,None,None,None,None,joe-Martin,,,,,,None,None,,None,
,,,None,,USA,None,None,None,eric-Martin,,,,,,None,None,,None,
,,,None,,None,None,None,None,bobby-Martin,,,,,,None,None,,None,
None,57,91,185 lb ( 84 kg ),0,Abertillery South Wales,27,"73""","39""",jack-harshman,0,N/A		,0,0,0,Abertillery South Wales,"6' 0"" ( 182 cm )",10,21-5-0,None
13,68,455,205 lb ( 93 kg ),4,"Franklinville, New Jersey USA",36,None,None,eliot-Marshall,4,79,2,6,0,"Boulder, CO USA","6' 3"" ( 190 cm )",105,None,5
None,62,74,205 lb ( 93 kg ),0,"Visalia, California USA",40,None,None,doug-Marshall,2,N/A		,0,0,0,None,"5' 10"" ( 177 cm )",18,None,None
9,40,35,222 lb ( 100 kg ),2,"Torrance, California USA",46,None,None,john-Marsh,1,55,1,1,0,None,"6' 0"" ( 182 cm )",5,None,4
1,54,125,205 lb ( 93 kg ),7,"Philadelphia, Pennsylvania USA",36,None,None,carmelo-Marrero,3,36,11,30,0,None,"6' 0"" ( 182 cm )",19,None,23
97,57,1058,185 lb ( 84 kg ),23,"Lander, Wyoming USA",37,"74""","42""",nate-Marquardt,14,72,32,52,3,"Denver, Colorado USA","6' 0"" ( 182 cm )",318,38-16-3,127
,,,None,,None,None,None,None,dan-Marks,,,,,,None,None,,None,
21,62,514,115 lb ( 52 kg ),8,Baghdad Iraq,31,"63""","39""",randa-Markos,2,50,6,22,1,"Windsor, Ontario Canada","5' 4"" ( 162 cm )",152,6-5-0,24
None,45,51,170 lb ( 77 kg ),0,"Chicago, Illinois USA",34,None,None,rory-Markham,0,N/A		,0,0,0,None,"5' 11"" ( 180 cm )",3,None,None
38,46,234,185 lb ( 84 kg ),10,"Natal, Rio Grande do Norte Brazil",28,"75""",None,ronny-Markes,2,100,12,30,0,Rio de Janeiro Brazil,"6' 1"" ( 185 cm )",65,None,22
5,51,130,170 lb ( 77 kg ),4,"Seville, Andalusia Spain",30,"74""","40""",enrique-marin,2,60,5,13,2,"Huntington Beach, California United States","5' 10"" ( 177 cm )",36,9-4-0,2
12,52,116,125 lb ( 56 kg ),1,Limoeira do Norte Brazil,35,None,None,jose-Maria-Tome,3,33,3,11,0,Rio de Janeiro Brazil,"5' 5"" ( 165 cm )",47,None,3
,,,None,,USA,None,None,None,joao-Marcos,,,,,,None,None,,None,
,,,None,,None,None,None,None,jason-Maxwell,,,,,,None,None,,None,
17,58,507,155 lb ( 70 kg ),1,Rio de Janeiro Brazil,39,"72""",None,cristiano-Marcello,1,20,2,17,0,Curitiba Brazil,"5' 9"" ( 175 cm )",151,None,2
28,60,420,205 lb ( 93 kg ),17,"Retchisa, Belarus Belarus",46,None,None,vladimir-Matyushenko,1,71,19,47,1,"El Segundo, California USA","6' 0"" ( 182 cm )",95,None,70
,,,None,,USA,None,None,None,francesco-Maturi,,,,,,None,None,,None,
,,,None,,USA,None,None,None,john-Matua,,,,,,None,None,,None,
22,52,463,155 lb ( 70 kg ),6,"Melbourne, Victoria Australia",22,"72""","43""",jake-matthews,4,67,10,25,0,"Epping, Victoria Australia","5' 9"" ( 175 cm )",90,11-3-0,103
8,69,278,125 lb ( 56 kg ),1,Tokyo Japan,30,"65""",None,tateki-matsuda,0,17,0,2,1,"Somerville, Massachusetts USA","5' 7"" ( 170 cm )",85,None,3
130,69,1498,170 lb ( 77 kg ),12,"Miami, Florida USA",32,"74""","39""",jorge-Masvidal,7,80,15,27,1,"Miami, Florida USA","5' 11"" ( 180 cm )",512,32-11-0,94
11,54,253,185 lb ( 84 kg ),9,"Teaneck, NJ USA",34,None,None,mike-Massenzio,5,50,10,41,0,"Patterson, NJ USA","6' 2"" ( 187 cm )",100,None,3
24,56,158,145 lb ( 65 kg ),3,"Milwaukee, WI USA",32,None,None,jameel-Massouh,2,50,2,13,0,None,"5' 10"" ( 177 cm )",51,None,11
None,47,98,170 lb ( 77 kg ),0,"Fairbanks, AK USA",34,"71""",None,bristol-Marunde,0,14,3,9,0,"Las Vegas, NV USA","6' 1"" ( 185 cm )",4,None,None
12,60,494,145 lb ( 65 kg ),1,Minas Gerais Brazil,28,"72""",None,lucas-Martins,2,77,0,1,0,Minas Gerais Brazil,"6' 0"" ( 182 cm )",159,16-3-0,6
,,,None,,USA,None,None,None,cesar-Martucci,,,,,,None,None,,None,
None,66,203,155 lb ( 70 kg ),6,"Manaus, Amazonas Brazil",34,"72""","40""",adriano-Martins,1,82,4,5,0,"Manaus, Amazonas Brazil","5' 10"" ( 177 cm )",7,28-8-0,None
,,,None,,USA,None,None,None,rainy-Martinez,,,,,,None,None,,None,
,,,None,,None,None,None,None,poppies-Martinez,,,,,,None,None,,None,
,,,None,,None,None,None,None,isais-Martinez,,,,,,None,None,,None,
None,60,417,155 lb ( 70 kg ),0,"Espanola, New Mexico USA",33,None,None,henry-Martinez,0,80,0,3,0,"Albuquerque, New Mexico USA","5' 7"" ( 170 cm )",4,None,None
42,64,709,125 lb ( 56 kg ),3,"San Diego, CA USA",31,"67""","36""",danny-Martinez,0,37,15,33,1,"San Diego, CA USA","5' 6"" ( 167 cm )",151,18-7-0,12
,,,None,,None,None,None,None,andrew-Martinez,,,,,,None,None,,None,
45,57,993,155 lb ( 70 kg ),8,Dublin Ireland,28,"74""","40""",conor-McGregor,0,74,5,8,1,Dublin Ireland,"5' 9"" ( 175 cm )",379,21-3-0,49
,,,None,,USA,None,None,None,jack-McGlaughlin,,,,,,None,None,,None,
None,52,91,170 lb ( 77 kg ),0,"Duncan, BC Canada",30,None,None,ryan-McGilivray,0,44,0,1,0,"Edmonton, AB Canada","5' 11"" ( 180 cm )",1,None,None
58,63,2118,170 lb ( 77 kg ),17,"Ogden, UT USA",32,"75""","41""",court-McGee,6,70,23,84,0,"Orem, UT USA","5' 11"" ( 180 cm )",650,19-6-0,72
2,59,127,265 lb ( 120 kg ),4,"Bismarck, North Dakota USA",40,None,None,gan-McGee,0,83,2,8,0,None,"6' 10"" ( 208 cm )",26,None,15
26,52,211,185 lb ( 84 kg ),1,"Ames, Iowa USA",38,None,None,drew-McFedries,1,56,2,2,0,None,"6' 0"" ( 182 cm )",57,None,25
None,42,52,205 lb ( 93 kg ),0,"Cincinatti, Ohio USA",36,None,None,justin-McElfresh,0,N/A		,0,0,0,None,"6' 6"" ( 198 cm )",3,None,None
20,57,521,135 lb ( 61 kg ),4,"Modesto, California USA",26,"70""","39""",michael-McDonald,8,52,6,9,0,"Modesto, California USA","5' 9"" ( 175 cm )",184,17-4-0,19
8,57,120,185 lb ( 84 kg ),11,"Childress, TX USA",33,"75""",None,bubba-McDaniel,3,50,2,4,2,"Wichita Falls, TX USA","6' 3"" ( 190 cm )",32,None,13
23,47,195,240 lb ( 109 kg ),2,"Washington, DC USA",40,None,None,justin-McCully,0,44,4,9,1,None,"6' 2"" ( 187 cm )",33,None,18
49,59,630,155 lb ( 70 kg ),1,"Huntington Beach, CA USA",39,None,None,rob-McCullough,0,68,3,3,2,None,"5' 8"" ( 172 cm )",170,None,10
33,47,328,185 lb ( 84 kg ),24,"Ithaca, New York USA",30,"78""",None,tamdan-McCrory,11,33,11,23,4,"Binghamton, New York United States","6' 4"" ( 193 cm )",59,14-5-0,68
25,55,154,170 lb ( 77 kg ),6,Schweinfurt Germany,35,None,None,kris-McCray,0,38,5,9,1,None,"6' 0"" ( 182 cm )",30,None,15
None,52,27,265 lb ( 120 kg ),2,"Indianapolis, IN",None,None,None,sean-McCorkle,4,33,2,5,0,"Indianapolis, IN USA","6' 7"" ( 200 cm )",7,None,None
None,56,25,185 lb ( 84 kg ),3,"Mt. Kisco, New York USA",36,None,None,charles-McCarthy,3,N/A		,3,5,0,None,"6' 0"" ( 182 cm )",1,None,None
87,67,1124,125 lb ( 56 kg ),25,"Newport Beach, California United States",32,"64""","37""",ian-McCall,0,89,17,56,0,"Irvine, California United States","5' 5"" ( 165 cm )",284,13-5-1,70
None,24,31,155 lb ( 70 kg ),1,"Webster City, Iowa United States",30,"75""","42""",michael-mcbride,0,17,0,1,0,"Webster City, Iowa United States","6' 1"" ( 185 cm )",2,8-2-0,None
None,50,0,155 lb ( 70 kg ),0,"Fairbanks, AK USA",None,None,None,scott-McAfee,0,N/A		,0,0,0,None,"5' 8"" ( 172 cm )",None,None,None
68,69,1464,145 lb ( 65 kg ),33,"Phoenix, Arizona USA",37,"70""","39""",gray-Maynard,10,83,39,94,4,"Las Vegas, Nevada USA","5' 8"" ( 172 cm )",308,"13-7-1, 1NC",88
None,65,147,135 lb ( 61 kg ),1,Rio de Janeiro Brazil,33,"65""","36""",augusto-Mendes,0,100,4,9,0,"Glendale, Arizona USA","5' 6"" ( 167 cm )",13,6-1-0,None
3,23,17,205 lb ( 93 kg ),0,"Fortaleza, Ceara Brazil",35,None,None,antonio-Mendes,0,100,1,2,0,None,"6' 3"" ( 190 cm )",4,None,1
,,,None,,USA,None,None,None,marcello-Mello,,,,,,None,None,,None,
28,65,950,155 lb ( 70 kg ),17,"Santa Ana, California USA",34,"73""","40""",gilbert-Melendez,0,72,9,24,0,"San Francisco, California USA","5' 9"" ( 175 cm )",217,22-6-0,116
None,64,23,155 lb ( 70 kg ),1,"Bountiful, Utah USA",33,None,None,brandon-Melendez,0,25,0,0,2,None,"5' 10"" ( 177 cm )",1,None,None
1,65,63,170 lb ( 77 kg ),1,"Houston, TX USA",34,"72""",None,brian-Melancon,0,67,1,1,0,"Houston, TX USA","5' 8"" ( 172 cm )",20,None,10
20,70,367,170 lb ( 77 kg ),5,"Lethbridge, Alberta Canada",27,"73""","41""",jordan-Mein,0,60,7,9,0,"Lethbridge, Alberta Canada","6' 0"" ( 182 cm )",140,29-11-0,20
3,75,34,185 lb ( 84 kg ),1,"Racine, Wisconsin USA",29,"77""","40""",gerald-meerschaert,1,N/A		,0,2,0,"Milwaukee, Wisconsin USA","6' 1"" ( 185 cm )",8,25-8-0,3
1,44,133,170 lb ( 77 kg ),3,Trondheim Norway,28,"74""","40""",emil-Weber,1,40,1,2,0,Trondheim Norway,"5' 11"" ( 180 cm )",27,"9-2-1, 1NC",22
,,,None,,USA,None,None,None,todd-Medina,,,,,,None,None,,None,
16,49,735,155 lb ( 70 kg ),3,"Makaha, Hawaii USA",29,"75""","41""",yancy-Medeiros,4,86,0,2,1,"Makaha, Hawaii USA","5' 10"" ( 177 cm )",216,"13-4-0, 1NC",14
None,48,18,145 lb ( 65 kg ),0,"Natal, RN Brazil",28,None,None,anistavio-Medeiros,0,N/A		,0,0,0,"Caico, Rio Grande do Norte Brazil","5' 6"" ( 167 cm )",None,None,None
96,64,1205,170 lb ( 77 kg ),7,"Wilburton, Oklahoma USA",32,"75""","43""",tim-Means,2,62,8,16,2,"Albuquerque, New Mexico USA","6' 2"" ( 187 cm )",390,"26-7-1, 1NC",74
21,42,205,250 lb ( 113 kg ),8,London England,36,None,None,james-McSweeney,2,100,1,3,2,None,"6' 4"" ( 193 cm )",61,None,31
29,49,317,135 lb ( 61 kg ),12,"Takoma Park, Maryland USA",36,"66""","37""",sara-McMann,2,100,12,22,0,"Gaffney, South Carolina USA","5' 6"" ( 167 cm )",60,10-3-0,42
32,47,326,185 lb ( 84 kg ),5,"Vereeniging, Gauteng South Africa",34,"72""","41""",garreth-mclellan,3,35,4,17,0,"Sunninghill, Johannesburg Gauteng South Africa","6' 1"" ( 185 cm )",53,13-5-0,94
2,45,37,185 lb ( 84 kg ),0,"Santa Clara, California USA",34,None,None,tim-McKenzie,2,29,0,1,1,None,"6' 0"" ( 182 cm )",7,None,11
4,74,55,155 lb ( 70 kg ),0,"Dayton, Ohio USA",46,None,None,antonio-mckee,0,57,1,4,1,"Long Beach, CA USA","5' 8"" ( 172 cm )",17,None,4
31,54,145,145 lb ( 65 kg ),5,"Chicago, Illinois USA",29,None,None,micah-Miller,3,21,3,7,1,None,"6' 0"" ( 182 cm )",15,None,5
125,63,1824,155 lb ( 70 kg ),39,"Sparta, New Jersey United States",33,"71""","40""",jim-Miller,36,51,31,69,5,"Sparta, New Jersey United States","5' 8"" ( 172 cm )",462,"28-8-0, 1NC",120
12,67,274,155 lb ( 70 kg ),8,"Cordova, AK USA",29,"72""",None,cody-McKenzie,9,14,9,36,3,"Spokane, WA USA","6' 0"" ( 182 cm )",67,None,15
11,49,255,185 lb ( 84 kg ),4,Parts Unkown USA,36,None,None,jason-Miller,5,44,4,24,2,"Orange County, California USA","6' 1"" ( 185 cm )",61,None,13
43,50,827,185 lb ( 84 kg ),3,"Sparta, New Jersey USA",35,"74""",None,dan-Miller,16,47,15,29,2,"Whippany, New Jersey USA","6' 1"" ( 185 cm )",207,None,48
70,59,1816,145 lb ( 65 kg ),28,"Augusta, Georgia USA",32,"74""","41""",cole-Miller,24,39,8,22,9,"Coconut Creek, Florida USA","6' 1"" ( 185 cm )",476,"21-11-0, 1NC",59
8,64,122,180 lb ( 81 kg ),5,"Davenport, IA - USA USA",48,None,None,pat-Miletich,2,55,4,4,0,None,"5' 10"" ( 177 cm )",36,None,11
None,33,3,170 lb ( 77 kg ),0,"Roseville, CA USA",38,None,None,billy-Miles,0,N/A		,0,2,0,None,"5' 10"" ( 177 cm )",None,None,None
None,57,60,235 lb ( 106 kg ),0,Odzaci Serbia,36,"73""","41""",bojan-mihajlovic,0,100,0,1,0,Odzaci Serbia,"5' 11"" ( 180 cm )",5,10-5-0,None
,,,None,,USA,None,None,None,keith-Mielke,,,,,,None,None,,None,
None,49,10,238 lb ( 108 kg ),0,Nice France,42,None,None,christophe-Midoux,0,N/A		,0,0,0,None,"6' 1"" ( 185 cm )",None,None,None
39,55,222,155 lb ( 70 kg ),0,"Davenport, IA USA",30,None,None,zack-Micklewright,0,100,1,8,0,None,"6' 0"" ( 182 cm )",73,None,7
None,48,18,145 lb ( 65 kg ),0,"Des Moines, IA USA",33,None,None,chris-Mickle,0,N/A		,0,0,0,None,"5' 9"" ( 175 cm )",None,None,None
21,54,313,155 lb ( 70 kg ),6,"Pine Ridge, Sout Dakota USA",28,"72""",None,david-Michaud,2,77,7,12,0,"Glendale, Arizona USA","5' 9"" ( 175 cm )",88,None,26
,,,199 lb ( 90 kg ),,"Dallas, Texas USA",49,None,None,guy-Mezger,,,,,,None,"6' 1"" ( 185 cm )",,None,
11,65,294,145 lb ( 65 kg ),15,"Santa Ana, California USA",36,"74""","39""",yaotzin-Meza,8,18,6,30,3,"Glendale, Arizona USA","5' 9"" ( 175 cm )",100,"21-11-0, 1NC",10
16,70,178,170 lb ( 77 kg ),2,"Quebec City, Quebec Canada",29,"75""","43""",jonathan-meunier,0,59,1,3,0,"Quebec City, Quebec Canada","6' 3"" ( 190 cm )",63,8-1-0,11
,,,170 lb ( 77 kg ),,"Oakdale, Louisiana United States",32,"73""",None,joe-merritt,,,,,,"Rancho Cucamonga, California United States","6' 0"" ( 182 cm )",,None,
39,43,241,185 lb ( 84 kg ),2,"Forest Lake, Minnesota USA",42,None,None,dave-Menne,11,57,2,4,3,None,"5' 10"" ( 177 cm )",50,None,17
53,66,768,145 lb ( 65 kg ),2,La Paz El Salvador,34,"64""",None,ivan-Menjivar,7,39,2,8,0,"Montreal, Quebec Canada","5' 6"" ( 167 cm )",201,None,37
12,59,286,170 lb ( 77 kg ),8,Fukuoka Japan,35,None,None,hiromitsu-Miura,2,69,7,14,5,None,"5' 9"" ( 175 cm )",48,None,40
30,65,625,265 lb ( 120 kg ),2,"Bloomington, Illinois USA",38,"79""","43""",matt-Mitrione,4,55,0,2,0,"Indianapolis, Indiana USA","6' 3"" ( 190 cm )",235,None,48
28,56,363,170 lb ( 77 kg ),1,"Berkeley, CA USA",37,"76""",None,david-mitchell-fighter,9,29,3,6,1,"Santa Rosa, CA USA","6' 0"" ( 182 cm )",69,None,21
,,,None,,USA,None,None,None,felix-Lee-Mitchell,,,,,,None,None,,None,
None,43,12,170 lb ( 77 kg ),0,Vanadzor Armenia,38,None,None,roman-Mitichyan,1,25,1,1,1,None,"5' 10"" ( 177 cm )",None,None,None
None,46,76,145 lb ( 65 kg ),1,"Handa City, Aichi Japan",41,None,None,eiji-Mitsuoka,1,20,1,6,0,Tokyo Japan,"5' 7"" ( 170 cm )",1,None,None
15,53,154,170 lb ( 77 kg ),1,Doncaster England,30,"74""",None,danny-Mitchell,6,100,0,9,0,Doncaster England,"6' 2"" ( 187 cm )",54,None,7
,,,None,,None,None,None,None,caleb-Mitchell,,,,,,None,None,,None,
2,53,41,155 lb ( 70 kg ),1,Hyogo Prefecture Japan,44,None,None,dokonjonosuke-Mishima,2,25,2,11,0,None,"5' 7"" ( 170 cm )",3,None,2
31,58,306,185 lb ( 84 kg ),2,"Joinvillve, Santa Catarina Brazil",37,"77""","43""",vitor-miranda,0,50,2,4,0,Rio de Janeiro Brazil,"6' 1"" ( 185 cm )",77,13-5-0,57
17,37,159,185 lb ( 84 kg ),5,"Niteroi, Rio de Janeiro Brazil",37,None,None,mario-Miranda,0,55,3,5,2,"Kirkland, WA USA","6' 4"" ( 193 cm )",26,None,43
113,39,721,264 lb ( 119 kg ),24,"Las Vegas, Nevada USA",37,"79""","43""",frank-Mir,21,55,21,52,1,"Las Vegas, Nevada USA","6' 3"" ( 190 cm )",143,18-11-0,83
71,62,1190,240 lb ( 109 kg ),16,"Euclid, Ohio USA",34,"80""","39""",stipe-Miocic,0,73,17,48,0,"Independence, Ohio USA","6' 4"" ( 193 cm )",403,16-2-0,126
,,,None,,USA,None,None,None,ikuhisa-Minowa,,,,,,None,None,,None,
,,,None,,None,None,None,None,pat-Minihan,,,,,,None,None,,None,
13,45,254,170 lb ( 77 kg ),1,"Campina Grande, Paraiba Brazil",34,"77""","42""",alberto-Mina,0,50,4,19,1,Hong Kong China,"6' 0"" ( 182 cm )",85,13-0-0,21
9,51,117,229 lb ( 104 kg ),0,"Calvert County, Maryland United States",29,"76""","42""",adam-milstead,0,53,0,0,0,"Pittsburgh, Pennsylvania United States","6' 3"" ( 190 cm )",48,8-1-0,2
16,43,101,170 lb ( 77 kg ),3,Gloucester England,34,None,None,che-Mills,0,59,2,3,1,Gloucester England,"6' 1"" ( 185 cm )",22,None,15
,,,None,,None,None,None,None,troy-Miller,,,,,,None,None,,None,
27,58,597,170 lb ( 77 kg ),13,Tokyo Japan,32,"73""","40""",keita-Nakamura,4,62,14,23,2,Tokyo Japan,"5' 11"" ( 180 cm )",160,"32-8-2, 1NC",29
None,59,54,205 lb ( 93 kg ),1,Hiroshima Japan,37,None,None,kazuhiro-Nakamura,0,43,2,10,0,None,"5' 10"" ( 177 cm )",12,None,None
None,61,139,135 lb ( 61 kg ),7,Ehime Japan,30,"60""","36""",rin-Nakai,1,75,6,32,0,Ehime Japan,"5' 1"" ( 154 cm )",18,16-2-1,None
16,37,102,155 lb ( 70 kg ),0,Dagestan Russia,28,"71""","40""",magomed-mustafaev,1,25,0,5,0,"Albuquerque, New Mexico USA","5' 9"" ( 175 cm )",32,13-2-0,8
38,39,322,185 lb ( 84 kg ),1,Sarajevo Bosnia,30,"72""","42""",elvis-Mutapcic,0,81,0,0,0,"Des Moines, Iowa USA","6' 0"" ( 182 cm )",66,15-5-1,27
None,36,3,None,0,None,None,None,None,andre-Mussi,0,N/A		,0,1,0,None,None,None,None,None
None,33,1,185 lb ( 84 kg ),0,"London, London UK",39,None,None,lee-Murray,2,43,0,0,0,None,"6' 3"" ( 190 cm )",None,None,None
33,58,601,170 lb ( 77 kg ),3,"Botkyrka, Stockholm Sweden",30,"75""",None,nicholas-Musoke,1,85,5,26,0,Stockholm Sweden,"6' 0"" ( 182 cm )",183,"13-4-0, 1NC",12
