Ratings,Style,Name,Bros,ABV,Avg,Brewery
228,,Works Of Love: Earl Grey Tea,-,3.70,4.16,Hill Farmstead Brewery
225,,Oregon Golden Ale,87, ? ,3.67,Rogue Ales
224,,Knockout Blonde,-,6.10,4.06,Lawson's Finest Liquids
218,,Summer Ale,77,4.30,3.63,Long Trail Brewing Co.
216,,Mayflower Golden Ale,90,4.70,3.64,Mayflower Brewing Company
212,,Eureka W/ Mosaic,-,4.10,4.17,Tree House Brewing Company
211,,Hoppy Blonde,-,5.70,3.87,New Belgium Brewing
,,,,,,
,,,,,,
,,,,,,
,,,,,,Brewery
207,,Beer Of The Gods,90,4.50,3.22,High & Mighty Beer Co.
205,,Alamo Golden Ale,-,5.10,3.35,Alamo Beer Co.
203,,Labatt Canadian Ale / Labatt 50,73,5.00,3.04,Labatt Brewing Company Ltd.
202,,NOLA Blonde Ale,-,4.90,3.62,New Orleans Lager & Ale Brewing Company (NOLA)
201,,Peacemaker Extra Pale Ale,-,5.10,3.22,Austin Beerworks
193,,Cooperstown Ale,-,5.50,3.84,Brewery Ommegang
192,,Cascade Ale,92,4.50,3.62,Deschutes Brewery
185,,Premium,-,4.50,3.9,Stillwater Artisanal Ales
180,,Mission Blonde,-,5.00,3.53,Mission Brewery
179,,5 Rabbit,-,5.30,3.37,5 Rabbit Cerveceria
177,,Cougar,-,4.80,3.68,Rhinegeist Brewery
177,,Cougar Bait American Blonde Ale,-,4.70,3.51,Country Boy Brewing
177,,River Ale,-,4.00,3.56,Deschutes Brewery
175,,Gritty McDuff's Vacationland Summer Ale,84,4.90,3.37,Gritty McDuff's Brewing Company
173,,Morgazm Grapefruit Zested Blonde Ale,-,5.00,3.44,DuClaw Brewing Company
166,,Bailey's Blonde Ale,92,7.50,3.75,Cisco Brewers Inc.
165,,Mill Street Stock Ale,-,5.00,3.09,Mill Street Brew Pub
158,,Entwined Ale,-,4.10,3.23,Boulevard Brewing Co.
158,,Genesee 12 Horse Ale,77,5.10,2.95,Genesee Brewing Co. / Dundee Brewing Co.
158,,Single Speed,-,5.00,3.64,4 Hands Brewing Co.
156,,Summer Session Ale,-,4.90,3.38,Evolution Craft Brewing Company
154,,Whitetail Ale,-,5.00,3.29,Rock Art Brewery
154,,Hook & Ladder Golden Ale,-,5.50,3.15,Hook & Ladder Brewing Company (No. 2)
152,,Buffalo Gold Premium Ale,-,4.95,3.28,Boulder Beer / Wilderness Pub
150,,Red Brick Blonde,81,5.70,3.44,Red Brick Brewing Company
150,,Barstool American Golden Ale,-,4.50,3.21,Foolproof Brewing Company
148,,Three Beaches Honey Blonde,-,5.00,3.38,Tyranena Brewing Company
147,,Pick Axe Blonde Ale,-,4.70,3.3,Keweenaw Brewing Company
144,,Provider,-,5.00,3.8,Steel Toe Brewing
143,,CAVU,-,4.60,3.79,NoDa Brewing Company
141,,Oval Beach Blonde Ale,-,5.00,3.45,Saugatuck Brewing Company
140,,Mission St. Blonde Ale,-,4.70,3.28,Steinhaus Brewing Co.
134,,Summer Squeeze,-,4.50,3.47,BridgePort Brewing Co. / Brewpub
134,,Wowee Zowee,-,6.00,3.94,Short's Brewing Company
132,,Daybreak,-,5.00,3.66,Martin House Brewing Company
131,,Ipswich Summer Ale,88,4.90,3.76,Ipswich Ale Brewery
129,,Crosswind Pale Ale,-,5.00,3.4,Lake of Bays Brewing Company
129,,Send Help,-,4.50,3.68,4 Hands Brewing Co.
129,,Hyve Honey Ale,-,4.00,3.05,Uinta Brewing Company
127,,Blues' Golden Ale,78,5.90,3.23,16 Mile Brewing Company
125,,Old Capital,-,4.00,3.34,Keegan Ales
124,,Horny Toad Blonde,-,5.30,3.56,Coop Ale Works
121,,Isabella Blonde,-,4.50,3.78,Kern River Brewing Company
119,,Beach Blonde Ale,-,5.00,3.36,3 Daughters Brewing
118,,Sprung,-,4.90,3.34,Evolution Craft Brewing Company
117,,Towhead,-,5.20,3.41,Mother's Brewing Company
116,,Nine Man Ale Golden Ale,81,4.30,3.37,Cooperstown Brewing Company
116,,California Blonde Ale,81,5.62,3.35,Eel River Brewing Co.
113,,Old Faithful Ale,72,5.30,3.29,Grand Teton Brewing Co.
112,,Cape Cod Beach Blonde,-,4.90,3.63,Cape Cod Beer
,,,,,,
,,,,,,
,,,,,,
,,,,,,Brewery
111,,The Big O,-,5.50,3.39,O'so Brewing Company & Tap House
109,,Portsmouth Dirty Blonde Ale,-,4.50,3.45,Portsmouth Brewery
107,,Melt My Brain,-,6.10,3.78,Short's Brewing Company
103,,Harlem Sugar Hill Ale,-,6.09,3.32,Harlem Brewing Company
101,,Griffon Extra Blonde,-,5.00,3.44,McAuslan Brewing
100,,Suzy B,86,5.30,3.53,Southern Prohibition Brewing
99,,Saint Of Circumstance,-,4.70,3.81,Collective Arts Brewing
96,,Mississippi Blonde Ale,80,4.20,3.31,Bent River Brewing Company
96,,Death Rides A Pale Horse,-,5.60,3.4,Los Muertos Brewing
96,,Blonde Ale,-,4.50,3.58,Tin Roof Brewing Company
94,,Rapscallion Premier,90,7.00,3.87,Rapscallion
94,,Good Old Potosi,94,5.00,3.43,Potosi Brewing Company
94,,Paienne,-,5.00,3.61,Brasserie Dieu du Ciel!
94,,Gold,-,5.00,3.17,O'Fallon Brewery
92,,Guilford Golden Ale,-,3.80,3.15,Natty Greene's Pub & Brewing Co.
90,,Horse Piss Beer,-,5.00,2.58,Bluegrass Brewing Co. - East St. Matthew's
90,,Blonde Ambition,-,4.80,3.63,Great South Bay Brewery
88,,Sticky Treats,-,5.10,3.72,Funky Buddha Brewery
86,,Farmer's Daughter,-,4.80,3.58,Lucette Brewing Company
86,,30A Beach Blonde Ale,-,4.60,3.41,Grayton Beer Company
86,,Cold Trail Ale,-,5.50,3.51,Mountain State Brewing Co.
85,,Blonde Cougar,-,5.00,3.6,Wormtown Brewery
85,,Sol Drifter,-,4.30,3.65,MadTree Brewing
83,,Boréale Blonde,-,4.50,3.22,Brasseurs Du Nord Inc.
83,,Half Full Bright Ale,-,5.20,3.29,Half Full Brewery
82,,The Tradition,-,5.00,3.53,DC Brau Brewing Co.
82,,Honey Blonde Ale,-,4.50,3.36,Cucapá Brewing Company
81,,Revolver High Brass Ale,-,6.00,3.41,Revolver Brewing
81,,Nimbus Dirty Güera (Blonde) Ale,-,3.50,3.44,Nimbus Brewing Company
79,,Homeport Blonde,-,4.60,3.43,Scuttlebutt Brewing Company
79,,Grolsch Blond,-,3.80,2.89,Grolsch Bierbrouwerij N.V.
79,,Summer Ale,-,6.00,3.88,Back East Brewing Company
79,,Harpoon Sweet Spot,86,4.80,3.71,Harpoon Brewery & Beer Hall
78,,Island Summer Ale,63,6.20,3.22,St. John Brewers
78,,Chaco Canyon Gold,88,4.80,3.55,Empyrean Brewing Company
77,,Bar Harbor Summer Ale,-,4.50,3.2,Atlantic Brewing Company / Mainely Meat BBQ
77,,1st Street Ale,-,5.00,3.06,No Label Brewing Company
76,,Adnams Explorer,-,5.00,3.58,"Adnams plc, Sole Bay Brewery"
76,,Loon Golden Ale,-,4.75,3.43,Woodstock Inn Brewery
74,,Drop Dead Blonde,-,3.50,2.92,Stevens Point Brewery
73,,Whizbang Hoppy Blonde,-,5.70,3.66,New Belgium Brewing
72,,Dirty Blonde,-,4.80,3.64,Great River Brewery
71,,Southern Gold,-,4.55,3.21,Lazy Magnolia Brewing Company
71,,Celts Golden Ale,-,5.00,3.07,Moylan's Brewery
69,,Dr. Thirsty's No. 4 Blonde,-,4.10,3.57,Wychwood Brewery Company Ltd
68,,Sea Salt Ale,-,5.20,3.5,Fire Island Beer Company
68,,Strawberry Blonde Ale,-,5.20,3.38,Buffalo Bill's Brewery
67,,One Buffalo,-,4.80,3.53,Southern Tier Brewing Company
67,,Rivertowne Babbling Blonde,-,5.30,3.41,Rivertowne Pourhouse
67,,Foam Top Cream Ale,-,5.50,3.66,Beachwood BBQ & Brewing
,,,,,,
,,,,,,
,,,,,,
,,,,,,Brewery
66,,Blonde Ale,-,5.80,3.56,Boulevard Brewing Co.
66,,Jarl,-,3.80,3.85,Fyne Ales Ltd
65,,5:00 O'Clock Afternoon Ale,78,5.00,3.26,Renegade Brewing Company
65,,Golden Glory,-,5.00,3.15,"Badger Brewery, Hall and Woodhouse"
65,,Texas Honey Ale,-,7.32,3.78,Guadalupe Brewing Co.
65,,Traktor,-,6.00,3.78,Greenbush Brewing Company
64,,Nickel Brook Cause & Effect,-,4.90,3.4,Nickel Brook Brewing Co.
64,,Summer Ale,-,5.30,3.71,Greenport Harbor Brewing Company
63,,Green Can Gold Ale,-,5.50,3.34,O'Connor Brewing Co.
63,,Saranac Session Ale,-,4.50,3.33,Matt Brewing Company / Saranac Brewery
62,,Railway City Iron Spike - Blond Ale,-,4.30,3.22,Railway City Brewing Company
61,,Finnegans Blonde Ale,-,4.60,3.38,Finnegans Inc.
61,,Golden Trout Ale,-,5.50,3.19,Mammoth Brewing Company
61,,Responders Ale,87,4.00,3.19,16 Mile Brewing Company
61,,Blonde Ale,-,4.73,3.18,Orlando Brewing Partners
61,,Gold Digger Blonde Ale,-,4.80,3.32,Ale Asylum
60,,Moosehead Pale Ale,-,5.00,2.83,Moosehead Breweries Ltd.
59,,Daphne,-,4.80,4.22,Cellarmaker Brewing Co.
58,,Shady Blond,-,4.50,3.36,Prism Brewing Company
58,,Blonde Bombshell Ale,84,4.00,3.18,Cascade Lakes Brewing Co.
58,,Tread Lightly Ale,-,5.00,2.53,New Planet Beer Company
58,,Phat Chance Blonde Ale,-,5.20,3.23,Onion Pub & Brewery / Wild Onion Brewing Co.
57,,Glütiny Golden Ale,-,5.20,3.49,New Belgium Brewing
56,,Long Ball Ale,-,5.00,3.75,BridgePort Brewing Co. / Brewpub
56,,Blonde Ale,-,5.50,3.55,Mt. Carmel Brewing Company
55,,La Rubia,-,5.00,3.95,Wynwood Brewing Company
54,,Nerd Alert Pseudo Pilsner,-,5.00,3.49,Monday Night Brewing
54,,Safe Harbor American Blonde Ale,-,5.00,3.51,Safe Harbor Brewing Co
54,,High Road Everyday Ale,-,5.00,3.69,Badger Hill Brewing Company
53,,Checker Cab Blonde Ale,94,4.50,3.32,Chelsea Craft Brewing Company
53,,10 Point Ale,-,4.80,3.64,Wyndridge Farm Brewing
53,,Er Boquerón,-,4.80,3.29,La Socarrada Cervesa Artesanal De Xativa
52,,Double D Blonde,-,4.90,3.43,Hop Valley Brewing Company
52,,Mustang Golden Ale,-,5.30,3.36,Mustang Brewing Company
52,,Nordic Blonde,-,5.70,3.41,Bent Brewstillery
52,,Liquid Sunshine Blonde Ale,-,5.00,3.49,Hoppy Brewing Co.
51,,Golden Ale,-,4.80,3.65,Perrin Brewery
51,,Número Uno,-,4.90,3.76,Flying Dog Brewery
51,,Stay Classy Light Session Ale,-,2.80,3.57,Bellwoods Brewery
51,,ESG (Extra Special Golden),-,5.40,3.51,Terminal Gravity Brewing Company
50,,American Blonde,-,5.50,3.68,Cahaba Brewing Company
50,,Blatant Session Ale,-,3.75,3.69,Blatant Brewery
50,,Blonde,-,5.00,3.49,Goose Island Beer Co.
49,,Alpha Blonde,-,5.10,3.17,Morgantown Brewing Company
49,,Oppigårds Golden Ale,-,5.20,3.83,Oppigårds Bryggeri AB
48,,Dayblazer,-,4.80,3.53,New Belgium Brewing
48,,Casco Bay Summer Ale,87, ? ,3.63,Casco Bay Brewing Co.
48,,Monteith's Summer Ale,-,5.00,2.67,Monteith's Brewing Co.
48,,Central State Table,-,4.00,3.9,Central State Brewing
48,,This Season's Blonde,-,6.00,3.81,Aspen Brewing Co.
,,,,,,
,,,,,,
,,,,,,
,,,,,,Brewery
48,,Blonde Ale - Seasonal,-,5.00,2.89,Mendocino Brewing Company
48,,Blonde Bomber,-,5.00,3.06,Veteran Beer Company
48,,Brick Red Cap Ale,-,5.00,3.06,Brick Brewing Co.
47,,Narragansett Summertime Citra Ale,-,4.20,3.35,Narragansett Brewing Co.
47,,Barrio Tucson Blonde,-,4.53,3.42,Barrio Brewing Company
47,,True Blonde Ale,-,5.30,3.32,Tampa Bay Brewing Co.
47,,Sunspot Gold,80,5.00,3.31,SanTan Brewing Co.
46,,Sea Dog Windjammer Blonde Ale,76,4.80,3.44,Sea Dog Brewing Company
45,,Big Rig Gold,-,5.00,3.15,Big Rig Brewery
45,,Ginger Bee,-,6.50,3.22,Crabtree Brewing Company
45,,Glutenberg Blonde Ale,-,4.50,2.92,Brasseurs Sans Gluten
44,,Knuckleball,-,4.20,3.58,Allentown Brew Works
44,,Duke's Blonde Ale,-,5.00,3.24,Kona Brewing Co.
44,,Valley Golden Ale,-,4.80,3.42,Fegley's Bethlehem Brew Works
44,,Waterfront Blonde Ale,-,4.80,3.36,Shipyard Brewing Co.
44,,Saddleback Ale,-,3.90,3.36,Sebago Brewing Company
43,,Terlingua Gold Golden Ale,-,6.00,3.57,Big Bend Brewing Co.
43,,Skinner's Cornish Knocker Ale,-,4.50,3.68,Skinner's Brewery
43,,Mystic Seaport Pale Ale,-,4.80,3.4,Shipyard Brewing Co.
42,,Big Island Blond,-,5.10,3.67,Excelsior Brewing Co.
41,,East Chop Lighthouse,-,4.70,3.42,Offshore Ale Company
41,,South Side Citra Blonde,-, ? ,3.85,Confluence Brewing Company
41,,La Rubia,-,4.90,3.6,Freetail Brewing Company
41,,Garibaldi Honey Pale Ale,-,4.50,3.69,Howe Sound Inn & Brewing Company
41,,Bayside Blonde,-,5.20,2.97,"Shipwrecked Brew Pub, Restaurant and Inn"
40,,UFO Winter Blonde Vanilla Cold Brew Ale,-,4.90,3.72,Harpoon Brewery & Beer Hall
40,,Strawberry Fields,-,4.60,3.87,Right Brain Brewery
40,,Stoneface Blonde Ale,-,5.40,3.71,Stoneface Brewing Co.
40,,Twisted Pine Blonde,-,5.00,3.44,Twisted Pine Brewing Company
40,,Migration,-,5.00,3.68,Bad Weather Brewing Company
40,,Blonde Ale,-,5.00,3.55,Picaroons Traditional Ales
40,,Oppigårds Single Hop Ale,-,4.80,3.8,Oppigårds Bryggeri AB
40,,Vanilla Bean Blonde Ale,-,4.80,3.84,Infusion Brewing Co.
39,,Comfortably Blonde,-,4.80,3.67,Tighthead Brewing Company
39,,Day Of The Dead Beer (Cerveza De Los Muertos) Death Rides A Pale Horse,-,5.60,3.3,Cerveceria Mexicana S.A. De C.V.
38,,Mother Lode Golden Ale,-,5.10,3.43,Laurelwood Public House & Brewery
38,,Lemon Meringue Pie,-,5.00,4.13,Funky Buddha Brewery
38,,Killer Bees,-,5.50,3.67,Melvin Brewing / Thai Me Up
38,,Harlot Honey Blonde,-,4.00,3.51,Carson's Brewery
38,,Summer Blonde Honey Ale,-,5.20,3.38,Rock Bottom Restaurant & Brewery
37,,Southern Session,-,4.80,3.21,Jekyll Brewing
37,,Alibi,-,4.30,3.72,Circle Brewing Company
37,,Mother Ale,-,5.40,3.56,Denali Brewing Company / Twister Creek Restaurant
37,,Goliad Golden Ale,-,5.20,3.18,Goliad Brewing Company
37,,One Eared Monkey,40,6.00,2.81,"Paper City Brewery Co., Inc."
37,,Farmer John's Multi-Grain Ale,-,5.60,3.45,Confluence Brewing Company
37,,Sawtooth Ale,-,5.40,3.54,Bitter Root Brewing
36,,Float Trip Ale,-,4.50,3.73,Piney River Brewing Co.
36,,Sunny Daze,-,5.20,3.96,BarrelHouse Brewing Company
36,,Morning Glow,-,5.30,3.43,Swamp Head Brewery
,,,,,,
,,,,,,
,,,,,,
,,,,,,Brewery
36,,McNeill's Blond Bombshell (Big Nose Blond),-,5.20,3.55,McNeill's Brewery
36,,Suzy Smash,93,5.00,4.03,Southern Prohibition Brewing
36,,Lighthouse Ale,-,4.40,3.14,Fitger's Brewhouse
35,,Endless Summer Ale,-, ? ,3.79,Pisgah Brewing Co.
35,,Claire Blonde,-,5.00,3.16,Micro-Brasserie L'Alchimiste
35,,Golden Boy,-,4.50,3.7,Triple C Brewing Co.
35,,Fish Tale Organic Blonde Ale,81,4.00,3.18,Fish Brewing Company / Fishbowl Brewpub
35,,Cabotella,-,5.50,3.4,Baja Brewing Company
35,,Babbling Blonde,-,5.30,3.35,Rivertowne Brewing
35,,Artemis Blonde,-,4.20,3.74,Conquest Brewing Company
34,,Boro Blonde,-,4.50,3.56,Mayday Brewery
34,,Trailblazer Blonde Ale,-, ? ,2.92,Trailhead Brewing Co
34,,Islamorada Ale,-,5.00,2.94,Islamorada Beer Company
34,,Mosaic Blonde Ale,-,5.90,4.07,Prohibition Pig
34,,La Rubia Pernicious Ale,-, ? ,3.79,Cigar City Brewing
34,,Rosalynn Bliss Blonde,-,5.20,3.38,Grand Rapids Brewing Company
34,,Ale Diablo,-,8.50,3.7,Steamworks Brewing Co.
33,,Baden Baden Golden,-,4.50,3.69,Cervejaria Baden Baden
33,,Marylan,-,5.20,3.97,RAR Brewing (Realerevival)
33,,Crown Town Ale,-,6.20,4.09,Boulevard Brewing Co.
33,,Beerjito,-,5.00,3.7,Odd Side Ales
33,,South Park Blonde,-,5.10,3.54,21st Amendment Brewery
33,,Farmington River Blonde Ale,-, ? ,3.52,Ipswich Ale Brewery
33,,BruRm Toasted Blonde,-,3.80,3.13,The Brü Rm. at BAR
33,,Leapin' Leprechaun Ale,-,4.50,2.38,Weston Brewing Company & O'Malley's Pub
33,,Groove Session Ale,-,5.00,3.66,Tree Brewing
32,,Deception,-,4.50,3.51,Black Market Brewing Co.
32,,Under Cover,-, ? ,3.35,Karben4 Brewing
32,,Frankenmuth Cass River Blonde Ale,72,4.75,3.53,Frankenmuth Brewery
31,,Buffalo Gold Golden Ale,-,4.80,2.91,Boulder Beer / Wilderness Pub
31,,Grand Ridge Yarra Valley Gold,-,4.90,3.57,Grand Ridge Brewing Co.
31,,Capital Blonde Ale,-,4.80,3.57,Forked River Brewing Company
31,,RAR / Aslin - Walk Of Shame,-,7.40,3.89,RAR Brewing (Realerevival)
31,,Clásica Blonde Ale,-,4.50,3.58,Cucapá Brewing Company
30,,Gateway Gold,-,4.10,3.58,Fort Myers Brewing Company
30,,Cool Beans,-,5.00,4.17,Jackie O's Pub & Brewery
30,,Epicurious,-,4.20,3.75,Creature Comforts
30,,REVved Up Coffee Blonde Ale,-,5.50,3.31,Upland Brewing Company
30,,Blue Point Double Blonde Ale,-,6.60,3.54,Blue Point Brewing Company
30,,California 99 Golden Ale,-,4.80,3.79,Tioga-Sequoia Brewing Company
29,,Good Natured Blonde,-,4.50,3.71,Good Nature Farm Brewery & Tap Room
29,,Snow Bunny Blonde,-,4.00,4.17,Thr3e Wise Men
29,,Hawai'i Nui Kaua'i Golden Ale,-,4.90,3.22,Hawai'i Nui Brewing / Mehana Brewing Company
29,,Willy Nilly,-,5.00,3.78,Defiance Brewing Co.
29,,Some Beach Blonde Styled Ale,-,4.50,3.2,Tall Tales Brewing Company
29,,Mill Street Curious Parrot Ale,-,5.00,3.55,Mill Street Brew Pub
28,,Bowen Island Reef Break Hemp Blonde Ale,-,5.00,3.43,Bowen Island Brewing Co. Ltd.
28,,Golden Ale,-,4.90,3.56,Back East Brewing Company
28,,Calma Muerta,-,4.80,4.13,Pinthouse Pizza Craft Brewpub
28,,Diamond Knot Blonde Ale,-,4.20,3.15,Diamond Knot Brewery
,,,,,,
,,,,,,
,,,,,,
,,,,,,Brewery
28,,Burly Blonde,-,7.50,3.93,Bog Iron Brewing
28,,Golden Vanilla,-, ? ,3.34,Thirsty Bear Brewing Company
27,,Yellow Card,-,5.90,3.68,Comrade Brewing Company
27,,Summer Crush,-,4.70,3.71,Castle Danger Brewery
27,,LOT 21 Blonde,-,5.50,3.06,Millersburg Brewing Company
27,,Honey Ale,-,4.00,3.09,Wisconsin Dells Brewing Co.
27,,Libertas,-,4.70,3.37,Costa Rica's Craft Brewing Co.
27,,210 Ale,-,6.10,3.09,Busted Sandal Brewing Company
27,,Sly Fox,-,4.70,3.65,Feral Brewing Co.
27,,Gun Hill Gold,-,4.50,3.23,Gun Hill Brewing Company
27,,Kichesippi Natural Blonde,-,4.90,3.31,Kichesippi Beer Co.
26,,Moose Island Ale,-,4.20,3.19,Lake Placid Craft Brewing Company
26,,Nickel Brook Gluten Free,-,5.80,2.2,Nickel Brook Brewing Co.
26,,Star Trek The Trouble With Tribbles Golden Anniversary Ale,-,5.00,3.58,Shmaltz Brewing Company
26,,Blondes Make Me Hoppy W/Mosaic,-,4.90,4.02,Civil Society Brewing
26,,The Full Lemonty,-,5.00,3.57,Pollyanna Brewing Company
26,,Shipyard Light Beer,-,3.90,2.63,Shipyard Brewing Co.
26,,Honey Badger,-,4.70,3.69,Appalachian Mountain Brewery
26,,Blonde Ale,-,5.00,3.6,Wind River Brewing Company
26,,Uncle Ray Searage's Bucco Blonde Ale,-,4.90,3.37,North Country Brewing
26,,Avocado Honey Ale,-,5.00,3.74,Island Brewing Company
26,,Oland Export Ale,-,5.00,2.75,Alexander Keith's
25,,Great Lakes Aloha Ale,-,6.00,3.95,Great Lakes Brewing Co.
25,,Chinga Tu Pelo,-,4.80,3.49,5 Rabbit Cerveceria
25,,Ale Storm,-,5.10,3.69,Nebraska Brewing Company
25,,Bohemian Blonde,-,4.80,3.2,Manayunk Brewery and Restaurant
25,,Gage Roads Wahoo,-,4.60,2.6,Gage Roads Brewing Company
25,,O'Keefe Ale,-,5.00,2.59,Molson Coors Canada
25,,Bottom Feeder,-,4.40,3.28,RAR Brewing (Realerevival)
25,,Boscos Famous Flaming Stone Beer (Memphis),-, ? ,3.09,Boscos Restaurant & Brewing Co.
25,,Norma Jeane,-,6.83,3.78,5 Stones Craft Brewing Co.
25,,Stash,-,5.00,3.74,Collective Arts Brewing
25,,Evel Ale,-,4.70,3.83,South Austin Brewery
25,,Golden Ale,-,4.90,3.28,Sweetgrass Brewing Co.
25,,Knotty Blonde,-,4.00,3.09,Three Creeks Brewing Co.
25,,Hale's Drawbridge Blonde,-,4.90,3.61,Hale's Ales Brewery & Pub
25,,Low Bridge,-,4.80,3.85,Big Ditch Brewing Company
25,,Blonde,-,4.50,2.64,American Brewing Company
25,,Good Morning Vietnam,-,4.60,3.87,Wooden Robot Brewery
25,,Golden Brigade Blonde Ale,-, ? ,3.29,Fire Station 5 Brewing Company
25,,7-Iron,-,4.50,3.54,11 Below Brewing
25,,Willimantic Certified Gold,-,4.70,3.7,Willimantic Brewing Co.
25,,Boundary Bay Blonde Ale,-, ? ,3.54,Boundary Bay Brewery & Bistro
25,,Blonde Golden Ale,-,4.50,3.53,Village Brewery
24,,Firehouse Blonde,-,4.80,3.58,Rooster Fish Brewing Co.
24,,Bayfront Blonde,-,4.20,3.28,Erie Brewing Co.
24,,Victoria's Golden Ale,-,4.20,3.51,J.J. Bitting Brewing Company
24,,Begyle Blonde,-,5.40,3.56,Begyle Brewing Company
24,,Bocce Beer,-,5.00,3.7,Dogfish Head Craft Brewery
24,,Blue Collar Blonde,-,4.60,3.46,Rusty Rail Brewing Company
,,,,,,
,,,,,,
,,,,,,
,,,,,,Brewery
24,,Freemason Golden Ale,-,5.30,3.5,Chandeleur Brewing Company
24,,Honey Blonde,-,5.00,3.37,Port Huron Brewing Company
23,,Midwest Farmer's Daughter,-,6.90,3.57,Bat Creek Brewery
23,,Golden Prairie Blond Ale,-, ? ,3.49,Great Waters Brewing
23,,All Nighter,-,4.60,2.97,Chicago Brewing Company
23,,Alpine Gold,-, ? ,2.8,Tied House Cafe & Brewery
23,,Peachicot Blonde Ale,-,5.00,3.77,River Company Restaurant & Brewery
23,,Sultana Gold Ale,-,5.00,3.37,Lake of the Woods Brewing Company
23,,Raging Blonde,-,5.20,3.73,Veterans United Craft Brewery
23,,Alexander Keith's Light Ale,-,4.00,2.75,Alexander Keith's
23,,Golden Ale,-,4.40,3.26,Two Birds Brewing
23,,Art Hop Ale,-,8.00,3.9,Magic Hat Brewing Company
23,,Ale 208,-,4.80,3.57,Grand Teton Brewing Co.
23,,Six Foot Blonde,-,4.50,3.65,Big Woods Brewing Co. / Quaff On! Brewing Company
22,,Moorhouse Blond Witch,-,4.50,3.35,Moorhouse's Brewery (Burnley) Ltd
22,,El Rey Mexican Style Ale,-,5.20,2.77,Sprecher Brewing Company
22,,La Cerveza,-,4.00,3.42,Cheboygan Brewing Company
22,,Big Guava Jelly Blonde Ale,-,5.20,3.73,Funky Buddha Brewery
22,,Wild Honey Authentic Ale,-,4.50,3.56,Nelson Brewing Company
22,,BJ's Blonde,-,4.70,3.05,BJ's Restaurant & Brewhouse
21,,La Matante,-,4.90,3.23,Microbrasserie Archibald
21,,Bobcat Blonde,-,4.00,3.65,Adirondack Pub & Brewery
