Ratings,Style,Name,Bros,ABV,Avg,Brewery
"2,709",,The Oracle,-,10.00,4.16,"Bell's Brewery, Inc."
"2,627",,Green Flash Imperial India Pale Ale,90,9.00,4.06,Green Flash Brewing Co.
"2,616",,Great Lakes Lake Erie Monster,-,9.10,3.99,Great Lakes Brewing Co.
"2,538",,Abner,-,8.20,4.58,Hill Farmstead Brewery
"2,478",,Hop Henge Experimental IPA,92,9.30,4.1,Deschutes Brewery
"2,435",,Hi-Res,-,10.50,4.12,Sixpoint Brewery
"2,393",,Hop Ranch,-,9.00,4.16,Victory Brewing Company - Downingtown
"2,297",,471 Small Batch IPA,-,9.20,3.89,Breckenridge Brewery
"2,207",,Ninja Vs. Unicorn,-,8.00,4.25,Pipeworks Brewing Company
"2,198",,Green Bullet Triple IPA,-,10.10,3.94,Green Flash Brewing Co.
"2,184",,Simtra,-,11.25,4.24,Knee Deep Brewing Company
,,,,,,
,,,,,,
,,,,,,
,,,,,,Brewery
"2,146",,Racer X Double IPA,95,8.30,4.24,Bear Republic Brewing Co.
"2,144",,Mongo,-,8.50,4.17,Port Brewing
"2,108",,Double Sunshine IPA,-,8.00,4.56,Lawson's Finest Liquids
"2,091",,Apocalypse Cow,-,11.00,4.18,3 Floyds Brewing Co.
"1,983",,On The Wings Of Armageddon,-,9.20,4.31,DC Brau Brewing Co.
"1,983",,He'Brew Bittersweet Lenny's R.I.P.A.,99,10.00,4.04,Shmaltz Brewing Company
"1,980",,Hop JuJu Imperial IPA,-,9.00,4.44,Fat Head's Brewery & Saloon
"1,978",,Stone Ruination Double IPA  2.0,-,8.50,4.24,Stone Brewing
"1,910",,Double Dog Double IPA,-,11.50,3.93,Flying Dog Brewery
"1,908",,AleSmith Double IPA,-,8.50,4.22,AleSmith Brewing Company
"1,905",,Thumbprint Scream IIPA,-,9.00,4.29,New Glarus Brewing Company
"1,900",,Dinner,-,8.20,4.67,Maine Beer Company
"1,896",,Limbo IPA,-,7.60,4.1,Long Trail Brewing Co.
"1,869",,Robert Johnson's Hellhound On My Ale,93,10.00,3.84,Dogfish Head Craft Brewery
"1,852",,Hop 15,96,10.00,4.17,Port Brewing
"1,820",,Haze,96,8.20,4.55,Tree House Brewing Company
"1,761",,Tricerahops Double IPA,-,8.00,4.01,Ninkasi Brewing Company
"1,742",,Harpoon Leviathan - Imperial IPA,-,10.00,4.04,Harpoon Brewery & Beer Hall
"1,731",,Brooklyn Blast!,88,8.40,4.02,Brooklyn Brewery
"1,726",,Citra,-,8.00,4.56,Kern River Brewing Company
"1,711",,Second Fiddle,95,8.20,4.44,Fiddlehead Brewing Company
"1,698",,Double Citra,-,8.00,4.53,Hill Farmstead Brewery
"1,697",,King Sue,-,8.00,4.61,Toppling Goliath Brewing Company
"1,680",,Space Cake,-,9.00,4.08,Clown Shoes
"1,655",,Hopsickle Imperial India Pale Ale,100,9.20,4.1,Moylan's Brewery
"1,651",,The Waldos' Special Ale,90,11.50,4.32,Lagunitas Brewing Company
"1,640",,Hop Crisis,87,9.70,3.97,21st Amendment Brewery
"1,616",,Founders Doom,-,10.00,4.07,Founders Brewing Company
"1,593",,Galactica,-,8.00,3.93,Clown Shoes
"1,566",,Otter Creek Brewing / Lawson's Double Dose IPA,-,8.50,4.31,Otter Creek Brewing
"1,500",,Crusher,98,9.60,4.5,The Alchemist
"1,493",,Hardcore IPA,-,9.20,3.83,BrewDog
"1,488",,Idiot IPA,-,8.50,3.93,Coronado Brewing Company
"1,480",,Squall IPA,-,9.00,4.09,Dogfish Head Craft Brewery
"1,468",,The Calling,87,8.50,4.07,Boulevard Brewing Co.
"1,464",,Detour Double India Pale Ale,-,9.50,3.76,Uinta Brewing Company
"1,444",,Columbus Bodhi DIPA,-,8.50,4.45,Columbus Brewing Company
"1,431",,Palate Shifter Imperial IPA,100,9.00,4.11,Captain Lawrence Brewing Co.
"1,396",,Baird / Ishii / Stone Japanese Green Tea IPA,93,10.10,3.85,Stone Brewing
"1,379",,Society & Solitude #5,-,8.10,4.5,Hill Farmstead Brewery
"1,378",,ReDANKulous Imperial Red IPA,-,9.50,4.13,Founders Brewing Company
"1,341",,Evil Twin Molotov Cocktail,-,13.00,3.89,Evil Twin Brewing
"1,341",,Road Warrior Imperial Rye India Pale Ale,-,9.00,4.08,Green Flash Brewing Co.
"1,339",,Citra,-,9.50,4.35,Pipeworks Brewing Company
"1,327",,Vicinity,70,8.00,4.42,Trillium Brewing Company
"1,326",,Mastermind,-,8.10,4.38,Fiddlehead Brewing Company
"1,311",,077XX,99,7.80,4.27,Carton Brewing Company
"1,309",,Double Galaxy,-,8.00,4.56,Hill Farmstead Brewery
"1,308",,Stone Enjoy By Unfiltered IPA,-,9.40,4.38,Stone Brewing
"1,301",,Exponential Hoppiness,-,11.00,4.39,Alpine Beer Company
,,,,,,
,,,,,,
,,,,,,
,,,,,,Brewery
"1,293",,Sosus,-,8.00,4.5,Toppling Goliath Brewing Company
"1,279",,Stoudt's Double IPA (India Pale Ale),99,9.43,3.93,Stoudts Brewing Co.
"1,253",,Freak Of Nature DIPA,-,8.50,4.28,Wicked Weed Brewing
"1,250",,XS Imperial India Pale Ale,96,9.50,4.12,Rogue Ales
"1,205",,The Illinois,-,9.00,3.9,Goose Island Beer Co.
"1,190",,Café Racer 15,94,9.75,4.18,Bear Republic Brewing Co.
"1,183",,Captain's Daughter,-,8.50,4.3,Grey Sail Brewing of Rhode Island
"1,169",,Samuel Adams Rebel Rouser Double IPA,84,8.40,3.8,Boston Beer Company (Samuel Adams)
"1,147",,American Beauty,-,9.00,3.85,Dogfish Head Craft Brewery
"1,107",,Squatters Hop Rising Double IPA,80,9.00,3.8,Utah Brewers Cooperative
"1,095",,Society & Solitude #4,-,8.00,4.58,Hill Farmstead Brewery
"1,086",,Knuckle Sandwich,-,10.00,4.28,Bootlegger's Brewery
"1,080",,Road 2 Ruin,-,8.00,3.92,Two Roads Brewing Company
"1,065",,Cutting Tiles (Mosaic),-,8.50,4.52,Trillium Brewing Company
"1,053",,War Mullet,-,8.10,4.03,3 Floyds Brewing Co.
"1,050",,Hop Czar,80,7.50,3.6,BridgePort Brewing Co. / Brewpub
"1,049",,Molotov Lite,-,8.50,3.97,Evil Twin Brewing
"1,044",,Swish,85,8.00,4.56,Bissell Brothers Brewing Co.
"1,039",,Arcadia HopMouth Double IPA,90,8.00,3.77,Arcadia Brewing Company
"1,037",,Blue Dot Double India Pale Ale,90,7.00,4.04,Hair of the Dog Brewing Company / Brewery and Tasting Room
"1,036",,Hop Centric Double India Pale Ale,-,9.90,3.93,Two Brothers Brewing Company
"1,025",,Hop Hash,89,7.80,4.06,SweetWater Brewing Company
"1,024",,Unsessionable,-,10.00,4.27,Revolution Brewing
"1,021",,Hoptologist DIPA,87,9.00,3.87,Knee Deep Brewing Company
"1,011",,Apex,94,8.25,4.2,Bear Republic Brewing Co.
"1,010",,Third Voyage Double IPA,80,8.00,3.66,Boston Beer Company (Samuel Adams)
"1,010",,Ephraim,-,10.00,4.5,Hill Farmstead Brewery
990,,Citra Ass Down!,-,8.20,3.9,Against The Grain Brewery & Smokehouse
972,,All Green Everything,-,10.50,4.42,Other Half Brewing Co.
960,,Shipwrecked Double IPA,-,9.25,3.65,Mission Brewery
958,,Larry,89,8.50,4.03,Wachusett Brewing Company
954,,Kuhnhenn DRIPA (Double Rice IPA),-,9.50,4.28,Kuhnhenn Brewing Company
939,,Left Coast Hop Juice,-,9.70,3.56,Left Coast Brewing Company
925,,Hardcore Chimera,92,9.00,4.04,Finch's Beer Co.
921,,Doppelganger,94,8.20,4.6,Tree House Brewing Company
917,,Stone Enjoy By Tangerine IPA,-,9.40,4.17,Stone Brewing
913,,Hop Venom Double IPA,-,8.90,4.4,Boneyard Beer Company
913,,Illumination,-,9.00,4.02,Central Waters Brewing Co.
901,,Mettle,-,8.40,4.36,Trillium Brewing Company
870,,Evil Twin Yang,-,10.00,3.84,Evil Twin Brewing
866,,Epiphany,96,8.00,4.45,Foundation Brewing Company
859,,Mojo Risin' Double IPA,65,10.00,3.77,Boulder Beer / Wilderness Pub
853,,Saint Arnold Endeavour IPA,-,8.90,4.14,Saint Arnold Brewing Company
851,,Drake's Denogginizer,-,9.75,3.92,Drake's Brewing Co.
843,,Watermelon Dorado,-,10.00,3.37,Ballast Point Brewing Company
836,,Exit 16,-,8.20,4.1,Flying Fish Brewing Company
834,,Alaskan Hopothermia,96,8.50,3.9,Alaskan Brewing Co.
833,,Double Daisy Cutter,98,8.50,4.2,Half Acre Beer Company
831,,Hopulent IPA,89,8.40,3.75,Epic Brewing Company
830,,Slammin' Salmon Double India Pale Ale,84,8.60,3.79,Mad River Brewing Company
,,,,,,
,,,,,,
,,,,,,
,,,,,,Brewery
827,,Cimmerian Sabertooth Berzerker,-,9.00,4.21,3 Floyds Brewing Co.
825,,Decadent Imperial IPA,-,10.00,3.6,Ska Brewing Co.
823,,Puff,-,9.80,4.17,Sixpoint Brewery
804,,Heavy Mettle,-,9.30,4.51,Trillium Brewing Company
792,,Upper Case,-,9.00,4.5,Trillium Brewing Company
792,,Heelch O'Hops,-,8.70,3.84,Anderson Valley Brewing Company
770,,1000 IBU,-,9.60,3.87,Mikkeller ApS
749,,Nelson Imperial IPA,77,8.60,3.87,Widmer Brothers Brewing Company
737,,Notorious Triple IPA,-,12.00,4.55,Boneyard Beer Company
733,,King Julius,-,8.30,4.74,Tree House Brewing Company
733,,Pipeworks / 4 Hands Emerald Grouper,-,9.50,4.41,Pipeworks Brewing Company
733,,Green Diamonds Double IPA,94,9.10,4.32,Other Half Brewing Co.
719,,Sneaky Pete Imperial IPA,-,10.00,3.82,Laughing Dog Brewing
719,,Raja,-,8.00,4.14,Avery Brewing Company
715,,Moylander Double IPA,-,8.50,4.03,Moylan's Brewery
710,,New Holland Imperial Hatter,90,9.38,3.82,New Holland Brewing Company
708,,Shipyard XXXX IPA (Pugsley's Signature Series),-,9.25,3.68,Shipyard Brewing Co.
705,,Double Daddy,67,8.50,3.64,Speakeasy Ales & Lagers
704,,Lot #6 Double IPA,-,8.50,4.11,Evolution Craft Brewing Company
700,,Billy Full Stack Double IPA,-,8.20,4.36,SingleCut Beersmiths
699,,Bright,94,7.80,4.36,Tree House Brewing Company
698,,Lupulin River,-,8.00,4.28,Knee Deep Brewing Company
695,,Stone Mocha IPA,-,9.00,4.07,Stone Brewing
688,,Fair Maiden Double IPA,95,8.20,4.24,Foley Brothers Brewing
686,,Drake's Hopocalypse,-,9.30,4.11,Drake's Brewing Co.
677,,Outburst Imperial IPA,89,8.50,3.77,"Pyramid Breweries, Inc."
674,,Rico Sauvin,93,8.20,3.99,Against The Grain Brewery & Smokehouse
672,,Society & Solitude #6,-,8.10,4.48,Hill Farmstead Brewery
669,,Seeing Double IPA,-,9.50,4.08,Foothills Brewing Company - Downtown Brewpub
666,,Tribute,-,8.10,4.17,14th Star Brewing Co.
665,,Alpha Dog Imperial IPA,90,8.50,3.79,Laughing Dog Brewing
662,,Double Fist,-,8.00,4.04,Revolution Brewing
656,,Hop Whore,-,7.50,3.99,Tyranena Brewing Company
649,,The Truth Imperial IPA,88,8.70,4.1,Flying Dog Brewery
638,,Galactic Double Daisy Cutter,-,8.00,4.29,Half Acre Beer Company
635,,Galaxy Unicorn,-,9.50,4.3,Pipeworks Brewing Company
635,,Mean Manalishi Double I.P.A.,63,8.20,3.77,Hoppin' Frog Brewery
629,,Rye'da Tiger,-,8.60,4.29,3 Floyds Brewing Co.
626,,The Shape Of Hops To Come,-,8.50,4.15,Neshaminy Creek Brewing Company
624,,Bon Bon 2X TNT IIPA,-,8.20,4.34,SingleCut Beersmiths
621,,Scaled Up,-,8.00,4.46,Trillium Brewing Company
615,,Softly Spoken Magic Spells,-,8.60,4.44,SingleCut Beersmiths
613,,Stone 20th Anniversary Citracado IPA,-,9.00,4.11,Stone Brewing
608,,Wolf Among Weeds,-,8.00,3.9,Golden Road Brewing
601,,Double IPA (Brewmaster Series),-,8.60,4.01,Long Trail Brewing Co.
597,,Bell's Hopsoulution,-,8.00,4.12,"Bell's Brewery, Inc."
594,,Imperial IPA,90,8.70,3.8,Anderson Valley Brewing Company
594,,Brother Benjamin,-,10.10,3.79,Greenbush Brewing Company
593,,Triple Sunshine IPA,-,10.50,4.69,Lawson's Finest Liquids
580,,Very Green,93,8.60,4.69,Tree House Brewing Company
,,,,,,
,,,,,,
,,,,,,
,,,,,,Brewery
578,,Coriolis,-,8.20,4.51,New England Brewing Co.
577,,Tree Shaker Imperial Peach IPA,-,8.00,3.76,Odell Brewing Company
562,,Fatamorgana,-,8.00,4.18,Omnipollo
560,,Hop-Trio,-,11.10,4.24,Knee Deep Brewing Company
555,,Rodeo Clown,-,9.50,3.73,Karbach Brewing Co.
554,,Double D Double IPA,80,9.00,3.63,Old Dominion Brewing Company
551,,Tröegs Nimble Giant,-,9.00,4.25,Tröegs Brewing Company
549,,Bad Boy,-,9.00,4.46,Alpine Beer Company
547,,Ghost In The Machine,-,8.00,4.46,Parish Brewing Company
543,,Swamp Ape IPA,69,10.00,2.92,Florida Beer Company
532,,Double Duckpin,93,8.50,4.27,Union Craft Brewing Company
529,,Very Hazy,-,8.60,4.77,Tree House Brewing Company
528,,Snake Handler Double IPA,-,10.00,4.16,Good People Brewing Company
524,,Serum XXIPA Double IPA,-,8.30,3.57,DuClaw Brewing Company
523,,Simcoe,-,9.50,4.27,Pipeworks Brewing Company
522,,Bitter Valentine,-,9.00,4.18,AleWerks Brewing Company
521,,Creeker,89,8.50,4.19,Ithaca Beer Company
520,,Nebuchadnezzar,-,8.50,4.13,Omnipollo
520,,Juice Machine,-,8.20,4.7,Tree House Brewing Company
519,,I Hardcore You,-,9.50,4.03,BrewDog
515,,Boy King Double IPA,-,9.70,4.29,COAST Brewing Company
513,,Sure Bet,-,9.50,4.48,Pipeworks Brewing Company
509,,Overhead,-,8.20,4.32,Kane Brewing Company
495,,Lambo Door,-,8.00,4.42,Grimm Artisanal Ales
494,,Evil Cousin,-,8.00,3.84,Heretic Brewing Company
493,,Thomas Creek Up The Creek,-,12.50,3.7,Thomas Creek Brewery
492,,Timber Beast,-,9.00,3.96,Lazy Magnolia Brewing Company
487,,The Liberator,-,7.40,3.96,Short's Brewing Company
484,,Citra Showers,-,8.80,4.47,Noble Ale Works
474,,Dialed In (w/ Sauvignon Blanc Juice),-,8.50,4.5,Trillium Brewing Company
472,,Hoptimus Prime,-,9.00,3.6,Ruckus Brewing
471,,Tesseract,-,8.00,4.44,Grimm Artisanal Ales
471,,Arcadia Hop Rocket,-,9.00,3.83,Arcadia Brewing Company
468,,Twin Sisters Double IPA,83,9.60,3.77,Left Hand Brewing Company
468,,Hop'solutely,-,11.50,3.7,Allentown Brew Works
467,,Hop Shortage,-,11.30,3.93,Knee Deep Brewing Company
462,,Lost Continent Double IPA,-,8.00,3.83,Grand Teton Brewing Co.
459,,Mach 10,89,9.20,3.93,Bear Republic Brewing Co.
455,,Cape Of Good Hope IPA,86,9.70,3.88,Yards Brewing Co.
455,,Navaja,91,10.00,4.26,Half Acre Beer Company
454,,Dank & Sticky IPA (The Hop Freshener Series),96,8.50,4.2,The Hop Concept Brewing
446,,Keene Idea,-,8.88,4.55,Alpine Beer Company
441,,Old 21 Imperial IPA,-,9.50,3.9,The Brew Kettle Taproom & Smokehouse / Production Works
441,,Stone Ruination IPA - Double Dry Hopped,-,7.70,4.31,Stone Brewing
439,,Space Juice,84,8.70,4.09,Long Trail Brewing Co.
436,,Half Hitch,-,10.00,4.2,Crux Fermentation Project
436,,Odyssey Imperial IPA,-,8.40,3.72,Sly Fox Brewing Company
435,,Kalamazoo Hopsoulution Ale,-,9.00,3.96,"Bell's Brewery, Inc."
433,,Afterimage,-,8.00,4.5,Grimm Artisanal Ales
430,,The 87,93,8.00,4.23,Night Shift Brewing
,,,,,,
,,,,,,
,,,,,,
,,,,,,Brewery
425,,MariLime Law,-,8.00,4.01,Pipeworks Brewing Company
424,,Headroom,-,8.00,4.62,Trillium Brewing Company
424,,Hopulence American Double I.P.A.,-,8.50,4.09,Wormtown Brewery
422,,Struise / Mikkeller (Elliot Brew),-,9.00,3.93,De Struise Brouwers
413,,Boatswain Double IPA (Twin Screw Steamer),-,8.40,2.64,Rhinelander Brewing Company
412,,Unicorn's Revenge,-,10.00,4.14,Pipeworks Brewing Company
411,,1ZENUFF,-,11.00,3.97,Revolution Brewing
410,,I Beat YoU,-,9.75,3.89,Mikkeller ApS
408,,Seeking Alpha,-,11.00,4.01,Captain Lawrence Brewing Co.
397,,Rampage Imperial IPA,81,9.00,3.82,Black Diamond Brewing Co.
396,,Hop Delusion,-,9.00,4.19,Karbach Brewing Co.
396,,Crimson Snapper,-,9.50,4.41,Pipeworks Brewing Company
394,,Double Platinum,-,8.60,3.7,Starr Hill Brewery
394,,Sock Knocker,-,8.50,3.89,Coronado Brewing Company
393,,Hoplar Imperial IPA,99,8.50,4.06,Hardywood Park Craft Brewery
392,,2x4 DIPA,90,9.90,4.36,Melvin Brewing / Thai Me Up
388,,Shane's Big DIPA,-,9.00,4.13,Westbrook Brewing Co.
387,,Phantasmagoria,-,8.00,4.15,Prairie Artisan Ales
387,,Hop Slayer,-,8.00,3.7,Onion Pub & Brewery / Wild Onion Brewing Co.
385,,Transmigration Of Souls,-,10.00,4.03,Orpheus Brewing
384,,Bitter Oats,-,10.50,4.1,Lagunitas Brewing Company
376,,Hop Box,-,8.20,3.39,Joseph James Brewing Inc.
376,,Single Hop Imperial IPA (Citra),88,10.00,4.04,Flying Dog Brewery
372,,Something Hoppy This Way Comes,-,10.00,4.03,Pipeworks Brewing Company
372,,He'Brew Bittersweet Lenny's R.I.P.A. On Rye,-,10.00,3.92,Shmaltz Brewing Company
371,,King JJJuliusss,-,8.40,4.76,Tree House Brewing Company
369,,Hoperation Overload,-,9.60,3.76,DESTIHL Brewery
362,,Heavier Handed IPA,-,8.10,4,Two Brothers Brewing Company
355,,White Knuckle Double IPA,-,8.00,4.16,Marin Brewing Company
353,,Winter Ale (5th Anniversary Ale),-,8.00,4.43,Kern River Brewing Company
352,,Dream Crusher,90,9.50,3.99,Deep Ellum Brewing Company
346,,Sticky Hands,-,8.25,4.38,Block 15 Brewery & Restaurant
345,,Hopageddon Imperial IPA,86,9.20,3.58,Napa Smith Brewery
344,,Hop Dam Triple IPA,-,10.00,3.93,Hoppin' Frog Brewery
341,,Imperial IPA,-,9.50,3.81,Epic Brewing Company
340,,Mecha,-,8.80,3.84,New Orleans Lager & Ale Brewing Company (NOLA)
338,,Double Cannon,-,9.50,3.88,Heavy Seas Beer
333,,Terrapin Rye Cubed,-,10.70,3.8,Terrapin Beer Company
332,,Society & Solitude #3,-,8.00,4.3,Hill Farmstead Brewery
331,,Scaled Way Up,-,8.00,4.62,Trillium Brewing Company
326,,Kook,-,8.50,4.03,Pizza Port Solana Beach
323,,Blue Point No Apologies Imperial IPA,-,8.30,3.82,Blue Point Brewing Company
319,,Mosaic Double IPA,-,9.00,4.28,Saint Archer Brewing Co.
316,,500 BC Double IPA,-,8.30,3.88,Humboldt Brewing Co.
313,,Cutter Imperial IPA,-,8.70,4.18,Rising Tide Brewing Company
311,,Columbus Creeper,-,10.00,4.34,Columbus Brewing Company
311,,Showdown Rye IPA,87,8.30,3.9,Great Divide Brewing Company
310,,IPA2 (Double India Pale Ale),-,7.72,3.24,Sprecher Brewing Company
307,,Lupulin Maximus Imperial IPA,-,9.00,3.88,O'so Brewing Company & Tap House
307,,Hop Tanker,-,9.20,4.13,El Segundo Brewing Company
,,,,,,
,,,,,,
,,,,,,
,,,,,,Brewery
302,,Amarillo,-,9.50,4.19,Pipeworks Brewing Company
301,,Tongue Tickles,-,8.00,4.41,Noble Ale Works
301,,Spotted Puffer,-,9.50,4.53,Pipeworks Brewing Company
298,,Citrus & Piney IPA (The Hop Freshener Series),97,8.50,3.99,The Hop Concept Brewing
297,,Locust Reign,-,8.50,4.51,New England Brewing Co.
294,,Society & Solitude #1,-,8.00,4.19,Hill Farmstead Brewery
293,,Pieces Of Eight,-,8.00,4.37,Foley Brothers Brewing
292,,Hopzilla,-,8.70,4.32,Lawson's Finest Liquids
291,,Two Captains,-,8.50,3.97,Nøgne Ø - Det Kompromissløse Bryggeri A/S
291,,Ace Of Spades,100,9.20,4.17,Hopworks Urban Brewery
290,,Roller Blabe DIPA,-,8.00,4.39,Hoof Hearted Brewing
290,,STLIPA,-,8.00,3.81,Urban Chestnut Brewing Company - Midtown Brewery & Biergarten
282,,The Brother,-,8.50,4.13,Fremont Brewing Company
282,,Alpha Centauri Binary IPA,-,9.00,4.03,Hop Valley Brewing Company
281,,Satisfaction Jacksin,-,8.25,3.73,Ale Asylum
277,,Edgar IPA,-,8.00,4.03,Bullfrog Brewery
277,,Society & Solitude #7,-,8.00,4.36,Hill Farmstead Brewery
275,,Muskoka Twice As Mad Tom IPA,-,8.40,4,Muskoka Brewery
273,,2XSMaSH,87,8.10,4.07,Southern Tier Brewing Company
273,,War Hammer Imperial IPA,-,9.00,4.04,4 Hands Brewing Co.
270,,Superfluid,-,9.10,4.12,Short's Brewing Company
269,,Mosaic,-,10.00,4.3,Pipeworks Brewing Company
267,,Hop Suplex,-,10.00,3.77,Saucony Creek Brewing Company + Gastropub
266,,Big Barrel Double IPA,94,9.00,4.11,Karl Strauss Brewing Company
264,,Size 11,-,11.00,4.16,Steel Toe Brewing
262,,Special Edition - Imperial IPA,-,7.50,3.87,Mendocino Brewing Company
261,,Kelso Industrial Pale Ale,-,10.00,4.04,Greenpoint Beerworks / Kelso of Brooklyn
261,,IPA 395,-,8.00,3.76,Mammoth Brewing Company
259,,Lizards Mouth Imperial  Double IPA,-,9.20,4.01,Figueroa Mountain Brewing Co.
258,,Cohoho Imperial IPA,83,8.00,3.91,Midnight Sun Brewing Co.
256,,Centennial,-,9.00,3.93,Pipeworks Brewing Company
255,,Valkyrie,-,9.20,3.6,Southern Star Brewing Company
255,,Too Kind Double IPA,84,8.50,3.78,Three Heads Brewing
254,,Cant Dog Imperial IPA,-,10.00,4,Marshall Wharf Brewing Company / Three Tides Restaurant
254,,Whole Hog Imperial IPA,-,8.50,3.44,Stevens Point Brewery
254,,Belvidere Big IPA,-,8.00,3.78,Rock Art Brewery
253,,Dry Dock's Double IPA,-,9.00,4.07,Dry Dock Brewing Co.
252,,Industrial IPA,-,7.90,3.74,Diamond Knot Brewery
252,,Crucial Taunt,-,8.00,4.39,The Veil Brewing Co.
250,,Samuel Adams Rebel Raw Double IPA,89,10.00,3.87,Boston Beer Company (Samuel Adams)
249,,More Cowbell,-,9.10,3.64,Buffalo Bayou Brewing Co
248,,Epic Hop Zombie,-,8.50,4.24,Epic Brewing Company
246,,All Citra Everything,-,8.50,4.32,Other Half Brewing Co.
246,,HOPSMACK!,-,8.00,4.51,Toppling Goliath Brewing Company
246,,Mathias Imperial IPA,-,9.00,4.32,Haymarket Pub & Brewery
244,,Double D IPA,-,9.60,3.97,Otto's Pub and Brewery
243,,Galaxy High,-,10.90,4.33,MadTree Brewing
243,,Imperial IPA,88,10.00,3.97,Upslope Brewing Company - Lee Hill
243,,Amnesiac Double IPA,-,8.50,3.91,Phillips Brewing Company
242,,Prospect,-,9.00,4.37,Foley Brothers Brewing
,,,,,,
,,,,,,
,,,,,,
,,,,,,Brewery
242,,Florida Man,-,9.30,3.66,Cigar City Brewing
241,,Kiwi,-,8.10,4.28,Lawson's Finest Liquids
240,,Leafer Madness,-,9.00,3.85,Beer Valley Brewing Co.
240,,Dialed In (w/ Chardonnay & Gewürztraminer Juice),-,8.50,4.45,Trillium Brewing Company
239,,Stone Enjoy By Chocolate & Coffee IPA,-,9.40,3.73,Stone Brewing
238,,Devil Dog Imperial IPA,-,10.00,3.79,Laughing Dog Brewing
238,,War Elephant,-,8.70,4.34,Rushing Duck Brewing Company
234,,New Albanian Hoptimus IPA,87,9.00,3.58,New Albanian Brewing Company - Pizzeria and Public House
234,,10th Anniversary Double India Pale Ale,91,10.00,4.08,"Middle Ages Brewing Co., Ltd."
233,,El Lupulo Libre,-,8.80,4.27,The Brew Kettle Taproom & Smokehouse / Production Works
231,,Double Bubble,-,9.20,3.77,Rush River Brewing Company
231,,Heavy Machinery Double IPA,-,10.00,4.09,Austin Beerworks
230,,Lemon & Grassy IPA (The Hop Freshener Series),-,8.50,4,The Hop Concept Brewing
230,,Galaxy Showers,-,8.80,4.41,Noble Ale Works
229,,Hoppiness Is A Warm Pun,-,8.20,4.22,Brewmaster Jack
228,,Atwater Hop-A-Peel,-,7.50,3.33,Atwater Brewery
