Ratings,Style,Name,Bros,ABV,Avg,Brewery
336,,Peak Organic Hop Noir,-,8.20,3.8,Peak Organic Brewing Company
331,,Beer III (Hop Program),-,5.50,4.04,Maine Beer Company
329,,Midnight Hoppyness,-,9.50,4.05,Knee Deep Brewing Company
326,,Harpoon Black IPA,-,7.00,3.7,Harpoon Brewery & Beer Hall
307,,Goodnight Bodacious,-,9.00,4.16,Short's Brewing Company
300,,Epitome,98,10.30,4.31,Carton Brewing Company
295,,Widow Maker Black Ale,-,5.20,3.41,Keweenaw Brewing Company
289,,Black Perle Dark India Pale Ale,94,9.50,3.82,RJ Rockers Brewing Company
289,,Route Of All Evil Black Ale,-,7.50,3.69,Two Roads Brewing Company
,,,,,,
,,,,,,
,,,,,,
,,,,,,Brewery
285,,Dark Vine Black India Pale Ale,-,9.50,3.89,Ithaca Beer Company
283,,Capt'n Krunkles Black India Pale Ale,-,7.50,3.8,Terrapin Beer Company
276,,Bludgeon Yer Eye PA,-,5.00,3.86,Short's Brewing Company
272,,IBA,87,6.50,3.87,"Lakefront Brewery, Inc."
272,,Shipyard Black IPA,-,6.20,3.67,Shipyard Brewing Co.
263,,Lead Feather Black Ale,-,6.00,3.93,Half Acre Beer Company
246,,Hop Heathen,-,8.80,4.09,Hoppin' Frog Brewery
221,,Armored Fist Double CDA,-,10.00,4.25,Boneyard Beer Company
217,,Serious Madness,-,8.20,3.94,Mad River Brewing Company
209,,Dark Element,90,9.00,4.05,Element Brewing Company
208,,Flying Monkeys Netherworld Cascadian Dark Ale,-,6.00,3.85,Flying Monkeys Craft Brewery
208,,Black Tuna,-,9.50,4.32,Pipeworks Brewing Company
207,,Foster,-,6.50,4.18,Hill Farmstead Brewery
206,,Black IPA,-,7.10,3.8,Santa Fe Brewing Company
205,,Black Raven IPA,83,7.00,3.82,Olde Hickory Brewery
204,,BIG HAPI India Black Ale,-,7.50,3.96,Lawson's Finest Liquids
201,,Trout Hop Black IPA,96,8.50,4.02,Grand Teton Brewing Co.
196,,Penombre,-,6.50,3.83,Brasserie Dieu du Ciel!
195,,Butchertown Black Ale,91,8.00,3.8,Speakeasy Ales & Lagers
192,,El Hopadillo Negro,-,7.20,3.84,Karbach Brewing Co.
192,,The Great Dismal Black IPA,-,7.50,3.88,O'Connor Brewing Co.
190,,Komodo Dragon Fly Black IPA,81,6.50,3.79,Upland Brewing Company
183,,Black Citra Not So Pale Ale,-,5.80,3.85,Odd Side Ales
179,,Bump In The Night (Brewmaster Reserve 2011),90,6.50,3.42,Full Sail Brewery & Tasting Room & Pub
176,,Specialty Beer XXX Black Double IPA,-,8.50,3.99,Midnight Sun Brewing Co.
174,,Pot Kettle Black,-,6.00,3.71,Yeastie Boys
167,,Sobek & Set,-,8.00,3.84,Finch's Beer Co.
166,,Troubadour Westkust,-,9.20,4.07,Brouwerij De Musketiers
163,,Black Malts And Body Salts,-,9.90,4.24,To Øl
161,,Dark Hops,-,8.50,4.01,Beer Here
155,,El CuCuy,90,8.60,4.11,Marshall Brewing Company
155,,Evil Twin Femme Fatale Noir,-,6.00,3.78,Evil Twin Brewing
153,,Black Betty,88,7.40,4.06,Beavertown Brewery
153,,Furry Black India Pale Ale,90,7.20,3.96,North Peak Brewing Company
153,,Alter Ego Black IPA,-,5.50,3.77,4 Hands Brewing Co.
152,,Sticky Fat,-,6.30,3.96,Half Acre Beer Company
151,,Wild Raven,-,6.60,4.07,Thornbridge Brewery
151,,Doug,-,7.10,4.15,Other Half Brewing Co.
148,,Skunk Black IPA,84,6.50,3.64,Three Heads Brewing
147,,Black Moon IPA,-,10.00,4.11,Rock Art Brewery
145,,Secession Black India Pale Ale (CDA),100,6.50,4.02,Hopworks Urban Brewery
140,,Pitch Black,-,5.40,3.87,Lost Nation Brewing
138,,Cottonwood Frostbite,-,6.50,4.01,Foothills Brewing Company - Downtown Brewpub
136,,Amager / Grassroots Black Nitro,-,7.80,3.9,Amager Bryghus
134,,El Jefe,94,7.00,4.24,The Alchemist
131,,Haywire Double Black American Ale,-,11.50,4.25,Indeed Brewing Company
124,,Darkwater,-,6.80,3.94,Swamp Head Brewery
123,,Bad Santa,-,7.50,3.88,Pelican Pub & Brewery
119,,White Birch Nyx,-,7.00,4.11,White Birch Brewing
116,,Mendocino Black IPA,89,6.00,3.4,Mendocino Brewing Company
,,,,,,
,,,,,,
,,,,,,
,,,,,,Brewery
115,,Vacuum Readymade,-,8.00,3.89,Stillwater Artisanal Ales
114,,Revival Double Black IPA,-,8.00,3.94,Revival Brewing Co.
111,,Dr. Hoptagon,-,7.50,4.1,Parish Brewing Company
109,,Dark Rain Black Pale Ale,-,5.60,3.34,BridgePort Brewing Co. / Brewpub
107,,Dark Voyage Black IPA,-,6.50,3.68,Capital Brewery
104,,O'Dark:30 Cascadian Dark Ale,-,6.30,3.64,Oakshire Brewing
103,,Ugly,-,7.50,4.24,Alpine Beer Company
102,,Founders Black IPA,-,6.60,3.97,Founders Brewing Company
101,,Cultrider Imperial Black IPA,-,11.50,4.3,Hoof Hearted Brewing
100,,Hop Centric Black,-,9.90,4.12,Two Brothers Brewing Company
99,,Total Eclipse Black Ale,-,5.60,3.49,Hoppy Brewing Co.
98,,(512) Black IPA,-,7.50,3.99,(512) Brewing Company
96,,Silk Scorpion,-,7.50,4.03,Karben4 Brewing
94,,Mothman Black IPA,-,6.70,3.83,Greenbrier Valley Brewing Co
94,,Emelisse Black IPA,-,8.00,3.81,Bierbrouwerij Grand-Café  Emelisse
92,,Capt.,-,7.30,3.88,Ruhstaller
91,,Fatal Attraction,-,8.50,3.96,Tyranena Brewing Company
91,,Lost Highway Black India Pale Ale,-,8.00,3.81,Mother Road Brewery
91,,20th Anniversary Encore Series: Stone 15th Anniversary Escondidian Imperial,-,10.80,4.24,Stone Brewing
89,,Black Hemp,-,5.80,3.6,O'Fallon Brewery
89,,Orange & Black Congrats Ale!,-,6.00,3.53,Moylan's Brewery
87,,Black IPA,-,5.70,4,Brasserie Dunham
86,,Black IPA,-,6.90,3.87,Sierra Nevada Brewing Co.
86,,Douglas,-,7.50,4.05,Steel Toe Brewing
85,,Swordfish,-,7.50,3.8,Fish Brewing Company / Fishbowl Brewpub
84,,Stygian Descent,-,11.60,4.17,Stone Brewing
83,,Event Horizon Cascadian Dark Ale,-,7.00,4.21,COAST Brewing Company
82,,None More Black,-,7.50,3.34,Solemn Oath Brewery
82,,Crazy Train Black IPA,-,6.60,3.53,Mountain Town Brewing Co.
79,,Heavy Machinery Black IPA,-,7.00,3.72,Austin Beerworks
78,,Skookum Cascadian Brown Ale,-,6.50,3.92,Phillips Brewing Company
78,,Atlantis,-,5.30,3.97,Rising Tide Brewing Company
78,,Rise & Pine Hoppy Dark Ale,-,7.50,3.94,Uinta Brewing Company
78,,Schlafly Black IPA,-,7.00,3.84,The Schlafly Tap Room
75,,Left Coast The Wedge,-,7.20,3.98,Left Coast Brewing Company
74,,Black Maria,-,8.10,4.03,To Øl
72,,Narconaut Black IPA,-,7.00,4.07,Zero Gravity Craft Brewery / American Flatbread
72,,Twisted Pine Hoppy Knight India Black Ale,-,8.00,3.67,Twisted Pine Brewing Company
70,,Black IPA,-,6.20,3.73,Garrison Brewing Company
70,,Imperial Black,-,7.50,4.02,Buxton Brewery
68,,Backcountry Black IPA,-,7.80,3.75,Deep River Brewing Co.
66,,Tasting Room Series: Black Pale Ale,-,5.70,3.73,Boulevard Brewing Co.
65,,Cara De Luna Black Ale,-,5.50,3.66,Crazy Mountain Brewing Company
65,,On The Black Pale Ale,89,5.70,3.87,The Bronx Brewery
64,,Mosaic Black IPA,-,6.90,4,Mikkeller ApS
63,,Alpenglow,-,5.00,3.9,Half Acre Beer Company
63,,#7 Black IPA,-,8.50,3.95,18th Street Brewery
61,,Nunmoere Black ABA,-,6.20,3.7,Flat 12 Bierwerks
61,,Black Sails,-,7.20,3.72,Coronado Brewing Company
60,,Night Knight,-,6.50,3.86,Big Boss Brewing
,,,,,,
,,,,,,
,,,,,,
,,,,,,Brewery
60,,Rage,-,14.60,3.83,Greenbush Brewing Company
57,,Evil Octopus,-,6.20,3.66,Mayday Brewery
57,,Cabin Fever Imperial Black Ale,-,8.50,4.03,Phillips Brewing Company
57,,Vader Black IPA,-,6.70,3.64,Gilgamesh Brewing
56,,Russian Roulette,-,7.10,3.76,Evil Twin Brewing
56,,Nigel,-,6.50,4.18,Tired Hands Brewing Company
56,,Black Hop IPA,-,6.80,3.77,Shebeen Brewing Company
55,,Black Horse Ale,-,7.40,4.05,Horseheads Brewing Inc.
55,,Heart Of Darkness CDA,-,6.80,3.68,Two Beers Brewing Co.
54,,La Mas Negra,97,8.70,4.25,Green Man Brewery
54,,Black Ale,-,5.90,3.56,Perrin Brewery
53,,Car Ramrod,-,9.00,3.97,Odd Side Ales
53,,Black Tie Black India Pale Ale,-,6.60,3.83,Mispillion River Brewing
53,,Sinister Minister,-,7.00,4.01,Southern Prohibition Brewing
51,,Hop Ticket Black IPA,-,6.60,3.71,Victory Brewing Company - Downingtown
50,,Iron Lady Black IPA,-,9.50,4.21,Wicked Weed Brewing
50,,Midnight Moonlight Black IPA,-,8.00,4,Fat Head's Brewery & Saloon
50,,Berkshire Black IPA (Brewer's Series),-,5.00,3.57,Berkshire Brewing Company Inc.
49,,Escanaba Black Beer,-,4.50,3.72,Upper Hand Brewery
49,,Genesee Brew House Imperial Black IPA,-,8.00,3.41,Genesee Brewing Co. / Dundee Brewing Co.
48,,The Unkindness,-,7.40,3.7,Barley Mow Brewing Company
47,,Sanitas Black IPA,-,6.50,3.73,Sanitas Brewing Company
47,,Long Black Veil,-,6.80,3.9,Port City Brewing
47,,Buffalo Sunset,-,9.20,3.91,Buffalo Bayou Brewing Co
47,,Tuxedo Black IPA,84,7.00,3.66,Blue Pants Brewery
47,,Rougarou,-,9.70,3.85,Tin Roof Brewing Company
47,,Deceptio,-,8.60,3.86,Mike Hess Brewing - Miramar
46,,Black Watch IPA,-,6.80,3.9,Adirondack Pub & Brewery
46,,Frostbite Black IPA,-,6.20,3.73,Foothills Brewing Company - Downtown Brewpub
45,,Dark Day IPA,-,6.00,3.97,Wormtown Brewery
45,,Midnight Madness,-,6.75,4.03,NoDa Brewing Company
45,,Great Lakes Apocalypse Later,-,9.99,3.97,Great Lakes Brewery
45,,Oil City,-,6.00,3.35,Barrier Brewing Company
45,,Furious Black,-,6.60,4.38,Surly Brewing Company
44,,Holy Cowbell,-,5.60,3.91,Beavertown Brewery
44,,Blackhorn,-,6.50,3.85,Bolero Snort Brewery
44,,Surf,-,6.50,3.76,Surf Brewery
44,,Desert Select Black Imperial IPA,-,8.59,3.66,Moab Brewery
44,,Slumbrew Naked Hopularity,-,8.00,4.01,Somerville Brewing Company (Slumbrew)
43,,Negro Nitro,-,7.30,3.84,SanTan Brewing Co.
43,,Blacksmith India Black Ale,-,5.40,3.43,Village Brewery
43,,Doll's Eye CDA (Cascadian Dark Ale),-,4.80,3.77,Conshohocken Brewing Company
43,,Black IPA,-,6.20,3.61,Big Rig Brewery
42,,Virginia Dark Ale,-,7.90,3.64,Brothers Craft Brewing
42,,Spider Bite,-,4.20,3.63,Devils Backbone Brewing Company
42,,Thomas Beck Black IPA,-,6.80,3.85,Confluence Brewing Company
41,,Zombie,-,11.00,4.21,Tired Hands Brewing Company
41,,Columbus Nightstick IPA,-,7.50,3.98,Columbus Brewing Company
41,,Blackfin Black IPA,85,6.00,3.78,The Fin City Brewing Co.
41,,Meigs County Black IPA,-,6.00,4.05,Jackie O's Pub & Brewery
,,,,,,
,,,,,,
,,,,,,
,,,,,,Brewery
40,,Hop Vader,-,7.10,3.94,Beachwood BBQ & Brewing
40,,Miasma,-,7.20,3.94,Finback Brewery
40,,Crooked Theratree,-,8.50,4.02,Dark Horse Brewing Company
40,,"Hello, Darkness",-,6.20,3.64,River North Brewery
39,,Begyle /  DryHop Johnny Quest Thinks We're Sellouts Black IPA,-,5.30,4.06,Begyle Brewing Company
38,,Karma Citra,-,5.90,4.16,Feral Brewing Co.
38,,Ruffian Imperial Black IPA,-,9.60,3.87,Wicked Weed Brewing
38,,Black Iron,-,7.40,3.8,Milwaukee Brewing Company
38,,Black Betty India Black Ale,-,5.30,3.18,Fat Bottom Brewing
37,,Capricorn Black Ale,-,6.50,3.69,Rubicon Brewing Company
37,,Disruption,-,6.70,4.03,Category 12 Brewing
37,,NSFW,-,9.20,3.92,Atlas Brew Works
37,,Gotham,-,8.00,4.03,Bellwoods Brewery
37,,Nickel Brook Malevolent,-,9.50,4.03,Nickel Brook Brewing Co.
36,,Brusseleir,-,8.00,3.72,Brasserie de la Senne
36,,Neil Into The Void IPA,-,6.00,4.2,SingleCut Beersmiths
36,,Low Tide Black IPA,-,7.20,3.5,Port Jeff Brewing Company
35,,Bitter Waitress,-,7.10,3.76,Shillow Beer Co.
35,,Squid Ink,-,7.00,3.92,Pacific Brewing Laboratories
35,,Le Castor / Pit Caribou - 30¢ Black IPA,-,7.00,3.81,Microbrasserie Le Castor
35,,Notorious B.I.P.,-,6.50,3.72,People's Brewing Company
35,,Midnight Ale,-,8.00,2.4,Wicked Beaver Brewing Company
35,,Bump Black Ale,-,5.30,3.44,Sebago Brewing Company
34,,Chaos,-,10.30,4.45,Barley Brown's Brewpub
34,,Octopus Ink Black IPA,-,8.20,4,The Pike Brewing Company
34,,Dark Side Of The Hop,-, ? ,3.91,Ranger Creek Brewing & Distilling
34,,Turmoil Black IPA,-, ? ,4.1,Barley Brown's Brewpub
33,,The Creature,-,8.50,3.84,Myths & Legends Brewing Company
33,,Bayside Black IPA,-,7.00,4.15,Oskar Blues Grill & Brew
33,,Home Skillet Black IPA,-,5.60,3.8,Oskar Blues Grill & Brew
33,,Vanilla Cold Press Black,-,6.00,4.25,Bent Paddle Brewing Co.
33,,Catch 23 (a.k.a. Dark IPA),-,6.50,4.18,Central Coast Brewing
33,,Sex Panther Black IPA,-,7.00,4.29,Funky Buddha Brewery
33,,Wachusett Imperial Black IPA,-,7.30,3.62,Wachusett Brewing Company
32,,Black Christmas,-,6.50,3.91,Parallel 49 Brewing Company
32,,Kisber Felver,-,6.80,4.34,One Trick Pony
31,,Black Magic RyPA,-,7.20,3.64,Cellar Brewing Company
31,,Midnight Toker,-,7.00,4.19,Peekskill Brewery
31,,Gathering Storm,-,6.80,3.94,Howe Sound Inn & Brewing Company
31,,BBHCFM,-,11.10,4.24,Barrier Brewing Company
31,,KafKaesque,-,10.30,4.09,Martin House Brewing Company
31,,Infinite Sadness,-,12.00,4.35,Country Boy Brewing
31,,Freedive,-,6.50,3.75,Temperance Beer Co.
30,,B Space Invader,-,6.50,3.66,Birra Toccalmatto
30,,Black Imperial IPA,87,8.10,3.85,Reuben's Brews
30,,Misfit Toy,-,8.00,3.9,Great South Bay Brewery
30,,Black IPA,-,7.00,4.1,Captain Lawrence Brewing Co.
30,,Green Petrol,-,8.20,4.07,Brewfist
30,,Kooinda Black IPA - Full Nelson,-,7.00,3.8,Kooinda Boutique Brewery
29,,Magic 8 Ball,-,7.00,3.93,Magic Rock Brewing
,,,,,,
,,,,,,
,,,,,,
,,,,,,Brewery
29,,Eclipse Black IPA,-,7.70,3.63,Crabtree Brewing Company
29,,The Pine Tar Incident,-,7.00,4.09,El Segundo Brewing Company
29,,Pionnière,-,8.50,4.13,Brasserie Dieu du Ciel!
29,,Alpha Blackback,-,7.20,3.47,Round Guys Brewing Company
29,,Zero Hour,-,5.40,3.59,612 Brew
29,,Imperial Black IPA,-,8.60,3.86,Brasserie Dunham
29,,Mac Drizzle,-,9.20,3.85,Altamont Beer Works
29,,Wildfire IPA,-,6.50,3.87,Cannery Brewing Company
28,,El Gallo Negro,-,8.00,4.11,Sun King Brewing Company
28,,Masked Bandit IPA,-,7.50,3.96,Piney River Brewing Co.
28,,Lake Fever Black IPA,-,7.20,4.01,Howard Brewing Company
28,,Pussy Pilot Parade,-,5.90,3.57,Frey's Brewing Company
28,,Black & Goldings,-,6.30,3.7,Three Notch'd Brewing Company
28,,CDA,-,7.50,4,pFriem Family Brewers
28,,Black IPA,-,8.00,4.38,Zipline Brewing Co
28,,Trafalgar India Ink Black Pale Ale,-,5.00,3.08,Trafalgar Ales & Meads
27,,Musashi Black IPA,-,7.50,3.85,Strand Brewing Co.
27,,Deep Water Black IPA,-, ? ,3.78,Lake Superior Brewing Company
27,,Hoppy Cat,-,5.80,3.87,Birra Del Borgo
27,,Once You Go,-,7.00,4.12,Lynnwood Grill & Brewing Concern
27,,School Of Hops,-,8.00,4.3,Carton Brewing Company
26,,Midnight Showers,-,7.40,4.1,Other Half Brewing Co.
26,,L'Éclipse,-,6.80,4.11,Microbrasserie Le Castor
26,,Indecision Dark IPA,-,8.00,3.97,Peace Tree Brewing Co.
25,,Cloak & Dagger CDA,-,6.25,3.77,Granville Island Brewery
25,,Queen Anne's Revenge,-,5.80,3.76,Mystery Brewing Company
25,,Paradox Black IPA,-, ? ,3.84,Brau Brothers Brewing Co. LLC
25,,Black Meddle,-,6.00,3.61,Brash Brewing Company
25,,It's Not Always Sunny In L.A.,-,6.40,3.77,Golden Road Brewing
25,,Black IPA,-, ? ,4.19,Selin's Grove Brewing Company
25,,Stormwatch Ale,-,7.10,4.14,Free State Brewing Co.
25,,Black Beerd Vanilla Hazelnut Black Ale,-,7.10,3.89,Burn 'Em Brewing
25,,Infinite Sadness - Barrel Aged,-,13.00,4.25,Country Boy Brewing
25,,Space Cadet,-,6.00,3.51,Triple C Brewing Co.
25,,Last Cast Black IPA,-,7.00,4.06,Bitter Root Brewing
25,,Bahl Hornin' Nettied Madge Black IPA,-, ? ,3.52,Anderson Valley Brewing Company
25,,East India Porter,-,6.50,3.83,Brouwerij Kees
25,,Midnight Crossing Black IPA,-,6.80,3.12,Tampa Bay Brewing Co.
25,,Nocturna,-,6.50,4.05,Cerveceria Insurgente
25,,Bilbo Baggins Black IPA,-,6.50,3.7,One Barrel Brewing Company
24,,Cobain's Double Dark IPA,-,8.20,3.89,Walldorff Brewpub and Bistro
24,,Winter Zephyr,-,6.20,4.1,TRVE Brewing Co.
24,,Wild Oats Series No. 60 - Le Coeur Noir,90,7.10,3.93,Beau's All Natural Brewing Company
24,,Big Cone American Black Ale,-,6.50,4.25,Figueroa Mountain Brewing Co.
24,,Hophorn,-,9.30,4.03,Hornbeer
24,,Houblon Noir,-,6.00,3.34,Brasseurs Du Monde
24,,Contortionist,-,6.00,3.75,Hi-Wire Brewing
24,,Black Shark,-,8.50,4.16,Camba Bavaria
24,,Double IPA #3,-,9.00,3.96,Weyerbacher Brewing Co.
23,,Steelcut Oatmeal Stout/Black IPA,-, ? ,3.96,East End Brewing Company
,,,,,,
,,,,,,
,,,,,,
,,,,,,Brewery
23,,Raven's Cloak,-,5.90,3.86,BuckleDown Brewing
23,,The Black C,-,7.50,3.67,Sloop Brewing
23,,Bea,-,6.00,3.96,Kaapse Brouwers
23,,Naparbier Back In Black,-,8.00,4.05,Naparbier Sdad. Coop.
23,,Dark Matter,-,6.20,3.86,Blackstone Restaurant & Brewery
23,,Black Hog Down,-,7.50,3.73,Black Hog Brewing Co.
23,,The Effect,-,7.00,3.91,Brazos Valley Brewing Company
23,,Midnight Howl Black IPA,-,8.80,3.5,Wolf Creek Brewing
22,,Day Without A Dawn,-,8.20,4.03,Conshohocken Brewing Company
22,,Grimalkin Amorphatron,-,10.50,4.21,Half Acre Beer Company
22,,Paper Tiger,-,8.00,3.96,Ocelot Brewing Company
22,,Black Cascade,-,7.70,4.15,HammerHeart Brewing Company
22,,Green Man None More Black,-,8.20,3.98,Green Man Brewery
22,,Lowcountry Dark Ale,-,6.80,3.89,Holy City Brewing
22,,Arcade Nation,-,5.20,3.72,BrewDog
22,,Fantôme DMD,-,6.00,3.64,Brasserie Fantôme
22,,Beer Project Brussels Dark Sister,-,6.66,4.09,Brouwerij Anders
21,,Festivus,-,7.30,3.8,Deep Ellum Brewing Company
21,,Dark Vanilla,-,8.00,3.51,Element Brewing Company
21,,Storm-Ageddon,-,7.10,4.22,Aardwolf Brewing Company
21,,Dr Pangloss,-,6.60,3.38,Pollyanna Brewing Company
21,,Raven Black IPA,-,7.30,3.79,Rooster Fish Brewing Co.
21,,Black Hop,-,6.70,3.95,Dead Armadillo Craft Brewing
21,,Black IPA,-,6.20,3.92,Victory Brewing Company - Downingtown
21,,Black Cascade,-,6.60,3.94,TRVE Brewing Co.
21,,Midnight Marauder,-,7.00,3.76,Due South Brewing Co.
21,,No Lux,-,7.00,3.79,Hamburg Brewing Company
20,,Road Trip,-,6.20,3.65,Lighthouse Brewing Company
20,,Rapscallion Black IPA,-,6.00,3.76,Rapscallion
20,,Murray's Shawn's Fault,-,7.20,3.8,Murray's Craft Brewing Co.
20,,7 Seas,-,6.00,4.12,Siren Craft Brew
20,,Black IPA,-,5.00,3.57,Blacks Kinsale Craft Brewery
20,,1871,-,5.50,3.58,Chicago Beer Company
20,,Knee Deep In Powder,-,6.00,3,Knee Deep Brewing Company
20,,Black Mangrove American Dark Ale,-,7.20,4.02,Point Ybel Brewing Company
20,,Woolly Bugger Black IPA,-,6.00,3.7,Snitz Creek Brewery
20,,Murder Of Crows,-,8.00,3.86,Refined Fool Brewing Co.
19,,Blackwatch,-,6.20,3.88,The Vermont Pub & Brewery
19,,In The Dark We Live,-,7.20,4.1,Tempest Brewing Company
19,,Brews Brothers Sympathy For The Devil,-,6.50,3.76,Parallel 49 Brewing Company
19,,RPG IPA,-,7.00,3.94,Hardywood Park Craft Brewery
19,,Avoiding Purgatory #3,-,6.66,3.81,Tired Hands Brewing Company
19,,Portsmouth Night Nurse IPA,-,6.90,3.9,Portsmouth Brewery
19,,Release The Hounds,-,6.20,3.61,Big Rig Brewery
19,,Black Boar IPA,-,6.60,3.88,Lancaster Brewing Company
19,,Bitter Sable Imperial Black IPA,-,8.20,3.88,Weasel Boy Brewing Company
19,,Black Damnation VIII - S.H.I.T.,-,12.00,4.3,De Struise Brouwers
19,,Clotho Cascadian Dark Ale ,-,6.40,3.6,FATE Brewing Company
18,,Black IPA,-,7.70,3.86,Carolina Brewery
18,,Cascadian Dark Ale,-,6.00,4.01,Granville Island Brewery
,,,,,,
,,,,,,
,,,,,,
,,,,,,Brewery
18,,Mikey's Vyce Black IPA,-,7.74,4.23,Flying Goose Brew Pub & Grille
18,,L'Interdite 150 Minutes,-,11.00,3.52,Brasseurs Du Monde
18,,Black Angel IPA,-,7.00,3.81,Steamworks Brewing Company
18,,Snowdrift Black IPA,-, ? ,3.63,Baraboo Brewing Company
18,,Humulus Noctem - Double Black IPA,-,8.00,4.19,Tioga-Sequoia Brewing Company
18,,Nocturnum,-,6.50,3.82,Strange Fellows Brewing
18,,Black Rock IPA,-,6.00,3.94,Kern River Brewing Company
18,,Sanda Black IPA,-,5.50,3.74,Fyne Ales Ltd
18,,Fade To Black,-,6.30,3.52,Weird Beard Brew Co.
18,,Kichesippi Wuchak Black,-,6.40,3.82,Kichesippi Beer Co.
18,,Buddy,-,9.10,3.58,Claremont Craft Ales
18,,Hell Below,-,8.70,4.14,Martin House Brewing Company
18,,Live Free Or Die Black IPA,-,8.30,3.2,Woodstock Inn Brewery
18,,Black Sheep IPA,-,6.80,3.46,The Fort Collins Brewery
18,,Lost Sparrow Black IPA,-,6.30,3.04,Seventh Son Brewing Co.
18,,Black Hammer,-,7.20,4.11,BrewDog
17,,Scrap Iron Black IPA,-,7.00,3.84,Lena Brewing Company
17,,Black IPA,-,7.50,3.92,Strand Brewing Co.
17,,Scorpion,-,9.00,3.72,Adroit Theory Brewing Company
17,,Nightcrawler,-,6.90,3.96,Flying Dreams Brewing Co.
17,,Scorched Hooker,-, ? ,3.57,Calfkiller Brewing Company
17,,Black Rocks,-,5.50,3.76,Buxton Brewery
17,,Battle Horse,-,10.50,4.11,Buxton Brewery
17,,Absolute Darkness India Dark Ale,-,6.50,3.88,VI Brewing
17,,Noble Dark Sybian IPA,-,6.50,3.68,Noble Ale Works
17,,Nicollet Mauler,-,6.30,4.01,Eastlake Craft Brewery
17,,Patriot,-,5.50,4.04,Croucher Brewing Co.
17,,CuDA Cascadian Dark Ale,-,7.40,3.27,Natian Brewery
17,,Orange & Black Congrats Ale!,-,6.00,3.5,Marin Brewing Company
17,,Juniper Mesa Arizona Dark Ale,-,6.30,3.44,Arizona Wilderness Brewing Co
17,,Zwart & Wit,-,8.40,4,Brouwerij De Molen
17,,I.Porter.A,-,5.20,3.71,Beaver Brewing Company
16,,Black Talon,-,6.00,3.57,Paw Paw Brewing Company
16,,Lydia's Black Heart,-,7.50,3.9,Aeronaut Brewing Company
