,MATCHUP,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,DATE,OPPONENT,ARENA
36,"NOV 25, 2016 - PHX vs. MIN",L,240,85,32,79,40.5,6,26,23.1,15,21,71.4,12,36,48,17,11,6,25,26,2016-11-25 00:00:00,MIN,HOME
37,"NOV 23, 2016 - PHX @ ORL",W,240,92,33,73,45.2,9,22,40.9,17,22,77.3,6,38,44,15,6,7,17,20,2016-11-23 00:00:00,ORL,AWAY
38,"NOV 21, 2016 - PHX @ WAS",L,240,101,39,91,42.9,11,27,40.7,12,15,80.0,13,39,52,22,3,7,21,24,2016-11-21 00:00:00,WAS,AWAY
39,"NOV 19, 2016 - PHX @ PHI",L,240,105,39,92,42.4,6,21,28.6,21,34,61.8,12,32,44,18,11,7,15,19,2016-11-19 00:00:00,PHI,AWAY
40,"NOV 18, 2016 - PHX @ IND",W,240,116,46,97,47.4,9,26,34.6,15,18,83.3,18,28,46,21,14,7,11,28,2016-11-18 00:00:00,IND,AWAY
41,"NOV 16, 2016 - PHX @ DEN",L,240,104,39,79,49.4,8,20,40.0,18,29,62.1,7,28,35,14,8,4,16,29,2016-11-16 00:00:00,DEN,AWAY
42,"NOV 13, 2016 - PHX @ GSW",L,240,120,46,90,51.1,8,24,33.3,20,26,76.9,8,30,38,27,10,3,13,29,2016-11-13 00:00:00,GSW,AWAY
43,"NOV 12, 2016 - PHX vs. BKN",L,240,104,40,107,37.4,8,33,24.2,16,21,76.2,17,38,55,23,9,3,12,20,2016-11-12 00:00:00,BKN,HOME
44,"NOV 09, 2016 - PHX vs. DET",W,240,107,38,84,45.2,8,22,36.4,23,30,76.7,10,39,49,20,7,6,17,20,2016-11-09 00:00:00,DET,HOME
45,"NOV 08, 2016 - PHX @ POR",L,240,121,43,86,50.0,7,21,33.3,28,33,84.8,15,26,41,18,10,2,16,27,2016-11-08 00:00:00,POR,AWAY
46,"NOV 06, 2016 - PHX @ LAL",L,240,108,40,91,44.0,6,20,30.0,22,28,78.6,11,29,40,20,8,2,17,30,2016-11-06 00:00:00,LAL,AWAY
47,"NOV 04, 2016 - PHX @ NOP",W,265,112,40,93,43.0,8,24,33.3,24,28,85.7,12,47,59,18,7,2,15,27,2016-11-04 00:00:00,NOP,AWAY
48,"NOV 02, 2016 - PHX vs. POR",W,265,118,44,103,42.7,5,16,31.3,25,30,83.3,14,45,59,15,10,5,12,20,2016-11-02 00:00:00,POR,HOME
49,"OCT 31, 2016 - PHX @ LAC",L,240,98,35,84,41.7,5,15,33.3,23,31,74.2,10,34,44,19,11,0,20,33,2016-10-31 00:00:00,LAC,AWAY
50,"OCT 30, 2016 - PHX vs. GSW",L,240,100,37,90,41.1,8,23,34.8,18,25,72.0,11,39,50,19,10,6,11,26,2016-10-30 00:00:00,GSW,HOME
51,"OCT 28, 2016 - PHX @ OKC",L,265,110,42,94,44.7,5,28,17.9,21,32,65.6,7,37,44,15,11,3,15,29,2016-10-28 00:00:00,OKC,AWAY
52,"OCT 26, 2016 - PHX vs. SAC",L,240,94,36,77,46.8,4,16,25.0,18,27,66.7,10,31,41,20,6,3,18,29,2016-10-26 00:00:00,SAC,HOME
