,MATCHUP,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,DATE,OPPONENT,ARENA
12,"JAN 16, 2017 - IND vs. NOP",W,240,98,41,81,50.6,5,19,26.3,11,16,68.8,5,40,45,26,11,6,16,18,2017-01-16 00:00:00,NOP,HOME
13,"JAN 12, 2017 - IND @ DEN",L,240,112,44,94,46.8,12,29,41.4,12,13,92.3,12,22,34,26,9,4,16,15,2017-01-12 00:00:00,DEN,AWAY
14,"JAN 07, 2017 - IND vs. NYK",W,240,123,43,86,50.0,11,24,45.8,26,28,92.9,12,41,53,25,11,0,19,23,2017-01-07 00:00:00,NYK,HOME
15,"JAN 05, 2017 - IND vs. BKN",W,240,121,48,93,51.6,10,22,45.5,15,19,78.9,7,37,44,23,7,9,6,12,2017-01-05 00:00:00,BKN,HOME
16,"JAN 03, 2017 - IND @ DET",W,240,121,43,74,58.1,9,16,56.3,26,30,86.7,6,28,34,26,7,7,11,8,2017-01-03 00:00:00,DET,AWAY
17,"JAN 01, 2017 - IND vs. ORL",W,240,117,43,86,50.0,9,22,40.9,22,24,91.7,8,38,46,28,5,5,11,16,2017-01-01 00:00:00,ORL,HOME
18,"DEC 30, 2016 - IND vs. CHI",W,240,111,39,81,48.1,7,19,36.8,26,30,86.7,8,34,42,26,7,6,11,22,2016-12-30 00:00:00,CHI,HOME
19,"DEC 28, 2016 - IND @ WAS",L,240,105,35,79,44.3,11,28,39.3,24,29,82.8,5,29,34,24,10,4,13,29,2016-12-28 00:00:00,WAS,AWAY
20,"DEC 26, 2016 - IND @ CHI",L,240,85,34,81,42.0,9,25,36.0,8,10,80.0,9,31,40,26,5,5,16,21,2016-12-26 00:00:00,CHI,AWAY
21,"DEC 22, 2016 - IND vs. BOS",L,240,102,35,82,42.7,7,23,30.4,25,29,86.2,8,42,50,20,5,3,19,21,2016-12-22 00:00:00,BOS,HOME
22,"DEC 20, 2016 - IND @ NYK",L,240,111,39,91,42.9,6,23,26.1,27,33,81.8,11,33,44,22,10,5,9,14,2016-12-20 00:00:00,NYK,AWAY
23,"DEC 19, 2016 - IND vs. WAS",W,240,107,41,87,47.1,7,21,33.3,18,21,85.7,9,32,41,18,6,5,15,20,2016-12-19 00:00:00,WAS,HOME
24,"DEC 17, 2016 - IND @ DET",W,240,105,40,83,48.2,6,19,31.6,19,25,76.0,9,42,51,20,6,3,9,16,2016-12-17 00:00:00,DET,AWAY
25,"DEC 15, 2016 - IND @ NOP",L,240,95,36,87,41.4,3,21,14.3,20,24,83.3,7,39,46,23,6,4,12,21,2016-12-15 00:00:00,NOP,AWAY
26,"DEC 14, 2016 - IND @ MIA",L,240,89,33,89,37.1,9,27,33.3,14,17,82.4,6,32,38,14,8,5,8,21,2016-12-14 00:00:00,MIA,AWAY
27,"DEC 12, 2016 - IND vs. CHA",W,240,110,43,88,48.9,17,36,47.2,7,10,70.0,5,37,42,24,4,11,11,21,2016-12-12 00:00:00,CHA,HOME
28,"DEC 10, 2016 - IND vs. POR",W,240,118,40,83,48.2,15,29,51.7,23,28,82.1,10,29,39,24,11,9,13,13,2016-12-10 00:00:00,POR,HOME
29,"DEC 09, 2016 - IND @ DAL",L,240,103,32,69,46.4,14,25,56.0,25,26,96.2,4,34,38,21,5,4,13,18,2016-12-09 00:00:00,DAL,AWAY
30,"DEC 07, 2016 - IND @ PHX",W,240,109,35,78,44.9,7,23,30.4,32,41,78.0,12,37,49,16,11,3,18,16,2016-12-07 00:00:00,PHX,AWAY
31,"DEC 05, 2016 - IND @ GSW",L,240,106,35,85,41.2,3,15,20.0,33,35,94.3,9,31,40,20,10,5,14,21,2016-12-05 00:00:00,GSW,AWAY
32,"DEC 04, 2016 - IND @ LAC",W,240,111,39,79,49.4,5,14,35.7,28,35,80.0,5,31,36,21,9,2,9,24,2016-12-04 00:00:00,LAC,AWAY
33,"NOV 30, 2016 - IND @ POR",L,240,109,36,72,50.0,6,14,42.9,31,35,88.6,4,28,32,19,3,4,15,14,2016-11-30 00:00:00,POR,AWAY
34,"NOV 27, 2016 - IND vs. LAC",W,240,91,40,92,43.5,5,19,26.3,6,7,85.7,13,39,52,26,8,4,13,21,2016-11-27 00:00:00,LAC,HOME
35,"NOV 25, 2016 - IND vs. BKN",W,240,118,48,87,55.2,11,26,42.3,11,16,68.8,9,38,47,25,11,5,14,19,2016-11-25 00:00:00,BKN,HOME
36,"NOV 23, 2016 - IND vs. ATL",L,240,85,34,84,40.5,7,27,25.9,10,14,71.4,7,30,37,16,15,5,18,20,2016-11-23 00:00:00,ATL,HOME
37,"NOV 21, 2016 - IND vs. GSW",L,240,83,33,103,32.0,6,23,26.1,11,12,91.7,15,34,49,13,5,4,11,23,2016-11-21 00:00:00,GSW,HOME
38,"NOV 20, 2016 - IND @ OKC",W,265,115,40,89,44.9,11,22,50.0,24,31,77.4,15,36,51,23,13,2,22,20,2016-11-20 00:00:00,OKC,AWAY
39,"NOV 18, 2016 - IND vs. PHX",L,240,96,36,76,47.4,1,7,14.3,23,29,79.3,10,25,35,18,5,8,18,19,2016-11-18 00:00:00,PHX,HOME
40,"NOV 16, 2016 - IND vs. CLE",W,240,103,43,86,50.0,10,28,35.7,7,11,63.6,5,35,40,22,8,12,10,16,2016-11-16 00:00:00,CLE,HOME
41,"NOV 14, 2016 - IND vs. ORL",W,240,88,35,90,38.9,8,25,32.0,10,10,100.0,7,42,49,22,9,9,9,14,2016-11-14 00:00:00,ORL,HOME
42,"NOV 12, 2016 - IND vs. BOS",L,240,99,36,86,41.9,6,27,22.2,21,28,75.0,11,29,40,17,9,9,13,22,2016-11-12 00:00:00,BOS,HOME
43,"NOV 11, 2016 - IND @ PHI",L,265,105,39,88,44.3,5,19,26.3,22,23,95.7,4,36,40,23,14,3,13,28,2016-11-11 00:00:00,PHI,AWAY
44,"NOV 09, 2016 - IND vs. PHI",W,265,122,49,90,54.4,9,19,47.4,15,20,75.0,7,36,43,25,9,6,16,17,2016-11-09 00:00:00,PHI,HOME
45,"NOV 07, 2016 - IND @ CHA",L,240,100,40,94,42.6,9,33,27.3,11,15,73.3,12,40,52,23,8,4,18,25,2016-11-07 00:00:00,CHA,AWAY
46,"NOV 05, 2016 - IND vs. CHI",W,240,111,46,86,53.5,12,26,46.2,7,12,58.3,8,28,36,27,8,9,11,20,2016-11-05 00:00:00,CHI,HOME
47,"NOV 03, 2016 - IND @ MIL",L,240,107,38,81,46.9,10,23,43.5,21,27,77.8,10,22,32,29,14,4,21,23,2016-11-03 00:00:00,MIL,AWAY
48,"NOV 01, 2016 - IND vs. LAL",W,240,115,41,87,47.1,10,28,35.7,23,29,79.3,11,32,43,19,10,8,15,20,2016-11-01 00:00:00,LAL,HOME
49,"OCT 29, 2016 - IND @ CHI",L,240,101,43,88,48.9,7,18,38.9,8,9,88.9,8,25,33,34,8,7,13,16,2016-10-29 00:00:00,CHI,AWAY
50,"OCT 28, 2016 - IND @ BKN",L,240,94,37,98,37.8,7,24,29.2,13,20,65.0,14,35,49,22,7,6,13,22,2016-10-28 00:00:00,BKN,AWAY
51,"OCT 26, 2016 - IND vs. DAL",W,265,130,47,93,50.5,10,19,52.6,26,34,76.5,8,44,52,30,11,6,16,23,2016-10-26 00:00:00,DAL,HOME
