,MATCHUP,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,DATE,OPPONENT,ARENA
40,"NOV 21, 2016 - CHA vs. MEM",L,240,90,30,73,41.1,9,31,29.0,21,33,63.6,8,31,39,20,6,9,10,13,2016-11-21 00:00:00,MEM,HOME
41,"NOV 19, 2016 - CHA @ NOP",L,265,116,40,97,41.2,15,43,34.9,21,28,75.0,8,44,52,29,7,5,14,21,2016-11-19 00:00:00,NOP,AWAY
42,"NOV 18, 2016 - CHA vs. ATL",W,240,100,37,90,41.1,10,29,34.5,16,24,66.7,8,36,44,25,11,4,11,16,2016-11-18 00:00:00,ATL,HOME
43,"NOV 15, 2016 - CHA @ MIN",W,240,115,43,80,53.8,11,24,45.8,18,22,81.8,4,33,37,25,10,6,13,17,2016-11-15 00:00:00,MIN,AWAY
44,"NOV 13, 2016 - CHA @ CLE",L,240,93,36,95,37.9,11,29,37.9,10,12,83.3,10,35,45,23,7,3,5,19,2016-11-13 00:00:00,CLE,AWAY
45,"NOV 11, 2016 - CHA vs. TOR",L,240,111,38,93,40.9,17,41,41.5,18,24,75.0,18,39,57,22,1,4,11,16,2016-11-11 00:00:00,TOR,HOME
46,"NOV 09, 2016 - CHA vs. UTA",W,240,104,38,82,46.3,8,26,30.8,20,29,69.0,5,32,37,24,8,3,8,19,2016-11-09 00:00:00,UTA,HOME
47,"NOV 07, 2016 - CHA vs. IND",W,240,122,41,84,48.8,12,32,37.5,28,32,87.5,3,40,43,30,12,4,11,15,2016-11-07 00:00:00,IND,HOME
48,"NOV 04, 2016 - CHA @ BKN",W,240,99,36,86,41.9,10,30,33.3,17,24,70.8,7,42,49,24,7,3,16,18,2016-11-04 00:00:00,BKN,AWAY
49,"NOV 02, 2016 - CHA vs. PHI",W,240,109,39,79,49.4,13,34,38.2,18,26,69.2,9,35,44,25,8,3,15,17,2016-11-02 00:00:00,PHI,HOME
50,"OCT 29, 2016 - CHA vs. BOS",L,240,98,32,79,40.5,9,32,28.1,25,33,75.8,6,32,38,22,8,6,8,17,2016-10-29 00:00:00,BOS,HOME
51,"OCT 28, 2016 - CHA @ MIA",W,240,97,35,92,38.0,7,22,31.8,20,24,83.3,13,36,49,20,10,9,8,20,2016-10-28 00:00:00,MIA,AWAY
52,"OCT 26, 2016 - CHA @ MIL",W,240,107,40,89,44.9,7,23,30.4,20,24,83.3,11,40,51,27,5,10,10,22,2016-10-26 00:00:00,MIL,AWAY
