"","zip","Year","Count","MedNormSourceEUI","MedSiteEUI","MedSourceEUI","MedNormSiteEUI","city.x","Borough","Observations","region","city.y","state","latitude","longitude"
"834","94117","2013",8,173.7,71.75,176.25,71.75,"San Francisco",NA,NA,NA,NA,"CA",37.770937,-122.44276
"835","94117","2014",8,168.9,77.35,162.85,76.9,"San Francisco",NA,NA,NA,NA,"CA",37.770937,-122.44276
"836","94117","2015",7,151.3,92.2,145.5,92.9,"San Francisco",NA,NA,NA,NA,"CA",37.770937,-122.44276
"837","94118","2013",20,153.1,55.9,151.35,56.4,"San Francisco",NA,NA,NA,NA,"CA",37.782029,-122.46158
"838","94118","2014",24,180.3,62.1,177.4,62.1,"San Francisco",NA,NA,NA,NA,"CA",37.782029,-122.46158
"839","94118","2015",24,165,56.15,164.1,56,"San Francisco",NA,NA,NA,NA,"CA",37.782029,-122.46158
"840","94118","2012",7,213.9,100.1,213.8,98.6,"San Francisco",NA,NA,NA,NA,"CA",37.782029,-122.46158
"841","94121","2013",9,121.9,46.5,120.7,46.9,"San Francisco",NA,NA,NA,NA,"CA",37.778729,-122.49265
"842","94121","2014",11,114.8,48.6,114.8,48.6,"San Francisco",NA,NA,NA,NA,"CA",37.778729,-122.49265
"843","94121","2015",11,104.3,42.7,104.3,42.7,"San Francisco",NA,NA,NA,NA,"CA",37.778729,-122.49265
"844","94121","2012",1,671.4,272.6,672.3,271.7,"San Francisco",NA,NA,NA,NA,"CA",37.778729,-122.49265
"845","94122","2012",3,250.6,80.3,250.4,80.4,"San Francisco",NA,NA,NA,NA,"CA",37.75838,-122.48478
"846","94122","2014",8,201.85,67.05,205.4,66.55,"San Francisco",NA,NA,NA,NA,"CA",37.75838,-122.48478
"847","94122","2013",7,192.7,62.9,193.1,62.5,"San Francisco",NA,NA,NA,NA,"CA",37.75838,-122.48478
"848","94122","2015",8,180.55,60.9,180.25,61.15,"San Francisco",NA,NA,NA,NA,"CA",37.75838,-122.48478
"849","94123","2012",6,124.7,69.25,124.5,69.1,"San Francisco",NA,NA,NA,NA,"CA",37.801028,-122.43836
"850","94123","2013",18,169.5,86.8,169.05,86.9,"San Francisco",NA,NA,NA,NA,"CA",37.801028,-122.43836
"851","94123","2015",17,161.3,83.4,159.4,84,"San Francisco",NA,NA,NA,NA,"CA",37.801028,-122.43836
"852","94123","2014",19,154.5,84.8,153.4,86.6,"San Francisco",NA,NA,NA,NA,"CA",37.801028,-122.43836
"853","94124","2011",1,22.4,22.4,22.4,22.4,"San Francisco",NA,NA,NA,NA,"CA",37.732797,-122.39348
"854","94124","2015",56,62,23.25,61.85,24.05,"San Francisco",NA,NA,NA,NA,"CA",37.732797,-122.39348
"855","94124","2012",37,48.4,19.7,49,20.7,"San Francisco",NA,NA,NA,NA,"CA",37.732797,-122.39348
"856","94124","2014",64,66.55,23.9,67.05,25.45,"San Francisco",NA,NA,NA,NA,"CA",37.732797,-122.39348
"857","94124","2013",60,67.2,23.9,67.8,23,"San Francisco",NA,NA,NA,NA,"CA",37.732797,-122.39348
"858","94127","2014",3,144.6,57.7,142.3,60,"San Francisco",NA,NA,NA,NA,"CA",37.734964,-122.4597
"859","94127","2015",3,136.1,52.9,136.2,53.3,"San Francisco",NA,NA,NA,NA,"CA",37.734964,-122.4597
"860","94127","2013",3,150.3,65.2,151.6,63.9,"San Francisco",NA,NA,NA,NA,"CA",37.734964,-122.4597
"861","94127","2012",1,170.4,66.7,170.3,66.8,"San Francisco",NA,NA,NA,NA,"CA",37.734964,-122.4597
"862","94131","2014",1,155.7,50.7,155,51.4,"San Francisco",NA,NA,NA,NA,"CA",37.741797,-122.4378
"863","94131","2013",1,152.7,50.8,153.4,50.1,"San Francisco",NA,NA,NA,NA,"CA",37.741797,-122.4378
"864","94131","2015",1,149.8,48.9,149.6,49.1,"San Francisco",NA,NA,NA,NA,"CA",37.741797,-122.4378
"865","94132","2011",2,77.9,36.55,80.45,34.15,"San Francisco",NA,NA,NA,NA,"CA",37.724231,-122.47958
"866","94132","2012",7,87.9,37.9,89.6,37.8,"San Francisco",NA,NA,NA,NA,"CA",37.724231,-122.47958
"867","94132","2014",8,80.75,33.05,77.25,36.6,"San Francisco",NA,NA,NA,NA,"CA",37.724231,-122.47958
"868","94132","2013",8,159.9,61.9,159.5,60.15,"San Francisco",NA,NA,NA,NA,"CA",37.724231,-122.47958
"869","94132","2015",7,189.6,88.3,189.2,95.1,"San Francisco",NA,NA,NA,NA,"CA",37.724231,-122.47958
"870","94133","2015",64,135,58.05,136.8,59.5,"San Francisco",NA,NA,NA,NA,"CA",37.801878,-122.41018
"871","94133","2012",34,153.75,62.4,152.85,63,"San Francisco",NA,NA,NA,NA,"CA",37.801878,-122.41018
"872","94133","2011",2,214.5,77.2,211.5,78,"San Francisco",NA,NA,NA,NA,"CA",37.801878,-122.41018
"873","94133","2013",66,154.8,65.6,154.45,65.6,"San Francisco",NA,NA,NA,NA,"CA",37.801878,-122.41018
"874","94133","2014",68,148.6,61.3,149.2,61.95,"San Francisco",NA,NA,NA,NA,"CA",37.801878,-122.41018
"875","94134","2012",1,74.2,26.6,74.2,26.6,"San Francisco",NA,NA,NA,NA,"CA",37.719581,-122.41085
"876","94134","2013",4,113,46.2,113.75,45.25,"San Francisco",NA,NA,NA,NA,"CA",37.719581,-122.41085
"877","94134","2014",6,109,41.3,109.9,41.45,"San Francisco",NA,NA,NA,NA,"CA",37.719581,-122.41085
"878","94134","2011",1,74.2,26.5,74.2,26.5,"San Francisco",NA,NA,NA,NA,"CA",37.719581,-122.41085
"879","94134","2015",3,91.7,38,89.8,39.8,"San Francisco",NA,NA,NA,NA,"CA",37.719581,-122.41085
"880","94158","2013",6,408.9,206.9,419.15,197.1,"San Francisco",NA,NA,NA,NA,"CA",37.76,-122.39
"881","94158","2012",6,415.75,203.95,417.55,200.5,"San Francisco",NA,NA,NA,NA,"CA",37.76,-122.39
"882","94158","2014",5,464.6,224.9,469.9,230.6,"San Francisco",NA,NA,NA,NA,"CA",37.76,-122.39
"883","94158","2015",7,448.2,203.4,448.7,203.2,"San Francisco",NA,NA,NA,NA,"CA",37.76,-122.39
"884","94158","2011",2,21,6.7,21,6.7,"San Francisco",NA,NA,NA,NA,"CA",37.76,-122.39
