airportCode|airportLongName|dTime|dDate|airportCode|airportLongName|arrTime|arrDate|durHours|durMins|stops|price|fx|airline|airlineCode|stopName|stopHours|stopMins|stopType|segKey|tripKey|timeStamp
airportCode|airportLongName|dTime|dDate|airportCode|airportLongName|arrTime|arrDate|durHours|durMins|stops|price|fx|airline|airlineCode|stopName|stopHours|stopMins|stopType|segKey|tripKey|timeStamp
JFK|John F. Kennedy Intl.|5:45p|3/11/2017|DXB|Dubai Intl.|4:55a|3/13/2017|26|10|1|1415.1599999999999|USD|Finnair|[u'AY', u'AY']|Helsinki (HEL)|11|55|Layover|26947c2d-9f00-4871-9f60-6390479a93a3|d326f3a8affb3d9b2dc7bf0f72fed4b5|2017-02-12 16:26:49.390000
JFK|John F. Kennedy Intl.|9:20p|3/11/2017|DWC|Al Maktoum Intl.|9:30p|3/12/2017|15|10|1|784.96|USD|Qatar Airways|[u'QR', u'QR']|Doha (DOH)|1|50|Layover|26947c2d-9f00-4871-9f60-6390479a93a3|d80f9f2d8fc9f5ffd2162929299bf05f|2017-02-12 16:26:49.390000
JFK|John F. Kennedy Intl.|10:10p|3/12/2017|DXB|Dubai Intl.|9:30p|3/13/2017|15|20|1|1284.46|USD||[u'UA', u'LX']|Zurich (ZRH)|1|35|Layover|979968c7-5cf2-41f3-b168-45081e9115d8|f1ddc1adaa3f75a89f6859c4bb83a937|2017-02-12 16:27:02.578000
JFK|John F. Kennedy Intl.|11:00p|3/12/2017|XNB|Dubai Bus Station|4:10a|3/14/2017|21|10|1|981.46|USD|Etihad Airways|[u'EY', u'EY']|Abu Dhabi (Abu Dhabi Intl.)|7|5|Layover|979968c7-5cf2-41f3-b168-45081e9115d8|a9e0c1fa16d0730025fb1e63b7d2e4ba|2017-02-12 16:27:02.579000
EWR|Liberty Intl.|11:45p|3/12/2017|DXB|Dubai Intl.|11:50p|3/13/2017|16|5|1|820.26|USD|Emirates|[u'EK']|Athens (Eleftherios Venizelos)|2|5|Layover|979968c7-5cf2-41f3-b168-45081e9115d8|90c4249b8c159b8c578c84bf5dfc5ddd|2017-02-12 16:27:02.579000
JFK|John F. Kennedy Intl.|1:00p|3/12/2017|DXB|Dubai Intl.|5:00a|3/14/2017|32|0|1|5233.96|USD|Korean Air|[u'KE', u'KE']|Seoul (ICN)|7|25|Layover|979968c7-5cf2-41f3-b168-45081e9115d8|a531d6baefb26c83f1eb23ab6d199641|2017-02-12 16:27:02.579000
JFK|John F. Kennedy Intl.|5:35p|3/12/2017|DXB|Dubai Intl.|3:10a|3/14/2017|25|35|2|1188.1599999999999|USD|Qatar Airways|[u'QR', u'QR', u'QR']|Paris (CDG)|9|25|Layover|979968c7-5cf2-41f3-b168-45081e9115d8|07fb0ad4b8ee544a0803f3da2acaa978|2017-02-12 16:27:02.579000
JFK|John F. Kennedy Intl.|3:15p|3/12/2017|XNB|Dubai Bus Station|2:20a|3/14/2017|27|5|1|981.46|USD|Etihad Airways|[u'EY', u'EY']|Abu Dhabi (Abu Dhabi Intl.)|13|0|Layover|979968c7-5cf2-41f3-b168-45081e9115d8|38df7700e16d3a0df20c09d2af1f0177|2017-02-12 16:27:02.579000
EWR|Liberty Intl.|7:30p|3/12/2017|DXB|Dubai Intl.|1:15a|3/14/2017|21|45|1|4533.56|USD|TAP Portugal|[u'TP', u'TP']|Lisbon (LIS)|7|30|Layover|979968c7-5cf2-41f3-b168-45081e9115d8|93076bef7049a1e5a02dc052e89985d0|2017-02-12 16:27:02.579000
JFK|John F. Kennedy Intl.|11:00p|3/12/2017|XNB|Dubai Bus Station|10:35p|3/13/2017|15|35|1|797.26|USD|Etihad Airways|[u'EY', u'EY']|Abu Dhabi (Abu Dhabi Intl.)|1|30|Layover|979968c7-5cf2-41f3-b168-45081e9115d8|ec1d1c927fb20d411e577d37d864ed85|2017-02-12 16:27:02.579000
EWR|Liberty Intl.|10:30p|3/12/2017|DXB|Dubai Intl.|11:30p|3/13/2017|17|0|1|1183.6599999999999|USD|British Airways|[u'BA', u'BA']|London (LHR)|3|10|Layover|979968c7-5cf2-41f3-b168-45081e9115d8|a351963f6b084be4b296c40cb6708962|2017-02-12 16:27:02.579000
JFK|John F. Kennedy Intl.|10:30p|3/12/2017|DXB|Dubai Intl.|11:30p|3/13/2017|17|0|1|10798.66|USD|Aer Lingus|[u'EI', u'EI']|London (LHR)|3|0|Layover|979968c7-5cf2-41f3-b168-45081e9115d8|1112910b8636f0d5fde9afda33db316e|2017-02-12 16:27:02.579000
DXB|Dubai Intl.|2:40a|3/19/2017|JFK|John F. Kennedy Intl.|1:25p|3/19/2017|18|45|1|913.6600000000001|USD|Aeroflot-Russian Airlines|[u'SU', u'SU']|Moscow (SVO)|2|55|Layover|979968c7-5cf2-41f3-b168-45081e9115d8|c7e55ff6836b87fcedbc01d2367d2efc|2017-02-12 16:27:02.579000
JFK|John F. Kennedy Intl.|7:25p|3/12/2017|DXB|Dubai Intl.|11:10p|3/13/2017|19|45|2|1052.1599999999999|USD|Qatar Airways|[u'QR', u'QR', u'QR']|London (LHR)|1|40|Layover|979968c7-5cf2-41f3-b168-45081e9115d8|eb00fc5e195c88d6e658557670cc8876|2017-02-12 16:27:02.579000
DWC|Al Maktoum Intl.|11:05p|3/19/2017|JFK|John F. Kennedy Intl.|8:55a|3/20/2017|17|50|1|734.96|USD|Qatar Airways|[u'QR', u'QR']|Doha (DOH)|2|35|Layover|979968c7-5cf2-41f3-b168-45081e9115d8|0b2b2d5f070528c2cd27309bc28d562a|2017-02-12 16:27:02.579000
JFK|John F. Kennedy Intl.|11:20p|3/12/2017|DXB|Dubai Intl.|10:45p|3/13/2017|15|25|1|1216.76|USD|Lufthansa|[u'LH', u'LH']|Frankfurt  (Frankfurt Intl.)|1|30|Layover|979968c7-5cf2-41f3-b168-45081e9115d8|1a23d9eb8a0e2f4a21f9978cdb961a76|2017-02-12 16:27:02.579000
JFK|John F. Kennedy Intl.|10:35p|3/12/2017|DXB|Dubai Intl.|11:59p|3/13/2017|17|24|1|935.26|USD|Delta|[u'DL', u'DL']|Amsterdam (Schiphol)|3|45|Layover|979968c7-5cf2-41f3-b168-45081e9115d8|6e68b7aaeb66d507780a1533c47a15ee|2017-02-12 16:27:02.579000
DXB|Dubai Intl.|7:55a|3/19/2017|JFK|John F. Kennedy Intl.|4:55p|3/19/2017|17|0|1|933.26|USD|KLM|[u'KL', u'KL']|Amsterdam (Schiphol)|1|10|Layover|979968c7-5cf2-41f3-b168-45081e9115d8|a803500cda3e7cdad2de4f7587d44e00|2017-02-12 16:27:02.579000
DXB|Dubai Intl.|2:40a|3/19/2017|JFK|John F. Kennedy Intl.|6:25p|3/19/2017|23|45|1|913.6600000000001|USD|Aeroflot-Russian Airlines|[u'SU', u'SU']|Moscow (SVO)|7|30|Layover|979968c7-5cf2-41f3-b168-45081e9115d8|6de9d300d1bd4f87049369fd76dba200|2017-02-12 16:27:02.579000
EWR|Liberty Intl.|11:05p|3/12/2017|DXB|Dubai Intl.|9:30p|3/13/2017|14|25|1|1284.46|USD||[u'UA', u'LX']|Zurich (ZRH)|0|45|Layover|979968c7-5cf2-41f3-b168-45081e9115d8|06cb388ef00ffa92da214cdbcb56a82a|2017-02-12 16:27:02.580000
JFK|John F. Kennedy Intl.|8:30a|3/12/2017|DXB|Dubai Intl.|8:35a|3/13/2017|16|5|1|10798.66|USD|Aer Lingus|[u'EI', u'EI']|London (LHR)|1|35|Layover|979968c7-5cf2-41f3-b168-45081e9115d8|6b5d4a19b6c975e18e39a5059b0fffb5|2017-02-12 16:27:02.580000
DXB|Dubai Intl.|4:35a|3/19/2017|JFK|John F. Kennedy Intl.|4:25p|3/19/2017|19|50|1|961.26|USD|Egyptair|[u'MS', u'MS']|Cairo (CAI)|3|45|Layover|979968c7-5cf2-41f3-b168-45081e9115d8|fb9522414cb8b124587f50c107822c33|2017-02-12 16:27:02.580000
JFK|John F. Kennedy Intl.|11:05a|3/12/2017|DXB|Dubai Intl.|12:10p|3/13/2017|17|5|1|734.96|USD|Qatar Airways|[u'QR', u'QR']|Doha (DOH)|3|40|Layover|979968c7-5cf2-41f3-b168-45081e9115d8|b59a2602e838fcf4e1e87319476469a5|2017-02-12 16:27:02.580000
DXB|Dubai Intl.|4:05a|3/19/2017|JFK|John F. Kennedy Intl.|2:45p|3/19/2017|18|40|1|599.26|USD|Ukraine International Airlines|[u'PS', u'PS']|Kiev (KBP)|2|0|Layover|979968c7-5cf2-41f3-b168-45081e9115d8|888c71a0d972048b79e4c15fb1c6dcf0|2017-02-12 16:27:02.580000
JFK|John F. Kennedy Intl.|6:50p|3/12/2017|DXB|Dubai Intl.|11:59p|3/13/2017|21|9|1|1099.96|USD|Delta|[u'DL', u'DL']|Amsterdam (Schiphol)|7|30|Layover|979968c7-5cf2-41f3-b168-45081e9115d8|1f74d8877035a74d2e3337cdae6cf499|2017-02-12 16:27:02.580000
JFK|John F. Kennedy Intl.|7:25p|3/12/2017|DWC|Al Maktoum Intl.|9:30p|3/13/2017|18|5|2|1052.1599999999999|USD|Qatar Airways|[u'QR', u'QR', u'QR']|London (LHR)|1|40|Layover|979968c7-5cf2-41f3-b168-45081e9115d8|bf20b5a421777d15d94449da275d9478|2017-02-12 16:27:02.580000
JFK|John F. Kennedy Intl.|10:20p|3/12/2017|DXB|Dubai Intl.|11:10p|3/13/2017|16|50|1|734.96|USD|Qatar Airways|[u'QR', u'QR']|Doha (DOH)|3|25|Layover|979968c7-5cf2-41f3-b168-45081e9115d8|f88dabed00509136706baabe262f8062|2017-02-12 16:27:02.580000
JFK|John F. Kennedy Intl.|5:50p|3/12/2017|DXB|Dubai Intl.|11:05a|3/14/2017|33|15|2|1174.56|USD|Qatar Airways|[u'QR', u'QR', u'QR']|Barcelona (Barcelona Intl.)|10|50|Layover|979968c7-5cf2-41f3-b168-45081e9115d8|dcbbbfc87effb7375b985688d1d6723c|2017-02-12 16:27:02.580000
JFK|John F. Kennedy Intl.|3:15p|3/12/2017|XNB|Dubai Bus Station|11:50p|3/13/2017|24|35|1|981.46|USD|Etihad Airways|[u'EY', u'EY']|Abu Dhabi (Abu Dhabi Intl.)|10|30|Layover|979968c7-5cf2-41f3-b168-45081e9115d8|a3d71a2d4940c1ca2b7c628da1ce1f96|2017-02-12 16:27:02.580000
DXB|Dubai Intl.|12:00p|3/19/2017|JFK|John F. Kennedy Intl.|12:15a|3/20/2017|20|15|1|690.49|USD|Virgin Atlantic|[u'VS', u'VS']|London (LHR)|3|55|Layover|979968c7-5cf2-41f3-b168-45081e9115d8|8dba8860cbb5ff790478795ab5a69195|2017-02-12 16:27:02.580000
JFK|John F. Kennedy Intl.|11:00p|3/12/2017|XNB|Dubai Bus Station|4:10a|3/14/2017|21|10|1|945.46|USD|Etihad Airways|[u'EY', u'EY']|Abu Dhabi (Abu Dhabi Intl.)|7|5|Layover|b1627a9c-b71f-488d-8acb-1fa9ee8c024c|a9e0c1fa16d0730025fb1e63b7d2e4ba|2017-02-12 16:27:15.328000
JFK|John F. Kennedy Intl.|7:25p|3/12/2017|DXB|Dubai Intl.|2:10a|3/14/2017|22|45|2|1002.16|USD|Qatar Airways|[u'QR', u'QR', u'QR']|London (LHR)|2|40|Layover|b1627a9c-b71f-488d-8acb-1fa9ee8c024c|5835310faeb2825e59e45565366767f0|2017-02-12 16:27:15.329000
EWR|Liberty Intl.|11:45p|3/12/2017|DXB|Dubai Intl.|11:50p|3/13/2017|16|5|1|780.26|USD|Emirates|[u'EK']|Athens (Eleftherios Venizelos)|2|5|Layover|b1627a9c-b71f-488d-8acb-1fa9ee8c024c|90c4249b8c159b8c578c84bf5dfc5ddd|2017-02-12 16:27:15.329000
DWC|Al Maktoum Intl.|11:05p|3/20/2017|JFK|John F. Kennedy Intl.|8:55a|3/21/2017|17|50|1|684.96|USD|Qatar Airways|[u'QR', u'QR']|Doha (DOH)|2|35|Layover|b1627a9c-b71f-488d-8acb-1fa9ee8c024c|fe1bfc08486bec81f62c4664cc3e6a31|2017-02-12 16:27:15.329000
DXB|Dubai Intl.|2:35a|3/20/2017|JFK|John F. Kennedy Intl.|12:50p|3/20/2017|18|15|1|602.86|USD|Turkish Airlines|[u'TK', u'TK']|Istanbul (Ataturk Intl.)|1|35|Layover|b1627a9c-b71f-488d-8acb-1fa9ee8c024c|cf9a7704ef28ae3667fddc1d25c721cf|2017-02-12 16:27:15.329000
JFK|John F. Kennedy Intl.|1:00p|3/12/2017|DXB|Dubai Intl.|5:00a|3/14/2017|32|0|1|5197.96|USD|Korean Air|[u'KE', u'KE']|Seoul (ICN)|7|25|Layover|b1627a9c-b71f-488d-8acb-1fa9ee8c024c|a531d6baefb26c83f1eb23ab6d199641|2017-02-12 16:27:15.329000
JFK|John F. Kennedy Intl.|5:35p|3/12/2017|DXB|Dubai Intl.|3:10a|3/14/2017|25|35|2|1152.1599999999999|USD|Qatar Airways|[u'QR', u'QR', u'QR']|Paris (CDG)|9|25|Layover|b1627a9c-b71f-488d-8acb-1fa9ee8c024c|07fb0ad4b8ee544a0803f3da2acaa978|2017-02-12 16:27:15.329000
EWR|Liberty Intl.|7:30p|3/12/2017|DXB|Dubai Intl.|1:15a|3/14/2017|21|45|1|4497.56|USD|TAP Portugal|[u'TP', u'TP']|Lisbon (LIS)|7|30|Layover|b1627a9c-b71f-488d-8acb-1fa9ee8c024c|93076bef7049a1e5a02dc052e89985d0|2017-02-12 16:27:15.329000
JFK|John F. Kennedy Intl.|10:10p|3/12/2017|DXB|Dubai Intl.|9:30p|3/13/2017|15|20|1|1248.46|USD|United|[u'UA', u'UA']|Zurich (ZRH)|1|35|Layover|b1627a9c-b71f-488d-8acb-1fa9ee8c024c|ae87ea9b68e11cc00a82df734c118474|2017-02-12 16:27:15.329000
JFK|John F. Kennedy Intl.|11:00p|3/12/2017|XNB|Dubai Bus Station|10:35p|3/13/2017|15|35|1|747.26|USD|Etihad Airways|[u'EY', u'EY']|Abu Dhabi (Abu Dhabi Intl.)|1|30|Layover|b1627a9c-b71f-488d-8acb-1fa9ee8c024c|ec1d1c927fb20d411e577d37d864ed85|2017-02-12 16:27:15.329000
EWR|Liberty Intl.|10:30p|3/12/2017|DXB|Dubai Intl.|11:30p|3/13/2017|17|0|1|2465.66|USD|British Airways|[u'BA', u'BA']|London (LHR)|3|10|Layover|b1627a9c-b71f-488d-8acb-1fa9ee8c024c|a351963f6b084be4b296c40cb6708962|2017-02-12 16:27:15.329000
JFK|John F. Kennedy Intl.|10:30p|3/12/2017|DXB|Dubai Intl.|11:30p|3/13/2017|17|0|1|10762.66|USD|Aer Lingus|[u'EI', u'EI']|London (LHR)|3|0|Layover|b1627a9c-b71f-488d-8acb-1fa9ee8c024c|1112910b8636f0d5fde9afda33db316e|2017-02-12 16:27:15.329000
JFK|John F. Kennedy Intl.|7:25p|3/12/2017|DXB|Dubai Intl.|11:10p|3/13/2017|19|45|2|1002.16|USD|Qatar Airways|[u'QR', u'QR', u'QR']|London (LHR)|1|40|Layover|b1627a9c-b71f-488d-8acb-1fa9ee8c024c|eb00fc5e195c88d6e658557670cc8876|2017-02-12 16:27:15.329000
JFK|John F. Kennedy Intl.|11:20p|3/12/2017|DXB|Dubai Intl.|10:45p|3/13/2017|15|25|1|1216.76|USD|Lufthansa|[u'LH', u'LH']|Frankfurt  (Frankfurt Intl.)|1|30|Layover|b1627a9c-b71f-488d-8acb-1fa9ee8c024c|1a23d9eb8a0e2f4a21f9978cdb961a76|2017-02-12 16:27:15.329000
JFK|John F. Kennedy Intl.|10:35p|3/12/2017|DXB|Dubai Intl.|11:59p|3/13/2017|17|24|1|649.26|USD|Delta|[u'DL', u'DL']|Amsterdam (Schiphol)|3|45|Layover|b1627a9c-b71f-488d-8acb-1fa9ee8c024c|6e68b7aaeb66d507780a1533c47a15ee|2017-02-12 16:27:15.329000
JFK|John F. Kennedy Intl.|5:35p|3/12/2017|DWC|Al Maktoum Intl.|4:35a|3/14/2017|27|0|2|1152.1599999999999|USD|Qatar Airways|[u'QR', u'QR', u'QR']|Paris (CDG)|9|25|Layover|b1627a9c-b71f-488d-8acb-1fa9ee8c024c|ad0498309ab4f900dbeba89871d4ce04|2017-02-12 16:27:15.329000
JFK|John F. Kennedy Intl.|5:50p|3/12/2017|DXB|Dubai Intl.|11:05a|3/14/2017|33|15|2|1138.56|USD|Qatar Airways|[u'QR', u'QR', u'QR']|Barcelona (Barcelona Intl.)|10|50|Layover|b1627a9c-b71f-488d-8acb-1fa9ee8c024c|dcbbbfc87effb7375b985688d1d6723c|2017-02-12 16:27:15.329000
EWR|Liberty Intl.|11:05p|3/12/2017|DXB|Dubai Intl.|9:30p|3/13/2017|14|25|1|1248.46|USD||[u'UA', u'LX']|Zurich (ZRH)|0|45|Layover|b1627a9c-b71f-488d-8acb-1fa9ee8c024c|06cb388ef00ffa92da214cdbcb56a82a|2017-02-12 16:27:15.329000
JFK|John F. Kennedy Intl.|8:30a|3/12/2017|DXB|Dubai Intl.|8:35a|3/13/2017|16|5|1|10762.66|USD|Aer Lingus|[u'EI', u'EI']|London (LHR)|1|35|Layover|b1627a9c-b71f-488d-8acb-1fa9ee8c024c|6b5d4a19b6c975e18e39a5059b0fffb5|2017-02-12 16:27:15.329000
JFK|John F. Kennedy Intl.|11:05a|3/12/2017|DXB|Dubai Intl.|12:10p|3/13/2017|17|5|1|684.96|USD|Qatar Airways|[u'QR', u'QR']|Doha (DOH)|3|40|Layover|b1627a9c-b71f-488d-8acb-1fa9ee8c024c|b59a2602e838fcf4e1e87319476469a5|2017-02-12 16:27:15.329000
JFK|John F. Kennedy Intl.|6:50p|3/12/2017|DXB|Dubai Intl.|11:59p|3/13/2017|21|9|1|649.26|USD|Delta|[u'DL', u'DL']|Amsterdam (Schiphol)|7|30|Layover|b1627a9c-b71f-488d-8acb-1fa9ee8c024c|1f74d8877035a74d2e3337cdae6cf499|2017-02-12 16:27:15.330000
DXB|Dubai Intl.|4:00p|3/20/2017|JFK|John F. Kennedy Intl.|11:30a|3/21/2017|27|30|1|589.66|USD|Saudi Arabian Airlines|[u'SV', u'SV']|Riyadh (RUH)|11|45|Layover|b1627a9c-b71f-488d-8acb-1fa9ee8c024c|839e1a57dfc8cd902853629cb6f68062|2017-02-12 16:27:15.330000
JFK|John F. Kennedy Intl.|7:25p|3/12/2017|DWC|Al Maktoum Intl.|9:30p|3/13/2017|18|5|2|1002.16|USD|Qatar Airways|[u'QR', u'QR', u'QR']|London (LHR)|1|40|Layover|b1627a9c-b71f-488d-8acb-1fa9ee8c024c|bf20b5a421777d15d94449da275d9478|2017-02-12 16:27:15.330000
JFK|John F. Kennedy Intl.|10:20p|3/12/2017|DXB|Dubai Intl.|11:10p|3/13/2017|16|50|1|684.96|USD|Qatar Airways|[u'QR', u'QR']|Doha (DOH)|3|25|Layover|b1627a9c-b71f-488d-8acb-1fa9ee8c024c|f88dabed00509136706baabe262f8062|2017-02-12 16:27:15.330000
DXB|Dubai Intl.|8:30a|3/20/2017|JFK|John F. Kennedy Intl.|7:00p|3/20/2017|18|30|1|948.66|USD||[u'QF', u'AA']|London (LHR)|2|5|Layover|b1627a9c-b71f-488d-8acb-1fa9ee8c024c|6991048a6f5a909895ddbc227c69103f|2017-02-12 16:27:15.330000
JFK|John F. Kennedy Intl.|3:15p|3/12/2017|XNB|Dubai Bus Station|11:50p|3/13/2017|24|35|1|945.46|USD|Etihad Airways|[u'EY', u'EY']|Abu Dhabi (Abu Dhabi Intl.)|10|30|Layover|b1627a9c-b71f-488d-8acb-1fa9ee8c024c|a3d71a2d4940c1ca2b7c628da1ce1f96|2017-02-12 16:27:15.330000
JFK|John F. Kennedy Intl.|11:00p|3/12/2017|XNB|Dubai Bus Station|4:10a|3/14/2017|21|10|1|945.46|USD|Etihad Airways|[u'EY', u'EY']|Abu Dhabi (Abu Dhabi Intl.)|7|5|Layover|b7516ba6-74d2-4f9b-99f3-396d121ea5a3|a9e0c1fa16d0730025fb1e63b7d2e4ba|2017-02-12 16:27:27.811000
DXB|Dubai Intl.|2:40a|3/21/2017|JFK|John F. Kennedy Intl.|1:25p|3/21/2017|18|45|1|945.46|USD|Aeroflot-Russian Airlines|[u'SU', u'SU']|Moscow (SVO)|2|55|Layover|b7516ba6-74d2-4f9b-99f3-396d121ea5a3|39e652ce4562988820c31b7d9d7f4580|2017-02-12 16:27:27.812000
XNB|Dubai Bus Station|4:45a|3/21/2017|JFK|John F. Kennedy Intl.|4:30p|3/21/2017|19|45|1|747.26|USD|Etihad Airways|[u'EY', u'EY']|Abu Dhabi (Abu Dhabi Intl.)|3|55|Layover|b7516ba6-74d2-4f9b-99f3-396d121ea5a3|8f4f88718704c0124d7136250e91ee2b|2017-02-12 16:27:27.812000
EWR|Liberty Intl.|11:45p|3/12/2017|DXB|Dubai Intl.|11:50p|3/13/2017|16|5|1|739.26|USD|Emirates|[u'EK']|Athens (Eleftherios Venizelos)|2|5|Layover|b7516ba6-74d2-4f9b-99f3-396d121ea5a3|90c4249b8c159b8c578c84bf5dfc5ddd|2017-02-12 16:27:27.812000
JFK|John F. Kennedy Intl.|6:50p|3/12/2017|DXB|Dubai Intl.|11:59p|3/13/2017|21|9|1|647.26|USD|KLM|[u'KL', u'KL']|Amsterdam (Schiphol)|7|30|Layover|b7516ba6-74d2-4f9b-99f3-396d121ea5a3|328dd79ce916302220405b59505a99fa|2017-02-12 16:27:27.812000
JFK|John F. Kennedy Intl.|1:00p|3/12/2017|DXB|Dubai Intl.|5:00a|3/14/2017|32|0|1|5197.96|USD|Korean Air|[u'KE', u'KE']|Seoul (ICN)|7|25|Layover|b7516ba6-74d2-4f9b-99f3-396d121ea5a3|a531d6baefb26c83f1eb23ab6d199641|2017-02-12 16:27:27.812000
JFK|John F. Kennedy Intl.|5:35p|3/12/2017|DXB|Dubai Intl.|3:10a|3/14/2017|25|35|2|1152.1599999999999|USD|Qatar Airways|[u'QR', u'QR', u'QR']|Paris (CDG)|9|25|Layover|b7516ba6-74d2-4f9b-99f3-396d121ea5a3|07fb0ad4b8ee544a0803f3da2acaa978|2017-02-12 16:27:27.812000
EWR|Liberty Intl.|7:30p|3/12/2017|DXB|Dubai Intl.|1:15a|3/14/2017|21|45|1|4497.56|USD|TAP Portugal|[u'TP', u'TP']|Lisbon (LIS)|7|30|Layover|b7516ba6-74d2-4f9b-99f3-396d121ea5a3|93076bef7049a1e5a02dc052e89985d0|2017-02-12 16:27:27.812000
JFK|John F. Kennedy Intl.|10:10p|3/12/2017|DXB|Dubai Intl.|9:30p|3/13/2017|15|20|1|1248.46|USD|United|[u'UA', u'UA']|Zurich (ZRH)|1|35|Layover|b7516ba6-74d2-4f9b-99f3-396d121ea5a3|ae87ea9b68e11cc00a82df734c118474|2017-02-12 16:27:27.812000
JFK|John F. Kennedy Intl.|11:00p|3/12/2017|XNB|Dubai Bus Station|10:35p|3/13/2017|15|35|1|747.26|USD|Etihad Airways|[u'EY', u'EY']|Abu Dhabi (Abu Dhabi Intl.)|1|30|Layover|b7516ba6-74d2-4f9b-99f3-396d121ea5a3|ec1d1c927fb20d411e577d37d864ed85|2017-02-12 16:27:27.812000
EWR|Liberty Intl.|10:30p|3/12/2017|DXB|Dubai Intl.|11:30p|3/13/2017|17|0|1|2465.66|USD|British Airways|[u'BA', u'BA']|London (LHR)|3|10|Layover|b7516ba6-74d2-4f9b-99f3-396d121ea5a3|a351963f6b084be4b296c40cb6708962|2017-02-12 16:27:27.812000
JFK|John F. Kennedy Intl.|10:30p|3/12/2017|DXB|Dubai Intl.|11:30p|3/13/2017|17|0|1|10762.66|USD|Aer Lingus|[u'EI', u'EI']|London (LHR)|3|0|Layover|b7516ba6-74d2-4f9b-99f3-396d121ea5a3|1112910b8636f0d5fde9afda33db316e|2017-02-12 16:27:27.812000
JFK|John F. Kennedy Intl.|7:25p|3/12/2017|DXB|Dubai Intl.|11:10p|3/13/2017|19|45|2|1002.16|USD|Qatar Airways|[u'QR', u'QR', u'QR']|London (LHR)|1|40|Layover|b7516ba6-74d2-4f9b-99f3-396d121ea5a3|eb00fc5e195c88d6e658557670cc8876|2017-02-12 16:27:27.812000
JFK|John F. Kennedy Intl.|11:20p|3/12/2017|DXB|Dubai Intl.|10:45p|3/13/2017|15|25|1|648.26|USD|Lufthansa|[u'LH', u'LH']|Frankfurt  (Frankfurt Intl.)|1|30|Layover|b7516ba6-74d2-4f9b-99f3-396d121ea5a3|1a23d9eb8a0e2f4a21f9978cdb961a76|2017-02-12 16:27:27.813000
JFK|John F. Kennedy Intl.|10:35p|3/12/2017|DXB|Dubai Intl.|11:59p|3/13/2017|17|24|1|649.26|USD|Delta|[u'DL', u'DL']|Amsterdam (Schiphol)|3|45|Layover|b7516ba6-74d2-4f9b-99f3-396d121ea5a3|6e68b7aaeb66d507780a1533c47a15ee|2017-02-12 16:27:27.813000
DXB|Dubai Intl.|2:15a|3/21/2017|EWR|Liberty Intl.|2:50p|3/21/2017|20|35|1|648.26|USD|Swiss International Air Lines|[u'LX', u'LX']|Zurich (ZRH)|3|55|Layover|b7516ba6-74d2-4f9b-99f3-396d121ea5a3|cd315114e0dcf148cf98e075fb74b84b|2017-02-12 16:27:27.813000
DXB|Dubai Intl.|1:30a|3/21/2017|JFK|John F. Kennedy Intl.|1:59p|3/21/2017|20|29|1|651.46|USD|Delta|[u'DL', u'DL']|Paris (CDG)|4|25|Layover|b7516ba6-74d2-4f9b-99f3-396d121ea5a3|25b57050f7aa9a255a4aa518211fbebf|2017-02-12 16:27:27.813000
JFK|John F. Kennedy Intl.|5:35p|3/12/2017|DWC|Al Maktoum Intl.|4:35a|3/14/2017|27|0|2|1152.1599999999999|USD|Qatar Airways|[u'QR', u'QR', u'QR']|Paris (CDG)|9|25|Layover|b7516ba6-74d2-4f9b-99f3-396d121ea5a3|ad0498309ab4f900dbeba89871d4ce04|2017-02-12 16:27:27.813000
JFK|John F. Kennedy Intl.|4:55p|3/12/2017|DXB|Dubai Intl.|10:45p|3/13/2017|21|50|1|641.26|USD|United|[u'UA', u'UA']|Frankfurt  (Frankfurt Intl.)|8|10|Layover|b7516ba6-74d2-4f9b-99f3-396d121ea5a3|b5cfbc02dee6d07fa9e8aab8254fab06|2017-02-12 16:27:27.813000
EWR|Liberty Intl.|11:05p|3/12/2017|DXB|Dubai Intl.|9:30p|3/13/2017|14|25|1|1248.46|USD||[u'UA', u'LX']|Zurich (ZRH)|0|45|Layover|b7516ba6-74d2-4f9b-99f3-396d121ea5a3|06cb388ef00ffa92da214cdbcb56a82a|2017-02-12 16:27:27.813000
JFK|John F. Kennedy Intl.|8:30a|3/12/2017|DXB|Dubai Intl.|8:35a|3/13/2017|16|5|1|10762.66|USD|Aer Lingus|[u'EI', u'EI']|London (LHR)|1|35|Layover|b7516ba6-74d2-4f9b-99f3-396d121ea5a3|6b5d4a19b6c975e18e39a5059b0fffb5|2017-02-12 16:27:27.813000
JFK|John F. Kennedy Intl.|11:05a|3/12/2017|DXB|Dubai Intl.|12:10p|3/13/2017|17|5|1|684.96|USD|Qatar Airways|[u'QR', u'QR']|Doha (DOH)|3|40|Layover|b7516ba6-74d2-4f9b-99f3-396d121ea5a3|b59a2602e838fcf4e1e87319476469a5|2017-02-12 16:27:27.813000
DXB|Dubai Intl.|1:55a|3/21/2017|JFK|John F. Kennedy Intl.|2:16p|3/21/2017|20|21|1|647.26|USD|KLM|[u'KL', u'KL']|Amsterdam (Schiphol)|4|20|Layover|b7516ba6-74d2-4f9b-99f3-396d121ea5a3|ee639054c424f6232f1326a46b939af5|2017-02-12 16:27:27.813000
