Year,Rank,Name,College,Conference,Games,XPM,XPA,XP_Per,FGM,FGA,FG_Per,Points
2009,55,Jason Olesnavage,Michigan,Big Ten,12,42,43,97.7,11,15,73.3,75
2009,56,Daniel Murray,Iowa,Big Ten,13,32,33,97,19,26,73.1,89
2009,57,Alex Tejada,Arkansas,SEC,13,58,59,98.3,16,22,72.7,106
2009,58,Nate Whitaker,Stanford,Pac-10,13,53,53,100,16,22,72.7,101
2009,59,Nate Whitaker,Stanford,Pac-10,13,53,53,100,16,22,72.7,101
2009,60,Matt Weller,Ohio,MAC,14,32,36,88.9,21,29,72.4,95
2009,61,Dan Bailey,Oklahoma State,Big 12,12,46,46,100,13,18,72.2,85
2009,62,Logan Barrett,Texas-El Paso,CUSA,12,39,41,95.1,13,18,72.2,78
2009,63,Kyle Brotzman,Boise State,WAC,14,63,64,98.4,18,25,72,117
2009,64,Nick Ferrara,Maryland,ACC,12,26,26,100,18,25,72,80
2009,65,Stefan Demos,Northwestern,Big Ten,13,34,36,94.4,18,25,72,88
2009,66,Dustin Rivest,Florida International,Sun Belt,12,33,33,100,10,14,71.4,63
2009,67,Mitch Payne,Brigham Young,MWC,13,59,61,96.7,10,14,71.4,89
2009,68,Brandon McManus,Temple,MAC,13,45,48,93.8,17,24,70.8,96
2009,69,Philip Welch,Wisconsin,Big Ten,13,47,49,95.9,17,24,70.8,98
2009,70,Dustin Hopkins,Florida State,ACC,13,40,44,90.9,19,27,70.4,97
2009,71,Aaron Pettrey,Ohio State,Big Ten,10,30,31,96.8,14,20,70,72
2009,72,Nick Cattoi,Central Florida,CUSA,13,31,33,93.9,14,20,70,73
2009,73,Scott Blair,Georgia Tech,ACC,14,45,46,97.8,14,20,70,87
2009,74,Ross Thevenot,Tulane,CUSA,12,22,23,95.7,9,13,69.2,49
2009,75,Eric Schwartz,South Florida,Big East,11,28,29,96.6,11,16,68.8,61
2009,76,Lones Seiber,Kentucky,SEC,13,40,41,97.6,11,16,68.8,73
2009,77,Matt Reagan,Memphis,CUSA,12,31,33,93.9,11,16,68.8,64
2009,78,Matt Szymanski,Southern Methodist,CUSA,13,47,48,97.9,11,16,68.8,80
2009,79,Matt Szymanski,Southern Methodist,CUSA,13,47,48,97.9,11,16,68.8,80
2009,80,Freddy Cortez,Kent State,MAC,12,24,26,92.3,13,19,68.4,63
2009,81,Jacob Branstetter,Kansas,Big 12,12,42,44,95.5,13,19,68.4,81
2009,82,Jacob Rogers,Cincinnati,Big East,13,63,65,96.9,13,19,68.4,102
2009,83,Trey Farquhar,Idaho,WAC,13,50,51,98,13,19,68.4,89
2009,84,Jake Rogers,Cincinnati,Big East,13,63,65,96.9,13,19,68.4,102
2009,85,Collin Wagner,Penn State,Big Ten,13,46,46,100,15,22,68.2,91
2009,86,Ben Hartman,East Carolina,CUSA,13,34,34,100,20,30,66.7,94
2009,87,Carson Wiggs,Purdue,Big Ten,12,40,41,97.6,14,21,66.7,82
2009,88,Josh Zahn,Alabama-Birmingham,CUSA,12,35,38,92.1,14,21,66.7,77
2009,89,Jeremy Knott,North Texas,Sun Belt,12,35,40,87.5,10,15,66.7,65
2009,90,John Potter,Western Michigan,MAC,12,36,38,94.7,10,15,66.7,66
2009,91,Ross Gornall,Florida Atlantic,Sun Belt,12,37,42,88.1,8,12,66.7,61
2009,92,Grant Mahoney,Iowa State,Big 12,13,26,30,86.7,13,20,65,65
2009,93,Jimmy Newman,Wake Forest,ACC,10,34,34,100,11,17,64.7,67
2009,94,Richard Jackson,Clemson,ACC,14,41,43,95.3,20,31,64.5,101
2009,95,San San Te,Rutgers,Big East,13,39,39,100,18,28,64.3,93
2009,96,Kyle Watson,Nevada-Las Vegas,MWC,12,37,37,100,9,14,64.3,64
2009,97,Randy Bullock,Texas A&M,Big 12,13,51,51,100,12,19,63.2,87
2009,98,Scott Enos,Hawaii,WAC,13,34,34,100,12,19,63.2,70
2009,99,Daniel Lincoln,Tennessee,SEC,9,33,34,97.1,10,16,62.5,63
2009,100,Chris Ulinski,Utah State,WAC,12,40,41,97.6,13,21,61.9,79
2009,101,James Aho,New Mexico,MWC,12,19,21,90.5,13,21,61.9,58
2009,102,Jerry Phillips,Bowling Green State,MAC,13,17,17,100,8,13,61.5,41
2009,103,Ryan Payne,Louisville,Big East,8,16,18,88.9,8,13,61.5,40
2009,104,Thomas Weber,Arizona State,Pac-10,8,19,20,95,8,13,61.5,43
2009,105,Dave Teggart,Connecticut,Big East,13,47,47,100,14,23,60.9,89
2009,106,Josh Cherry,Kansas State,Big 12,12,27,30,90,12,20,60,63
2009,107,Radi Jabour,Louisiana-Monroe,Sun Belt,12,35,38,92.1,12,20,60,71
2009,108,Kyle Hughes,New Mexico State,WAC,13,14,14,100,9,15,60,41
2009,109,Joe Carithers,Eastern Michigan,MAC,12,21,22,95.5,10,17,58.8,51
2009,110,Lane Yoshida,San Diego State,MWC,12,30,33,90.9,10,17,58.8,60
2009,111,Trevor Cook,Miami (OH),MAC,11,16,19,84.2,7,12,58.3,37
2009,112,Nick Freeland,Indiana,Big Ten,12,34,34,100,14,25,56,76
2009,113,Aric Goodman,Colorado,Big 12,12,31,32,96.9,10,18,55.6,61
2009,114,Aric Goodman,Colorado,Big 12,12,31,32,96.9,10,18,55.6,61
2009,115,Clark Fangmeier,Rice,CUSA,12,25,26,96.2,8,15,53.3,49
2009,116,Branko Rogovic,Akron,MAC,12,24,24,100,7,15,46.7,45
2010,1,Chris Hazley,Virginia Tech,ACC,14,53,56,94.6,21,22,95.5,116
2010,2,Alex Henery,Nebraska,Big 12,14,54,54,100,18,19,94.7,108
2010,3,David Ruffer,Notre Dame,Ind,13,37,40,92.5,18,19,94.7,91
2010,4,Ross Krautman,Syracuse,Big East,13,30,32,93.8,18,19,94.7,84
2010,5,Dan Conroy,Michigan State,Big Ten,12,45,46,97.8,14,15,93.3,87
2010,6,Jimmy Newman,Wake Forest,ACC,12,31,31,100,12,13,92.3,67
2010,7,Grant Ressel,Missouri,Big 12,13,45,47,95.7,17,19,89.5,96
2010,8,Nate Whitaker,Stanford,Pac-10,13,61,66,92.4,17,19,89.5,112
2010,9,Nate Whitaker,Stanford,Pac-10,13,61,66,92.4,17,19,89.5,112
2010,10,Bryson Rose,Mississippi,SEC,12,43,44,97.7,16,18,88.9,91
2010,11,Michael Barbour,East Carolina,CUSA,13,56,57,98.2,16,18,88.9,104
2010,12,Mike Barbour,East Carolina,CUSA,13,56,57,98.2,16,18,88.9,104
2010,13,Scott Blair,Georgia Tech,ACC,13,37,38,97.4,15,17,88.2,82
2010,14,Nate Freese,Boston College,ACC,13,24,25,96,22,25,88,90
2010,15,Will Snyderwine,Duke,ACC,12,32,32,100,21,24,87.5,95
2010,16,Dan Bailey,Oklahoma State,Big 12,13,68,70,97.1,27,31,87.1,149
2010,17,Blair Walsh,Georgia,SEC,13,46,47,97.9,20,23,87,106
2010,18,Zach Olen,North Texas,Sun Belt,9,21,23,91.3,13,15,86.7,60
2010,19,Casey Barth,North Carolina,ACC,13,38,38,100,19,22,86.4,95
2010,20,Justin Tucker,Texas,Big 12,12,27,27,100,23,27,85.2,96
2010,21,Jack Griffin,Florida International,Sun Belt,13,45,45,100,17,20,85,96
2010,22,Ross Evans,Texas Christian,MWC,13,68,73,93.2,11,13,84.6,101
2010,23,Mitch Ewald,Indiana,Big Ten,12,33,33,100,16,19,84.2,81
2010,24,Tyler Stampler,New Mexico State,WAC,12,18,19,94.7,16,19,84.2,66
2010,25,Zach Hocker,Arkansas,SEC,13,56,56,100,16,19,84.2,104
2010,26,Danny Hrapmann,Southern Mississippi,CUSA,13,55,55,100,26,31,83.9,133
2010,27,Devin Barclay,Ohio State,Big Ten,13,62,62,100,20,24,83.3,122
2010,28,John Potter,Western Michigan,MAC,12,50,50,100,10,12,83.3,80
2010,29,Derek Dimke,Illinois,Big Ten,13,43,43,100,24,29,82.8,115
2010,30,Jimmy Stevens,Oklahoma,Big 12,12,53,53,100,19,23,82.6,110
2010,31,Josh Jasper,Louisiana State,SEC,13,36,37,97.3,28,34,82.4,120
2010,32,Ian McGarvey,Ball State,MAC,11,29,30,96.7,14,17,82.4,71
2010,33,Matt Hogan,Houston,CUSA,12,54,58,93.1,14,17,82.4,96
2010,34,Mike Meyer,Iowa,Big Ten,13,31,33,93.9,14,17,82.4,73
2010,35,Cairo Santos,Tulane,CUSA,12,32,33,97,13,16,81.3,71
2010,36,Maikon Bonani,South Florida,Big East,13,18,19,94.7,17,21,81,69
2010,37,Mitch Payne,Brigham Young,MWC,13,37,39,94.9,17,21,81,88
2010,38,Scott Enos,Hawaii,WAC,14,71,71,100,17,21,81,122
2010,39,Kevin Goessling,Fresno State,WAC,13,42,44,95.5,21,26,80.8,105
2010,40,Dave Teggart,Connecticut,Big East,13,36,36,100,25,31,80.6,111
2010,41,Collin Wagner,Penn State,Big Ten,13,34,34,100,20,25,80,94
2010,42,Carson Wiggs,Purdue,Big Ten,12,27,27,100,15,19,78.9,72
2010,43,Dustin Hopkins,Florida State,ACC,14,53,53,100,22,28,78.6,119
2010,44,Jacob Rogers,Cincinnati,Big East,12,38,40,95,11,14,78.6,71
2010,45,Matt Weller,Ohio,MAC,13,40,44,90.9,11,14,78.6,73
2010,46,Jake Rogers,Cincinnati,Big East,12,38,40,95,11,14,78.6,71
2010,47,Chris Philpott,Louisville,Big East,13,41,43,95.3,14,18,77.8,83
2010,48,Matt Nelson,Louisiana Tech,WAC,12,37,40,92.5,14,18,77.8,79
2010,49,Paulo Henriques,Memphis,CUSA,12,17,18,94.4,14,18,77.8,59
2010,50,Travis Baltz,Maryland,ACC,13,53,54,98.1,14,18,77.8,95
2010,51,Abel Perez,San Diego State,MWC,13,54,56,96.4,17,22,77.3,105
2010,52,Michael Taylor,Troy,Sun Belt,13,50,53,94.3,17,22,77.3,101
2010,53,Philip Welch,Wisconsin,Big Ten,13,67,67,100,17,22,77.3,118
2010,54,Wes Byrum,Auburn,SEC,14,72,73,98.6,17,22,77.3,123
2010,55,Abelardo Perez,San Diego State,MWC,13,54,56,96.4,17,22,77.3,105
2010,56,Josh Czajkowski,North Carolina State,ACC,12,42,43,97.7,20,26,76.9,102
2010,57,Rob Beard,Oregon,Pac-10,12,63,64,98.4,10,13,76.9,93
2010,58,Joe Phillips,Utah,MWC,13,55,56,98.2,13,17,76.5,94
2010,59,Matt Bosher,Miami (FL),ACC,13,37,40,92.5,13,17,76.5,76
2010,60,Randy Bullock,Texas A&M,Big 12,13,50,50,100,16,21,76.2,98
2010,61,Jeremy Shelley,Alabama,SEC,13,50,51,98,12,16,75,86
2010,62,David Harman,Central Michigan,MAC,10,23,26,88.5,9,12,75,50
2010,63,Alex Zendejas,Arizona,Pac-10,13,41,46,89.1,14,19,73.7,83
2010,64,Anthony Martinez,Nevada,WAC,14,76,77,98.7,11,15,73.3,109
2010,65,Craig McIntosh,Kentucky,SEC,12,34,35,97.1,11,15,73.3,67
2010,66,Ben Deline,Colorado State,MWC,12,18,21,85.7,16,22,72.7,66
2010,67,Kai Forbath,UCLA,Pac-10,12,27,27,100,13,18,72.2,66
2010,68,Dan Hutchins,Pittsburgh,Big East,13,40,40,100,18,25,72,94
2010,69,Trey Farquhar,Idaho,WAC,13,40,41,97.6,18,25,72,94
2010,70,Robert Randolph,Virginia,ACC,12,37,37,100,10,14,71.4,67
2010,71,Spencer Lanning,South Carolina,SEC,14,51,54,94.4,17,24,70.8,102
2010,72,Thomas Weber,Arizona State,Pac-10,12,42,45,93.3,17,24,70.8,93
2010,73,Aaron Jones,Baylor,Big 12,13,46,47,97.9,19,27,70.4,103
2010,74,San San Te,Rutgers,Big East,12,26,26,100,14,20,70,68
2010,75,Kyle Brotzman,Boise State,WAC,12,59,61,96.7,16,23,69.6,107
2010,76,Stefan Demos,Northwestern,Big Ten,13,34,38,89.5,16,23,69.6,82
2010,77,Trevor Cook,Miami (OH),MAC,12,25,27,92.6,16,23,69.6,73
2010,78,Giorgio Tavecchio,California,Pac-10,12,37,39,94.9,11,16,68.8,70
2010,79,Alex Carlton,Army,Ind,13,41,42,97.6,15,22,68.2,86
2010,80,Kevin Fitzpatrick,Tulsa,CUSA,13,63,64,98.4,16,24,66.7,111
2010,81,Aric Goodman,Colorado,Big 12,12,32,33,97,10,15,66.7,62
2010,82,Peter Caldwell,Utah State,WAC,10,28,28,100,10,15,66.7,58
2010,83,Aric Goodman,Colorado,Big 12,12,32,33,97,10,15,66.7,62
2010,84,Justin Kahut,Oregon State,Pac-10,12,35,37,94.6,8,12,66.7,59
2010,85,Brandon McManus,Temple,MAC,12,31,32,96.9,13,20,65,70
2010,86,Erik Folk,Washington,Pac-10,13,33,33,100,13,20,65,72
2010,87,Chris Boswell,Rice,CUSA,12,41,44,93.2,11,17,64.7,74
2010,88,Eric Ellestad,Minnesota,Big Ten,12,31,32,96.9,11,17,64.7,64
2010,89,Freddy Cortez,Kent State,MAC,12,31,31,100,11,17,64.7,64
2010,90,Igor Iveljic,Akron,MAC,12,17,21,81,9,14,64.3,44
2010,91,Chandler Catanzaro,Clemson,ACC,13,34,34,100,14,22,63.6,76
2010,92,Harrison Waid,San Jose State,WAC,13,21,22,95.5,14,22,63.6,63
2010,93,Michael Cklamovski,Northern Illinois,MAC,14,55,61,90.2,17,27,63,106
2010,94,Joe Houston,Southern California,Pac-10,13,43,43,100,10,16,62.5,73
2010,95,Ross Gornall,Florida Atlantic,Sun Belt,12,22,24,91.7,8,13,61.5,46
2010,96,Ryan Fowler,Vanderbilt,SEC,11,23,24,95.8,8,13,61.5,47
2010,97,Dakota Warren,Texas-El Paso,CUSA,13,42,42,100,12,20,60,78
2010,98,Tyler Bitancurt,West Virginia,Big East,13,41,41,100,10,17,58.8,71
2010,99,Nick Cattoi,Central Florida,CUSA,14,47,50,94,11,19,57.9,80
2010,100,Jacob Branstetter,Kansas,Big 12,12,25,26,96.2,8,14,57.1,49
2010,101,Grant Mahoney,Iowa State,Big 12,12,32,33,97,8,17,47.1,56
2010,102,Bobby Zalud,Arkansas State,Sun Belt,12,27,29,93.1,6,13,46.2,45
2010,103,Josh Zahn,Alabama-Birmingham,CUSA,12,37,38,97.4,7,17,41.2,58
2010,104,Casey Tinius,Western Kentucky,Sun Belt,11,28,31,90.3,6,15,40,46
2011,1,Brett Baer,Louisiana-Lafayette,Sun Belt,13,46,50,92,18,20,90,100
2011,2,Drew Alleman,Louisiana State,SEC,13,62,63,98.4,16,18,88.9,110
2011,3,Andre Heidari,Southern California,Pac-12,12,50,50,100,15,17,88.2,95
2011,4,Quinn Sharp,Oklahoma State,Big 12,13,79,80,98.8,22,25,88,145
2011,5,Randy Bullock,Texas A&M,Big 12,13,55,57,96.5,29,33,87.9,142
2011,6,Mike Hunnicutt,Oklahoma,Big 12,12,55,56,98.2,21,24,87.5,118
2011,7,Michael Hunnicutt,Oklahoma,Big 12,12,55,56,98.2,21,24,87.5,118
2011,8,Andrew Furney,Washington State,Pac-12,12,39,41,95.1,14,16,87.5,81
2011,9,Giorgio Tavecchio,California,Pac-12,13,36,42,85.7,20,23,87,96
2011,10,Craig McIntosh,Kentucky,SEC,11,20,21,95.2,12,14,85.7,56
2011,11,Jack Griffin,Florida International,Sun Belt,13,37,37,100,22,26,84.6,103
2011,12,Caleb Sturgis,Florida,SEC,12,31,31,100,22,26,84.6,97
2011,13,Ty Long,Alabama-Birmingham,CUSA,12,24,25,96,16,19,84.2,72
2011,14,Drew Basil,Ohio State,Big Ten,13,36,37,97.3,16,19,84.2,84
2011,15,Kevin Fitzpatrick,Tulsa,CUSA,13,51,53,96.2,15,18,83.3,96
2011,16,Parker Herrington,Air Force,MWC,13,45,48,93.8,15,18,83.3,90
2011,17,Brett Maher,Nebraska,Big Ten,13,43,44,97.7,19,23,82.6,100
2011,18,Cody Journell,Virginia Tech,ACC,12,43,44,97.7,14,17,82.4,85
2011,19,Ross Evans,Texas Christian,MWC,13,61,64,95.3,14,17,82.4,103
2011,20,Anthony Fera,Penn State,Big Ten,12,20,20,100,14,17,82.4,62
2011,21,Chandler Catanzaro,Clemson,ACC,14,52,53,98.1,22,27,81.5,118
2011,22,Dustin Hopkins,Florida State,ACC,13,44,44,100,22,27,81.5,110
2011,23,David Harman,Central Michigan,MAC,12,32,32,100,13,16,81.3,71
2011,24,Mitch Ewald,Indiana,Big Ten,12,30,30,100,13,16,81.3,69
2011,25,Justin Tucker,Texas,Big 12,13,44,44,100,17,21,81,95
2011,26,Chris Boswell,Rice,CUSA,12,31,32,96.9,17,21,81,82
2011,27,Tyler Warner,Marshall,CUSA,12,32,32,100,12,15,80,68
2011,28,Ross Krautman,Syracuse,Big East,12,33,34,97.1,15,19,78.9,78
2011,29,Dave Teggart,Connecticut,Big East,12,29,30,96.7,22,28,78.6,95
2011,30,Jake Wieclaw,Miami (FL),ACC,12,39,39,100,11,14,78.6,72
2011,31,Brian Davis,Arkansas State,Sun Belt,13,44,47,93.6,18,23,78.3,98
2011,32,Jeremy Shelley,Alabama,SEC,13,52,54,96.3,21,27,77.8,115
2011,33,Zach Hocker,Arkansas,SEC,13,55,57,96.5,21,27,77.8,118
2011,34,Donnie Carona,Texas Tech,Big 12,12,50,50,100,14,18,77.8,92
2011,35,Jimmy Newman,Wake Forest,ACC,13,39,41,95.1,17,22,77.3,90
2011,36,Ryan Casano,Toledo,MAC,13,66,67,98.5,10,13,76.9,96
2011,37,Brendan Gibbons,Michigan,Big Ten,13,54,55,98.2,13,17,76.5,93
2011,38,Freddy Cortez,Kent State,MAC,12,18,23,78.3,13,17,76.5,57
2011,39,Matt Hogan,Houston,CUSA,14,91,92,98.9,13,17,76.5,130
2011,40,Carson Wiggs,Purdue,Big Ten,13,39,40,97.5,19,25,76,96
2011,41,Steven Schott,Ball State,MAC,12,37,37,100,15,20,75,82
2011,42,Dan Conroy,Michigan State,Big Ten,14,48,48,100,17,23,73.9,99
2011,43,Anthony Cantele,Kansas State,Big 12,13,48,49,98,17,23,73.9,99
2011,44,Matt Weller,Ohio,MAC,14,48,49,98,25,34,73.5,123
2011,45,Maikon Bonani,South Florida,Big East,12,42,42,100,19,26,73.1,99
2011,46,John Potter,Western Michigan,MAC,13,57,57,100,16,22,72.7,105
2011,47,Tyler Bitancurt,West Virginia,Big East,13,61,63,96.8,16,22,72.7,109
2011,48,Brandon McManus,Temple,MAC,13,50,50,100,16,22,72.7,98
2011,49,Cody Parkey,Auburn,SEC,13,41,42,97.6,13,18,72.2,80
2011,50,Jens Alvernik,San Jose State,WAC,9,26,26,100,18,25,72,80
2011,51,Coleman Petersen,Utah,Pac-12,13,37,38,97.4,18,25,72,91
2011,52,Mathew Sims,Northern Illinois,MAC,14,64,66,97,20,28,71.4,124
2011,53,Matt Nelson,Louisiana Tech,WAC,13,46,48,95.8,15,21,71.4,91
2011,54,Michael Barbour,East Carolina,CUSA,12,39,40,97.5,12,17,70.6,75
2011,55,Mike Barbour,East Carolina,CUSA,12,39,40,97.5,12,17,70.6,75
2011,56,Mike Meyer,Iowa,Big Ten,13,44,44,100,14,20,70,86
2011,57,Robert Randolph,Virginia,ACC,13,32,32,100,16,23,69.6,80
2011,58,Erik Folk,Washington,Pac-12,13,56,56,100,11,16,68.8,89
2011,59,Will Oliver,Colorado,Pac-12,12,29,31,93.5,11,16,68.8,62
2011,60,Zach Guyer,Iowa State,Big 12,12,29,31,93.5,11,16,68.8,62
2011,61,Niklas Sade,North Carolina State,ACC,13,46,47,97.9,11,16,68.8,79
2011,62,Jordan Williamson,Stanford,Pac-12,10,54,56,96.4,13,19,68.4,93
2011,63,Trevor Romaine,Oregon State,Pac-12,12,27,28,96.4,15,22,68.2,72
2011,64,Alex Garoutte,Arizona State,Pac-12,13,52,53,98.1,15,22,68.2,97
2011,65,Tony Miliano,Cincinnati,Big East,13,47,50,94,17,25,68,98
2011,66,Kevin Harper,Pittsburgh,Big East,13,32,33,97,21,31,67.7,95
2011,67,Danny Hrapmann,Southern Mississippi,CUSA,14,61,62,98.4,23,34,67.6,130
2011,68,Kody Fulkerson,Eastern Michigan,MAC,12,27,30,90,14,21,66.7,69
2011,69,Derek Depasquale,Mississippi State,SEC,13,36,37,97.3,12,18,66.7,72
2011,70,Chris Philpott,Louisville,Big East,13,33,35,94.3,12,18,66.7,69
2011,71,Nick Cattoi,Central Florida,CUSA,12,21,21,100,10,15,66.7,51
2011,72,Jon Teague,Navy,Ind,12,42,46,91.3,10,15,66.7,72
2011,73,Trey Farquhar,Idaho,WAC,12,23,24,95.8,10,15,66.7,53
2011,74,John Bonano,Arizona,Pac-12,12,24,24,100,8,12,66.7,48
2011,75,Justin Moore,Georgia Tech,ACC,13,56,56,100,11,17,64.7,89
2011,76,San San,Rutgers,Big East,13,37,38,97.4,20,31,64.5,97
2011,77,San San Te,Rutgers,Big East,13,37,38,97.4,20,31,64.5,97
2011,78,Nolan Kohorst,Nevada-Las Vegas,MWC,12,24,24,100,9,14,64.3,51
2011,79,Michael Palardy,Tennessee,SEC,11,25,26,96.2,9,14,64.3,52
2011,80,David Ruffer,Notre Dame,Ind,13,47,47,100,10,16,62.5,77
2011,81,Nate Freese,Boston College,ACC,12,26,27,96.3,10,16,62.5,56
2011,82,Cairo Santos,Tulane,CUSA,13,33,34,97.1,11,18,61.1,66
2011,83,Blair Walsh,Georgia,SEC,14,46,46,100,21,35,60,109
2011,84,Justin Sorensen,Brigham Young,Ind,13,48,48,100,15,25,60,93
2011,85,Nick Ferrara,Maryland,ACC,12,27,28,96.4,12,20,60,63
2011,86,Dakota Warren,Texas-El Paso,CUSA,11,32,34,94.1,13,22,59.1,71
2011,87,Aaron Jones,Baylor,Big 12,13,75,78,96.2,10,17,58.8,105
2011,88,Kevin Goessling,Fresno State,WAC,13,47,47,100,10,17,58.8,77
2011,89,Michael Taylor,Troy,Sun Belt,12,29,33,87.9,8,14,57.1,53
2011,90,Alan Gendreau,Middle Tennessee State,Sun Belt,12,31,32,96.9,8,14,57.1,55
2011,91,Grant Ressel,Missouri,Big 12,7,30,30,100,9,16,56.3,57
2011,92,Paulo Henriques,Memphis,CUSA,12,21,25,84,8,15,53.3,45
2011,93,Zach Olen,North Texas,Sun Belt,12,32,33,97,8,16,50,56
2011,94,James Aho,New Mexico,MWC,10,18,18,100,6,12,50,36
2011,95,Will Snyderwine,Duke,ACC,11,28,28,100,8,17,47.1,52
2011,96,Justin Manton,Louisiana-Monroe,Sun Belt,12,34,36,94.4,6,14,42.9,52
2011,97,Abelardo Perez,San Diego State,MWC,13,47,49,95.9,6,15,40,65
2011,98,Casey Tinius,Western Kentucky,Sun Belt,9,13,13,100,3,13,23.1,22
2012,1,Cairo Santos,Tulane,CUSA,12,26,27,96.3,21,21,100,89
2012,2,Austin Lopez,San Jose State,WAC,13,54,57,94.7,17,17,100,105
2012,3,Jeff Budzien,Northwestern,Big Ten,13,50,50,100,19,20,95,107
2012,4,Chandler Catanzaro,Clemson,ACC,13,57,59,96.6,18,19,94.7,111
2012,5,Nate Freese,Boston College,ACC,12,24,24,100,18,20,90,78
2012,6,Brendan Gibbons,Michigan,Big Ten,13,45,45,100,16,18,88.9,93
2012,7,Trevor Romaine,Oregon State,Pac-12,13,51,54,94.4,16,18,88.9,99
2012,8,Ross Martin,Duke,ACC,13,46,47,97.9,20,23,87,106
2012,9,Brett Baer,Louisiana-Lafayette,Sun Belt,13,53,56,94.6,20,23,87,113
2012,10,Caleb Sturgis,Florida,SEC,13,34,35,97.1,24,28,85.7,106
2012,11,Nolan Kohorst,Nevada-Las Vegas,MWC,13,32,33,97,12,14,85.7,68
2012,12,Dustin Hopkins,Florida State,ACC,14,65,66,98.5,25,30,83.3,140
2012,13,Carey Spear,Vanderbilt,SEC,13,27,27,100,20,24,83.3,87
2012,14,Kaleb Patterson,Miami (OH),MAC,12,23,25,92,15,18,83.3,68
2012,15,Jeremiah Detmer,Toledo,MAC,13,44,47,93.6,24,29,82.8,116
2012,16,Anthony Cantele,Kansas State,Big 12,13,64,64,100,19,23,82.6,121
2012,17,Quinn Sharp,Oklahoma State,Big 12,13,72,72,100,28,34,82.4,156
2012,18,Ty Long,Alabama-Birmingham,CUSA,12,39,41,95.1,14,17,82.4,81
2012,19,Brandon McManus,Temple,Big East,11,32,33,97,14,17,82.4,74
2012,20,Justin Haig,Marshall,CUSA,12,60,60,100,13,16,81.3,99
2012,21,Michael Hunnicutt,Oklahoma,Big 12,13,57,59,96.6,17,21,81,108
2012,22,Brian Davis,Arkansas State,Sun Belt,13,53,56,94.6,17,21,81,104
2012,23,Mike Meyer,Iowa,Big Ten,12,25,25,100,17,21,81,76
2012,24,Will Scott,Troy,Sun Belt,12,40,42,95.2,17,21,81,91
2012,25,Mike Hunnicutt,Oklahoma,Big 12,13,57,59,96.6,17,21,81,108
2012,26,Matt Hogan,Houston,CUSA,12,45,45,100,20,25,80,105
2012,27,Cody Journell,Virginia Tech,ACC,13,34,36,94.4,20,25,80,94
2012,28,Quentin Breshears,Fresno State,MWC,13,57,63,90.5,12,15,80,93
2012,29,Chris Boswell,Rice,CUSA,13,45,47,95.7,23,29,79.3,114
2012,30,Casey Barth,North Carolina,ACC,10,44,44,100,15,19,78.9,89
2012,31,Mathew Sims,Northern Illinois,MAC,14,67,68,98.5,15,19,78.9,112
2012,32,Cody Parkey,Auburn,SEC,12,27,27,100,11,14,78.6,60
2012,33,Maikon Bonani,South Florida,Big East,12,21,23,91.3,18,23,78.3,75
2012,34,Steven Schott,Ball State,MAC,13,50,51,98,25,32,78.1,125
2012,35,Tony Miliano,Cincinnati,Big East,13,51,53,96.2,17,22,77.3,102
2012,36,Carlos Lopez,Middle Tennessee State,Sun Belt,12,36,36,100,17,22,77.3,87
2012,37,Sean Ianno,Texas-San Antonio,WAC,6,21,21,100,10,13,76.9,51
2012,38,Nick Diaz,Utah State,WAC,7,40,40,100,10,13,76.9,70
2012,39,Garrett Schwettman,Western Kentucky,Sun Belt,12,42,43,97.7,10,13,76.9,72
2012,40,John Wallace,Louisville,Big East,12,38,42,90.5,16,21,76.2,86
2012,41,Freddy Cortez,Kent State,MAC,14,58,58,100,19,25,76,115
2012,42,Trey Farquhar,Idaho,WAC,12,19,19,100,19,25,76,76
2012,43,Jake Wieclaw,Miami (FL),ACC,12,42,42,100,19,25,76,99
2012,44,Mitch Ewald,Indiana,Big Ten,12,42,43,97.7,15,20,75,87
2012,45,Michael Frisina,Boise State,MWC,13,42,44,95.5,15,20,75,87
2012,46,Warren Harvey,East Carolina,CUSA,13,50,50,100,15,20,75,95
2012,47,David Harman,Central Michigan,MAC,13,43,44,97.7,15,20,75,88
2012,48,Robert Stein,Akron,MAC,12,38,39,97.4,9,12,75,65
2012,49,Michael Palardy,Tennessee,SEC,12,37,40,92.5,9,12,75,64
2012,50,Kyle Brindza,Notre Dame,Ind,13,28,29,96.6,23,31,74.2,97
2012,51,Matt Weller,Ohio,MAC,13,49,49,100,23,31,74.2,118
2012,52,Kevin Harper,Pittsburgh,Big East,13,40,40,100,20,27,74.1,100
2012,53,Michel Chapuseaux,South Alabama,Sun Belt,13,24,24,100,20,27,74.1,84
2012,54,Brett Maher,Nebraska,Big Ten,14,59,59,100,20,27,74.1,119
2012,55,Jaden Oberkrom,Texas Christian,Big 12,13,42,42,100,22,30,73.3,108
2012,56,Patrick Clarke,Buffalo,MAC,12,28,29,96.6,11,15,73.3,61
2012,57,Ka'Imi Fairbairn,UCLA,Pac-12,14,56,59,94.9,16,22,72.7,104
2012,58,Drew Alleman,Louisiana State,SEC,13,44,44,100,21,29,72.4,107
2012,59,Dan Conroy,Michigan State,Big Ten,13,25,25,100,23,32,71.9,94
2012,60,Chance Marden,San Diego State,MWC,12,51,52,98.1,10,14,71.4,81
