,X_value,Y_value,Z_value,classification
2017-03-19 10:10:11.170,-29.19246,-11.72247,-16.15434,W
2017-03-19 10:10:11.239,-23.19246,5.77753,-28.46684,W
2017-03-19 10:10:11.319,-34.37996,9.90253,-7.59184,W
2017-03-19 10:14:38.286,-10.89692,-11.47213,-55.77777,W
2017-03-19 10:14:38.358,-14.64692,-8.84713,-54.96527,W
2017-03-19 10:14:38.445,-16.45942,-8.84713,-53.77777,W
2017-03-19 10:14:38.523,-18.70942,-6.59713,-52.52777,W
2017-03-19 10:14:38.607,-21.70942,-6.97213,-50.09027,W
2017-03-19 10:14:38.678,-22.39692,-7.34713,-50.52777,W
2017-03-19 10:14:38.763,-21.33442,-9.22213,-50.90277,W
2017-03-19 10:14:38.841,-21.70942,-9.59713,-50.90277,W
2017-03-19 10:14:38.920,-19.83442,-8.47213,-52.09027,W
2017-03-19 10:14:38.999,-18.33442,-9.97213,-53.34027,W
2017-03-19 10:14:39.088,-17.95942,-12.15963,-52.52777,W
2017-03-19 10:14:39.158,-20.58442,-17.03463,-53.34027,W
2017-03-19 10:14:39.240,-20.20942,-19.97213,-53.71527,W
2017-03-19 10:14:39.316,-20.95942,-19.59713,-52.09027,W
2017-03-19 10:14:39.398,-21.33442,-16.28463,-52.90277,W
2017-03-19 10:14:39.480,-17.58442,-11.47213,-52.09027,W
2017-03-19 10:14:39.563,-17.20942,-7.34713,-52.90277,W
2017-03-19 10:14:39.641,-14.95942,-6.22213,-51.27777,W
2017-03-19 10:14:39.717,-14.27192,-5.47213,-52.15277,W
2017-03-19 10:14:39.796,-16.08442,-8.47213,-52.90277,W
2017-03-19 10:14:39.877,-15.33442,-12.90963,-53.71527,W
2017-03-19 10:14:39.954,-18.33442,-14.40963,-52.52777,W
2017-03-19 10:14:40.034,-18.33442,-15.90963,-52.09027,W
2017-03-19 10:14:40.114,-20.95942,-14.03463,-52.52777,W
2017-03-19 10:14:40.194,-20.20942,-14.78463,-51.27777,W
2017-03-19 10:14:40.272,-19.83442,-14.03463,-52.52777,W
2017-03-19 10:14:40.367,-19.83442,-14.78463,-51.71527,W
2017-03-19 10:14:40.430,-19.45942,-13.28463,-53.34027,W
2017-03-19 10:14:40.509,-19.45942,-11.40963,-52.09027,W
2017-03-19 10:14:40.588,-19.45942,-9.59713,-52.52777,W
2017-03-19 10:14:40.674,-15.70942,-11.40963,-52.52777,W
2017-03-19 10:14:40.745,-13.14692,-15.53463,-54.52777,W
2017-03-19 10:14:40.826,-11.64692,-17.40963,-53.71527,W
2017-03-19 10:14:40.904,-13.14692,-19.59713,-54.96527,W
2017-03-19 10:14:40.988,-19.83442,-19.22213,-53.71527,W
2017-03-19 10:14:41.063,-21.70942,-16.28463,-53.34027,W
2017-03-19 10:14:41.143,-22.77192,-14.40963,-52.09027,W
2017-03-19 10:14:41.222,-20.58442,-15.53463,-51.27777,W
2017-03-19 10:14:41.304,-21.33442,-15.90963,-51.34027,W
2017-03-19 10:14:41.381,-20.20942,-14.78463,-52.09027,W
2017-03-19 10:14:41.463,-21.33442,-15.15963,-50.90277,W
2017-03-19 10:14:41.540,-18.70942,-14.03463,-52.52777,W
2017-03-19 10:14:41.627,-18.70942,-14.40963,-53.34027,W
2017-03-19 10:14:41.698,-18.70942,-13.28463,-52.52777,W
2017-03-19 10:14:41.780,-18.33442,-12.53463,-52.09027,W
2017-03-19 10:14:41.857,-17.95942,-12.15963,-53.34027,W
2017-03-19 10:14:41.939,-17.58442,-15.90963,-52.90277,W
2017-03-19 10:14:42.016,-16.08442,-15.53463,-53.34027,W
2017-03-19 10:14:42.096,-14.27192,-16.65963,-53.34027,W
2017-03-19 10:14:42.175,-14.95942,-17.40963,-53.71527,W
2017-03-19 10:14:42.258,-14.95942,-16.28463,-53.34027,W
2017-03-19 10:14:42.334,-13.14692,-17.03463,-53.34027,W
2017-03-19 10:14:42.420,-15.70942,-17.03463,-52.15277,W
2017-03-19 10:14:42.494,-14.95942,-17.03463,-53.34027,W
2017-03-19 10:14:42.580,-13.89692,-17.40963,-54.15277,W
2017-03-19 10:14:42.652,-15.70942,-17.40963,-53.34027,W
2017-03-19 10:14:42.737,-17.58442,-17.78463,-51.71527,W
2017-03-19 10:14:42.810,-18.70942,-16.28463,-52.09027,W
2017-03-19 10:14:42.896,-20.58442,-15.53463,-51.71527,W
2017-03-19 10:14:42.969,-18.33442,-14.78463,-52.09027,W
2017-03-19 10:14:43.051,-19.08442,-14.40963,-52.09027,W
2017-03-19 10:14:43.128,-20.58442,-12.90963,-50.90277,W
2017-03-19 10:14:43.209,-23.14692,-14.03463,-50.09027,W
2017-03-19 10:14:43.286,-21.70942,-13.65963,-50.46527,W
2017-03-19 10:14:43.367,-19.83442,-14.78463,-52.52777,W
2017-03-19 10:14:43.447,-19.45942,-13.28463,-53.34027,W
2017-03-19 10:14:43.525,-17.58442,-10.72213,-52.52777,W
2017-03-19 10:14:43.606,-18.33442,-9.97213,-54.59027,W
2017-03-19 10:14:43.685,-19.08442,-7.34713,-51.34027,W
2017-03-19 10:14:43.764,-19.45942,-8.47213,-50.46527,W
2017-03-19 10:14:43.846,-22.02192,-4.40963,-49.65277,W
2017-03-19 10:14:43.924,-22.39692,-2.53463,-49.65277,W
2017-03-19 10:14:44.004,-21.70942,-5.84713,-49.65277,W
2017-03-19 10:14:44.083,-22.02192,-12.15963,-51.27777,W
2017-03-19 10:14:44.169,-18.70942,-12.53463,-52.52777,W
2017-03-19 10:14:44.239,-16.08442,-11.40963,-52.90277,W
2017-03-19 10:14:44.321,-17.58442,-10.72213,-51.27777,W
2017-03-19 10:14:44.398,-19.83442,-9.59713,-51.71527,W
2017-03-19 10:14:44.481,-20.95942,-8.84713,-51.27777,W
2017-03-19 10:14:44.557,-24.64692,-9.97213,-48.84027,W
2017-03-19 10:14:44.640,-28.02192,-9.97213,-47.21527,W
2017-03-19 10:14:44.717,-27.64692,-5.84713,-46.84027,W
2017-03-19 10:14:44.798,-25.39692,-5.84713,-49.27777,W
2017-03-19 10:14:44.880,-22.39692,-5.47213,-50.90277,W
2017-03-19 10:14:44.954,-18.33442,-5.84713,-51.71527,W
2017-03-19 10:14:47.546,-23.14692,-15.15963,-52.09027,W
2017-03-19 10:14:47.638,-22.77192,-17.40963,-52.90277,W
2017-03-19 10:14:47.706,-19.83442,-18.15963,-53.34027,W
2017-03-19 10:14:47.788,-19.08442,-17.78463,-53.71527,W
2017-03-19 10:14:47.868,-18.33442,-18.84713,-53.34027,W
2017-03-19 10:14:47.956,-18.33442,-19.22213,-52.90277,W
2017-03-19 10:14:48.024,-17.95942,-18.84713,-52.46527,W
2017-03-19 10:14:48.109,-18.33442,-19.97213,-52.52777,W
2017-03-19 10:14:48.186,-17.95942,-19.59713,-51.65277,W
2017-03-19 10:14:48.271,-18.33442,-19.59713,-52.46527,W
2017-03-19 10:14:48.344,-18.33442,-19.59713,-52.09027,W
2017-03-19 10:14:48.427,-17.95942,-19.97213,-52.46527,W
2017-03-19 10:14:48.508,-17.58442,-19.22213,-52.09027,W
2017-03-19 10:14:48.587,-17.58442,-19.59713,-52.09027,W
2017-03-19 10:14:48.664,-17.95942,-18.84713,-52.09027,W
2017-03-19 10:14:48.755,-17.95942,-21.09713,-52.46527,W
2017-03-19 10:14:48.821,-17.58442,-19.97213,-52.90277,W
2017-03-19 10:14:48.913,-17.58442,-20.34713,-53.27777,W
2017-03-19 10:14:48.981,-17.58442,-22.59713,-52.46527,W
2017-03-19 10:14:49.060,-19.45942,-21.47213,-52.46527,W
2017-03-19 10:14:49.139,-18.33442,-22.59713,-52.90277,W
2017-03-19 10:14:49.233,-17.58442,-23.72213,-52.09027,W
2017-03-19 10:14:49.301,-19.83442,-26.28463,-51.65277,W
2017-03-19 10:14:49.394,-19.08442,-24.09713,-52.90277,W
2017-03-19 10:14:49.457,-19.08442,-24.47213,-52.09027,W
2017-03-19 10:14:49.542,-20.20942,-24.09713,-50.46527,W
2017-03-19 10:14:49.624,-19.83442,-24.47213,-51.27777,W
2017-03-19 10:14:49.707,-19.83442,-25.22213,-50.46527,W
2017-03-19 10:14:49.804,-19.83442,-25.53463,-50.02777,W
2017-03-19 10:14:49.875,-18.70942,-24.47213,-52.46527,W
2017-03-19 10:14:49.935,-19.08442,-23.72213,-52.09027,W
2017-03-19 10:14:50.016,-20.58442,-23.34713,-50.84027,W
2017-03-19 10:14:50.098,-20.95942,-24.84713,-51.65277,W
2017-03-19 10:14:50.186,-19.08442,-22.59713,-52.09027,W
2017-03-19 10:14:50.256,-19.83442,-22.22213,-52.90277,W
2017-03-19 10:14:50.336,-17.95942,-19.97213,-51.27777,W
2017-03-19 10:14:50.409,-18.70942,-20.34713,-51.65277,W
2017-03-19 10:14:50.494,-19.45942,-19.97213,-51.65277,W
2017-03-19 10:14:50.573,-20.20942,-23.72213,-50.84027,W
2017-03-19 10:14:50.655,-20.95942,-24.47213,-50.02777,W
2017-03-19 10:14:50.729,-22.02192,-25.90963,-49.65277,W
2017-03-19 10:14:50.813,-22.77192,-28.53463,-48.02777,W
2017-03-19 10:14:50.891,-22.02192,-30.40963,-50.02777,W
2017-03-19 10:14:50.975,-20.95942,-30.03463,-49.21527,W
2017-03-19 10:14:51.044,-20.95942,-29.28463,-48.40277,W
2017-03-19 10:14:51.128,-20.20942,-30.03463,-49.65277,W
2017-03-19 10:14:51.203,-21.33442,-27.03463,-50.46527,W
2017-03-19 10:14:51.286,-20.95942,-26.65963,-50.02777,W
2017-03-19 10:14:51.363,-20.58442,-25.53463,-49.65277,W
2017-03-19 10:14:51.451,-21.70942,-24.47213,-49.21527,W
2017-03-19 10:14:51.522,-20.58442,-16.28463,-50.02777,W
2017-03-19 10:14:51.605,-19.45942,-14.03463,-50.84027,W
2017-03-19 10:14:51.683,-20.58442,-16.65963,-50.46527,W
2017-03-19 10:14:51.761,-20.58442,-16.28463,-50.84027,W
2017-03-19 10:14:51.843,-19.45942,-17.03463,-52.09027,W
2017-03-19 10:14:51.928,-19.08442,-15.53463,-52.46527,W
2017-03-19 10:14:52.000,-18.33442,-13.65963,-50.02777,W
2017-03-19 10:14:52.083,-18.70942,-11.78463,-50.84027,W
2017-03-19 10:14:52.158,-19.83442,-15.15963,-50.46527,W
2017-03-19 10:14:52.243,-18.70942,-16.65963,-50.84027,W
2017-03-19 10:14:52.314,-21.33442,-15.53463,-49.21527,W
2017-03-19 10:14:52.401,-20.58442,-16.28463,-50.02777,W
2017-03-19 10:14:52.477,-20.58442,-17.03463,-50.40277,W
2017-03-19 10:14:52.568,-20.95942,-17.78463,-49.21527,W
2017-03-19 10:14:52.635,-20.95942,-17.03463,-50.02777,W
2017-03-19 10:14:52.742,-21.70942,-18.84713,-48.77777,W
2017-03-19 10:14:52.791,-21.70942,-21.09713,-49.59027,W
2017-03-19 10:14:52.878,-22.02192,-21.84713,-47.96527,W
2017-03-19 10:14:52.957,-21.70942,-22.59713,-47.96527,W
2017-03-19 10:14:53.043,-20.95942,-25.53463,-48.77777,W
2017-03-19 10:14:53.109,-20.58442,-25.53463,-47.96527,W
2017-03-19 10:14:53.203,-19.83442,-24.84713,-49.21527,W
2017-03-19 10:14:53.267,-17.95942,-26.28463,-48.77777,W
2017-03-19 10:14:53.353,-19.83442,-25.22213,-48.77777,W
2017-03-19 10:14:53.427,-21.33442,-24.09713,-50.02777,W
2017-03-19 10:14:53.509,-19.45942,-23.72213,-48.40277,W
2017-03-19 10:14:53.586,-19.08442,-23.72213,-47.59027,W
2017-03-19 10:14:53.670,-18.70942,-23.34713,-49.21527,W
2017-03-19 10:14:53.745,-19.08442,-22.22213,-48.40277,W
2017-03-19 10:14:53.827,-19.83442,-22.22213,-47.59027,W
2017-03-19 10:14:53.903,-19.45942,-22.59713,-47.15277,W
2017-03-19 10:14:53.998,-18.33442,-21.47213,-49.21527,W
2017-03-19 10:14:54.064,-17.95942,-22.97213,-48.77777,W
2017-03-19 10:14:54.148,-18.33442,-22.97213,-49.21527,W
2017-03-19 10:14:54.221,-17.95942,-22.22213,-49.21527,W
2017-03-19 10:14:54.316,-17.95942,-20.72213,-49.21527,W
2017-03-19 10:14:54.384,-17.58442,-21.09713,-48.77777,W
2017-03-19 10:14:54.474,-17.95942,-18.84713,-48.77777,W
2017-03-19 10:14:54.547,-17.58442,-18.84713,-50.02777,W
2017-03-19 10:14:54.630,-17.58442,-18.09713,-50.02777,W
2017-03-19 10:14:54.698,-19.08442,-18.09713,-48.40277,W
2017-03-19 10:14:54.782,-20.20942,-19.22213,-48.40277,W
2017-03-19 10:14:54.856,-19.83442,-18.47213,-49.21527,W
2017-03-19 10:14:54.942,-19.45942,-19.22213,-50.40277,W
2017-03-19 10:14:55.017,-20.20942,-18.09713,-49.21527,W
2017-03-19 10:14:55.099,-21.70942,-20.72213,-49.59027,W
2017-03-19 10:14:55.180,-21.33442,-22.22213,-47.96527,W
2017-03-19 10:14:55.264,-21.33442,-22.22213,-49.21527,W
2017-03-19 10:14:55.332,-20.58442,-22.22213,-49.59027,W
2017-03-19 10:14:55.418,-22.02192,-21.84713,-49.21527,W
2017-03-19 10:14:55.491,-21.33442,-23.34713,-49.21527,W
2017-03-19 10:14:55.579,-20.95942,-20.34713,-48.77777,W
2017-03-19 10:14:55.653,-20.95942,-20.34713,-50.84027,W
2017-03-19 10:14:55.745,-22.02192,-20.34713,-48.77777,W
2017-03-19 10:14:55.809,-22.77192,-20.72213,-49.65277,W
2017-03-19 10:14:55.892,-23.14692,-19.22213,-47.96527,W
2017-03-19 10:14:55.968,-23.52192,-20.72213,-48.77777,W
2017-03-19 10:14:56.054,-23.89692,-20.34713,-49.21527,W
2017-03-19 10:14:56.127,-24.27192,-19.97213,-48.77777,W
2017-03-19 10:14:56.214,-24.27192,-20.72213,-47.96527,W
2017-03-19 10:14:56.287,-23.89692,-21.09713,-49.21527,W
2017-03-19 10:14:56.374,-24.64692,-22.97213,-48.77777,W
2017-03-19 10:14:56.444,-24.27192,-21.09713,-47.96527,W
2017-03-19 10:14:56.544,-26.89692,-21.09713,-47.96527,W
2017-03-19 10:14:56.603,-25.39692,-11.40963,-47.15277,W
2017-03-19 10:14:56.687,-22.02192,-3.65963,-47.96527,W
2017-03-19 10:14:56.770,-19.83442,-6.59713,-49.21527,W
2017-03-19 10:14:56.846,-19.83442,-8.47213,-49.21527,W
2017-03-19 10:14:56.921,-19.83442,-10.34713,-50.02777,W
2017-03-19 10:14:57.010,-20.20942,-11.03463,-50.40277,W
2017-03-19 10:14:57.080,-19.45942,-14.03463,-50.84027,W
2017-03-19 10:14:57.164,-19.83442,-13.28463,-50.02777,W
2017-03-19 10:14:57.241,-20.58442,-14.40963,-49.59027,W
2017-03-19 10:14:57.324,-20.58442,-19.22213,-51.21527,W
2017-03-19 10:14:57.405,-19.45942,-24.47213,-50.40277,W
2017-03-19 10:14:57.488,-21.70942,-25.22213,-49.59027,W
2017-03-19 10:14:57.563,-22.02192,-21.84713,-49.21527,W
2017-03-19 10:14:57.639,-21.70942,-22.59713,-51.21527,W
2017-03-19 10:14:57.720,-20.20942,-23.34713,-50.40277,W
2017-03-19 10:14:57.807,-12.02192,-26.65963,-52.46527,W
2017-03-19 10:14:57.873,-11.27192,-28.15963,-52.46527,W
2017-03-19 10:14:57.957,-12.77192,-30.03463,-52.02777,W
2017-03-19 10:14:58.038,-12.39692,-28.90963,-50.84027,W
2017-03-19 10:14:58.136,-11.64692,-30.03463,-52.02777,W
2017-03-19 10:14:58.216,-11.27192,-18.47213,-47.59027,W
2017-03-19 10:14:58.296,-11.64692,-19.22213,-46.77777,W
2017-03-19 10:14:58.373,-11.64692,-20.34713,-47.59027,W
2017-03-19 10:14:58.456,-12.77192,-19.97213,-47.15277,W
2017-03-19 10:14:58.533,-13.52192,-20.72213,-46.77777,W
2017-03-19 10:14:58.615,-14.58442,-22.22213,-47.59027,W
2017-03-19 10:14:58.698,-14.58442,-22.22213,-47.59027,W
2017-03-19 10:14:58.772,-12.39692,-22.22213,-46.77777,W
2017-03-19 10:14:58.851,-13.14692,-22.22213,-47.15277,W
2017-03-19 10:14:58.935,-12.77192,-22.22213,-47.59027,W
2017-03-19 10:14:59.011,-12.02192,-22.59713,-48.40277,W
2017-03-19 10:14:59.092,-12.02192,-22.22213,-47.96527,W
2017-03-19 10:14:59.167,-13.14692,-21.47213,-47.59027,W
2017-03-19 10:14:59.253,-10.14692,-19.97213,-47.15277,W
2017-03-19 10:14:59.329,-8.27192,-19.22213,-49.59027,W
2017-03-19 10:14:59.408,-7.20942,-17.78463,-48.77777,W
2017-03-19 10:14:59.490,-7.89692,-18.47213,-48.77777,W
2017-03-19 10:14:59.568,-9.77192,-19.22213,-49.21527,W
2017-03-19 10:14:59.647,-9.02192,-15.53463,-47.96527,W
2017-03-19 10:14:59.734,-11.64692,-14.40963,-46.77777,W
2017-03-19 10:14:59.805,-13.52192,-17.78463,-47.96527,W
2017-03-19 10:14:59.885,-13.52192,-19.97213,-47.15277,W
2017-03-19 10:14:59.963,-14.95942,-21.09713,-46.77777,W
2017-03-19 10:15:00.055,-13.89692,-22.22213,-46.77777,W
2017-03-19 10:15:00.120,-11.27192,-21.84713,-49.21527,W
2017-03-19 10:15:00.205,-10.52192,-19.97213,-50.40277,W
2017-03-19 10:15:00.285,-11.64692,-20.72213,-49.21527,W
2017-03-19 10:15:00.372,-12.39692,-19.97213,-48.40277,W
2017-03-19 10:15:00.437,-12.77192,-20.72213,-47.15277,W
2017-03-19 10:15:00.519,-12.77192,-21.47213,-47.15277,W
2017-03-19 10:15:00.601,-11.64692,-19.22213,-49.21527,W
2017-03-19 10:15:00.679,-12.77192,-18.09713,-48.40277,W
2017-03-19 10:15:00.755,-8.27192,-14.03463,-48.77777,W
2017-03-19 10:15:00.836,1.35308,-6.97213,-47.59027,W
2017-03-19 10:15:00.913,9.54058,-4.72213,-45.96527,W
2017-03-19 10:15:01.004,19.97808,-5.09713,-36.15277,W
2017-03-19 10:15:01.072,26.29058,-8.09713,-29.65277,W
2017-03-19 10:15:01.158,28.85308,-11.40963,-25.96527,W
2017-03-19 10:15:01.231,32.60308,-14.40963,-13.34027,W
2017-03-19 10:15:01.321,34.47808,-17.78463,-7.65277,W
2017-03-19 10:15:01.394,34.10308,-18.84713,-8.09027,W
2017-03-19 10:15:01.474,33.72808,-14.78463,-5.21527,W
2017-03-19 10:15:01.549,30.72808,-5.84713,-1.15277,W
2017-03-19 10:15:01.642,27.04058,-0.28463,1.28473,W
2017-03-19 10:15:01.714,22.91558,6.40287,2.97223,W
2017-03-19 10:15:01.791,20.35308,10.52787,2.15973,W
2017-03-19 10:15:01.873,15.47808,14.96537,-0.27777,W
2017-03-19 10:15:01.952,10.66558,18.65287,-1.96527,W
2017-03-19 10:15:02.027,6.91558,20.15287,-2.77777,W
2017-03-19 10:15:02.113,5.47808,22.77787,-5.21527,W
