DC Real Property ID,Address of Record,Owner of Record,Ward,Property Name,Address 1,City,State,Postal Code,Primary Property Type,Year Built, Reported Building Gross Floor Area (ft²) ,Site EUI (kBtu/ft²),Weather Normalized Source EUI (kBtu/ft²),ENERGY STAR Score,Total GHG Emissions (MtCO2e),Electricity Use - Grid Purchase and Onsite (kWh),Natural Gas Use (therms),District Steam Use (kBtu),Other Fuel Use (kBTU),Water Use (kgal),X-Coordinate (ESRI),Y-Coordinate (ESRI)
00080806,2500 VIRGINIA AV NW,WATERGATE EAST INC,2,"Watergate East, Inc.","2500 Virginia Avenue, N.W.",Washington,DC,20037,Multifamily Housing,1966," 400,000 ",28.2,103.1,Not Available,1595.97,3299826,,13924,,9553.5,395219.0672,136802.4981
00080808,2600 VIRGINIA AV NW,GREENPENZ 2600 VIRGINIA AVENUE LLC,2,Watergate Building,2600 Virginia Avenue,Washington,DC,20037,Office,1963," 217,716 ",97.2,195.3,Not Available,1813.1,2385906.5,,4893875,,1225.2,395184.5855,136864.4525
00080811,0600 NEW HAMPSHIRE AV NW,WATERGATE HOLDINGS I LLC,2,0600 New Hampshire Avenue NW (Watergate),600 New Hampshire Ave NW,Washington,DC,20037,Office,1972," 280,211 ",130.3,334.3,52,4406.32,7210210,7022.5,11212280,,6666.8,395204.1232,136657.9032
00140068,2550 M ST NW,CARR CRHP DC/VA PROPERTIES LLC,2,Westbridge Office Building,2550 M Street NW,Washington,DC,20037,Office,1978," 208,325 ",58.3,194.8,88,1720.21,3560265.9,,,,3800.1,395297.6598,137461.386
"00160093, 00160863",0950 25TH ST NW,CLARIDGE H COOPERTVE,2,950 25th Street Northwest,950 25th Street Northwest,Washington,DC,20037,Multifamily Housing,1960," 373,216 ",46.7,90.3,Not Available,1582.05,2173040.2,100019.8,,,10183.7,395337.9492,137137.4412
0024 0885*,,,,WestEnd25,1255 25th Street,Washington,DC,20006,Multifamily Housing,2010," 271,827 ",22.6,26.1,,325.7,,61361.897,,,,Not Available,Not Available
0024-0886*,,,,1227 25th Street,"1227 25th Street, NW",Washington,DC,20037,Office,1988," 150,905 ",70.3,234.7,72,1501.68,3107986.4,,,,2080.4,Not Available,Not Available
00240112,1250 24TH ST NW,WORLD WILDLIFE FUND INC,2,WWF,"1250 24th Street, NW",Washington,DC,20037,Office,1985," 251,707 ",64.4,206.3,86,2052.5,4750311,,,,,395495.8718,137627.8891
00240113,2400 N ST NW,AMERICAN COLLEGE OF CARDIOLOGY FOUNDATION,2,American College of Cardiology Heart House,2400 N Street NW,Washington,DC,20037,Office,1985," 168,891 ",79.2,240.2,63,1654.9,3766720,5170.305,,,2135.8,395489.4847,137681.6742
00240870,2401 M ST NW,LHCW HOTEL HOLDING (2002) LLC,2,"Fairmont Washington, D.C., Georgetown","2401 M Street, NW",Washington,DC,20037,Hotel,1985," 386,390 ",128,313.1,17,5048.4,9658038,164931.89,,,26127.2,395490.6932,137548.0557
00240871,2445 M ST NW,WRIT 2445 M LLC,2,2445 M Street,2445 M Street N.W.,Washington,DC,20037,Office,1986," 321,803 ",73,235.6,82,3326.63,6885037.8,,,,6227.5,395434.9163,137531.4563
00250808,2400 M ST NW,EQR-JBG 2400 RESIDENTIAL LLC,2,2400 M Street,2400 M STREET NW,Washington,DC,20037,Multifamily Housing,2006," 267,750 ",21.5,61.2,Not Available,768.9,1533052.8,5295.5,,,10744.8,395492.8441,137438.9026
00251646,1111 25TH ST NW,ATLAS CONDOMINIUM,2,Atlas Condominium,1111 25th Street N.W,Washington,DC,20037,Multifamily Housing,2004," 237,911 ",3.9,11.7,Not Available,130.39,268280,143,,,,395394.7048,137405.8983
00251782,2425 L ST NW,THE COLUMBIA RESIDENCES CONDO,2,The Columbia Residences,2425 L Street NW,Washington,DC,20037,Multifamily Housing,2006," 549,021 ",Not Available,Not Available,Not Available,,,,,,,395395.1966,137335.2173
00280000,950 24TH STREET NW,COMMERCIAL CONDOS,2,City Hall,"950 24th St, NW",Washington,DC,20052,Residence Hall/Dormitory,1989," 157,672 ",72.4,177.9,54,1300.99,2300602.2,35603.2,,,9523.4,395489.285,137112.2193
00310837,2475 VIRGINIA AV NW,POTOMAC PLAZA APARTMENTS INC,2,Potomac Plaza,"2475 Virginia Avenue, N.W.",Washington,DC,20037,Multifamily Housing,1957," 316,550 ",68.9,130.3,Not Available,1910.78,2486205,133369.1,,,10321.5,395442.2429,136801.1827
00330087,2400 VIRGINIA AV NW,COLUMBIA PLAZA LP,2,Columbia Plaza All Bldgs,2400 Virginia Ave NW,Washington,DC,20037,Multifamily Housing,1968," 988,819 ",77.2,144.9,Not Available,6765.47,8958960.1,458040.5,,,52425.2,395540.1363,136565.5146
00360048,2300 N ST NW,TR 2300 N STREET CORP,2,2300 N Street,2300 N Street,Washington,DC,20037,Office,1986," 304,484 ",105,335.2,36,4047.3,9366857,,,,6847.7,395596.7783,137672.5681
00360859,1201 24TH ST,HYATT EQUITIES LLC,2,Park Hyatt Washington,1201 24th Street NW,Washington,DC,20037,Hotel,1986," 361,400 ",82.9,Not Available,26,3361.6,7058130,58765.777,,,14986.4,395572.8014,137560.4988
00370853,2300 - 2330 M ST NW,MEDICAL FACULTY ASSOCIATES INC,2,2300-2330 M ST,2300-2330 M ST NW,Washington,DC,20037,Office,1984," 161,222 ",56.5,182.6,77,1289.91,2669681.3,,,,2221.4,395614.878,137462.5102
00400036,900 23RD ST,GEORGE WASHINGTON,2,George Washington University Hospital,"900 23rd St, NW",Washington,DC,20037,Hospital (General Medical & Surgical),2002," 465,000 ",320.2,693.2,32,13660.5,22945530,705856.095,,,,395594.1183,137023.6887
00410040,2300 I ST NW,GEORGE WASHINGTON UNIVERSITY,2,Ross Hall,"2300 I St, NW",Washington,DC,20052,College/University (Campus-Level),1973," 420,653 ",624.3,862.6,Not Available,18660.2,15457472.3,2085162.5,,1339722.49,42055.6,395594.1183,136921.1607
00420055,2301 G ST,GEORGE WASHINGTON UNIVERSITY,2,Health and Wellness Center,"2301 G St, NW",Washington,DC,20052,Recreation,2001," 167,964 ",71.8,178.1,Not Available,1415.2,2564755.4,33081.1,,,4887,395601.0469,136760.6812
00430026,616 23RD ST,GEORGE WASHINGTON UNIVERSITY,2,Ivory Tower,"616 23rd St, NW",Washington,DC,20052,Residence Hall/Dormitory,2004," 283,531 ",86.9,202.9,33,,4687958.4,83124.4,,321383.94,16269.4,395600.9024,136676.9553
00500085,1250 22ND ST NW,EMBASSY/SHAW D C VENTURE,2,Embassy Suites Hotels,1250 22nd street NW,Washington,DC,20037,Hotel,1987," 306,123 ",28.6,30,100,466.18,,87628.6,,,23480.6,395710.798,137668.5763
00500086,1255 23RD ST,CAPITOL 50 ASSOCIATES,2,Floyd Akers Building (DDOE),1255 23rd Street NW,Washington,DC,20037,Office,1983," 353,382 ",54,187.6,89,2704.28,5596965.1,,,,4309.8,395710.798,137618.525
00510079*,,,,73R52-Washington DC Ritz Carlton,1150 22nd Street Nw,Washington,DC,20037,Hotel,1990," 269,000 ",302.3,683,1,8261.74,13047145,368002,,,42904.1,Not Available,Not Available
00540841,2200 PENNSYLVANIA AV,GEORGE WASHINGTON UNIVERSITY,2,2200 Pennsylvania Avenue,2200 Pennsylvania Avenue,Washington,DC,20052,Office,2011," 541,360 ",40.9,138.4,91,3138.26,6495159.3,,,,13390.6,395709.1122,137086.543
00560030,2201 G ST NW,GEORGE WASHINGTON UNIVERSITY,2,"Funger, Duques, & Tompkins Halls","2201 G St and 725 23rd St, NW",Washington,DC,20052,College/University (Campus-Level),1970," 344,663 ",96.5,255.2,Not Available,4047.28,7551514.3,74930.5,,,5552.8,395709.6583,136791.1115
00670059,2100 MASSACHUSETTS AV,NOIRO SOUTH LLC,2,Fairfax at Embassy Row,2100 Massachusetts Ave NW,Washington,DC,20008,Hotel,1927," 217,504 ",115.7,245,38,2291.2,3809210,121593.756,,,12397.5,395907.6381,138061.7155
00680088,1421 21ST ST NW,2130 P STREET ASSOCIATES,2,WestPark Apartments,2130 P Street NW,Washington,DC,20006,Multifamily Housing,1975," 184,255 ",64.7,133.5,Not Available,1143.55,1689513.2,61509.7,,,8589.8,395820.11,137946.456
00700195,1200 NEW HAMPSHIRE AV NW,N H STREET PARTNERS HOLDINGS LLC,2,1200 New Hampshire,1200 New Hampshire Avenue,Washington,DC,20036,Office,1979," 386,378 ",61.2,210.3,67,3348.08,6929414.3,,,,10442.7,395864.4928,137540.3178
00700881*,,,,33770-Washington West END Marriott,1221 22nd St Nw,Washington,DC,20037,Hotel,1981," 304,053 ",108.5,305.7,21,3801.56,6784186,98432,,,18768.7,Not Available,Not Available
00713159,1177 22ND ST NW,22 WEST CONDO,2,22 West A Condominium,"1177 22nd St, NW",Washington,DC,20037,Multifamily Housing,2008," 225,414 ",76.1,171.3,Not Available,1742.58,2752920,77529.8,,,184.1,395782.7354,137405.7706
00720074,1143 NEW HAMPSHIRE AV NW,WASHINGTON VALUE ADDED I LLC,2,9673w-M Street Hotel,1143 New Hampshire Ave.,Washington,DC,20037,Hotel,1964," 198,000 ",106.4,250.9,42,2298.64,3903056,77595,,,11017.7,395877.4343,137435.4206
00720075,2106 M ST NW,HINES VAF 11 2100 M STREET LP,2,2100 M Street,"2100 M Street, NW, Suite 620",Washington,DC,20037,Office,1969," 325,821 ",53.7,184.7,86,2476.02,5124544.4,,,,3643.2,395914.8121,137448.3352
00720075,2106 M ST NW,HINES VAF 11 2100 M STREET LP,2,2100 M Street II,2100 M Street,Washington,DC,20037,Office,1969," 325,821 ",80.4,268.3,84,3673.75,7557909.3,4136.3,,,3613.1,395914.8121,137448.3352
00720076,2101 L ST NW,CESC 2101 L STREET LLC,2,2101 L St NW,2101 L St NW,Washington,DC,20037,Office,1975," 381,518 ",74.2,236,77,3584.4,8295466,,,,12406.3,395902.0369,137367.9988
00730084,2121 - 2115 K ST NW,2121 K LLC,2,2121 K Street,2121 K Street NW,Washington,DC,20037,Office,1981," 191,331 ",58.7,184.2,76,1421.2,3289102,,,,4015,395905.1762,137231.4216
"00750861, 00750863",2100 PENNSYLVANIA AV NW,GEORGE WASHINGTON UNIVERSITY,2,2100 Pennsylvania Avenue,2100 Pennsylvania Avenue,Washington,DC,20037,Office,1966," 322,250 ",101.3,276.8,71,3606.2,7467385,71520.483,,,9546.5,395901.2579,137025.6191
00760085,2000 L ST NW,TRIZECHAHN LLC - 2000 L STREET,2,2000L,2000L St N.W,Washington,DC,20036,Office,1968," 427,334 ",72.1,216.2,78,3808.94,7175127.5,60535.4,,273171.07,7996.7,396028.8082,137284.6445
00760091,2001 K ST NW,2001 K STREET LLC,2,2001 K St,2001 K St NW,Washington,DC,20006,Office,1998," 277,620 ",84.7,282.9,61,3329.34,6890636,,,,3362.5,396069.2474,137237.0183
00770059,0801 22ND ST NW,GEORGE WASHINGTON UNIVERSITY,2,Academic Center,"801 22nd St, NW",Washington,DC,20052,College/University (Campus-Level),1982," 249,606 ",126.4,323.3,Not Available,3645.2,6521687.6,92880.3,,,8109.6,395810.6544,136921.8607
00770060,0800 21ST ST NW,GEORGE WASHINGTON UNIVERSITY,2,Marvin Center,"800 21st St, NW",Washington,DC,20052,College/University (Campus-Level),1970," 325,060 ",139.3,308.4,Not Available,4634.37,7376323.9,200588.6,,43840.07,9623.4,395907.7243,136921.8607
00780039,2000 K ST NW,2000 K STREET LLC,2,2000 K St,"2000 K Street, NW",Washington,DC,20006,Office,1986," 155,823 ",82.1,274.2,61,1811.39,3748980.5,,,,,396070.0806,137136.4421
00780847,2020 K ST NW,2020 K CORPORATION,2,2020 K Street,2020 K Street N.W.,Washington,DC,20006,Office,1976," 419,991 ",72.7,249.6,73,4600.99,8949171.6,,,,8012.2,396010.4829,137141.395
00790064,2130 H ST,GEORGE WASHINGTON UNIVERSITY,2,Gelman Library,2130 H St.,Washington,DC,20052,Library,1973," 244,288 ",77.4,238.6,Not Available,2676.81,5540111.7,,,,8878.8,395818.5967,136819.1918
00790065,0714 21ST ST NW,GEORGE WASHINGTON UNIVERSITY,2,"Lisner Auditorium, Monroe Hall, & 714 21st St","714-720 20th St and 2115 G St, NW",Washington,DC,20052,College/University (Campus-Level),1973," 150,372 ",60.3,195,Not Available,1246.83,2533874.3,4236.3,,,3556.7,395907.9688,136771.1857
00800056,2135 F ST,GEORGE WASHINGTON UNIVERSITY,2,Residence Hall at Square 80,"2135 F St, NW",Washington,DC,20052,Residence Hall/Dormitory,2009," 214,829 ",86.6,203.4,56,1958.61,3211981.4,76443.1,,,7366.6,395825.4718,136647.8498
00850060,1909 K ST NW,NINA JO ASSOCIATES LLC,2,The Millennium Building,1909 K Street,Washington,DC,20006,Office,1999," 242,937 ",59.8,217.4,88,2056.21,4255688,,,,6223.8,396181.8197,137224.3509
00850844,1999 K ST,DEKA USA K STREET LP,2,1999 K Street NW,1999 K Street NW,Washington,DC,20006,Office,2009," 286,711 ",62.6,192,74,2252.7,5179392,2780.541,,,6842.8,396136.0869,137245.5271
00860042,1990 K ST NW,CONSORTIUM TWO 1990 K ST LLC,2,1990 K Street,1990 K Street,Washington,DC,20006,Office,1977," 269,000 ",67.1,231.7,72,2554.27,5285099,,,9153.57,98526.7,396139.8322,137115.7559
00860844,1900 K ST NW,TEACHERS INSURANCE AND ANNUITY ASSOCIATION OF AMERICA,2,1900 K Street Benchmark,1900 K Street NW,Washington,DC,20006,Office,1996," 385,061 ",Not Available,Not Available,Not Available,,,,,,6230.9,396190.4042,137136.2928
00880058,2101 CONSTITUTION AV NW,NATIONAL ACADEMY OF SCIENCES,2,NAS Bldg,2101 Constitution Ave NW,Washington,DC,22048,Office,1924," 173,970 ",1.3,Not Available,100,37.6,67800,,,,2247.2,395856.7371,136123.7265
00940031,2015 MASSACHUSETTS AV NW,AREP EMBASSY ROW LLC,2,2015 Massachusetts Avenue NW,2015 Massachusetts Avenue NW,Washington,DC,20036,Hotel,1900," 283,072 ",34.9,102.2,91,1242.39,2377644,17592,,,8584.7,396040.6048,138107.13
00960814,1400 20TH ST NW,BRISTOL ASSOCIATES,2,Bristol House,1400 20th Street NW,Washington,DC,20036,Multifamily Housing,1963," 158,375 ",Not Available,Not Available,Not Available,,,,,,,396079.7124,137904.4303
00971051,1330 NEW HAMPSHIRE AVE NW,THE APOLLINE CONDOMINIUM,2,Apolline,1330 New Hampshire Avenue NW,Washington,DC,20036,Multifamily Housing,1962," 175,321 ",34.4,114.8,Not Available,853.1,1765630.8,,,,,396024.5863,137774.5279
00990049,2000 N ST NW,ASN DUPONT CIRCLE LLC,2,The Flats of Dupont Circle,2000 N St NW,Washington,DC,20036,Multifamily Housing,1967," 423,631 ",39.4,99.3,Not Available,1912.24,3393500.3,51241.9,,,7389.8,396058.0971,137666.6056
00990050,2025 M ST NW,2025 M STREET ASSOCIATES LLC,2,2025 M Street (DDOE),"2025 M Street, NW",Washington,DC,20036,Office,1971," 211,860 ",83.6,288.8,70,2508.86,5192522.2,,,,4240.8,396028.6371,137581.1152
00990053,2001 M ST NW,POST OFFICE BOX ASSOCIATES LLC,2,2001 M Street,2001M St. N.W.,Washington,DC,20036,Office,1986," 246,096 ",24.4,88.9,Not Available,850.92,1761114.6,,,,1250.3,396075.4636,137591.2055
00990835,1255 NEW HAMPSHIRE AV NW,GBSK LLC,2,Hamilton House,1255 New Hampshire Ave NW,Washington,DC,20036,Multifamily Housing,1966," 187,468 ",75.4,154.4,Not Available,1222.7,1882156,77139.452,,,10034,396012.2339,137616.2625
01000116,1120 20TH ST NW,LAFAYETTE CENTRE PROPERTY LLC,2,Lafayette Center One,"1120 20th Street, NW",Washington,DC,20036,Office,1983," 377,654 ",57.3,183,91,3061.81,6336930.7,,,,6917.2,396063.5607,137416.0974
01000118,1155 21ST ST NW,LAFAYETTE CENTRE PROPERTY LLC,2,Lafayette Center Three,1155 21st Street NW,Washington,DC,20036,Office,1986," 345,109 ",81.5,259.5,62,3984.64,8246892.2,,,,,396001.4576,137446.977
01000119,1133 21ST ST NW,LAFAYETTE CENTRE PROPERTY LLC,2,Lafayette Center Two,"1133 21st Street, NW",Washington,DC,20036,Office,1984," 155,808 ",69.9,247.9,81,1542.87,3193227.6,,,,3909.9,396001.4576,137403.6135
01000897,2000 M ST NW,CASTLE FAMILY LP,2,2000 M Street,2000 M Street NW,Washington,DC,20036,Office,1971," 318,867 ",52.9,162.9,98,2255.41,4503789.7,14909,,,2592.7,396063.5607,137485.9651
01010058,2000 - 2040 PENNSYLVANIA AV NW,GEORGE WASHINGTON UNIVERSITY,2,2000 Pennsylvania Avenue,2000 Pennsylvania Avenue,Washington,DC,20006,Office,1982," 410,990 ",Not Available,Not Available,Not Available,,,,,,27864.5,396029.087,136945.3863
0102-0046*,,,,Burns Law Library & Stockton & Lerner Halls,"716-720 20th St, NW",Washington,DC,20052,Library,1924," 180,283 ",22.4,23.5,,215.15,,40441.4,,,4427.5,Not Available,Not Available
01040835,2020 F ST NW,SMITH PROPERTY HOLDINGS 4411 CONNECTICUTT LLC,2,2020 F Street NW,2020 F Street NW,Washington,DC,20006,Multifamily Housing,1900," 260,159 ",77.1,127.6,Not Available,1520.29,1501765,149376.5,,,6889.2,396003.7248,136556.8146
01050843,1899 PENNSYLVANIA AV,1899 PENN OWNER LP,2,1899 Pennsylvania Avenue,1899 Pennsylvania ave. N.W.,Washington,DC,20006,Office,1915," 205,741 ",62.7,195,80,1785.04,3644291.2,4555.9,,,2623.7,396268.4841,136958.8045
01050844,1815-1821 PENNSYLVANIA AV,CTTWB ASSOCIATES LP,2,CTTWB,1875 Pennsylvania Avenue,Washington,DC,20006,Office,2005," 354,331 ",48.3,156.4,89,2425.45,5019890.8,,,,4357.8,396317.3368,136959.0405
01050845,1801 PENNSYLVANIA AV,1801 PA AVE LLC,2,1801 Pennsylvania Ave.,1801 Pennsylvania Ave.,Washington,DC,20006,Office,1991," 214,997 ",81.6,255.1,59,2213,5105464,1319.083,,,3943.1,396356.9854,136965.4126
01060048,1800 K ST NW,"RAR2-1800 K ST NW -DC,INC",2,1800 K Street,"1800 K Street, NW",Washington,DC,20006,Office,1969," 224,865 ",60.9,203.3,75,1938.45,4011949.4,,,,3467.6,396351.3094,137137.8372
01060049,1835 I ST NW,CARR CRHP PROPERTIES LLC,2,International Square,"1875 Eye Street, NW",Washington,DC,20006,Office,1978," 1,177,174 ",52.3,175.7,88,8719.49,18046477.2,,,,,396308.4849,137116.0439
01070062,1825 K ST NW,CALVIN CAFRITZ ENTERPRISES,2,1825 K Street,1825 K Street NW,Washington,DC,20006,Office,1966," 254,527 ",Not Available,Not Available,Not Available,,,,,,3157.2,396305.7769,137231.7546
01070075,1801 K ST,BLENHEIM DC LLC,2,Blenheim DC I LLC,"1801 K Street, NW",Washington,DC,20006,Office,1971," 610,841 ",45.8,163.3,89,3963.83,8203818,,,,7968.8,396340.2316,137258.6282
01070077,1845 K ST,333 MARKET EXCHANGE TWO LLC AND 123 MA EXCHANGE ONE LLC,2,1875 K,"1875 K Street, NW",Washington,DC,20006,Office,2002," 206,240 ",62.7,209.3,79,1830,3787500.1,,,,3341.7,396266.7883,137234.4213
01150085,1333 NEW HAMPSHIRE AV NW,BP 1333 NEW HAMPSHIRE AVE LLC,2,1333 New Hampshire Ave.,"1333 New Hampshire Ave., NW",Washington,DC,20036,Office,1978," 325,215 ",Not Available,Not Available,Not Available,,,,,,9833.4,396176.4676,137843.1037
01160073,1919 M ST NW,1919 M STREET ASSOCIATES,2,1919 M Street,"1919 M Street, NW",Washington,DC,20036,Office,1967," 297,397 ",86.5,271.4,51,3255.6,7532389,,,13800,6775.5,396143.5801,137584.1263
01160077,1200 19TH ST,HINES 1200 NINETEENTH STREET LLC,2,Hines 1200 Nineteenth Street Benchmarking,1200 19th St. NW,Washington,DC,20036,Office,1964," 338,991 ",Not Available,Not Available,Not Available,,,,,,5366.3,396191.0537,137584.1232
01170075,1129 20TH ST,REPUBLIC 20TH STREET LLC,2,*50024 - 1129 20th Street NW,1129 20th Street NW,Washington,DC,20036,Office,2009," 182,221 ",59.6,198.3,82,1532.48,3164219.2,681.8,,,2385.8,396140.7812,137411.1433
01220029,1957 E ST,GEORGE WASHINGTON UNIVERSITY,2,Elliott School,"1957-1959 E St, NW",Washington,DC,20052,Other,2002," 254,162 ",87.1,211.8,Not Available,,4527977.3,59953.6,,684984.45,7322.4,396165.242,136492.684
"01220824, 01220825",0514 19TH ST NW,GEORGE WASHINGTON UNIVERSITY,2,Thurston & Mitchell Halls,"519 19th St & 1900 F St, NW",Washington,DC,20052,Residence Hall/Dormitory,1929," 317,213 ",61.5,135.5,76,1923.31,2931757,95020.9,,17142.15,18305.6,396188.991,136525.4683
01260057,1776 K ST NW,RIDDELL PROPERTIES INC,2,1776 K Street NW,1776 K Street NW,Washington,DC,22202,Office,1969," 213,067 ",64.1,166.6,81,1687,3069379,,,3189006.3,6213.6,396422.696,137148.8134
01260058,1750 K ST NW,1750 K STREET LLC,2,1750 K Street,1750 K Street,Washington,DC,20006,Office,1975," 180,086 ",63.8,200.3,70,1455,3367307,,,,2766.1,396463.044,137141.5743
01260060,1775 I ST NW,L&B 1775 I STREET INC,2,"L&B 1775 Eye Street, LLC","1775 Eye Street, NW",Washington,DC,20006,Office,1969," 206,356 ",65.4,202,78,1700.5,3919571,1295.97,,,2907.9,396426.7351,137085.0582
01260061,1727 I ST NW,FARRAGUT CENTER LLC,2,Farragut Center,"1725 Eye Street, NW",Washington,DC,200062407,Office,2001," 264,000 ",Not Available,Not Available,Not Available,,,,,,,396487.9228,137090.4689
01260062,1700-1730 K ST,COMMERCE BUILDING ASSOC & 1730 K ST ASSOC LLC,2,1700 K St NW,1700 K St NW,Washington,DC,20052,Office,2005," 417,524 ",69.2,207.1,78,3508.6,7872771,20151.559,,,7142.5,,
01260852,0900 17TH ST NW,GNAREI 1 FARRAGUT LLC,2,The Farragut Building,900 17th Street NW,Washington,DC,20006,Office,1961," 160,109 ",45,123.5,95,807,1692012,14295.584,,,667.7,396540.3988,137086.278
01270843,1717 H ST NW,MARVIN M ROBERTSON TRUSTEE,2,1717 H St. NW,1717 H St. NW,Washington,DC,20006,Office,1990," 310,444 ",72.1,233.5,76,3171.75,6564478.1,,,,5435.3,396479.0036,136965.9676
01360035,0011 DUPONT CIR NW,SC DUPONT FEE INC,2,"SC DuPont Leasehold, Inc.","11 Dupont Circle, NW",Washington,DC,20036,Office,1973," 160,961 ",59.4,201.8,77,1354.62,2803620.7,,,,,396320.0209,138042.0122
01370056,1800 - 1824 MASSACHUSETTS AV NW,1800 MASSACHUSETTS AVENUE CORP,2,1800 Massachusetts Avenue NW (SEIU),"1800 Massachusetts Avenue, NW",Washington,DC,20036,Office,1979," 213,592 ",59.9,191.9,85,1764.94,3596178.4,5146.5,,,2140.2,396333.679,137881.9711
"01380013, 01380803",1330 CONNECTICUT AV NW,1330 CONNECTICUT AVENUE LLC,2,1350 Connecticut Avenue NW,1350 Connecticut Avenue NW,Washington,DC,20036,Office,1900," 186,278 ",Not Available,Not Available,Not Available,,,,,,6520.9,396278.4753,137785.7119
01380803,1330 CONNECTICUT AV NW,1330 CONNECTICUT AVENUE LLC,2,"1330 Connecticut Ave., NW","1330 Connecticut Ave., NW",Washington,DC,22204,Office,1984," 335,990 ",65.3,218.1,83,3280.77,6430929.2,,,,9696.9,396278.4753,137785.7119
01390816,1250 CONNECTICUT AV NW,TRIZECHAHN LLC - 1250C/2401P,2,1250 Conn Ave,1250 Connecticut Ave NW,Washington,DC,20036,Office,1964," 195,087 ",Not Available,Not Available,Not Available,,,,,,2665.1,396329.1563,137668.4012
01400089,1899 L ST NW,1899 L  STREET TOWER LLC,2,1899 L Street,"1899 L St, NW",Washington,DC,20036,Office,1978," 159,817 ",68.1,213.7,77,1377.6,3188172,,,,4960,396266.5848,137354.7844
01400090,1111 19TH ST NW,COLUMBIA DC 1111 19TH ST OFFICE PROPERTIES LLC,2,1111 19th St NW,1111 19th St NW,Washington,DC,20036,Office,1979," 175,433 ",70.4,220.7,78,2336.8,5408133,,,,,396277.6338,137394.9267
01400092,1850 M ST NW,MANUFACTURERS LIFE INSURANCE,2,1850 M St.,"1850 M St., NW",Washington,DC,20036,Office,1986," 259,948 ",59.9,202.8,87,2203.87,4561290.8,,,,,396279.5297,137501.5459
01400093,1801 L ST NW,ELEVEN-EIGHTEEN LIMITED PARTNERSHIP,2,1801 L St. N.W.,1801 L St. N.W.,Washington,DC,20036,Office,1989," 222,847 ",80.9,270.2,71,2553.34,5284582.5,,,,4704.5,396348.8169,137365.6048
01400094,1150 18TH ST NW,DMARC 2007 CD5 1150 OFFICE LLC,2,01400094_1150 18th St NW,1150 18th St NW,Washington,DC,20036,Office,1990," 171,733 ",68.6,232.3,65,1668.52,3453281.1,,,,2863.5,396343.4829,137406.8672
01400095,1800 M ST NW,PRISA ACQUISITION LLC,2,1800 M Street,"1800 M Street, NW",Washington,DC,20036,Office,1975," 613,352 ",52.4,195.4,81,4549.31,9415582.4,,,,9152.4,396340.8068,137471.7553
01400907,1137 - 1141 19TH ST NW,1137 19TH STREET ASSOCIATES,2,Verizon - 1133 19th St,1133 19th St NW,Washington,DC,20036,Office,2000," 247,716 ",83.4,278.6,50,2925.91,6055677.8,,,,5498.5,396277.6338,137437.4235
01400913,1145 19TH ST NW,SNH MEDICAL OFFICE PROPERTIES TRUST,2,"1145 19TH, WASHINGTON, DC,  Site #535047",1145 19TH ST NW,Washington,DC,20036,Medical Office,1990," 152,027 ",63.9,184.2,71,1140.3,2490070,12139.652,,,,396279.5297,137467.2558
01420825,1800 G ST NW,NORTHWESTERN DEVELOPMENT CO,2,Northwestern Building,1800 G Street NW,Washington,DC,20006,Office,1970," 706,812 ",61.2,185.7,87,5578.65,10864870,61858.7,,,9894.5,396307.1776,136686.6486
01581058,1325 18TH STREET NW,THE PALLADIUM CONDOMINIUM,2,The Palladium,1325 18th St NW,Washington,DC,20036,Multifamily Housing,1975," 195,480 ",34.2,94.4,Not Available,736.91,1262975.7,23811.2,,,3205.6,396400.5586,137780.3423
01590087,1711 RHODE ISLAND AV,YOUNG MEN'S CHRISTIAN ASSOCIATION OF METROPOLITAN WASHINGTON (YMCA),2,1717 Rhode Island - 2021,"1717 Rhode Island Avenue, NW",Washington,DC,20036,Office,2004," 244,623 ",53.8,168.9,80,1666,3855803,,,,2788.4,396612.2485,137649.182
01610030,1100 - 1106 CONNECTICUT AV NW,ELEVEN HUNDRED CONN AVE ASSOCIATES LLC,2,Eleven Hundred Connecticut Avenue,"1100 Connecticut Avenue, NW",Washington,DC,20036,Office,1965," 182,213 ",Not Available,Not Available,Not Available,,,,,,3547,396477.529,137357.1628
01610032,1134 - 1140 CONNECTICUT AV NW,WRIT 1140 CT LLC,2,1140 Connecticut Ave for DDOE,"1140 Connecticut Ave, NW",Washington,DC,20007,Office,1966," 217,549 ",68.2,184,85,1788.84,3313873.8,35278.2,,,5599.6,396424.7508,137457.0047
01610037,1120 CONNECTICUT AV NW,JACK I BENDER & SONS,2,Bender Building,1120 Connecticut Ave. NW,Washington,DC,20036,Office,1962," 362,143 ",63.2,196.2,81,3074.41,6023227.9,4349.9,,1917042.73,5727.3,396438.898,137355.0986
01610038,1150 CONNECTICUT AV NW,NORTHWESTERN DEVELOPMENT COMPANY B,2,Connecticut Building,1150 Connecticut Ave. NW,Washington,DC,20036,Office,1975," 214,025 ",67.3,177.2,86,1789.92,3172297,2812,,3292342.24,,396414.155,137501.5468
01610039,1130 CONNECTICUT AV NW,PENZANCE 1130 PROPERTY OWNER LLC,2,1130 Connecticut Avenue DDOE,1130 Connecticut Avenue,Washington,DC,20036,Office,1986," 250,190 ",Not Available,Not Available,Not Available,,,,,,2713.5,396432.7507,137416.8958
