date,attributes,rDev,name
"Jan 31, 2017",look: 4.5 | smell: 1.5 | taste: 3 | feel: 3 | overall: 3.75,+18.5%,Budweiser | Anheuser-Busch
"Oct 17, 2008",look: 2 | smell: 1.5 | taste: 2.5 | feel: 2 | overall: 2,-14.4%,Budweiser | Anheuser-Busch
"Oct 17, 2008",look: 3 | smell: 1.5 | taste: 2.5 | feel: 2.5 | overall: 3,-1.6%,Budweiser | Anheuser-Busch
"Oct 14, 2008",look: 2 | smell: 2 | taste: 2.5 | feel: 3 | overall: 2.5,-1.2%,Budweiser | Anheuser-Busch
"Oct 11, 2008",look: 2 | smell: 1.5 | taste: 2 | feel: 2.5 | overall: 3,-12.3%,Budweiser | Anheuser-Busch
"Oct 07, 2008",look: 2.5 | smell: 3 | taste: 2.5 | feel: 3 | overall: 2,+5.8%,Budweiser | Anheuser-Busch
"Oct 04, 2008",look: 3 | smell: 2.5 | taste: 2.5 | feel: 2.5 | overall: 2.5,+4.1%,Budweiser | Anheuser-Busch
"Oct 01, 2008",look: 3 | smell: 3.5 | taste: 4 | feel: 3.5 | overall: 4,+55.1%,Budweiser | Anheuser-Busch
"Oct 01, 2008",look: 2 | smell: 1 | taste: 2.5 | feel: 2 | overall: 2.5,-15.2%,Budweiser | Anheuser-Busch
"Sep 28, 2008",look: 2 | smell: 2 | taste: 2 | feel: 2 | overall: 2.5,-13.6%,Budweiser | Anheuser-Busch
"Sep 27, 2008",look: 2 | smell: 2 | taste: 2.5 | feel: 2 | overall: 3,-1.2%,Budweiser | Anheuser-Busch
"Sep 26, 2008",look: 3 | smell: 3 | taste: 3 | feel: 3 | overall: 3,+23.5%,Budweiser | Anheuser-Busch
"Sep 19, 2008",look: 2.5 | smell: 1.5 | taste: 2 | feel: 2 | overall: 3,-13.2%,Budweiser | Anheuser-Busch
"Sep 18, 2008",look: 1.5 | smell: 2 | taste: 1.5 | feel: 2.5 | overall: 2.5,-21%,Budweiser | Anheuser-Busch
"Sep 17, 2008",look: 3.5 | smell: 2.5 | taste: 3 | feel: 2.5 | overall: 3,+17.7%,Budweiser | Anheuser-Busch
"Sep 16, 2008",look: 2.5 | smell: 3 | taste: 2.5 | feel: 3 | overall: 3.5,+18.1%,Budweiser | Anheuser-Busch
"Sep 14, 2008",look: 4 | smell: 3 | taste: 3 | feel: 3 | overall: 3,+25.9%,Budweiser | Anheuser-Busch
"Sep 14, 2008",look: 4 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 4,+49.4%,Budweiser | Anheuser-Busch
"Sep 13, 2008",look: 1.5 | smell: 1 | taste: 1.5 | feel: 2 | overall: 2,-37%,Budweiser | Anheuser-Busch
"Sep 10, 2008",look: 2 | smell: 2 | taste: 2 | feel: 1.5 | overall: 4,-3.3%,Budweiser | Anheuser-Busch
"Sep 05, 2008",look: 3.5 | smell: 2.5 | taste: 2.5 | feel: 2 | overall: 5,+23.9%,Budweiser | Anheuser-Busch
"Aug 31, 2008",look: 2.5 | smell: 1.5 | taste: 1.5 | feel: 2 | overall: 1.5,-33.7%,Budweiser | Anheuser-Busch
"Aug 27, 2008",look: 3 | smell: 2.5 | taste: 2 | feel: 2 | overall: 1,-18.5%,Budweiser | Anheuser-Busch
"Aug 27, 2008",look: 2.5 | smell: 3 | taste: 3.5 | feel: 3 | overall: 4,+38.7%,Budweiser | Anheuser-Busch
"Aug 25, 2008",look: 4.5 | smell: 3 | taste: 4.5 | feel: 4 | overall: 4.5,+68.3%,Budweiser | Anheuser-Busch
"Aug 24, 2008",look: 1.5 | smell: 1 | taste: 2 | feel: 1.5 | overall: 2.5,-26.7%,Budweiser | Anheuser-Busch
"Aug 23, 2008",look: 1.5 | smell: 1 | taste: 1.5 | feel: 1 | overall: 1.5,-45.3%,Budweiser | Anheuser-Busch
"Aug 22, 2008",look: 3.5 | smell: 3 | taste: 2.5 | feel: 3 | overall: 2.5,+12.3%,Budweiser | Anheuser-Busch
"Aug 19, 2008",look: 2 | smell: 2 | taste: 1.5 | feel: 2 | overall: 1.5,-30%,Budweiser | Anheuser-Busch
"Aug 18, 2008",look: 3 | smell: 3 | taste: 2.5 | feel: 4 | overall: 2.5,+15.2%,Budweiser | Anheuser-Busch
"Aug 13, 2008",look: 3 | smell: 2.5 | taste: 3 | feel: 2.5 | overall: 2.5,+12.3%,Budweiser | Anheuser-Busch
"Aug 11, 2008",look: 3 | smell: 2 | taste: 3.5 | feel: 3 | overall: 3.5,+25.9%,Budweiser | Anheuser-Busch
"Aug 10, 2008",look: 2 | smell: 2.5 | taste: 3 | feel: 2 | overall: 3,+11.9%,Budweiser | Anheuser-Busch
"Aug 06, 2008",look: 3 | smell: 3 | taste: 3 | feel: 3 | overall: 3.5,+27.6%,Budweiser | Anheuser-Busch
"Aug 06, 2008",look: 3 | smell: 2.5 | taste: 3 | feel: 3 | overall: 4,+26.7%,Budweiser | Anheuser-Busch
"Aug 05, 2008",look: 3 | smell: 2 | taste: 2.5 | feel: 2.5 | overall: 2.5,-0.8%,Budweiser | Anheuser-Busch
"Aug 01, 2008",look: 3 | smell: 2 | taste: 2 | feel: 3 | overall: 2.5,-7%,Budweiser | Anheuser-Busch
"Jul 29, 2008",look: 3.5 | smell: 2.5 | taste: 2.5 | feel: 1.5 | overall: 4,+13.6%,Budweiser | Anheuser-Busch
"Jul 29, 2008",look: 2 | smell: 2 | taste: 2 | feel: 1.5 | overall: 1.5,-23.9%,Budweiser | Anheuser-Busch
"Jul 26, 2008",look: 2 | smell: 2 | taste: 3 | feel: 3 | overall: 3.5,+15.2%,Budweiser | Anheuser-Busch
"Jul 25, 2008",look: 3 | smell: 3 | taste: 3 | feel: 3 | overall: 3,+23.5%,Budweiser | Anheuser-Busch
"Jul 24, 2008",look: 1 | smell: 1 | taste: 1 | feel: 1 | overall: 1,-58.8%,Budweiser | Anheuser-Busch
"Jul 21, 2008",look: 3 | smell: 2.5 | taste: 3 | feel: 3 | overall: 4,+26.7%,Budweiser | Anheuser-Busch
"Jul 19, 2008",look: 3.5 | smell: 2.5 | taste: 3 | feel: 2.5 | overall: 4.5,+30%,Budweiser | Anheuser-Busch
"Jul 18, 2008",look: 3 | smell: 3.5 | taste: 3.5 | feel: 4 | overall: 4,+49%,Budweiser | Anheuser-Busch
"Jul 18, 2008",look: 3.5 | smell: 2 | taste: 2 | feel: 3 | overall: 2.5,-5.8%,Budweiser | Anheuser-Busch
"Jul 10, 2008",look: 3 | smell: 2.5 | taste: 2.5 | feel: 3.5 | overall: 3.5,+16.5%,Budweiser | Anheuser-Busch
"Jul 07, 2008",look: 3 | smell: 4 | taste: 4 | feel: 4 | overall: 5,+70.4%,Budweiser | Anheuser-Busch
"Jul 06, 2008",look: 2 | smell: 2 | taste: 2 | feel: 3 | overall: 2.5,-9.5%,Budweiser | Anheuser-Busch
"Jul 02, 2008",look: 2 | smell: 2 | taste: 3 | feel: 3.5 | overall: 3.5,+17.3%,Budweiser | Anheuser-Busch
"Jun 24, 2008",look: 2.5 | smell: 2 | taste: 3 | feel: 2.5 | overall: 3.5,+14.4%,Budweiser | Anheuser-Busch
"Jun 23, 2008",look: 2 | smell: 2 | taste: 2 | feel: 2 | overall: 2,-17.7%,Budweiser | Anheuser-Busch
"Jun 22, 2008",look: 3 | smell: 2 | taste: 2.5 | feel: 2.5 | overall: 3.5,+7.4%,Budweiser | Anheuser-Busch
"Jun 18, 2008",look: 3 | smell: 3 | taste: 4 | feel: 4 | overall: 4.5,+56.4%,Budweiser | Anheuser-Busch
"Jun 13, 2008",look: 3 | smell: 3 | taste: 3 | feel: 3 | overall: 3,+23.5%,Budweiser | Anheuser-Busch
"Jun 13, 2008",look: 3 | smell: 3 | taste: 2.5 | feel: 2.5 | overall: 3,+13.2%,Budweiser | Anheuser-Busch
"Jun 08, 2008",look: 2 | smell: 2 | taste: 2 | feel: 1.5 | overall: 2,-19.8%,Budweiser | Anheuser-Busch
"May 31, 2008",look: 2.5 | smell: 2.5 | taste: 2.5 | feel: 2 | overall: 4,+13.2%,Budweiser | Anheuser-Busch
"May 30, 2008",look: 4 | smell: 3 | taste: 3 | feel: 3 | overall: 4,+34.2%,Budweiser | Anheuser-Busch
"May 30, 2008",look: 2 | smell: 1 | taste: 1.5 | feel: 1 | overall: 1.5,-44%,Budweiser | Anheuser-Busch
"May 29, 2008",look: 3 | smell: 2.5 | taste: 3.5 | feel: 2.5 | overall: 4,+32.9%,Budweiser | Anheuser-Busch
"May 29, 2008",look: 2 | smell: 2 | taste: 2 | feel: 2 | overall: 3,-9.5%,Budweiser | Anheuser-Busch
"May 23, 2008",look: 2.5 | smell: 2 | taste: 2.5 | feel: 3 | overall: 4,+12.3%,Budweiser | Anheuser-Busch
"May 16, 2008",look: 3 | smell: 3 | taste: 3 | feel: 3.5 | overall: 4,+33.7%,Budweiser | Anheuser-Busch
"May 13, 2008",look: 3.5 | smell: 3 | taste: 2.5 | feel: 2 | overall: 3,+12.3%,Budweiser | Anheuser-Busch
"May 12, 2008",look: 3 | smell: 2.5 | taste: 3 | feel: 2.5 | overall: 3,+16.5%,Budweiser | Anheuser-Busch
"May 08, 2008",look: 3 | smell: 3.5 | taste: 3.5 | feel: 3 | overall: 3,+36.6%,Budweiser | Anheuser-Busch
"May 08, 2008",look: 3 | smell: 2.5 | taste: 2 | feel: 3 | overall: 4,+10.3%,Budweiser | Anheuser-Busch
"May 05, 2008",look: 2 | smell: 1.5 | taste: 2 | feel: 2 | overall: 1.5,-26.7%,Budweiser | Anheuser-Busch
"May 01, 2008",look: 3 | smell: 3 | taste: 3 | feel: 3 | overall: 3,+23.5%,Budweiser | Anheuser-Busch
"Apr 27, 2008",look: 1 | smell: 1 | taste: 1 | feel: 1 | overall: 1,-58.8%,Budweiser | Anheuser-Busch
"Apr 27, 2008",look: 3.5 | smell: 3 | taste: 3.5 | feel: 3.5 | overall: 3.5,+39.1%,Budweiser | Anheuser-Busch
"Apr 22, 2008",look: 3 | smell: 3 | taste: 3 | feel: 3 | overall: 3,+23.5%,Budweiser | Anheuser-Busch
"Apr 16, 2008",look: 2.5 | smell: 2.5 | taste: 2.5 | feel: 3 | overall: 3,+9.1%,Budweiser | Anheuser-Busch
"Apr 15, 2008",look: 3 | smell: 3 | taste: 3.5 | feel: 3 | overall: 4,+39.9%,Budweiser | Anheuser-Busch
"Apr 14, 2008",look: 2 | smell: 2 | taste: 3.5 | feel: 2.5 | overall: 5,+33.7%,Budweiser | Anheuser-Busch
"Apr 06, 2008",look: 2 | smell: 2.5 | taste: 4 | feel: 3 | overall: 5,+49%,Budweiser | Anheuser-Busch
"Apr 05, 2008",look: 2.5 | smell: 1.5 | taste: 1 | feel: 1.5 | overall: 1,-48.1%,Budweiser | Anheuser-Busch
"Apr 01, 2008",look: 3 | smell: 2 | taste: 3 | feel: 2.5 | overall: 3,+11.5%,Budweiser | Anheuser-Busch
"Mar 28, 2008",look: 3 | smell: 2 | taste: 2.5 | feel: 3.5 | overall: 3,+7.4%,Budweiser | Anheuser-Busch
"Mar 27, 2008",look: 4.5 | smell: 2.5 | taste: 4 | feel: 3 | overall: 5,+55.1%,Budweiser | Anheuser-Busch
"Mar 19, 2008",look: 2.5 | smell: 1 | taste: 1 | feel: 2.5 | overall: 1.5,-44.9%,Budweiser | Anheuser-Busch
"Mar 11, 2008",look: 2 | smell: 1.5 | taste: 1 | feel: 2 | overall: 1.5,-43.2%,Budweiser | Anheuser-Busch
"Mar 08, 2008",look: 1.5 | smell: 1 | taste: 1 | feel: 1 | overall: 2,-49.4%,Budweiser | Anheuser-Busch
"Feb 29, 2008",look: 3 | smell: 3 | taste: 3 | feel: 3 | overall: 3,+23.5%,Budweiser | Anheuser-Busch
"Feb 27, 2008",look: 1.5 | smell: 1.5 | taste: 2.5 | feel: 3 | overall: 4,+4.9%,Budweiser | Anheuser-Busch
"Feb 25, 2008",look: 4 | smell: 3 | taste: 4 | feel: 3.5 | overall: 5,+60.9%,Budweiser | Anheuser-Busch
"Feb 23, 2008",look: 3 | smell: 3 | taste: 3.5 | feel: 2.5 | overall: 4,+37.9%,Budweiser | Anheuser-Busch
"Feb 21, 2008",look: 2.5 | smell: 1.5 | taste: 2 | feel: 3 | overall: 2.75,-11.1%,Budweiser | Anheuser-Busch
"Feb 18, 2008",look: 3 | smell: 2.5 | taste: 2.5 | feel: 2.5 | overall: 2.5,+4.1%,Budweiser | Anheuser-Busch
"Feb 16, 2008",look: 2.5 | smell: 2 | taste: 2.5 | feel: 2 | overall: 2.5,-4.1%,Budweiser | Anheuser-Busch
"Feb 10, 2008",look: 1.5 | smell: 1.5 | taste: 1 | feel: 1.5 | overall: 1,-50.6%,Budweiser | Anheuser-Busch
"Feb 10, 2008",look: 4 | smell: 2.5 | taste: 3 | feel: 3 | overall: 3.5,+25.1%,Budweiser | Anheuser-Busch
"Feb 05, 2008",look: 3 | smell: 3 | taste: 4 | feel: 3.5 | overall: 3.5,+46.1%,Budweiser | Anheuser-Busch
"Feb 01, 2008",look: 2.5 | smell: 2 | taste: 2.5 | feel: 2 | overall: 3,look: 2.5 | smell: 2 | taste: 2.5 | feel: 2 | overall: 3,Budweiser | Anheuser-Busch
"Jan 31, 2008",look: 2 | smell: 2.5 | taste: 3 | feel: 2 | overall: 2.5,+7.8%,Budweiser | Anheuser-Busch
"Jan 31, 2008",look: 1.5 | smell: 1 | taste: 1 | feel: 1 | overall: 1,-57.6%,Budweiser | Anheuser-Busch
"Jan 29, 2008",look: 2 | smell: 1.5 | taste: 1.5 | feel: 1.5 | overall: 2.5,-28.8%,Budweiser | Anheuser-Busch
"Jan 29, 2008",look: 3 | smell: 3 | taste: 4 | feel: 3 | overall: 4.5,+52.3%,Budweiser | Anheuser-Busch
"Jan 27, 2008",look: 1.5 | smell: 1.5 | taste: 2.5 | feel: 3 | overall: 3.5,+0.8%,Budweiser | Anheuser-Busch
"Jan 27, 2008",look: 3 | smell: 2.5 | taste: 2.5 | feel: 3 | overall: 2.5,+6.2%,Budweiser | Anheuser-Busch
"Jan 21, 2008",look: 3 | smell: 3.5 | taste: 3.5 | feel: 2.5 | overall: 3.5,+38.7%,Budweiser | Anheuser-Busch
"Jan 19, 2008",look: 3.5 | smell: 2 | taste: 1.5 | feel: 1 | overall: 2.5,-22.2%,Budweiser | Anheuser-Busch
"Jan 14, 2008",look: 2 | smell: 2 | taste: 3 | feel: 4 | overall: 4,+23.5%,Budweiser | Anheuser-Busch
"Jan 11, 2008",look: 3.5 | smell: 3 | taste: 2 | feel: 1.5 | overall: 1,-14.4%,Budweiser | Anheuser-Busch
"Jan 07, 2008",look: 1.5 | smell: 1.5 | taste: 1.5 | feel: 2 | overall: 2,-32.1%,Budweiser | Anheuser-Busch
"Dec 31, 2007",look: 3 | smell: 2.5 | taste: 1.5 | feel: 3 | overall: 2,-14.4%,Budweiser | Anheuser-Busch
"Dec 31, 2007",look: 3 | smell: 2.5 | taste: 2.5 | feel: 2.5 | overall: 2.5,+4.1%,Budweiser | Anheuser-Busch
"Dec 29, 2007",look: 2 | smell: 2 | taste: 2 | feel: 2 | overall: 2.5,-13.6%,Budweiser | Anheuser-Busch
"Dec 27, 2007",look: 3 | smell: 3.5 | taste: 2 | feel: 2 | overall: 3.5,+11.9%,Budweiser | Anheuser-Busch
"Dec 26, 2007",look: 1.5 | smell: 2 | taste: 1.5 | feel: 2 | overall: 4,-10.7%,Budweiser | Anheuser-Busch
"Dec 26, 2007",look: 1 | smell: 1 | taste: 1.5 | feel: 1 | overall: 3,-34.2%,Budweiser | Anheuser-Busch
"Dec 18, 2007",look: 3 | smell: 2.5 | taste: 2.5 | feel: 3 | overall: 2.5,+6.2%,Budweiser | Anheuser-Busch
"Dec 17, 2007",look: 1.5 | smell: 1.5 | taste: 2 | feel: 2 | overall: 2,-23.9%,Budweiser | Anheuser-Busch
"Dec 14, 2007",look: 4 | smell: 2 | taste: 2 | feel: 2 | overall: 3,-4.5%,Budweiser | Anheuser-Busch
"Dec 14, 2007",look: 3.5 | smell: 3 | taste: 3.5 | feel: 3.5 | overall: 3.5,+39.1%,Budweiser | Anheuser-Busch
"Dec 13, 2007",look: 2.5 | smell: 2 | taste: 2 | feel: 2.5 | overall: 3.5,-2.1%,Budweiser | Anheuser-Busch
"Dec 12, 2007",look: 3.5 | smell: 2.5 | taste: 2.5 | feel: 3 | overall: 5,+28%,Budweiser | Anheuser-Busch
"Dec 11, 2007",look: 4 | smell: 3 | taste: 3.5 | feel: 3 | overall: 4,+42.4%,Budweiser | Anheuser-Busch
"Dec 10, 2007",look: 3 | smell: 3 | taste: 3 | feel: 2.5 | overall: 4,+29.6%,Budweiser | Anheuser-Busch
"Dec 03, 2007",look: 2 | smell: 2 | taste: 2 | feel: 2 | overall: 2,-17.7%,Budweiser | Anheuser-Busch
"Nov 30, 2007",look: 2 | smell: 2 | taste: 2 | feel: 2 | overall: 4.5,+2.9%,Budweiser | Anheuser-Busch
"Nov 26, 2007",look: 3 | smell: 2 | taste: 3 | feel: 2.5 | overall: 2.5,+7.4%,Budweiser | Anheuser-Busch
"Nov 24, 2007",look: 2.5 | smell: 2.5 | taste: 2 | feel: 1.5 | overall: 1,-21.8%,Budweiser | Anheuser-Busch
"Nov 24, 2007",look: 3.5 | smell: 2 | taste: 2 | feel: 1.5 | overall: 2,-16%,Budweiser | Anheuser-Busch
"Nov 18, 2007",look: 2 | smell: 1.5 | taste: 2 | feel: 2 | overall: 2,-22.6%,Budweiser | Anheuser-Busch
"Nov 11, 2007",look: 1.5 | smell: 1.5 | taste: 1 | feel: 1.5 | overall: 2,-42.4%,Budweiser | Anheuser-Busch
"Nov 02, 2007",look: 3 | smell: 3 | taste: 3 | feel: 3 | overall: 5,+39.9%,Budweiser | Anheuser-Busch
"Oct 29, 2007",look: 3 | smell: 3 | taste: 3.5 | feel: 3 | overall: 3.5,+35.8%,Budweiser | Anheuser-Busch
"Oct 28, 2007",look: 2 | smell: 2.5 | taste: 2.5 | feel: 2 | overall: 3.5,+7.8%,Budweiser | Anheuser-Busch
"Oct 26, 2007",look: 2 | smell: 2 | taste: 2 | feel: 2.5 | overall: 3,-7.4%,Budweiser | Anheuser-Busch
"Oct 24, 2007",look: 2 | smell: 2.5 | taste: 2.5 | feel: 2 | overall: 2.5,-0.4%,Budweiser | Anheuser-Busch
"Oct 21, 2007",look: 2 | smell: 2 | taste: 3 | feel: 2.5 | overall: 2.5,+4.9%,Budweiser | Anheuser-Busch
"Oct 21, 2007",look: 2.5 | smell: 1.5 | taste: 2.5 | feel: 2 | overall: 2.5,-9.1%,Budweiser | Anheuser-Busch
"Oct 19, 2007",look: 3 | smell: 3 | taste: 4 | feel: 3 | overall: 4.5,+52.3%,Budweiser | Anheuser-Busch
"Oct 16, 2007",look: 1.5 | smell: 1.5 | taste: 1.5 | feel: 2.5 | overall: 2.5,-25.9%,Budweiser | Anheuser-Busch
"Oct 11, 2007",look: 1 | smell: 1 | taste: 1.5 | feel: 2 | overall: 1.5,-42.4%,Budweiser | Anheuser-Busch
"Oct 09, 2007",look: 2 | smell: 2 | taste: 2.5 | feel: 1.5 | overall: 3.5,+0.8%,Budweiser | Anheuser-Busch
"Oct 08, 2007",look: 3 | smell: 3 | taste: 3 | feel: 3.5 | overall: 4,+33.7%,Budweiser | Anheuser-Busch
"Oct 08, 2007",look: 2.5 | smell: 2.5 | taste: 2.5 | feel: 3 | overall: 2,+0.8%,Budweiser | Anheuser-Busch
"Sep 29, 2007",look: 2 | smell: 2 | taste: 2 | feel: 2 | overall: 3.5,-5.3%,Budweiser | Anheuser-Busch
"Sep 27, 2007",look: 2 | smell: 2 | taste: 2.5 | feel: 2 | overall: 2.5,-5.3%,Budweiser | Anheuser-Busch
"Sep 27, 2007",look: 3 | smell: 2 | taste: 2 | feel: 3 | overall: 3,-2.9%,Budweiser | Anheuser-Busch
"Sep 23, 2007",look: 3 | smell: 2 | taste: 2 | feel: 2.5 | overall: 4,+3.3%,Budweiser | Anheuser-Busch
"Sep 18, 2007",look: 2 | smell: 2.5 | taste: 2.5 | feel: 1.5 | overall: 3.5,+5.8%,Budweiser | Anheuser-Busch
"Sep 12, 2007",look: 4 | smell: 3 | taste: 3 | feel: 4 | overall: 5,+46.5%,Budweiser | Anheuser-Busch
"Sep 12, 2007",look: 2 | smell: 1.5 | taste: 2 | feel: 1.5 | overall: 2.5,-20.6%,Budweiser | Anheuser-Busch
"Sep 12, 2007",look: 1.5 | smell: 1.5 | taste: 2.5 | feel: 2 | overall: 3,-7.4%,Budweiser | Anheuser-Busch
"Sep 11, 2007",look: 1 | smell: 1 | taste: 1 | feel: 1 | overall: 1,-58.8%,Budweiser | Anheuser-Busch
"Sep 08, 2007",look: 2.5 | smell: 2.5 | taste: 3 | feel: 2.5 | overall: 3,+15.2%,Budweiser | Anheuser-Busch
"Sep 07, 2007",look: 2.5 | smell: 3 | taste: 3 | feel: 3 | overall: 4,+30.5%,Budweiser | Anheuser-Busch
"Sep 06, 2007",look: 3 | smell: 2.5 | taste: 3 | feel: 2 | overall: 2.5,+10.3%,Budweiser | Anheuser-Busch
"Sep 05, 2007",look: 3 | smell: 2 | taste: 2.5 | feel: 2.5 | overall: 3.5,+7.4%,Budweiser | Anheuser-Busch
"Aug 30, 2007",look: 3.5 | smell: 3 | taste: 3 | feel: 3 | overall: 4.5,+37%,Budweiser | Anheuser-Busch
"Aug 30, 2007",look: 2.5 | smell: 2.5 | taste: 2.5 | feel: 2.5 | overall: 2.5,+2.9%,Budweiser | Anheuser-Busch
"Aug 29, 2007",look: 3 | smell: 3 | taste: 2 | feel: 2.5 | overall: 3.5,+9.1%,Budweiser | Anheuser-Busch
"Aug 28, 2007",look: 1 | smell: 1.5 | taste: 1.5 | feel: 1.5 | overall: 1.5,-39.5%,Budweiser | Anheuser-Busch
"Aug 23, 2007",look: 3.5 | smell: 3 | taste: 4 | feel: 4 | overall: 4.5,+57.6%,Budweiser | Anheuser-Busch
"Aug 21, 2007",look: 1.5 | smell: 2 | taste: 2.5 | feel: 3 | overall: 3,+1.6%,Budweiser | Anheuser-Busch
"Aug 20, 2007",look: 3.5 | smell: 2 | taste: 3 | feel: 3.5 | overall: 4,+25.1%,Budweiser | Anheuser-Busch
"Aug 20, 2007",look: 1.5 | smell: 1.5 | taste: 1.5 | feel: 1.5 | overall: 2,-34.2%,Budweiser | Anheuser-Busch
"Aug 17, 2007",look: 3 | smell: 2.5 | taste: 3 | feel: 3 | overall: 3.5,+22.6%,Budweiser | Anheuser-Busch
"Aug 10, 2007",look: 1.5 | smell: 1.5 | taste: 2 | feel: 2.5 | overall: 3.5,-9.5%,Budweiser | Anheuser-Busch
"Aug 09, 2007",look: 1.5 | smell: 2 | taste: 2 | feel: 3.5 | overall: 3.5,-0.4%,Budweiser | Anheuser-Busch
"Aug 08, 2007",look: 3 | smell: 1.5 | taste: 3.5 | feel: 3 | overall: 4,+25.1%,Budweiser | Anheuser-Busch
"Aug 04, 2007",look: 2 | smell: 2 | taste: 2 | feel: 2 | overall: 2.5,-13.6%,Budweiser | Anheuser-Busch
"Aug 02, 2007",look: 2 | smell: 2 | taste: 3 | feel: 2.5 | overall: 2,+0.8%,Budweiser | Anheuser-Busch
"Jul 31, 2007",look: 3 | smell: 2.5 | taste: 2 | feel: 2.5 | overall: 2,-8.2%,Budweiser | Anheuser-Busch
"Jul 31, 2007",look: 2.5 | smell: 2.5 | taste: 2 | feel: 2.5 | overall: 2.5,-5.3%,Budweiser | Anheuser-Busch
"Jul 31, 2007",look: 1.5 | smell: 1.5 | taste: 2.5 | feel: 1.5 | overall: 2.5,-13.6%,Budweiser | Anheuser-Busch
"Jul 30, 2007",look: 3 | smell: 3.5 | taste: 4 | feel: 4 | overall: 5,+65.4%,Budweiser | Anheuser-Busch
"Jul 27, 2007",look: 2.5 | smell: 2.5 | taste: 2 | feel: 3 | overall: 2,-7.4%,Budweiser | Anheuser-Busch
"Jul 22, 2007",look: 3.5 | smell: 3.5 | taste: 3.5 | feel: 3 | overall: 3.5,+42%,Budweiser | Anheuser-Busch
"Jul 20, 2007",look: 2.5 | smell: 2.5 | taste: 3 | feel: 2.5 | overall: 4,+23.5%,Budweiser | Anheuser-Busch
"Jul 20, 2007",look: 1 | smell: 1 | taste: 1.5 | feel: 1.5 | overall: 2,-40.3%,Budweiser | Anheuser-Busch
"Jul 13, 2007",look: 3 | smell: 3 | taste: 3 | feel: 3 | overall: 3.5,+27.6%,Budweiser | Anheuser-Busch
"Jul 13, 2007",look: 3 | smell: 2.5 | taste: 3 | feel: 2.5 | overall: 3,+16.5%,Budweiser | Anheuser-Busch
"Jul 12, 2007",look: 3.5 | smell: 2.5 | taste: 3 | feel: 2.5 | overall: 3.5,+21.8%,Budweiser | Anheuser-Busch
"Jul 10, 2007",look: 2 | smell: 1.5 | taste: 2 | feel: 2 | overall: 2,-22.6%,Budweiser | Anheuser-Busch
"Jul 01, 2007",look: 1 | smell: 1 | taste: 1.5 | feel: 1.5 | overall: 1,-48.6%,Budweiser | Anheuser-Busch
"Jun 29, 2007",look: 1.5 | smell: 1.5 | taste: 1.5 | feel: 2 | overall: 1.5,-36.2%,Budweiser | Anheuser-Busch
"Jun 28, 2007",look: 2.5 | smell: 2 | taste: 2.5 | feel: 2 | overall: 3,look: 2.5 | smell: 2 | taste: 2.5 | feel: 2 | overall: 3,Budweiser | Anheuser-Busch
"Jun 26, 2007",look: 2 | smell: 2 | taste: 2 | feel: 2 | overall: 2,-17.7%,Budweiser | Anheuser-Busch
"Jun 25, 2007",look: 2 | smell: 1.5 | taste: 2 | feel: 1.5 | overall: 4,-8.2%,Budweiser | Anheuser-Busch
"Jun 24, 2007",look: 3 | smell: 2.5 | taste: 3 | feel: 3 | overall: 4,+26.7%,Budweiser | Anheuser-Busch
"Jun 23, 2007",look: 2 | smell: 2 | taste: 2 | feel: 1.5 | overall: 1.5,-23.9%,Budweiser | Anheuser-Busch
"Jun 22, 2007",look: 3 | smell: 3 | taste: 3 | feel: 3 | overall: 3.5,+27.6%,Budweiser | Anheuser-Busch
"Jun 22, 2007",look: 3 | smell: 2.5 | taste: 3.5 | feel: 3 | overall: 4,+35%,Budweiser | Anheuser-Busch
"Jun 19, 2007",look: 2 | smell: 1.5 | taste: 1 | feel: 1.5 | overall: 2,-41.2%,Budweiser | Anheuser-Busch
"Jun 13, 2007",look: 3 | smell: 2.5 | taste: 2 | feel: 2 | overall: 2,-10.3%,Budweiser | Anheuser-Busch
"Jun 06, 2007",look: 2 | smell: 1.5 | taste: 1.5 | feel: 2 | overall: 3.5,-18.5%,Budweiser | Anheuser-Busch
"May 29, 2007",look: 3.5 | smell: 3.5 | taste: 3.5 | feel: 3 | overall: 4.5,+50.2%,Budweiser | Anheuser-Busch
"May 28, 2007",look: 2 | smell: 2 | taste: 2 | feel: 2 | overall: 2,-17.7%,Budweiser | Anheuser-Busch
"May 10, 2007",look: 2 | smell: 2.5 | taste: 3 | feel: 2.5 | overall: 4,+22.2%,Budweiser | Anheuser-Busch
"May 09, 2007",look: 2 | smell: 1.5 | taste: 2 | feel: 1.5 | overall: 1.5,-28.8%,Budweiser | Anheuser-Busch
"May 08, 2007",look: 2 | smell: 2.5 | taste: 2 | feel: 2.5 | overall: 2,-10.7%,Budweiser | Anheuser-Busch
"May 06, 2007",look: 3 | smell: 3 | taste: 3 | feel: 3 | overall: 3.5,+27.6%,Budweiser | Anheuser-Busch
"May 03, 2007",look: 1.5 | smell: 1.5 | taste: 3.5 | feel: 2.5 | overall: 4,+19.3%,Budweiser | Anheuser-Busch
"May 03, 2007",look: 1.5 | smell: 1 | taste: 1.5 | feel: 1 | overall: 1,-49.4%,Budweiser | Anheuser-Busch
