Region,Export Country,Year,WEX,WEM,ECA,ANZ,USC,LAC,AME,APA
WEX,ITA,2009,187758,2838674,220919,67563,1219751,56171,20715,215015
WEX,POR,1990,142130,218889,142,3363,34828,4601,28795,8975
WEX,POR,1991,146529,223533,574,3189,31990,5099,34488,10377
WEX,POR,1992,168942,235159,193,2830,32679,4176,64530,8524
WEX,POR,1993,129809,221716,870,2217,33326,6061,19026,8777
WEX,POR,1994,139164,229915,288,2751,37657,8256,23507,9295
WEX,POR,1995,160794,253780,425,2643,31614,14282,22187,10211
WEX,POR,1996,163182,268775,1929,2112,48228,14539,25138,12456
WEX,POR,1997,153803,252151,1294,2364,50392,18553,29459,12274
WEX,POR,1998,152633,258898,1041,1951,53393,16524,32046,11140
WEX,POR,1999,147398,263828,683,2292,64199,15882,17276,7629
WEX,POR,2000,124189,226542,664,2032,71302,18063,16307,6632
WEX,POR,2001,116128,211884,1230,1674,61590,16952,17682,5970
WEX,POR,2002,133648,227896,1523,1664,73904,11183,22057,6758
WEX,POR,2003,174208,286896,2256,2386,77320,13232,36864,7219
WEX,POR,2004,189232,312783,3409,2356,81440,15602,48564,9544
WEX,POR,2005,161113,312244,4613,2258,89319,19823,53181,9474
WEX,POR,2006,162600,297744,8304,2343,93516,25076,65914,11322
WEX,POR,2007,204262,359007,17339,3681,104402,29812,83491,14616
WEX,POR,2008,204416,370529,15870,3294,104059,31232,102153,17451
WEX,POR,2009,166522,341046,9371,2868,94199,28329,98625,18153
WEX,SPN,1990,28493,478641,16803,2383,95961,9491,19403,12405
WEX,SPN,1991,45867,505460,16543,1544,85777,12364,21787,10699
WEX,SPN,1992,72238,585629,10326,2178,92682,16264,21102,15069
WEX,SPN,1993,85006,482454,47985,1536,79072,16932,20913,10549
WEX,SPN,1994,104157,556942,12002,4399,84954,18748,17391,16268
WEX,SPN,1995,118111,722211,8362,3522,76626,21392,26517,15717
WEX,SPN,1996,88871,808148,14773,2949,101113,15452,25345,21577
WEX,SPN,1997,118147,822627,16468,5924,107566,21589,27709,35287
WEX,SPN,1998,163696,947813,14367,9596,116176,23348,28773,69818
WEX,SPN,1999,156134,895971,12617,6610,145462,30598,31806,55609
WEX,SPN,2000,129635,773015,13759,3712,128040,32712,24074,48159
WEX,SPN,2001,123199,799054,18364,1607,134928,41943,26913,37650
WEX,SPN,2002,125337,840896,26002,2326,159402,39201,30668,35995
WEX,SPN,2003,193072,1000028,38247,3289,197456,45123,32958,41174
WEX,SPN,2004,242133,1126463,57675,4169,229115,51422,27267,52750
WEX,SPN,2005,216220,1117107,75092,4098,265233,64468,26408,69400
WEX,SPN,2006,175636,1120011,89515,5230,304478,74488,27877,82648
WEX,SPN,2007,240566,1266813,131037,7099,352013,71208,33646,92972
WEX,SPN,2008,328753,1370246,152036,9530,360944,89857,37523,118369
WEX,SPN,2009,256255,1229432,138209,7389,322919,76443,35988,109290
WEM,AUT,1990,359,12551,2633,na,622,na,na,833
WEM,AUT,1991,217,14937,4704,na,514,na,na,1727
WEM,AUT,1992,686,20540,2414,na,456,na,na,480
WEM,AUT,1993,819,20373,309,na,717,na,na,531
WEM,AUT,1994,411,24953,1089,na,795,na,na,603
WEM,AUT,1995,547,21902,6547,3,527,1,na,1045
WEM,AUT,1996,357,22405,6464,1,944,19,43,1121
WEM,AUT,1997,935,29077,2754,69,935,45,32,1297
WEM,AUT,1998,12387,41628,1380,36,1504,67,22,1417
WEM,AUT,1999,1550,31816,2722,26,2438,14,68,1400
WEM,AUT,2000,579,30368,1664,71,2096,48,78,670
WEM,AUT,2001,858,35007,4614,24,4177,98,315,798
WEM,AUT,2002,1859,45475,4218,88,3655,92,54,896
WEM,AUT,2003,2077,60558,8956,138,4978,61,59,1053
WEM,AUT,2004,8251,73258,12591,188,6579,345,161,1910
WEM,AUT,2005,9078,70050,12625,126,7351,129,123,1610
WEM,AUT,2006,2945,77183,8260,152,9805,181,124,1607
WEM,AUT,2007,3600,114610,10669,348,11972,251,359,1851
WEM,AUT,2008,3065,128690,14420,650,13426,373,562,2367
WEM,AUT,2009,2777,135105,13075,529,10365,266,685,3032
WEM,BEL,1990,856,40523,na,na,177,671,46,400
WEM,BEL,1991,1891,37649,238,na,522,219,13,918
WEM,BEL,1992,1217,35447,na,na,1551,1616,na,332
WEM,BEL,1993,2330,19891,1420,na,2746,2218,200,628
WEM,BEL,1994,2115,33161,1311,na,1303,3209,228,1215
WEM,BEL,1995,8714,52684,3353,234,391,2131,2679,1007
WEM,BEL,1996,13129,52013,1440,301,411,948,1891,1070
WEM,BEL,1997,17310,58594,1035,259,934,1098,2189,2996
WEM,BEL,1998,13441,59799,1207,305,902,1293,2283,1488
WEM,BEL,1999,17063,65818,1119,65,1599,759,1690,1475
WEM,BEL,2000,15227,54819,922,66,2283,274,1556,1913
WEM,BEL,2001,15466,51995,2033,86,922,405,946,1862
WEM,BEL,2002,14819,49533,2258,39,1224,38,771,749
WEM,BEL,2003,22468,52113,1343,101,1287,84,1068,498
WEM,BEL,2004,16838,61033,1203,110,832,196,1044,359
WEM,BEL,2005,23367,68193,2982,124,1451,616,2007,531
WEM,BEL,2006,24819,65258,4299,10,1976,209,2429,746
WEM,BEL,2007,29212,67901,12209,305,181788,78,2512,730
WEM,BEL,2008,33385,70938,17788,608,263385,568,2186,3376
WEM,BEL,2009,61595,65345,4532,258,28921,155,2057,2657
WEM,DEN,1990,na,7778,52,na,358,na,na,na
WEM,DEN,1991,130,7149,248,na,285,na,na,na
WEM,DEN,1992,227,5592,na,na,259,93,na,na
WEM,DEN,1993,327,4497,851,na,188,82,na,na
WEM,DEN,1994,537,6237,564,na,168,122,na,na
WEM,DEN,1995,1939,9629,354,na,na,na,na,na
WEM,DEN,1996,1329,13027,230,na,26,21,15,45
WEM,DEN,1997,2381,19799,377,na,na,na,na,na
WEM,DEN,1998,2026,28529,364,na,na,20,2,144
WEM,DEN,1999,1254,31230,416,na,5,na,3,18
WEM,DEN,2000,558,39062,473,4,38,1,11,26
WEM,DEN,2001,2876,47049,621,12,68,44,35,218
WEM,DEN,2002,3612,56401,827,0,13,3,27,187
WEM,DEN,2003,1105,74637,961,0,297,1,56,243
WEM,DEN,2004,1159,86423,1017,92,623,48,66,124
WEM,DEN,2005,3959,84363,2293,29,1646,na,12,199
WEM,DEN,2006,1508,84498,3938,na,4893,2,11,98
WEM,DEN,2007,1876,97608,6311,3,3243,8,12,957
WEM,DEN,2008,1959,125786,8688,75,4680,0,63,749
WEM,DEN,2009,2178,99760,6961,na,2746,na,na,2845
WEM,FIN,1990,na,370,na,na,na,na,na,na
WEM,FIN,1991,na,515,na,na,na,na,na,na
WEM,FIN,1992,54,79,na,na,na,na,na,na
WEM,FIN,1993,na,na,na,na,na,na,na,na
WEM,FIN,1994,na,na,74,na,na,na,na,na
WEM,FIN,1995,na,na,757,na,na,na,na,na
WEM,FIN,1996,na,1,742,na,na,na,na,12
WEM,FIN,1997,na,44,326,na,na,na,na,4
WEM,FIN,1998,na,75,497,na,2,na,na,1
WEM,FIN,1999,23,72,543,na,3,na,na,5
WEM,FIN,2000,na,112,349,na,2,na,na,9
WEM,FIN,2001,na,77,649,na,na,na,na,4
WEM,FIN,2002,na,117,933,na,2,na,na,12
WEM,FIN,2003,2,83,1350,na,2,na,na,16
WEM,FIN,2004,11,405,2589,na,na,na,50,6
WEM,FIN,2005,25,1142,2746,na,na,60,na,4
WEM,FIN,2006,7,681,4059,na,na,63,0,na
WEM,FIN,2007,4,2176,4670,70,na,14,6,na
WEM,FIN,2008,3,2739,6209,na,na,22,4,7
WEM,FIN,2009,84,4154,7342,0,0,32,0,na
WEM,GER,1990,5342,332094,3065,4218,72705,11248,3022,56328
WEM,GER,1991,8814,333706,3077,3830,62055,9719,1209,45794
WEM,GER,1992,8584,341914,5573,2963,61523,10942,1576,49988
WEM,GER,1993,12047,269711,25153,2557,49483,14385,506,43135
WEM,GER,1994,13842,297147,55893,2569,50035,24110,639,54980
WEM,GER,1995,27062,317162,47430,2627,48413,26986,990,60108
WEM,GER,1996,33780,306145,27100,2520,51432,19520,874,58942
WEM,GER,1997,23758,254939,26495,1833,43792,14404,1118,57964
WEM,GER,1998,19705,276604,22711,2034,45714,11196,731,64149
WEM,GER,1999,22419,278572,16573,2008,49261,11206,1067,55332
WEM,GER,2000,18299,204221,19712,1872,49158,8494,948,38579
WEM,GER,2001,26660,218031,24735,1798,48899,10313,885,33245
WEM,GER,2002,32157,245112,28039,1936,60346,7383,2424,35773
WEM,GER,2003,36301,319906,37118,2601,89002,7640,3032,36896
WEM,GER,2004,30807,364569,40889,2817,98637,7691,4273,37383
WEM,GER,2005,40238,426684,48447,3018,115591,7978,4749,38805
WEM,GER,2006,44172,468121,79738,3805,152591,7899,11348,44455
WEM,GER,2007,54658,579915,106785,4491,178724,8861,9614,45820
WEM,GER,2008,60089,656249,140436,5110,179918,10344,11250,57503
WEM,GER,2009,51899,626344,118650,4135,152171,5933,10358,49351
WEM,GRE,1990,22107,43048,516,432,4926,,,72
WEM,GRE,1991,16811,46570,99,398,5809,,,
WEM,GRE,1992,15736,48307,66,439,7557,,32,131
WEM,GRE,1993,2365,39876,2165,384,5710,,133,177
WEM,GRE,1994,14684,41382,1143,540,6662,,,276
WEM,GRE,1995,16619,54929,1496,549,6216,67,133,568
WEM,GRE,1996,11898,56547,834,561,7109,129,41,635
WEM,GRE,1997,9669,54252,761,617,7040,198,53,1034
WEM,GRE,1998,16928,49197,649,519,8267,203,159,2059
WEM,GRE,1999,9835,52986,940,826,7524,188,95,396
WEM,GRE,2000,9090,40046,834,588,7287,258,75,416
WEM,GRE,2001,6396,36100,1056,545,7553,133,59,595
WEM,GRE,2002,3123,29897,1136,322,7148,415,53,651
WEM,GRE,2003,8254,54209,1505,556,9074,90,89,594
WEM,GRE,2004,9994,53259,1628,535,10180,46,223,2841
WEM,GRE,2005,8413,50602,1803,472,10291,75,71,248
WEM,GRE,2006,12204,43373,2241,389,11315,142,70,208
WEM,GRE,2007,8331,48949,3234,739,13227,225,186,313
WEM,GRE,2008,7997,53421,4919,678,13378,259,28,542
WEM,GRE,2009,9828,53338,2968,753,11462,267,38,502
WEM,IRL,1990,na,812,na,na,61,67,na,na
WEM,IRL,1991,na,1054,na,na,127,na,na,na
WEM,IRL,1992,na,1100,na,na,na,na,na,na
WEM,IRL,1993,75,1695,na,na,na,na,na,na
WEM,IRL,1994,na,714,59,na,na,72,na,na
WEM,IRL,1995,3,1717,62,12,264,na,na,1
WEM,IRL,1996,5,1730,1,45,184,53,113,182
WEM,IRL,1997,661,1033,57,38,517,na,103,5
WEM,IRL,1998,6,1121,14,85,775,10,102,na
WEM,IRL,1999,na,658,na,7,426,11,21,5
WEM,IRL,2000,na,485,na,na,394,127,3,8
WEM,IRL,2001,0,750,1,na,367,17,2,2
WEM,IRL,2002,na,851,6,2,489,1,0,105
WEM,IRL,2003,44,1662,2,12,353,0,77,na
WEM,IRL,2004,na,367,na,0,233,40,na,1
WEM,IRL,2005,377,1605,na,34,163,115,34,1
WEM,IRL,2006,na,909,na,1,286,35,21,3
WEM,IRL,2007,1168,4077,na,9,346,na,40,na
WEM,IRL,2008,2810,2662,na,8,302,0,na,0
WEM,IRL,2009,628,5272,na,1,176,2,na,0
WEM,NLD,1990,1264,10657,263,87,276,na,na,696
WEM,NLD,1991,2497,15495,na,59,516,na,189,267
WEM,NLD,1992,2154,19057,154,na,430,60,69,555
WEM,NLD,1993,882,22449,1715,66,565,843,170,313
WEM,NLD,1994,1587,24369,3066,70,415,273,243,581
WEM,NLD,1995,3373,30665,1806,233,604,339,520,10203
WEM,NLD,1996,3726,18995,2633,262,1016,260,303,19638
WEM,NLD,1997,4672,28069,2717,235,1619,687,653,23317
WEM,NLD,1998,7630,27733,2699,239,2805,604,1541,25686
WEM,NLD,1999,7862,42412,2035,610,7892,2078,822,21607
WEM,NLD,2000,6391,32938,1633,317,6873,880,1109,18581
WEM,NLD,2001,9089,36207,1555,546,3482,1127,656,19118
WEM,NLD,2002,7774,32854,1541,498,5887,1331,820,9992
WEM,NLD,2003,8557,29325,1925,549,6181,1570,896,10763
WEM,NLD,2004,7354,32269,2101,786,4592,1824,667,10501
WEM,NLD,2005,8499,42489,4277,1417,5985,1744,954,14491
WEM,NLD,2006,12879,64365,3866,2142,5322,1996,1854,21988
WEM,NLD,2007,18248,68871,6388,3077,4654,3337,2994,20344
WEM,NLD,2008,14211,71806,8312,4686,3040,2990,5622,27117
WEM,NLD,2009,5623,65165,6780,32,2945,2786,2834,23085
WEM,SWE,1990,64,na,104,na,66,na,na,na
WEM,SWE,1991,na,50,na,na,na,na,na,na
WEM,SWE,1992,na,537,na,na,225,na,na,na
WEM,SWE,1993,51,103,na,na,na,na,na,na
WEM,SWE,1994,151,4496,141,na,na,na,na,na
WEM,SWE,1995,73,610,53,na,na,na,na,na
WEM,SWE,1996,2,1575,130,1,8,5,3,24
WEM,SWE,1997,25,7502,375,84,7,3,22,24
WEM,SWE,1998,173,4935,1319,1,61,14,12,53
WEM,SWE,1999,388,3271,923,na,51,1,13,14
WEM,SWE,2000,75,3889,644,1,7,7,20,9
WEM,SWE,2001,52,2615,837,19,12,5,69,41
WEM,SWE,2002,181,5698,733,164,3,2,15,25
WEM,SWE,2003,136,24520,764,1,6,8,47,17
WEM,SWE,2004,313,34754,587,1,3,9,52,16
WEM,SWE,2005,398,23768,602,na,1,305,25,15
WEM,SWE,2006,173,17846,532,0,3,7,356,28
WEM,SWE,2007,451,9377,822,0,2036,85,402,13
WEM,SWE,2008,280,15360,1986,2,153,3,588,132
WEM,SWE,2009,2069,12639,2268,1,3,83,780,80
WEM,SWISS,1990,1566,6370,139,na,853,na,61,1938
WEM,SWISS,1991,1926,7088,99,na,1192,na,na,2031
WEM,SWISS,1992,2064,6800,178,na,1509,na,86,2294
WEM,SWISS,1993,2713,5702,221,na,2403,na,na,3436
WEM,SWISS,1994,4169,6469,304,na,2378,na,na,2127
WEM,SWISS,1995,722,9649,180,na,1078,8,5,799
WEM,SWISS,1996,6486,19796,420,2,3288,49,72,7217
WEM,SWISS,1997,12990,34978,219,24,4021,92,106,10255
WEM,SWISS,1998,7757,21843,62,3,5936,228,173,10207
WEM,SWISS,1999,7781,23698,143,8,4610,202,315,10440
WEM,SWISS,2000,5352,19372,334,39,4651,156,314,10125
WEM,SWISS,2001,5591,15958,334,1,5560,146,295,10136
WEM,SWISS,2002,6398,17452,391,9,9655,165,258,10251
WEM,SWISS,2003,7412,25020,869,52,17280,303,444,9587
WEM,SWISS,2004,7899,25758,907,41,8090,257,557,11349
WEM,SWISS,2005,9812,30929,2408,426,8169,336,345,13554
WEM,SWISS,2006,14042,59481,1616,95,9954,342,617,24750
WEM,SWISS,2007,27111,74339,2501,127,15286,492,1757,30756
WEM,SWISS,2008,22346,73451,3590,230,9651,410,211,34913
WEM,SWISS,2009,12619,33540,2591,92,7217,251,668,31980
WEM,UK,1990,2551,4927,219,460,2313,539,3191,3924
WEM,UK,1991,3822,5710,na,330,2629,367,1782,4437
WEM,UK,1992,2703,6045,211,502,3750,172,1701,6523
WEM,UK,1993,5365,6821,180,399,3140,323,1584,6356
WEM,UK,1994,3913,8228,342,394,3174,589,1574,8393
WEM,UK,1995,24580,22410,1028,1013,5901,2773,3216,17812
WEM,UK,1996,34421,31657,1596,913,22806,1952,3004,25750
WEM,UK,1997,55396,41256,1371,1673,29263,3150,4520,59449
WEM,UK,1998,30966,53336,1157,1252,47587,2468,3582,32429
WEM,UK,1999,26870,33670,1671,1651,68726,4442,4438,31172
WEM,UK,2000,25909,35678,2260,1112,61103,3257,5094,33019
WEM,UK,2001,36720,33885,3350,914,51255,4094,4095,29735
WEM,UK,2002,37494,54417,3710,4935,49445,8503,5289,37432
WEM,UK,2003,37768,60592,3493,2322,69249,4804,5947,45071
WEM,UK,2004,37240,70050,1640,3715,43818,3197,7801,47150
WEM,UK,2005,37475,82654,1458,1905,37036,4183,9339,51731
WEM,UK,2006,66286,91426,3331,1344,59178,8864,9389,68165
WEM,UK,2007,73848,149978,6007,1586,57566,4002,12848,101206
WEM,UK,2008,77006,126204,9429,6255,41959,3765,12568,161832
WEM,UK,2009,71627,135019,7928,3033,35973,4079,8063,229418
ECA,BUL,1990,,39715,66355,271,2393,,,3001
ECA,BUL,1991,942,50185,6927,,2192,,,2453
ECA,BUL,1992,3012,51445,22450,50,2402,,,2555
ECA,BUL,1993,2416,60932,59648,,2379,,,2468
ECA,BUL,1994,3423,61047,49269,,1951,,,2357
ECA,BUL,1995,7879,82140,73929,30,2243,,15,5510
ECA,BUL,1996,3905,67794,57280,na,4320,14,314,3558
ECA,BUL,1997,3441,62459,43448,93,3639,52,235,7896
ECA,BUL,1998,2952,57906,40386,88,3162,116,112,21844
ECA,BUL,1999,1655,46204,22831,20,3250,48,445,5250
ECA,BUL,2000,852,33491,20604,21,2691,42,525,3503
ECA,BUL,2001,1139,30182,23464,na,1598,46,776,2272
ECA,BUL,2002,697,25798,30592,na,1272,55,769,1798
ECA,BUL,2003,915,24345,41461,na,934,22,503,1298
ECA,BUL,2004,939,21948,54409,21,875,30,593,1236
ECA,BUL,2005,414,16104,72990,na,1187,8,340,1958
ECA,BUL,2006,513,14295,79217,21,1288,10,354,1566
ECA,BUL,2007,841,16107,98781,na,1383,15,388,1100
ECA,BUL,2008,367,15649,90225,na,1494,1,602,1184
ECA,BUL,2009,794,11533,54882,na,1341,1,460,1316
ECA,CRO,1990,na,na,na,na,na,na,na,na
ECA,CRO,1991,na,na,na,na,na,na,na,na
ECA,CRO,1992,482,6056,8179,na,295,na,na,119
ECA,CRO,1993,352,14095,3477,na,328,na,na,na
ECA,CRO,1994,382,4555,3784,na,516,na,na,na
ECA,CRO,1995,424,16491,8354,19,709,na,na,na
ECA,CRO,1996,976,4954,8531,119,737,61,1,na
ECA,CRO,1997,518,4243,5420,91,618,9,2,1
ECA,CRO,1998,389,3980,4485,16,638,38,7,147
ECA,CRO,1999,476,3949,3494,14,684,4,na,36
ECA,CRO,2000,618,3651,2611,5,480,3,6,na
ECA,CRO,2001,267,3409,3990,26,230,2,na,1
ECA,CRO,2002,217,3822,5129,9,451,14,0,15
ECA,CRO,2003,367,4691,6148,0,422,4,1,1
ECA,CRO,2004,344,5155,6265,8,502,1,2,15
ECA,CRO,2005,332,4218,4841,10,433,na,7,3
ECA,CRO,2006,350,4219,6289,24,398,na,na,15
ECA,CRO,2007,304,4280,8429,8,599,3,1,35
ECA,CRO,2008,276,4597,8252,3,509,0,0,156
ECA,CRO,2009,196,4724,7158,14,354,1,na,163
ECA,GEO,1990,na,na,na,na,na,na,na,na
ECA,GEO,1991,na,na,na,na,na,na,na,na
ECA,GEO,1992,na,na,4100,na,na,na,na,na
ECA,GEO,1993,na,56,3944,na,na,na,na,na
ECA,GEO,1994,na,na,4444,na,na,na,na,56
ECA,GEO,1995,na,257,4711,na,na,na,na,32
ECA,GEO,1996,1,776,2853,na,na,na,na,41
ECA,GEO,1997,na,415,11936,na,na,na,16,na
ECA,GEO,1998,na,2725,12055,na,204,na,60,3
ECA,GEO,1999,na,809,12248,na,1106,na,na,36
ECA,GEO,2000,87,208,26156,na,823,0,13,144
ECA,GEO,2001,na,287,29559,na,1815,na,173,258
ECA,GEO,2002,17,116,30753,na,1570,na,116,156
ECA,GEO,2003,8,453,39281,na,2100,na,246,150
ECA,GEO,2004,1,571,45411,14,1951,na,135,211
ECA,GEO,2005,76,570,77725,na,2493,na,152,217
ECA,GEO,2006,0,822,37911,na,1714,18,196,389
ECA,GEO,2007,171,1106,24944,na,1900,na,301,750
ECA,GEO,2008,287,1042,32902,na,1571,na,472,589
ECA,GEO,2009,na,na,na,na,na,na,na,7
ECA,HUN,1990,512,20082,59742,300,5668,na,na,529
ECA,HUN,1991,267,24924,31513,212,6342,na,na,870
ECA,HUN,1992,196,34449,27283,188,7184,na,na,1105
ECA,HUN,1993,708,34782,82357,167,6005,na,na,1047
ECA,HUN,1994,976,35445,63251,261,5332,na,89,1170
ECA,HUN,1995,4925,34951,78580,76,3859,17,140,1371
ECA,HUN,1996,1557,41363,43951,147,4582,110,55,1826
ECA,HUN,1997,1987,49107,34833,171,4205,146,94,3359
ECA,HUN,1998,2241,51662,28715,98,3985,84,70,5022
ECA,HUN,1999,2003,51569,17757,76,3238,29,78,1984
ECA,HUN,2000,2288,39051,17641,63,3166,161,220,1763
ECA,HUN,2001,2529,34940,16866,54,2865,164,201,1434
ECA,HUN,2002,2781,36718,19172,37,3462,57,142,1587
ECA,HUN,2003,3895,42160,19559,64,3714,60,94,1295
ECA,HUN,2004,4063,44489,25253,68,4077,104,159,1244
ECA,HUN,2005,2658,39216,23890,98,4606,51,112,1583
ECA,HUN,2006,2573,39557,31534,89,5627,84,89,1787
ECA,HUN,2007,3559,38821,40142,103,6069,98,148,1771
ECA,HUN,2008,3871,42995,44374,172,5511,202,104,2345
ECA,HUN,2009,2207,42142,36232,71,5886,182,147,2146
ECA,MOLD,1990,na,na,na,na,na,na,na,na
ECA,MOLD,1991,na,na,na,na,na,na,na,na
ECA,MOLD,1992,na,82,62452,na,na,na,na,na
ECA,MOLD,1993,na,1577,65036,na,na,na,na,na
ECA,MOLD,1994,na,2976,57683,na,80,na,na,na
ECA,MOLD,1995,718,797,111433,113,33,na,na,na
ECA,MOLD,1996,204,962,129874,na,na,na,28,126
ECA,MOLD,1997,250,1084,255436,na,75,na,na,na
ECA,MOLD,1998,16,321,176920,na,534,na,15,na
ECA,MOLD,1999,na,473,63072,na,661,na,67,53
ECA,MOLD,2000,13,266,87220,na,351,na,68,37
ECA,MOLD,2001,na,360,123520,na,153,na,242,95
ECA,MOLD,2002,12,745,134990,na,527,na,242,123
ECA,MOLD,2003,22,1563,178445,12,565,na,259,11
ECA,MOLD,2004,7,1865,212612,16,741,na,448,158
ECA,MOLD,2005,21,2385,241138,2,828,33,357,155
ECA,MOLD,2006,31,2730,131937,14,1131,na,449,682
ECA,MOLD,2007,68,3117,78432,na,904,20,581,489
ECA,MOLD,2008,26,2959,128147,33,1121,11,411,968
ECA,MOLD,2009,7,2988,123625,22,709,na,380,458
ECA,ROM,1990,98,9199,1426,na,1841,na,98,851
ECA,ROM,1991,58,10038,4050,na,1955,na,172,1396
ECA,ROM,1992,na,12455,na,na,1190,na,126,830
ECA,ROM,1993,55,12414,2527,na,1379,na,166,907
ECA,ROM,1994,414,12892,5154,na,956,na,176,1015
ECA,ROM,1995,90,17619,5937,17,612,na,207,839
ECA,ROM,1996,142,22100,6328,112,1262,na,1115,1804
ECA,ROM,1997,267,20412,15930,46,1581,24,458,3637
ECA,ROM,1998,115,18293,9978,na,1405,21,829,6836
ECA,ROM,1999,100,16120,2095,33,1281,123,564,1861
ECA,ROM,2000,256,12850,1695,58,1359,1,590,808
ECA,ROM,2001,1103,11688,3788,30,1284,na,610,1028
ECA,ROM,2002,604,10811,8945,22,1251,20,805,515
ECA,ROM,2003,275,13071,8208,31,2013,11,541,549
ECA,ROM,2004,640,14758,7156,24,2030,54,374,829
ECA,ROM,2005,670,12432,5242,35,2453,24,301,707
ECA,ROM,2006,1146,10271,6999,24,2787,31,240,548
ECA,ROM,2007,2032,8237,7740,41,1753,61,234,1367
ECA,ROM,2008,32013,8574,7066,32,1889,97,211,3061
ECA,ROM,2009,2129,7548,3967,na,1721,31,150,3274
ECA,RUS,1990,67,14582,na,na,216,na,na,138
ECA,RUS,1991,na,11782,1948,na,na,na,na,na
ECA,RUS,1992,72,5375,165,na,54,na,na,na
ECA,RUS,1993,na,2697,2101,na,na,492,na,na
ECA,RUS,1994,760,3526,17361,na,na,679,na,72
ECA,RUS,1995,633,853,149,na,na,na,na,na
ECA,RUS,1996,na,501,10810,na,110,na,2341,18
ECA,RUS,1997,na,98,1385,na,na,na,363,132
ECA,RUS,1998,na,64,372,na,1,na,17,476
ECA,RUS,1999,na,35,334,na,61,na,na,158
ECA,RUS,2000,1,33,774,1,na,na,na,38
ECA,RUS,2001,na,18,410,na,6,na,na,166
ECA,RUS,2002,1,27,677,na,16,1,na,na
ECA,RUS,2003,19,21,517,na,10,1,1,0
ECA,RUS,2004,na,34,696,4,37,0,32,10
ECA,RUS,2005,15,100,1015,na,53,na,36,10
ECA,RUS,2006,0,123,16248,864,na,na,15,na
ECA,RUS,2007,33,141,2678,430,12,na,na,20
ECA,RUS,2008,45,40,1909,1,0,na,18,63
ECA,RUS,2009,0,20,1632,na,na,na,na,82
ECA,UKR,1990,na,na,na,na,na,na,na,na
ECA,UKR,1991,na,na,na,na,na,na,na,na
ECA,UKR,1992,na,8813,na,na,na,na,na,na
ECA,UKR,1993,na,9170,496,na,na,na,na,na
ECA,UKR,1994,na,9693,12685,na,na,na,na,na
