Pos.This.Week|Pos.Last.Week|Peak.Pos.This.Week|Total.Weeks|Title|Artist|Entry.Date|Pos.Entry|Overall.Peak.Pos|Overall.Total.Weeks|Chart.Date
9|12|9|5|Like You|BOW WOW featuring CIARA|2005-08-06|63|3|21|20050903
10|8|8|14|Listen To Your Heart|D.H.T.|2005-06-04|87|8|27|20050903
11|21|11|6|Just The Girl|THE CLICK FIVE|2005-07-30|83|11|20|20050903
12|10|9|13|Pimpin' All Over The World|LUDACRIS featuring BOBBY VALENTINO|2005-06-11|81|9|20|20050903
13|19|13|8|Cool|GWEN STEFANI|2005-07-16|86|13|20|20050903
14|14|13|21|Beverly Hills|WEEZER|2005-04-16|25|10|43|20050903
16|15|14|15|Feel Good Inc|GORILLAZ / DE LA SOUL|2005-05-28|74|14|45|20050903
17|31|17|4|Don't Lie|BLACK EYED PEAS|2005-08-13|81|14|20|20050903
18|11|1|23|Hollaback|GWEN STEFANI|2005-04-02|82|1|31|20050903
19|17|14|19|Cater 2 U|DESTINY'S CHILD|2005-04-30|95|14|24|20050903
20|13|9|14|Get It Poppin'|FAT JOE featuring NELLY|2005-06-04|88|9|20|20050903
21|49|21|5|Wake Me Up When September Ends|GREEN DAY|2005-08-06|98|6|27|20050903
22|16|3|20|Don't Phunk With My Heart|BLACK EYED PEAS|2005-04-23|97|3|26|20050903
23|18|17|10|These Words|NATASHA BEDINGFIELD|2005-07-02|100|17|20|20050903
24|26|24|7|Play|DAVID BANNER|2005-07-23|90|7|20|20050903
25|22|19|22|Holiday|GREEN DAY|2005-04-09|98|19|32|20050903
26|23|15|30|Scars|PAPA ROACH|2005-02-12|73|15|38|20050903
27|30|27|6|Gold Digger|KANYE WEST featuring JAMIE FOXX|2005-07-30|92|1|39|20050903
28|66|28|10|Alcohol|BRAD PAISLEY|2005-07-02|89|28|18|20050903
29|NEW|29|1|Wake Up|HILARY DUFF|2005-09-03|29|29|6|20050903
30|24|7|21|Grind With Me|PRETTY RICKIE|2005-04-16|92|7|22|20050903
31|28|2|38|Since U Been Gone|KELLY CLARKSON|2004-12-18|70|2|46|20050903
32|25|18|17|Best Of You|FOO FIGHTERS|2005-05-14|51|18|21|20050903
33|27|22|14|Back Then|MIKE JONES|2005-06-04|91|22|20|20050903
34|44|34|7|Outta Control (Remix)|50 CENT featuring MOBB DEEP|2005-07-23|96|6|19|20050903
35|37|10|30|Mr. Brightside|KILLERS|2005-02-12|40|10|38|20050903
36|29|29|13|Mississippi Girl|FAITH HILL|2005-06-11|85|29|20|20050903
37|40|37|8|Badd|YING YANG TWINS featuring MIKE JONES & MR. COLLIPARK|2005-07-16|92|29|19|20050903
38|32|28|14|As Good As I Once Was|TOBY KEITH|2005-06-04|80|28|20|20050903
39|59|39|3|My Humps|BLACK EYED PEAS|2005-08-20|85|3|36|20050903
40|34|3|24|Just A Lil Bit|50 CENT|2005-03-26|87|3|27|20050903
41|42|41|18|La Tortura|SHAKIRA featuring ALEJANDRO SANZ|2005-05-07|98|23|31|20050903
42|38|6|29|Lonely No More|ROB THOMAS|2005-02-19|78|6|34|20050903
43|33|8|18|Coldplay|SPEED OF SOUND|2005-05-07|8|8|20|20050903
44|39|35|16|Something More|SUGARLAND|2005-05-21|99|35|20|20050903
45|36|7|27|Switch|WILL SMITH|2005-03-05|88|7|28|20050903
46|46|44|12|Must Be Nice|LYFE JENNINGS|2005-06-18|89|40|19|20050903
47|43|20|30|Collide|HOWIE DAY|2005-02-12|78|20|32|20050903
48|35|35|14|Make Her Feel Good|TEAIRRA MARI|2005-06-04|98|35|18|20050903
49|48|41|19|Free Yourself|FANTASIA|2005-04-30|100|41|20|20050903
50|52|50|9|A Real Fine Place To Start|SARA EVANS|2005-07-09|99|38|20|20050903
51|45|14|31|Let Me Go|3 DOORS DOWN|2005-02-05|73|14|31|20050903
52|58|52|5|Your Body|PRETTY RICKY|2005-08-06|88|12|20|20050903
53|47|39|15|How To Deal|FRANKIE J|2005-05-28|94|39|19|20050903
54|56|54|8|This Is How A Heart Breaks|ROB THOMAS|2005-07-16|98|52|20|20050903
55|50|36|11|Summer Nights|LIL ROB|2005-06-25|94|36|14|20050903
56|53|53|19|Breathe (2.A.M.)|ANNA NALIK|2005-04-30|92|53|20|20050903
57|68|57|8|Tell Me|BOBBY VALENTINO|2005-07-16|85|51|14|20050903
58|55|55|11|Right Here|STAIND|2005-06-25|85|55|20|20050903
59|62|59|8|Do You Want Fries With That|TIM McGRAW|2005-07-16|90|59|11|20050903
60|54|29|18|Give Me That|WEBBIE featuring BUN B|2005-05-07|99|29|20|20050903
61|79|61|4|Belly Dancer (Bananza)|AKON|2005-08-13|98|30|20|20050903
62|51|14|8|These Boots Are Made For Walkin'|JESSICA SIMPSON|2005-07-16|33|14|11|20050903
63|60|38|18|Fast Cars And Freedom|RASCAL FLATTS|2005-05-07|86|38|20|20050903
"64|71|64|6|Welcome To Jamrock|DAMIAN ""JR. GONG"" MARLEY|2005-07-30|96|55|12|20050903"
65|64|60|8|Gotta Getcha|JERMAINE DUPRI|2005-07-16|100|60|11|20050903
66|74|66|8|Help Somebody|VAN ZANT|2005-07-16|91|66|11|20050903
67|70|67|10|Play Something Country|BROOKS & DUNN|2005-07-02|92|37|17|20050903
68|72|68|3|Axel F|CRAZY FROG|2005-08-20|80|50|7|20050903
69|67|67|7|And Then What|YOUNG JEEZY featuring MANNIE FRESH|2005-07-23|91|67|11|20050903
70|82|70|5|Redneck Yacht Club|CRAIG MORGAN|2005-08-06|100|45|19|20050903
71|73|71|9|Helena (So Long & Goodnight)|MY CHEMICAL ROMANCE|2005-07-09|98|33|16|20050903
72|84|72|5|Something To Be Proud Of|MONTGOMERY GENTRY|2005-08-06|96|41|20|20050903
73|80|73|3|Dirty Little Secret|ALL-AMERICAN REJECTS|2005-08-20|91|9|38|20050903
74|69|48|11|So Seductive|TONY YAYO featuring 50 CENT|2005-06-25|76|48|15|20050903
75|78|75|5|Charlie Last Name: Wilson|CHARLIE WILSON|2005-08-06|92|67|14|20050903
76|89|76|2|Naked|MARQUES HOUSTON|2005-08-27|89|47|14|20050903
77|77|34|20|Making Memories Of Us|KEITH URBAN|2005-04-23|90|34|20|20050903
78|65|13|20|Incomplete|BACKSTREET BOYS|2005-04-23|55|13|20|20050903
79|63|1|10|Inside Your Heaven|CARRIE UNDERWOOD|2005-07-02|1|1|12|20050903
80|75|49|16|Untitled (How Can This Happen To Me)|SIMPLE PLAN|2005-05-21|95|49|16|20050903
81|100|81|2|I'm Sprung|T-PAIN|2005-08-27|100|8|26|20050903
82|85|82|6|Somebody's Hero|JAMIE O'NEAL|2005-07-30|99|51|17|20050903
83|NEW|83|1|Soul Survivor|YOUNG JEEZY featuring AKON|2005-09-03|83|4|24|20050903
84|92|84|2|Run It!|CHRIS BROWN|2005-08-27|92|1|38|20050903
85|86|43|16|Diamonds From Sierra Leone|KANYE WEST|2005-05-21|94|43|19|20050903
86|88|86|4|Stay With Me (Brass Bed)|JOSH GRACIN|2005-08-13|99|47|16|20050903
87|95|87|2|All These Things That I've Done|THE KILLERS|2005-08-27|95|74|14|20050903
88|83|56|11|Dem Boyz|BOYZ N DA HOOD|2005-06-25|97|56|12|20050903
89|NEW|89|1|Just Want You To Know|BACKSTREET BOYS|2005-09-03|89|70|4|20050903
90|87|87|3|All Jacked Up|GRETCHEN WILSON|2005-08-20|97|42|11|20050903
91|NEW|91|1|Home|MICHALE BUBLE|2005-09-03|91|72|14|20050903
92|99|87|4|Gotta Make It|TREY SONGZ featuring TWISTA|2005-08-13|89|87|7|20050903
93|76|59|10|Don't Worry 'Bout A Thing|SHEDAISY|2005-07-02|90|59|10|20050903
94|NEW|94|1|Shake|YING YANG TWINS featuring PITBULL|2005-09-03|94|41|20|20050903
95|94|94|4|Hicktown|JASON ALDEAN|2005-08-13|100|68|13|20050903
96|NEW|96|1|Probably Wouldn't Be This Way|LeANN RIMES|2005-09-03|96|54|14|20050903
97|96|96|3|Georgia Rain|TRISHA YEARWOOD|2005-08-20|98|78|8|20050903
98|NEW|98|1|Best I Ever Had|GARY ALLAN|2005-09-03|98|51|17|20050903
99|NEW|99|1|Because Of You|KELLY CLARKSON|2005-09-03|99|7|37|20050903
100|98|98|2|Sittin' Sidewayz|PAUL WALL featuring BIG POKEY|2005-08-27|98|98|4|20050903
1|1|1|20|We Belong Together|MARIAH CAREY|2005-04-16|81|1|43|20050827
2|2|2|17|Don't Cha|THE PUSSYCAT DOLLS featuring BUSTA RHYMES|2005-05-07|95|2|40|20050827
3|3|2|12|Pon de Replay|RHIANNA|2005-06-11|97|2|27|20050827
4|4|4|14|Let Me Hold You|BOW WOW featuring OMARION|2005-05-28|93|4|24|20050827
5|6|5|24|You & Me|LIFEHOUSE|2005-03-19|99|5|58|20050827
6|12|6|5|Shake It Off|MARIAH CAREY|2005-07-30|66|2|26|20050827
7|7|6|19|Behind These Hazel Eyes|KELLY CLARKSON|2005-04-23|87|6|34|20050827
8|8|8|13|Listen To Your Heart|D.H.T.|2005-06-04|87|8|27|20050827
9|5|4|15|Lose Control|MISSY ELLIOTT featuring CIARA & FAT MAN SCOOP|2005-05-21|86|3|28|20050827
10|10|9|12|Pimpin' All Over The World|LUDACRIS featuring BOBBY VALENTINO|2005-06-11|81|9|20|20050827
11|9|1|22|Hollaback|GWEN STEFANI|2005-04-02|82|1|31|20050827
12|25|12|4|Like You|BOW WOW featuring CIARA|2005-08-06|63|3|21|20050827
13|11|9|13|Get It Poppin'|FAT JOE featuring NELLY|2005-06-04|88|9|20|20050827
14|15|13|20|Beverly Hills|WEEZER|2005-04-16|25|10|43|20050827
15|14|14|14|Feel Good Inc|GORILLAZ / DE LA SOUL|2005-05-28|74|14|45|20050827
16|13|3|19|Don't Phunk With My Heart|BLACK EYED PEAS|2005-04-23|97|3|26|20050827
17|18|14|18|Cater 2 U|DESTINY'S CHILD|2005-04-30|95|14|24|20050827
18|17|17|9|These Words|NATASHA BEDINGFIELD|2005-07-02|100|17|20|20050827
19|23|19|7|Cool|GWEN STEFANI|2005-07-16|86|13|20|20050827
21|21|21|5|Just The Girl|THE CLICK FIVE|2005-07-30|83|11|20|20050827
22|20|19|21|Holiday|GREEN DAY|2005-04-09|98|19|32|20050827
23|19|15|29|Scars|PAPA ROACH|2005-02-12|73|15|38|20050827
24|16|7|20|Grind With Me|PRETTY RICKIE|2005-04-16|92|7|22|20050827
25|24|18|16|Best Of You|FOO FIGHTERS|2005-05-14|51|18|21|20050827
26|34|26|6|Play|DAVID BANNER|2005-07-23|90|7|20|20050827
27|28|22|13|Back Then|MIKE JONES|2005-06-04|91|22|20|20050827
28|27|2|37|Since U Been Gone|KELLY CLARKSON|2004-12-18|70|2|46|20050827
29|31|29|12|Mississippi Girl|FAITH HILL|2005-06-11|85|29|20|20050827
30|47|30|5|Gold Digger|KANYE WEST featuring JAMIE FOXX|2005-07-30|92|1|39|20050827
31|50|31|3|Don't Lie|BLACK EYED PEAS|2005-08-13|81|14|20|20050827
32|32|28|13|As Good As I Once Was|TOBY KEITH|2005-06-04|80|28|20|20050827
33|30|8|17|Coldplay|SPEED OF SOUND|2005-05-07|8|8|20|20050827
34|29|3|23|Just A Lil Bit|50 CENT|2005-03-26|87|3|27|20050827
35|37|35|13|Make Her Feel Good|TEAIRRA MARI|2005-06-04|98|35|18|20050827
36|26|7|26|Switch|WILL SMITH|2005-03-05|88|7|28|20050827
37|38|10|29|Mr. Brightside|KILLERS|2005-02-12|40|10|38|20050827
38|36|6|28|Lonely No More|ROB THOMAS|2005-02-19|78|6|34|20050827
39|35|35|15|Something More|SUGARLAND|2005-05-21|99|35|20|20050827
40|45|40|7|Badd|YING YANG TWINS featuring MIKE JONES & MR. COLLIPARK|2005-07-16|92|29|19|20050827
41|33|2|23|Oh|CIARA featuring LUDACRIS|2005-03-26|75|2|23|20050827
42|46|42|17|La Tortura|SHAKIRA featuring ALEJANDRO SANZ|2005-05-07|98|23|31|20050827
43|39|20|29|Collide|HOWIE DAY|2005-02-12|78|20|32|20050827
44|55|44|6|Outta Control (Remix)|50 CENT featuring MOBB DEEP|2005-07-23|96|6|19|20050827
45|40|14|30|Let Me Go|3 DOORS DOWN|2005-02-05|73|14|31|20050827
46|44|44|11|Must Be Nice|LYFE JENNINGS|2005-06-18|89|40|19|20050827
47|42|39|14|How To Deal|FRANKIE J|2005-05-28|94|39|19|20050827
48|48|41|18|Free Yourself|FANTASIA|2005-04-30|100|41|20|20050827
49|86|49|4|Wake Me Up When September Ends|GREEN DAY|2005-08-06|98|6|27|20050827
50|49|36|10|Summer Nights|LIL ROB|2005-06-25|94|36|14|20050827
51|43|14|7|These Boots Are Made For Walkin'|JESSICA SIMPSON|2005-07-16|33|14|11|20050827
52|51|51|8|A Real Fine Place To Start|SARA EVANS|2005-07-09|99|38|20|20050827
53|56|53|18|Breathe (2.A.M.)|ANNA NALIK|2005-04-30|92|53|20|20050827
54|41|29|17|Give Me That|WEBBIE featuring BUN B|2005-05-07|99|29|20|20050827
55|79|55|10|Right Here|STAIND|2005-06-25|85|55|20|20050827
56|58|56|7|This Is How A Heart Breaks|ROB THOMAS|2005-07-16|98|52|20|20050827
57|68|57|2|Seasons Of Love|CAST OF RENT|2005-08-20|68|57|2|20050827
58|77|58|4|Your Body|PRETTY RICKY|2005-08-06|88|12|20|20050827
59|85|59|2|My Humps|BLACK EYED PEAS|2005-08-20|85|3|36|20050827
60|54|38|17|Fast Cars And Freedom|RASCAL FLATTS|2005-05-07|86|38|20|20050827
61|52|2|40|Boulevard Of Broken Dreams|GREEN DAY|2004-11-27|71|2|40|20050827
62|63|62|7|Do You Want Fries With That|TIM McGRAW|2005-07-16|90|59|11|20050827
63|53|1|9|Inside Your Heaven|CARRIE UNDERWOOD|2005-07-02|1|1|12|20050827
64|61|60|7|Gotta Getcha|JERMAINE DUPRI|2005-07-16|100|60|11|20050827
65|57|13|19|Incomplete|BACKSTREET BOYS|2005-04-23|55|13|20|20050827
66|74|66|9|Alcohol|BRAD PAISLEY|2005-07-02|89|28|18|20050827
67|69|67|6|And Then What|YOUNG JEEZY featuring MANNIE FRESH|2005-07-23|91|67|11|20050827
68|65|65|7|Tell Me|BOBBY VALENTINO|2005-07-16|85|51|14|20050827
69|59|48|10|So Seductive|TONY YAYO featuring 50 CENT|2005-06-25|76|48|15|20050827
70|70|68|9|Play Something Country|BROOKS & DUNN|2005-07-02|92|37|17|20050827
"71|66|66|5|Welcome To Jamrock|DAMIAN ""JR. GONG"" MARLEY|2005-07-30|96|55|12|20050827"
72|80|72|2|Axel F|CRAZY FROG|2005-08-20|80|50|7|20050827
73|71|71|8|Helena (So Long & Goodnight)|MY CHEMICAL ROMANCE|2005-07-09|98|33|16|20050827
74|76|74|7|Help Somebody|VAN ZANT|2005-07-16|91|66|11|20050827
75|67|49|15|Untitled (How Can This Happen To Me)|SIMPLE PLAN|2005-05-21|95|49|16|20050827
76|60|59|9|Don't Worry 'Bout A Thing|SHEDAISY|2005-07-02|90|59|10|20050827
77|64|34|19|Making Memories Of Us|KEITH URBAN|2005-04-23|90|34|20|20050827
78|78|77|4|Charlie Last Name: Wilson|CHARLIE WILSON|2005-08-06|92|67|14|20050827
79|90|79|3|Belly Dancer (Bananza)|AKON|2005-08-13|98|30|20|20050827
80|91|80|2|Dirty Little Secret|ALL-AMERICAN REJECTS|2005-08-20|91|9|38|20050827
81|75|27|20|B.Y.O.B.|SYSTEM OF A DOWN|2005-04-16|74|27|20|20050827
82|83|82|4|Redneck Yacht Club|CRAIG MORGAN|2005-08-06|100|45|19|20050827
83|62|56|10|Dem Boyz|BOYZ N DA HOOD|2005-06-25|97|56|12|20050827
84|82|82|4|Something To Be Proud Of|MONTGOMERY GENTRY|2005-08-06|96|41|20|20050827
85|92|85|5|Somebody's Hero|JAMIE O'NEAL|2005-07-30|99|51|17|20050827
86|73|43|15|Diamonds From Sierra Leone|KANYE WEST|2005-05-21|94|43|19|20050827
87|97|87|2|All Jacked Up|GRETCHEN WILSON|2005-08-20|97|42|11|20050827
88|94|88|3|Stay With Me (Brass Bed)|JOSH GRACIN|2005-08-13|99|47|16|20050827
89|NEW|89|1|Naked|MARQUES HOUSTON|2005-08-27|89|47|14|20050827
90|NEW|90|1|Nada Es Para Siempre|LUIS FONSI|2005-08-27|90|90|1|20050827
91|72|32|13|Dreams|THE GAME|2005-06-04|97|32|13|20050827
92|NEW|92|1|Run It!|CHRIS BROWN|2005-08-27|92|1|38|20050827
93|NEW|93|1|Playa's Only|R. KELLY featuring THE GAME|2005-08-27|93|93|1|20050827
94|99|94|3|Hicktown|JASON ALDEAN|2005-08-13|100|68|13|20050827
95|NEW|95|1|All These Things That I've Done|THE KILLERS|2005-08-27|95|74|14|20050827
96|98|96|2|Georgia Rain|TRISHA YEARWOOD|2005-08-20|98|78|8|20050827
97|96|84|12|I Can't Stop Loving You|KEM|2005-06-11|98|84|12|20050827
98|NEW|98|1|Sittin' Sidewayz|PAUL WALL featuring BIG POKEY|2005-08-27|98|98|4|20050827
99|87|87|3|Gotta Make It|TREY SONGZ featuring TWISTA|2005-08-13|89|87|7|20050827
100|NEW|100|1|I'm Sprung|T-PAIN|2005-08-27|100|8|26|20050827
1|1|1|19|We Belong Together|MARIAH CAREY|2005-04-16|81|1|43|20050820
2|3|2|16|Don't Cha|THE PUSSYCAT DOLLS featuring BUSTA RHYMES|2005-05-07|95|2|40|20050820
3|2|2|11|Pon de Replay|RHIANNA|2005-06-11|97|2|27|20050820
4|4|4|13|Let Me Hold You|BOW WOW featuring OMARION|2005-05-28|93|4|24|20050820
5|5|4|14|Lose Control|MISSY ELLIOTT featuring CIARA & FAT MAN SCOOP|2005-05-21|86|3|28|20050820
6|8|6|23|You & Me|LIFEHOUSE|2005-03-19|99|5|58|20050820
7|7|6|18|Behind These Hazel Eyes|KELLY CLARKSON|2005-04-23|87|6|34|20050820
8|10|8|12|Listen To Your Heart|D.H.T.|2005-06-04|87|8|27|20050820
9|6|1|21|Hollaback|GWEN STEFANI|2005-04-02|82|1|31|20050820
10|11|9|11|Pimpin' All Over The World|LUDACRIS featuring BOBBY VALENTINO|2005-06-11|81|9|20|20050820
11|12|9|12|Get It Poppin'|FAT JOE featuring NELLY|2005-06-04|88|9|20|20050820
12|19|12|4|Shake It Off|MARIAH CAREY|2005-07-30|66|2|26|20050820
13|9|3|18|Don't Phunk With My Heart|BLACK EYED PEAS|2005-04-23|97|3|26|20050820
14|15|14|13|Feel Good Inc|GORILLAZ / DE LA SOUL|2005-05-28|74|14|45|20050820
15|18|13|19|Beverly Hills|WEEZER|2005-04-16|25|10|43|20050820
16|13|7|19|Grind With Me|PRETTY RICKIE|2005-04-16|92|7|22|20050820
17|23|17|8|These Words|NATASHA BEDINGFIELD|2005-07-02|100|17|20|20050820
18|14|14|17|Cater 2 U|DESTINY'S CHILD|2005-04-30|95|14|24|20050820
19|16|15|28|Scars|PAPA ROACH|2005-02-12|73|15|38|20050820
20|21|19|20|Holiday|GREEN DAY|2005-04-09|98|19|32|20050820
21|52|21|4|Just The Girl|THE CLICK FIVE|2005-07-30|83|11|20|20050820
22|30|22|8|Sugar
23|26|23|6|Cool|GWEN STEFANI|2005-07-16|86|13|20|20050820
24|20|18|15|Best Of You|FOO FIGHTERS|2005-05-14|51|18|21|20050820
25|49|25|3|Like You|BOW WOW featuring CIARA|2005-08-06|63|3|21|20050820
26|22|7|25|Switch|WILL SMITH|2005-03-05|88|7|28|20050820
27|28|2|36|Since U Been Gone|KELLY CLARKSON|2004-12-18|70|2|46|20050820
28|24|22|12|Back Then|MIKE JONES|2005-06-04|91|22|20|20050820
29|17|3|22|Just A Lil Bit|50 CENT|2005-03-26|87|3|27|20050820
30|27|8|16|Coldplay|SPEED OF SOUND|2005-05-07|8|8|20|20050820
31|32|31|11|Mississippi Girl|FAITH HILL|2005-06-11|85|29|20|20050820
32|29|28|12|As Good As I Once Was|TOBY KEITH|2005-06-04|80|28|20|20050820
33|25|2|22|Oh|CIARA featuring LUDACRIS|2005-03-26|75|2|23|20050820
34|47|34|5|Play|DAVID BANNER|2005-07-23|90|7|20|20050820
35|35|35|14|Something More|SUGARLAND|2005-05-21|99|35|20|20050820
36|31|6|27|Lonely No More|ROB THOMAS|2005-02-19|78|6|34|20050820
37|38|37|12|Make Her Feel Good|TEAIRRA MARI|2005-06-04|98|35|18|20050820
38|34|10|28|Mr. Brightside|KILLERS|2005-02-12|40|10|38|20050820
39|43|20|28|Collide|HOWIE DAY|2005-02-12|78|20|32|20050820
40|36|14|29|Let Me Go|3 DOORS DOWN|2005-02-05|73|14|31|20050820
41|33|29|16|Give Me That|WEBBIE featuring BUN B|2005-05-07|99|29|20|20050820
42|42|39|13|How To Deal|FRANKIE J|2005-05-28|94|39|19|20050820
43|40|14|6|These Boots Are Made For Walkin'|JESSICA SIMPSON|2005-07-16|33|14|11|20050820
44|45|44|10|Must Be Nice|LYFE JENNINGS|2005-06-18|89|40|19|20050820
45|53|45|6|Badd|YING YANG TWINS featuring MIKE JONES & MR. COLLIPARK|2005-07-16|92|29|19|20050820
46|46|46|16|La Tortura|SHAKIRA featuring ALEJANDRO SANZ|2005-05-07|98|23|31|20050820
47|62|47|4|Gold Digger|KANYE WEST featuring JAMIE FOXX|2005-07-30|92|1|39|20050820
48|44|41|17|Free Yourself|FANTASIA|2005-04-30|100|41|20|20050820
49|41|36|9|Summer Nights|LIL ROB|2005-06-25|94|36|14|20050820
50|81|50|2|Don't Lie|BLACK EYED PEAS|2005-08-13|81|14|20|20050820
51|57|51|7|A Real Fine Place To Start|SARA EVANS|2005-07-09|99|38|20|20050820
52|48|2|39|Boulevard Of Broken Dreams|GREEN DAY|2004-11-27|71|2|40|20050820
53|37|1|8|Inside Your Heaven|CARRIE UNDERWOOD|2005-07-02|1|1|12|20050820
54|54|38|16|Fast Cars And Freedom|RASCAL FLATTS|2005-05-07|86|38|20|20050820
55|59|55|5|Outta Control (Remix)|50 CENT featuring MOBB DEEP|2005-07-23|96|6|19|20050820
56|58|54|17|Breathe (2.A.M.)|ANNA NALIK|2005-04-30|92|53|20|20050820
57|51|13|18|Incomplete|BACKSTREET BOYS|2005-04-23|55|13|20|20050820
58|67|58|6|This Is How A Heart Breaks|ROB THOMAS|2005-07-16|98|52|20|20050820
59|56|48|9|So Seductive|TONY YAYO featuring 50 CENT|2005-06-25|76|48|15|20050820
60|60|59|8|Don't Worry 'Bout A Thing|SHEDAISY|2005-07-02|90|59|10|20050820
61|61|60|6|Gotta Getcha|JERMAINE DUPRI|2005-07-16|100|60|11|20050820
62|64|56|9|Dem Boyz|BOYZ N DA HOOD|2005-06-25|97|56|12|20050820
63|70|63|6|Do You Want Fries With That|TIM McGRAW|2005-07-16|90|59|11|20050820
64|63|34|18|Making Memories Of Us|KEITH URBAN|2005-04-23|90|34|20|20050820
65|71|65|6|Tell Me|BOBBY VALENTINO|2005-07-16|85|51|14|20050820
"66|74|66|4|Welcome To Jamrock|DAMIAN ""JR. GONG"" MARLEY|2005-07-30|96|55|12|20050820"
67|65|49|14|Untitled (How Can This Happen To Me)|SIMPLE PLAN|2005-05-21|95|49|16|20050820
68|NEW|68|1|Seasons Of Love|CAST OF RENT|2005-08-20|68|57|2|20050820
69|69|69|5|And Then What|YOUNG JEEZY featuring MANNIE FRESH|2005-07-23|91|67|11|20050820
70|68|68|8|Play Something Country|BROOKS & DUNN|2005-07-02|92|37|17|20050820
71|75|71|7|Helena (So Long & Goodnight)|MY CHEMICAL ROMANCE|2005-07-09|98|33|16|20050820
72|55|32|12|Dreams|THE GAME|2005-06-04|97|32|13|20050820
73|50|43|14|Diamonds From Sierra Leone|KANYE WEST|2005-05-21|94|43|19|20050820
74|72|72|8|Alcohol|BRAD PAISLEY|2005-07-02|89|28|18|20050820
75|73|27|19|B.Y.O.B.|SYSTEM OF A DOWN|2005-04-16|74|27|20|20050820
76|76|76|6|Help Somebody|VAN ZANT|2005-07-16|91|66|11|20050820
77|83|77|3|Your Body|PRETTY RICKY|2005-08-06|88|12|20|20050820
78|77|77|3|Charlie Last Name: Wilson|CHARLIE WILSON|2005-08-06|92|67|14|20050820
79|79|77|9|Right Here|STAIND|2005-06-25|85|55|20|20050820
80|NEW|80|1|Axel F|CRAZY FROG|2005-08-20|80|50|7|20050820
81|91|81|2|Wordplay|JASON MRAZ|2005-08-13|91|81|2|20050820
82|92|82|3|Something To Be Proud Of|MONTGOMERY GENTRY|2005-08-06|96|41|20|20050820
83|86|83|3|Redneck Yacht Club|CRAIG MORGAN|2005-08-06|100|45|19|20050820
84|82|31|20|The Hand That Feeds|NINE INCH NAILS|2005-04-09|31|31|20|20050820
85|NEW|85|1|My Humps|BLACK EYED PEAS|2005-08-20|85|3|36|20050820
86|94|86|3|Wake Me Up When September Ends|GREEN DAY|2005-08-06|98|6|27|20050820
87|89|87|2|Gotta Make It|TREY SONGZ featuring TWISTA|2005-08-13|89|87|7|20050820
88|87|82|4|Be My Escape|RELIENT K|2005-07-30|88|82|4|20050820
89|66|2|7|Inside Your Heaven|BO BICE|2005-07-09|2|2|7|20050820
90|98|90|2|Belly Dancer (Bananza)|AKON|2005-08-13|98|30|20|20050820
91|NEW|91|1|Dirty Little Secret|ALL-AMERICAN REJECTS|2005-08-20|91|9|38|20050820
92|90|90|4|Somebody's Hero|JAMIE O'NEAL|2005-07-30|99|51|17|20050820
93|78|22|16|Trapped In The Closet (Chapter 1 Of 5)|R. KELLY|2005-05-07|100|22|16|20050820
94|99|94|2|Stay With Me (Brass Bed)|JOSH GRACIN|2005-08-13|99|47|16|20050820
95|80|64|12|Pickin' Wildflowers|KEITH ANDERSON|2005-06-04|100|64|12|20050820
96|85|84|11|I Can't Stop Loving You|KEM|2005-06-11|98|84|12|20050820
97|NEW|97|1|All Jacked Up|GRETCHEN WILSON|2005-08-20|97|42|11|20050820
98|NEW|98|1|Georgia Rain|TRISHA YEARWOOD|2005-08-20|98|78|8|20050820
99|100|99|2|Hicktown|JASON ALDEAN|2005-08-13|100|68|13|20050820
100|NEW|100|1|Girl|BECK|2005-08-20|100|100|1|20050820
1|1|1|18|We Belong Together|MARIAH CAREY|2005-04-16|81|1|43|20050813
2|2|2|10|Pon de Replay|RHIANNA|2005-06-11|97|2|27|20050813
3|3|3|15|Don't Cha|THE PUSSYCAT DOLLS featuring BUSTA RHYMES|2005-05-07|95|2|40|20050813
4|5|4|12|Let Me Hold You|BOW WOW featuring OMARION|2005-05-28|93|4|24|20050813
5|4|4|13|Lose Control|MISSY ELLIOTT featuring CIARA & FAT MAN SCOOP|2005-05-21|86|3|28|20050813
6|6|1|20|Hollaback|GWEN STEFANI|2005-04-02|82|1|31|20050813
7|7|6|17|Behind These Hazel Eyes|KELLY CLARKSON|2005-04-23|87|6|34|20050813
8|13|8|22|You & Me|LIFEHOUSE|2005-03-19|99|5|58|20050813
9|8|3|17|Don't Phunk With My Heart|BLACK EYED PEAS|2005-04-23|97|3|26|20050813
10|12|10|11|Listen To Your Heart|D.H.T.|2005-06-04|87|8|27|20050813
11|9|9|10|Pimpin' All Over The World|LUDACRIS featuring BOBBY VALENTINO|2005-06-11|81|9|20|20050813
12|10|9|11|Get It Poppin'|FAT JOE featuring NELLY|2005-06-04|88|9|20|20050813
13|11|7|18|Grind With Me|PRETTY RICKIE|2005-04-16|92|7|22|20050813
14|19|14|16|Cater 2 U|DESTINY'S CHILD|2005-04-30|95|14|24|20050813
15|16|15|12|Feel Good Inc|GORILLAZ / DE LA SOUL|2005-05-28|74|14|45|20050813
16|15|15|27|Scars|PAPA ROACH|2005-02-12|73|15|38|20050813
17|14|3|21|Just A Lil Bit|50 CENT|2005-03-26|87|3|27|20050813
