Pos.This.Week|Pos.Last.Week|Peak.Pos.This.Week|Total.Weeks|Title|Artist|Entry.Date|Pos.Entry|Overall.Peak.Pos|Overall.Total.Weeks|Chart.Date,,
47|46|41|6|Foe Tha Love Of $|BONE THUGS-N-HARMONY featuring EAZY-E|1995-02-25|48|41|14|19950401,,
48|40|6|27|I Wanna Be Down|BRANDY|1994-10-01|61|6|28|19950401,,
49|90|49|2|Ask Of You|RAPHAEL SAADIQ|1995-03-25|90|19|20|19950401,,
50|47|11|45|100% Pure Love|CRYSTAL WATERS|1994-05-28|89|11|45|19950401,,
51|63|51|2|Tell Me When|HUMAN LEAGUE|1995-03-25|63|31|12|19950401,,
52|56|52|4|No More I Love You's|ANNIE LENNOX|1995-03-11|78|23|21|19950401,,
53|75|53|2|Can't Stop Lovin' You|VAN HALEN|1995-03-25|75|30|20|19950401,,
54|54|54|6|Brooklyn Zoo|OL' DIRTY BASTARD|1995-02-25|65|54|16|19950401,,
55|43|16|19|Constantly|IMMATURE|1994-11-26|73|16|20|19950401,,
56|61|56|8|Move It Like This|K7|1995-02-11|92|54|20|19950401,,
57|53|53|5|For Your Love|STEVIE WONDER|1995-03-04|71|53|14|19950401,,
58|65|58|4|I'd Rather Be Alone|IV XAMPLE|1995-03-11|92|44|20|19950401,,
59|68|59|2|I'll Be Around|RAPPIN' 4-TAY feat. THE SPINNERS|1995-03-25|68|39|16|19950401,,
60|60|60|7|Think Of You|USHER|1995-02-18|94|58|19|19950401,,
61|58|54|9|Mad Izm|CHANNEL LIVE|1995-02-04|75|54|12|19950401,,
62|57|57|13|(She's Got) Skillz|ALL-4-ONE|1995-01-07|93|57|20|19950401,,
63|55|29|19|Mental Picture|JON SECADA|1994-11-26|99|29|20|19950401,,
64|76|64|4|Let Her Cry|HOOTIE AND THE BLOWFISH|1995-03-11|90|9|35|19950401,,
65|66|57|9|Tour|CAPLETON|1995-02-04|62|57|14|19950401,,
66|74|66|3|Until The End Of Time|FOREIGNER|1995-03-18|89|42|16|19950401,,
67|67|67|5|Never Find Someone Like You|KEITH MARTIN|1995-03-04|85|53|16|19950401,,
68|83|68|2|Here And Now|LETTERS TO CLEO|1995-03-25|83|56|13|19950401,,
69|69|69|9|Fat Boy|MAX-A-MILLION|1995-02-04|89|69|20|19950401,,
70|70|70|2|Connection|ELASTICA|1995-03-25|70|53|17|19950401,,
71|71|71|5|Get Lifted|KEITH MURRAY|1995-03-04|83|71|10|19950401,,
72|59|52|7|She's A River|SIMPLE MINDS|1995-02-18|67|52|9|19950401,,
73|62|59|6|Shook Ones|MOBB DEEP|1995-02-25|66|59|10|19950401,,
74|64|19|11|Bang And Blame|R.E.M.|1995-01-21|30|19|14|19950401,,
75|86|75|3|Close To You|FUN FACTORY|1995-03-18|93|46|20|19950401,,
76|80|76|2|Run-Around|BLUES TRAVELLER|1995-03-25|80|8|49|19950401,,
77|77|75|6|1-Luv|E-40|1995-02-25|92|71|14|19950401,,
78|72|55|16|She Don't Use Jelly|FLAMING LIPS|1994-12-17|91|55|20|19950401,,
79|NEW|79|1|Joy|BLACKSTREET|1995-04-01|79|43|13|19950401,,
80|73|38|17|Mishale|ANDRU DONALDS|1994-12-10|92|38|19|19950401,,
81|82|81|4|Let's Get It On|SHABBA RANKS|1995-03-11|97|81|9|19950401,,
82|87|77|8|Rodeo|95 SOUTH|1995-02-11|89|77|18|19950401,,
83|78|51|17|Kitty Kitty|69 BOYZ|1994-12-10|83|51|20|19950401,,
84|NEW|84|1|Purple Medley|PRINCE|1995-04-01|84|84|2|19950401,,
85|81|50|15|Whatcha Want|NINE|1994-12-24|97|50|17|19950401,,
86|92|86|2|Lick It|20 FINGERS feat. ROULA|1995-03-25|92|72|15|19950401,,
87|79|53|8|Sour Times (Nobody Loves Me)|PORTISHEAD|1995-02-11|62|53|9|19950401,,
88|NEW|88|1|Total Eclipse Of The Heart|NICKI FRENCH|1995-04-01|88|2|27|19950401,,
89|84|74|4|People Don't Believe|SCARFACE|1995-03-11|83|74|7|19950401,,
90|NEW|90|1|Wonderful|ADAM ANT|1995-04-01|90|39|19|19950401,,
91|NEW|91|1|Your Loving Arms|BILLIE RAY MARTIN|1995-04-01|91|87|10|19950401,,
92|NEW|92|1|Shy Guy|DIANA KING|1995-04-01|92|13|29|19950401,,
93|NEW|93|1|Feel So High|DES'REE|1995-04-01|93|67|11|19950401,,
94|97|72|10|Dreamer|LIVIN' JOY|1995-01-28|80|72|13|19950401,,
95|NEW|95|1|Keeper Of The Stars|TRACY BYRD|1995-04-01|95|68|7|19950401,,
96|88|38|20|Foolin' Around|CHANGING FACES|1994-11-19|96|38|20|19950401,,
97|94|58|17|Always And Forever|LUTHER VANDROSS|1994-12-10|95|58|18|19950401,,
98|NEW|98|1|Safe And Sound|DJ QUIK|1995-04-01|98|81|10|19950401,,
99|93|62|11|Whiney Whiney|WILLI ONE BLOOD|1995-01-21|76|62|11|19950401,,
100|85|62|15|Promise Me|LIL' SUZY|1994-12-24|93|62|18|19950401,,
1|1|1|15|Take A Bow|MADONNA|1994-12-17|45|1|30|19950325,,
2|2|2|12|Candy Rain|SOUL FOR REAL|1995-01-07|71|2|25|19950325,,
3|3|1|20|Creep|TLC|1994-11-12|71|1|32|19950325,,
4|5|4|4|Red Light Special|TLC|1995-03-04|39|2|22|19950325,,
5|7|5|13|Strong Enough|SHERYL CROW|1994-12-31|81|5|26|19950325,,
6|6|6|11|Big Poppa / Warning|NOTORIOUS B.I.G.|1995-01-14|82|6|24|19950325,,
7|9|5|30|You Gotta Be|DES'REE|1994-09-03|90|5|44|19950325,,
8|4|4|8|Baby|BRANDY|1995-02-04|60|4|20|19950325,,
9|8|8|16|If You Love Me|BROWNSTONE|1994-12-10|79|8|27|19950325,,
10|17|10|3|Run Away|REAL McCOY|1995-03-11|30|3|20|19950325,,
11|13|11|9|I Know|DIONNE FARRIS|1995-01-28|61|4|38|19950325,,
12|11|3|31|Another Night|MC SAR & THE REAL McCOY|1994-08-27|77|3|45|19950325,,
13|12|10|25|Hold My Hand|HOOTIE AND THE BLOWFISH|1994-10-08|95|10|44|19950325,,
14|14|14|7|Freak Like Me|ADINA HOWARD|1995-02-11|54|2|30|19950325,,
15|10|1|19|On Bended Knee|BOYZ II MEN|1994-11-19|14|1|27|19950325,,
16|20|16|5|This Is How We Do It|MONTELL JORDAN|1995-02-25|93|1|29|19950325,,
17|18|17|8|This Lil Game We Play|SUBWAY|1995-02-04|64|15|20|19950325,,
18|19|16|6|Like The Way I Do / If I Wanted To|MELISSA ETHERIDGE|1995-02-18|25|16|20|19950325,,
19|25|19|3|Dear Mama / Old School|2PAC|1995-03-11|31|9|20|19950325,,
20|16|4|26|Always|BON JOVI|1994-10-01|91|4|32|19950325,,
21|21|21|5|Thank You|BOYZ II MEN|1995-02-25|73|21|20|19950325,,
22|22|22|15|In The House Of Stone And Light|MARTIN PAGE|1994-12-17|87|14|35|19950325,,
23|15|8|28|Sukiyaki|4PM|1994-09-17|90|8|32|19950325,,
24|26|24|3|Believe|ELTON JOHN|1995-03-11|52|13|20|19950325,,
25|96|25|2|Keep Their Heads Ringin'|DR. DRE|1995-03-18|96|10|20|19950325,,
26|23|17|6|If You Think You're Lonely Now|K-CI HAILEY OF JODECI|1995-02-18|52|17|16|19950325,,
27|33|27|9|Hold On|JAMIE WALTERS|1995-01-28|88|16|27|19950325,,
28|29|11|20|Rhythm Of The Night|CORONA|1994-11-12|84|11|27|19950325,,
29|28|13|17|You Don't Know How It Feels|TOM PETTY|1994-12-03|69|13|22|19950325,,
30|24|7|23|Before I Let You Go|BLACKSTREET|1994-10-22|94|7|27|19950325,,
31|27|27|9|Everlasting Love|GLORIA ESTEFAN|1995-01-28|77|27|20|19950325,,
32|44|32|6|I Believe|BLESSED UNION OF SOULS|1995-02-18|85|8|31|19950325,,
33|35|33|6|You Got It|BONNIE RAITT|1995-02-18|74|33|17|19950325,,
34|39|34|5|I Live My Life For You|FIREHOUSE|1995-02-25|76|26|20|19950325,,
35|30|8|34|I'm The Only Love|MELISSA ETHERIDGE|1994-08-06|96|8|40|19950325,,
36|32|20|18|Every Day Of The Week|JADE|1994-11-26|53|20|22|19950325,,
37|31|22|17|I Miss You|N II U|1994-12-03|91|22|20|19950325,,
38|38|38|13|Get Down|CRAIG MACK|1994-12-31|73|38|20|19950325,,
39|36|18|20|The Sweetest Days|VANESSA WILLIAMS|1994-11-12|83|18|23|19950325,,
40|40|6|26|I Wanna Be Down|BRANDY|1994-10-01|61|6|28|19950325,,
41|43|37|18|House Of Love|AMY GRANT & VINCE GILL|1994-11-26|96|37|21|19950325,,
42|51|42|7|Dream About You / Funky Melody|STEVIE B|1995-02-11|76|29|23|19950325,,
43|34|16|18|Constantly|IMMATURE|1994-11-26|73|16|20|19950325,,
44|37|1|28|Here Comes The Hotstepper|INI KAMOZE|1994-09-17|97|1|30|19950325,,
45|46|41|21|Get Ready For This|2 UNLIMITED|1994-11-05|85|38|27|19950325,,
46|41|41|5|Foe Tha Love Of $|BONE THUGS-N-HARMONY featuring EAZY-E|1995-02-25|48|41|14|19950325,,
47|48|11|44|100% Pure Love|CRYSTAL WATERS|1994-05-28|89|11|45|19950325,,
48|47|14|29|Short Dick Man|20 FINGERS|1994-09-10|85|14|30|19950325,,
49|45|1|33|I'll Make Love To You|BOYZ II MEN|1994-08-13|31|1|33|19950325,,
50|42|8|38|Tootsee Roll|69 BOYZ|1994-07-09|100|8|38|19950325,,
51|63|51|3|Cotton Eye Joe|REDNEX|1995-03-11|94|25|23|19950325,,
52|58|52|4|Mr. Personality|20 FINGERS feat GILLETTE|1995-03-04|84|42|18|19950325,,
53|56|53|4|For Your Love|STEVIE WONDER|1995-03-04|71|53|14|19950325,,
54|55|54|5|Brooklyn Zoo|OL' DIRTY BASTARD|1995-02-25|65|54|16|19950325,,
55|52|29|18|Mental Picture|JON SECADA|1994-11-26|99|29|20|19950325,,
56|61|56|3|No More I Love You's|ANNIE LENNOX|1995-03-11|78|23|21|19950325,,
57|60|57|12|(She's Got) Skillz|ALL-4-ONE|1995-01-07|93|57|20|19950325,,
58|54|54|8|Mad Izm|CHANNEL LIVE|1995-02-04|75|54|12|19950325,,
59|57|52|6|She's A River|SIMPLE MINDS|1995-02-18|67|52|9|19950325,,
60|62|60|6|Think Of You|USHER|1995-02-18|94|58|19|19950325,,
61|73|61|7|Move It Like This|K7|1995-02-11|92|54|20|19950325,,
62|59|59|5|Shook Ones|MOBB DEEP|1995-02-25|66|59|10|19950325,,
63|NEW|63|1|Tell Me When|HUMAN LEAGUE|1995-03-25|63|31|12|19950325,,
64|53|19|10|Bang And Blame|R.E.M.|1995-01-21|30|19|14|19950325,,
65|78|65|3|I'd Rather Be Alone|IV XAMPLE|1995-03-11|92|44|20|19950325,,
66|66|57|8|Tour|CAPLETON|1995-02-04|62|57|14|19950325,,
67|72|67|4|Never Find Someone Like You|KEITH MARTIN|1995-03-04|85|53|16|19950325,,
68|NEW|68|1|I'll Be Around|RAPPIN' 4-TAY feat. THE SPINNERS|1995-03-25|68|39|16|19950325,,
69|75|69|8|Fat Boy|MAX-A-MILLION|1995-02-04|89|69|20|19950325,,
70|NEW|70|1|Connection|ELASTICA|1995-03-25|70|53|17|19950325,,
71|71|71|4|Get Lifted|KEITH MURRAY|1995-03-04|83|71|10|19950325,,
72|64|55|15|She Don't Use Jelly|FLAMING LIPS|1994-12-17|91|55|20|19950325,,
73|67|38|16|Mishale|ANDRU DONALDS|1994-12-10|92|38|19|19950325,,
74|89|74|2|Until The End Of Time|FOREIGNER|1995-03-18|89|42|16|19950325,,
75|NEW|75|1|Can't Stop Lovin' You|VAN HALEN|1995-03-25|75|30|20|19950325,,
76|81|76|3|Let Her Cry|HOOTIE AND THE BLOWFISH|1995-03-11|90|9|35|19950325,,
77|79|75|5|1-Luv|E-40|1995-02-25|92|71|14|19950325,,
78|69|51|16|Kitty Kitty|69 BOYZ|1994-12-10|83|51|20|19950325,,
79|70|53|7|Sour Times (Nobody Loves Me)|PORTISHEAD|1995-02-11|62|53|9|19950325,,
80|NEW|80|1|Run-Around|BLUES TRAVELLER|1995-03-25|80|8|49|19950325,,
81|65|50|14|Whatcha Want|NINE|1994-12-24|97|50|17|19950325,,
82|87|82|3|Let's Get It On|SHABBA RANKS|1995-03-11|97|81|9|19950325,,
83|NEW|83|1|Here And Now|LETTERS TO CLEO|1995-03-25|83|56|13|19950325,,
84|74|74|3|People Don't Believe|SCARFACE|1995-03-11|83|74|7|19950325,,
85|68|62|14|Promise Me|LIL' SUZY|1994-12-24|93|62|18|19950325,,
86|93|86|2|Close To You|FUN FACTORY|1995-03-18|93|46|20|19950325,,
87|84|77|7|Rodeo|95 SOUTH|1995-02-11|89|77|18|19950325,,
88|83|38|19|Foolin' Around|CHANGING FACES|1994-11-19|96|38|20|19950325,,
89|76|45|20|Bring The Pain|METHOD MAN|1994-11-12|76|45|20|19950325,,
90|NEW|90|1|Ask Of You|RAPHAEL SAADIQ|1995-03-25|90|19|20|19950325,,
91|77|72|9|Woman To Woman|JEWELL|1995-01-28|86|72|9|19950325,,
92|NEW|92|1|Lick It|20 FINGERS feat. ROULA|1995-03-25|92|72|15|19950325,,
93|80|62|10|Whiney Whiney|WILLI ONE BLOOD|1995-01-21|76|62|11|19950325,,
94|88|58|16|Always And Forever|LUTHER VANDROSS|1994-12-10|95|58|18|19950325,,
95|85|82|4|What I Need|CRYSTAL WATERS|1995-03-04|87|82|4|19950325,,
96|92|89|6|How Did I Get By Without You|JOHN WAITE|1995-02-18|93|89|6|19950325,,
97|90|72|9|Dreamer|LIVIN' JOY|1995-01-28|80|72|13|19950325,,
98|94|65|14|Pimp Of The Year|DRU DOWN|1994-12-24|91|65|14|19950325,,
99|82|69|11|Nika|VICIOUS|1995-01-14|99|69|11|19950325,,
100|91|79|7|When I Wanna Be Boy|MISSJONES|1995-02-11|90|79|7|19950325,,
1|1|1|14|Take A Bow|MADONNA|1994-12-17|45|1|30|19950318,,
2|3|2|11|Candy Rain|SOUL FOR REAL|1995-01-07|71|2|25|19950318,,
3|2|1|19|Creep|TLC|1994-11-12|71|1|32|19950318,,
4|4|4|7|Baby|BRANDY|1995-02-04|60|4|20|19950318,,
5|18|5|3|Red Light Special|TLC|1995-03-04|39|2|22|19950318,,
6|11|6|10|Big Poppa / Warning|NOTORIOUS B.I.G.|1995-01-14|82|6|24|19950318,,
7|9|7|12|Strong Enough|SHERYL CROW|1994-12-31|81|5|26|19950318,,
8|8|8|15|If You Love Me|BROWNSTONE|1994-12-10|79|8|27|19950318,,
9|5|5|29|You Gotta Be|DES'REE|1994-09-03|90|5|44|19950318,,
10|7|1|18|On Bended Knee|BOYZ II MEN|1994-11-19|14|1|27|19950318,,
11|6|3|30|Another Night|MC SAR & THE REAL McCOY|1994-08-27|77|3|45|19950318,,
12|10|10|24|Hold My Hand|HOOTIE AND THE BLOWFISH|1994-10-08|95|10|44|19950318,,
13|14|13|8|I Know|DIONNE FARRIS|1995-01-28|61|4|38|19950318,,
14|17|14|6|Freak Like Me|ADINA HOWARD|1995-02-11|54|2|30|19950318,,
15|12|8|27|Sukiyaki|4PM|1994-09-17|90|8|32|19950318,,
16|13|4|25|Always|BON JOVI|1994-10-01|91|4|32|19950318,,
17|30|17|2|Run Away|REAL McCOY|1995-03-11|30|3|20|19950318,,
18|19|18|7|This Lil Game We Play|SUBWAY|1995-02-04|64|15|20|19950318,,
19|16|16|5|Like The Way I Do / If I Wanted To|MELISSA ETHERIDGE|1995-02-18|25|16|20|19950318,,
20|34|20|4|This Is How We Do It|MONTELL JORDAN|1995-02-25|93|1|29|19950318,,
21|25|21|4|Thank You|BOYZ II MEN|1995-02-25|73|21|20|19950318,,
22|22|22|14|In The House Of Stone And Light|MARTIN PAGE|1994-12-17|87|14|35|19950318,,
23|20|17|5|If You Think You're Lonely Now|K-CI HAILEY OF JODECI|1995-02-18|52|17|16|19950318,,
24|21|7|22|Before I Let You Go|BLACKSTREET|1994-10-22|94|7|27|19950318,,
25|31|25|2|Dear Mama / Old School|2PAC|1995-03-11|31|9|20|19950318,,
26|52|26|2|Believe|ELTON JOHN|1995-03-11|52|13|20|19950318,,
27|27|27|8|Everlasting Love|GLORIA ESTEFAN|1995-01-28|77|27|20|19950318,,
28|15|13|16|You Don't Know How It Feels|TOM PETTY|1994-12-03|69|13|22|19950318,,
29|23|11|19|Rhythm Of The Night|CORONA|1994-11-12|84|11|27|19950318,,
30|24|8|33|I'm The Only Love|MELISSA ETHERIDGE|1994-08-06|96|8|40|19950318,,
31|28|22|16|I Miss You|N II U|1994-12-03|91|22|20|19950318,,
32|29|20|17|Every Day Of The Week|JADE|1994-11-26|53|20|22|19950318,,
33|36|33|8|Hold On|JAMIE WALTERS|1995-01-28|88|16|27|19950318,,
34|26|16|17|Constantly|IMMATURE|1994-11-26|73|16|20|19950318,,
35|35|35|5|You Got It|BONNIE RAITT|1995-02-18|74|33|17|19950318,,
36|32|18|19|The Sweetest Days|VANESSA WILLIAMS|1994-11-12|83|18|23|19950318,,
37|33|1|27|Here Comes The Hotstepper|INI KAMOZE|1994-09-17|97|1|30|19950318,,
38|53|38|12|Get Down|CRAIG MACK|1994-12-31|73|38|20|19950318,,
39|51|39|4|I Live My Life For You|FIREHOUSE|1995-02-25|76|26|20|19950318,,
40|37|6|25|I Wanna Be Down|BRANDY|1994-10-01|61|6|28|19950318,,
41|42|41|4|Foe Tha Love Of $|BONE THUGS-N-HARMONY featuring EAZY-E|1995-02-25|48|41|14|19950318,,
42|45|8|37|Tootsee Roll|69 BOYZ|1994-07-09|100|8|38|19950318,,
43|38|37|17|House Of Love|AMY GRANT & VINCE GILL|1994-11-26|96|37|21|19950318,,
44|54|44|5|I Believe|BLESSED UNION OF SOULS|1995-02-18|85|8|31|19950318,,
45|40|1|32|I'll Make Love To You|BOYZ II MEN|1994-08-13|31|1|33|19950318,,
46|41|41|20|Get Ready For This|2 UNLIMITED|1994-11-05|85|38|27|19950318,,
47|39|14|28|Short Dick Man|20 FINGERS|1994-09-10|85|14|30|19950318,,
48|44|11|43|100% Pure Love|CRYSTAL WATERS|1994-05-28|89|11|45|19950318,,
49|47|8|22|You Want This / 70's Love Groove|JANET JACKSON|1994-10-22|60|8|22|19950318,,
50|48|2|33|All I Wanna Do|SHERYL CROW|1994-08-06|84|2|33|19950318,,
51|55|51|6|Dream About You / Funky Melody|STEVIE B|1995-02-11|76|29|23|19950318,,
52|46|29|17|Mental Picture|JON SECADA|1994-11-26|99|29|20|19950318,,
53|43|19|9|Bang And Blame|R.E.M.|1995-01-21|30|19|14|19950318,,
54|58|54|7|Mad Izm|CHANNEL LIVE|1995-02-04|75|54|12|19950318,,
55|63|55|4|Brooklyn Zoo|OL' DIRTY BASTARD|1995-02-25|65|54|16|19950318,,
56|64|56|3|For Your Love|STEVIE WONDER|1995-03-04|71|53|14|19950318,,
57|57|52|5|She's A River|SIMPLE MINDS|1995-02-18|67|52|9|19950318,,
58|68|58|3|Mr. Personality|20 FINGERS feat GILLETTE|1995-03-04|84|42|18|19950318,,
59|69|59|4|Shook Ones|MOBB DEEP|1995-02-25|66|59|10|19950318,,
60|67|60|11|(She's Got) Skillz|ALL-4-ONE|1995-01-07|93|57|20|19950318,,
61|78|61|2|No More I Love You's|ANNIE LENNOX|1995-03-11|78|23|21|19950318,,
62|73|62|5|Think Of You|USHER|1995-02-18|94|58|19|19950318,,
63|94|63|2|Cotton Eye Joe|REDNEX|1995-03-11|94|25|23|19950318,,
64|66|55|14|She Don't Use Jelly|FLAMING LIPS|1994-12-17|91|55|20|19950318,,
65|60|50|13|Whatcha Want|NINE|1994-12-24|97|50|17|19950318,,
66|61|57|7|Tour|CAPLETON|1995-02-04|62|57|14|19950318,,
67|56|38|15|Mishale|ANDRU DONALDS|1994-12-10|92|38|19|19950318,,
68|62|62|13|Promise Me|LIL' SUZY|1994-12-24|93|62|18|19950318,,
69|65|51|15|Kitty Kitty|69 BOYZ|1994-12-10|83|51|20|19950318,,
70|59|53|6|Sour Times (Nobody Loves Me)|PORTISHEAD|1995-02-11|62|53|9|19950318,,
71|74|71|3|Get Lifted|KEITH MURRAY|1995-03-04|83|71|10|19950318,,
72|77|72|3|Never Find Someone Like You|KEITH MARTIN|1995-03-04|85|53|16|19950318,,
73|79|73|6|Move It Like This|K7|1995-02-11|92|54|20|19950318,,
74|83|74|2|People Don't Believe|SCARFACE|1995-03-11|83|74|7|19950318,,
75|86|75|7|Fat Boy|MAX-A-MILLION|1995-02-04|89|69|20|19950318,,
76|70|45|19|Bring The Pain|METHOD MAN|1994-11-12|76|45|20|19950318,,
77|76|72|8|Woman To Woman|JEWELL|1995-01-28|86|72|9|19950318,,
78|92|78|2|I'd Rather Be Alone|IV XAMPLE|1995-03-11|92|44|20|19950318,,
79|75|75|4|1-Luv|E-40|1995-02-25|92|71|14|19950318,,
80|71|62|9|Whiney Whiney|WILLI ONE BLOOD|1995-01-21|76|62|11|19950318,,
81|90|81|2|Let Her Cry|HOOTIE AND THE BLOWFISH|1995-03-11|90|9|35|19950318,,
82|81|69|10|Nika|VICIOUS|1995-01-14|99|69|11|19950318,,
83|72|38|18|Foolin' Around|CHANGING FACES|1994-11-19|96|38|20|19950318,,
84|85|77|6|Rodeo|95 SOUTH|1995-02-11|89|77|18|19950318,,
85|82|82|3|What I Need|CRYSTAL WATERS|1995-03-04|87|82|4|19950318,,
86|80|29|20|Be Happy|MARY J. BLIGE|1994-11-05|82|29|20|19950318,,
87|97|87|2|Let's Get It On|SHABBA RANKS|1995-03-11|97|81|9|19950318,,
88|84|58|15|Always And Forever|LUTHER VANDROSS|1994-12-10|95|58|18|19950318,,
89|NEW|89|1|Until The End Of Time|FOREIGNER|1995-03-18|89|42|16|19950318,,
90|87|72|8|Dreamer|LIVIN' JOY|1995-01-28|80|72|13|19950318,,
91|88|79|6|When I Wanna Be Boy|MISSJONES|1995-02-11|90|79|7|19950318,,
92|89|89|5|How Did I Get By Without You|JOHN WAITE|1995-02-18|93|89|6|19950318,,
93|NEW|93|1|Close To You|FUN FACTORY|1995-03-18|93|46|20|19950318,,
94|98|65|13|Pimp Of The Year|DRU DOWN|1994-12-24|91|65|14|19950318,,
95|95|81|5|Can I Stay With You|KARYN WHITE|1995-02-18|81|81|5|19950318,,
96|NEW|96|1|Keep Their Heads Ringin'|DR. DRE|1995-03-18|96|10|20|19950318,,
97|99|74|12|I Apologize|ANITA BAKER|1994-12-31|87|74|12|19950318,,
98|NEW|98|1|Release Yo Self|METHOD MAN|1995-03-18|98|98|1|19950318,,
99|93|69|9|Cocktales|TOO SHORT|1995-01-21|84|69|9|19950318,,
100|100|94|4|Can't Wait|REDMAN|1995-02-25|94|94|4|19950318,,
1|1|1|13|Take A Bow|MADONNA|1994-12-17|45|1|30|19950311,,
2|2|1|18|Creep|TLC|1994-11-12|71|1|32|19950311,,
3|4|3|10|Candy Rain|SOUL FOR REAL|1995-01-07|71|2|25|19950311,,
4|5|4|6|Baby|BRANDY|1995-02-04|60|4|20|19950311,,
5|7|5|28|You Gotta Be|DES'REE|1994-09-03|90|5|44|19950311,,
6|6|3|29|Another Night|MC SAR & THE REAL McCOY|1994-08-27|77|3|45|19950311,,
7|3|1|17|On Bended Knee|BOYZ II MEN|1994-11-19|14|1|27|19950311,,
8|8|8|14|If You Love Me|BROWNSTONE|1994-12-10|79|8|27|19950311,,
