BBL,Street Number,Street Name,Borough,Zip,Benchmarking Submission,Entry Number,Site EUI(kBtu/ft2),Weather Normalized Source EUI(kBtu/ft2),Indoor Water Intensity (All Water Sources)(gal/ft2),Reported Water Method,ENERGY STAR Score,Total GHG Emissions(MtCO2e),Property Floor Area (Buildngs and Parking)(ft2),Primary Property Type - Self Selected,Number of Buildings,Reported BINs
3053090029,45,TEHAMA STREET,BROOKLYN,11218,Yes,7076,70.4,92.7,43.68,ABS,N/A,,91215,Multifamily Housing,1,3123766
2033350050,225,E MOSHOLU PARKWAY N,BRONX,10467,Yes,6930,,,,Manual,N/A,,87930,Multifamily Housing,1,Section Block 3335 Lot 50
2033350060,3150,ROCHAMBEAU AVENUE,BRONX,10467,Yes,7831,67.7,92.6,,Manual,N/A,891.67,174705,Multifamily Housing,1,2017998
2033350118,3191,ROCHAMBEAU AVENUE,BRONX,10467,Yes,4136,74.7,100.4,,Manual,N/A,528.57,88214,Multifamily Housing,1,2018006
2033350128,3171,ROCHAMBEAU AVENUE,BRONX,10467,No Record as of 08/1/13,,,,,,,,,,1,
2033350150,3200,ROCHAMBEAU AVENUE,BRONX,10467,Yes,10690,66.4,84.1,0,Manual,N/A,348,64866,Multifamily Housing,1,2018018;2018040
2033350193,3186,ROCHAMBEAU AVENUE,BRONX,10467,No Record as of 08/1/13,,,,,,,,,,1,
2033360011,3280,ROCHAMBEAU AVENUE,BRONX,10467,Yes,8420,83.3,113.1,0,Manual,N/A,696.78,105060,Multifamily Housing,1,2018042
1008270064,30,WEST   26 STREET,MANHATTAN,10010,Yes,7128,95.6,228.6,43.71,ABS,54,698.92,90720,Office,1,1015629
2033370035,3348,ROCHAMBEAU AVENUE,BRONX,10467,Yes,4471,0,0,,Manual,N/A,100.15,0,Other,1,2018066
2033410034,3120,BAINBRIDGE AVENUE,BRONX,10467,Yes,10793,81.9,110.8,73.15,Manual,N/A,416.85,68000,Multifamily Housing,1,2-03341-0034
2033410044,284,EAST  206 STREET,BRONX,10467,No Record as of 08/1/13,,,,,,,,,,1,
2033410057,312,EAST  206 STREET,BRONX,10467,Yes,6108,94.2,109.5,77.58,Manual,N/A,471.68,63001,Multifamily Housing,1,2018120
2033420001,3164,BAINBRIDGE AVENUE,BRONX,10467,Yes,532,86.7,128.6,,Manual,N/A,446.96,66515,Multifamily Housing,1,2018125
3061290004,9801,SHORE ROAD,BROOKLYN,11209,Yes,12017,75.1,116.3,43.88,ABS,N/A,489.72,108360,Multifamily Housing,1,3155913
4021270018,   102-17,  64 AVENUE,QUEENS,11375,Yes,3131,87.8,135.5,43.88,ABS,N/A,569.22,108000,Multifamily Housing,2,4432033;4432032
2033430100,245,EAST  207 STREET,BRONX,10467,No Record as of 08/1/13,,,,,,,,,,1,
3076560061,1833,OCEAN AVENUE,BROOKLYN,11230,Yes,12409,145.2,178.6,43.91,ABS,N/A,623.69,75712,Multifamily Housing,1,3210008
2033430180,282,EAST GUN HILL ROAD,BRONX,10467,Yes,546,104.8,166.4,,Manual,N/A,340.37,51265,Multifamily Housing,1,2018213
2033430204,250,EAST GUN HILL ROAD,BRONX,10467,Yes,6616,28.9,105.4,,Manual,N/A,308.76,113903,Multifamily Housing,1,2018220
2033430212,230,EAST GUN HILL ROAD,BRONX,10467,Yes,7687,133.1,173.7,114.61,Manual,N/A,463.94,44000,Multifamily Housing,1,2-03343-0212
2033430216,3400,TRYON AVENUE,BRONX,10467,Yes,9760,101.6,129.9,,Manual,N/A,784.41,96545,Multifamily Housing,1,2018222
2033430227,3405,RESERVOIR OVAL WEST,BRONX,10467,Yes,9615,34.3,126.3,,Manual,N/A,194.58,60501,Multifamily Housing,1,2018224
2033430245,206,EAST GUN HILL ROAD,BRONX,10467,Yes,4442,65.6,119.9,0,Manual,N/A,2927.45,673910,Multifamily Housing,1,2018225
2033430260,3388,WAYNE AVENUE,BRONX,10467,Yes,4633,50.6,59.5,32.13,Manual,N/A,596.66,148000,Multifamily Housing,1,2018226
2033430283,170,EAST GUN HILL ROAD,BRONX,10467,Yes,4447,494.9,540.5,,Manual,25,10367.8,379500,Hospital (General Medical and Surgical),4,2094767
2033430283,170,EAST GUN HILL ROAD,BRONX,10467,Yes,4449,129.3,141.3,,Manual,80,214.21,30000,Office,4,2094764
2033430283,170,EAST GUN HILL ROAD,BRONX,10467,Yes,4450,226.9,247.8,,Manual,57,5569.48,444660,Office,4,2094766 ;
2033430300,3411,WAYNE AVENUE,BRONX,10467,Yes,4441,101.7,181.2,0,Manual,N/A,766.4,115766,Multifamily Housing,1,2018227
3033070004,297,WILSON AVENUE,BROOKLYN,11237,Yes,6623,56.7,90.8,43.93,ABS,N/A,326.82,91300,Multifamily Housing,1,3346536;3806778;3806776
3049060001,3500,SNYDER AVENUE,BROOKLYN,11203,Yes,5250,76.4,137.1,43.93,ABS,N/A,600.68,121695,Multifamily Housing,1,3110191
2033440005,3510,BAINBRIDGE AVENUE,BRONX,10467,No Record as of 08/1/13,,,,,,,,,,1,
2033440012,3518,BAINBRIDGE AVENUE,BRONX,10467,Yes,8680,131.9,257,,Manual,6,817.54,92000,Senior Care Facility,1,2018257
2033440014,3530,BAINBRIDGE AVENUE,BRONX,10467,No Record as of 08/1/13,,,,,,,,,,1,
2033440036,215,EAST GUN HILL ROAD,BRONX,10467,Yes,1939,74,112.5,,Manual,N/A,809.52,139884,Multifamily Housing,1,2018266
2033440052,3530,WAYNE AVENUE,BRONX,10467,Yes,8681,102.6,284.3,,Manual,7,876.24,107500,Senior Care Facility,1,2018271
4098590088,    84-49, 168 STREET,QUEENS,11432,Yes,3722,19.6,25.8,43.93,ABS,N/A,218.98,139834,Multifamily Housing,1,4210898
2033440086,3520,TRYON AVENUE,BRONX,10467,Yes,5020,107.1,145.8,67.27,Manual,N/A,452.08,55552,Multifamily Housing,1,2018283
2033440102,3535,KINGS COLLEGE PLACE,BRONX,10467,Yes,1453,,,39.57,Manual,N/A,,160000,Multifamily Housing,2,2092536
2031750010,55,EAST  190 STREET,BRONX,10468,Yes,9973,161.5,282.1,43.94,ABS,N/A,600.69,58212,Multifamily Housing,1,2013931
2033460010,3210,PERRY AVENUE,BRONX,10467,Yes,6095,104.1,133.6,81.91,Manual,N/A,448.74,57501,Multifamily Housing,1,2018333
2033460026,3215,HULL AVENUE,BRONX,10467,Yes,12899,69.2,106.1,,Manual,N/A,325.13,60000,Multifamily Housing,1,2018341
1000160015,50,BATTERY PLACE,MANHATTAN,10280,Yes,3142,40.1,96.7,43.98,ABS,N/A,691.63,222366,Multifamily Housing,1,1085938
2033470010,3260,PERRY AVENUE,BRONX,10467,Yes,9323,104,140.2,,Manual,N/A,414.37,52800,Multifamily Housing,1,
2058741028,6629,BROADWAY,BRONX,10471,Yes,10375,87.8,124.6,43.99,ABS,N/A,629.2,88677,Multifamily Housing,1,2085344
2033480054,3349,HULL AVENUE,BRONX,10467,Yes,4140,84.6,111.8,96.44,Manual,N/A,405.88,63440,Multifamily Housing,1,2018395
3032940042,43,GOODWIN PLACE,BROOKLYN,11221,Yes,6653,54.6,84.7,44.03,ABS,N/A,269.22,78459,Multifamily Housing,1,3319576
1013630027,444,EAST   52 STREET,MANHATTAN,10022,Yes,2526,64.9,96.5,44.12,ABS,N/A,446.55,83795,Multifamily Housing,1,1040141
2033490027,3165,DECATUR AVENUE,BRONX,10467,Yes,1604,75.8,99.6,,Manual,N/A,467.06,80649,Multifamily Housing,1,2018417
1013490049,1076,   2 AVENUE,MANHATTAN,10022,Yes,3085,74.7,125.7,44.17,ABS,N/A,1183.79,191300,Multifamily Housing,1,1039992
1010280017,1752,BROADWAY,MANHATTAN,10019,Yes,11535,82.1,109.8,44.2,ABS,N/A,1777.08,344775,Multifamily Housing,1,1024894
2033520045,3371,DECATUR AVENUE,BRONX,10467,Yes,7558,45.4,64.4,,Manual,N/A,158.68,61000,Multifamily Housing,1,
3020610060,191,WILLOUGHBY STREET,BROOKLYN,11201,Yes,7649,83.6,132.3,44.23,ABS,N/A,962.58,187668,Multifamily Housing,1,3058256;3058257
2033530040,3177,WEBSTER AVENUE,BRONX,10467,No Record as of 08/1/13,,,,,,,,,,1,
2033540009,3212,DECATUR AVENUE,BRONX,10467,No Record as of 08/1/13,,,,,,,,,,1,
2033540026,3235,PARKSIDE PLACE,BRONX,10467,Yes,12755,81.5,126.4,,Manual,N/A,467.45,73897,Multifamily Housing,1,2018567
2033540047,375,EAST  205 STREET,BRONX,10467,Yes,4002,61,82.3,,Manual,N/A,424.96,90750,Multifamily Housing,1,2018570
2033550104,3366,DECATUR AVENUE,BRONX,10467,No Record as of 08/1/13,,,,,,,,,,1,
2033560003,275,EAST GUN HILL ROAD,BRONX,10467,No Record as of 08/1/13,,,,,,,,,,1,
2033560028,263,EAST GUN HILL ROAD,BRONX,10467,Yes,8729,88.9,93.8,144.03,Manual,N/A,331.64,50652,Multifamily Housing,1,2-03356-0028
4031697501,    99-34,  67 ROAD,QUEENS,11375,Yes,7979,17.8,50.6,44.24,ABS,N/A,101.77,65687,Multifamily Housing,1,4075094
2033560120,3502,HULL AVENUE,BRONX,10467,Yes,12475,78.2,97.3,,Manual,N/A,538.72,86421,Multifamily Housing,1,2018643
2033560122,3524,HULL AVENUE,BRONX,10467,Yes,6632,110,153.7,,Manual,N/A,524.74,58311,Multifamily Housing,1,2018644
2033560126,3536,HULL AVENUE,BRONX,10467,Yes,10133,68.5,98.4,,Manual,N/A,475.73,84642,Multifamily Housing,1,2018645
4008840012,    25-63,  22 STREET,QUEENS,11102,Yes,4754,70.8,113,44.26,ABS,N/A,311.56,72000,Multifamily Housing,1,4430191
2033560146,3525,DECATUR AVENUE,BRONX,10467,Yes,9324,133.2,174,0,Manual,N/A,932.08,92988,Multifamily Housing,1,2018647
2033560164,3501,DECATUR AVENUE,BRONX,10467,Yes,12376,92.3,120.9,,Manual,N/A,634.88,85750,Multifamily Housing,1,2018648
2033560180,3530,DECATUR AVENUE,BRONX,10467,Yes,4141,87.6,118.4,0,Manual,N/A,539.88,77002,Multifamily Housing,1,2018651
2033560185,3540,DECATUR AVENUE,BRONX,10467,No Record as of 08/1/13,,,,,,,,,,1,
2033570248,415,EAST  204 STREET,BRONX,10467,Yes,10493,136.5,164.5,0,Manual,N/A,412.6,53298,Multifamily Housing,1,2018686
2033630001,4250,VAN CORTLANDT PARK E,BRONX,10470,Yes,6936,27484.5,92706.5,,Manual,N/A,158994.17,61634,Multifamily Housing,1,Section Block 3363 Lot 1
2033680010,4320,VAN CORTLANDT PARK E,BRONX,10470,Yes,5016,69,91.1,0,Manual,N/A,822.11,151932,Multifamily Housing,1,2018858
1020910048,676,RIVERSIDE DRIVE,MANHATTAN,10031,Yes,474,63.2,98.9,44.27,ABS,N/A,390.89,102068,Multifamily Housing,1,1062372
2033820050,360,EAST  234 STREET,BRONX,10470,Yes,9251,11.1,35.5,0,Manual,N/A,53.08,50886,Multifamily Housing,1,2019330
3061240012,120,  96 STREET,BROOKLYN,11209,Yes,2018,83.4,126.5,44.29,ABS,N/A,372.67,74880,Multifamily Housing,1,3155790
2033850060,4300,MARTHA AVENUE,BRONX,10470,Yes,9252,3.3,4.4,0,Manual,N/A,14.55,76650,Multifamily Housing,1,2019450
2033880001,4350,KATONAH AVENUE,BRONX,10470,Yes,5244,135.2,163.1,0,Manual,N/A,471.85,62502,Multifamily Housing,1,2019522
2033930044,4385,VIREO AVENUE,BRONX,10470,Yes,11303,,,,Manual,N/A,,51400,Multifamily Housing,1,2019705
1014440008,315,EAST   69 STREET,MANHATTAN,10021,Yes,6037,88.2,148.2,44.3,ABS,N/A,490.82,88195,Multifamily Housing,1,1044818
2033960021,4265,WEBSTER AVENUE,BRONX,10470,Yes,1637,,,54.41,Manual,N/A,,58055,Multifamily Housing,1,2019775
2033960030,549,EAST  234 STREET,BRONX,10470,No Record as of 08/1/13,,,,,,,,,,1,
3014240057,889,EMPIRE BOULEVARD,BROOKLYN,11213,Yes,6844,65.5,101.3,44.37,ABS,N/A,246.27,62648,Multifamily Housing,1,3038413
2033980044,4380,VIREO AVENUE,BRONX,10470,Yes,4690,76.2,120,30.13,Manual,N/A,504.45,109206,Multifamily Housing,1,2019824
2033980072,4345,WEBSTER AVENUE,BRONX,10470,Yes,10363,76.7,105.5,32.33,Manual,N/A,434.72,72150,Multifamily Housing,1,2019828
4012600016,    34-20,  74 STREET,QUEENS,11372,Yes,12135,78.6,117.8,44.41,ABS,N/A,323.23,69445,Multifamily Housing,1,4028932
2033980097,4295,WEBSTER AVENUE,BRONX,10470,Yes,5013,86.9,125.1,0,Manual,N/A,413.35,57960,Multifamily Housing,1,2019832
2034327501,101,SUNSET BOULEVARD,BRONX,10473,Yes,12247,53.6,202.2,,Manual,N/A,1181.11,234758,Multifamily Housing,129,2099275
2035150001,1610,RANDALL AVENUE,BRONX,10473,Yes,8148,33.5,97.2,,Manual,N/A,4534.31,1538500,Multifamily Housing,5,2092682;2092683;2092684;2092685;2092686;2092686;2092688;2092689;2092690;2092691;2092692;2092693;2092694;2092695;2092696;2092697;2092727;2092728;2092729;2092730;2092731;2092732;2092733;2092734;2092735;2092736;2092737;2092738;2092739;2092740;2092741;2092742
2035150001,1610,RANDALL AVENUE,BRONX,10473,Yes,8336,,,,Manual,N/A,,1188700,Multifamily Housing,5,2092604;2092605;2092608;2092610;2092611;2092611;2092647;2092649;2092651;2092652;2092654;2092656;2092659;2112985;2112986
2035340001,2175,LACOMBE AVENUE,BRONX,10473,Yes,8139,,,,Manual,N/A,,2213014,Multifamily Housing,4,2092630;2092631;2092632;2092633;2092634;2092634;2092636;2092637;2092673;2092674;2092675;2092676;2092677;2092678
2035370001,2225,LACOMBE AVENUE,BRONX,10473,Yes,8139,,,,Manual,N/A,,2213014,Multifamily Housing,4,2092630;2092631;2092632;2092633;2092634;2092634;2092636;2092637;2092673;2092674;2092675;2092676;2092677;2092678
2035510001,1670,SEWARD AVENUE,BRONX,10473,Yes,8148,33.5,97.2,,Manual,N/A,4534.31,1538500,Multifamily Housing,8,2092682;2092683;2092684;2092685;2092686;2092686;2092688;2092689;2092690;2092691;2092692;2092693;2092694;2092695;2092696;2092697;2092727;2092728;2092729;2092730;2092731;2092732;2092733;2092734;2092735;2092736;2092737;2092738;2092739;2092740;2092741;2092742
2035510001,1670,SEWARD AVENUE,BRONX,10473,Yes,8336,,,,Manual,N/A,,1188700,Multifamily Housing,8,2092604;2092605;2092608;2092610;2092611;2092611;2092647;2092649;2092651;2092652;2092654;2092656;2092659;2112985;2112986
2035600001,1845,RANDALL AVENUE,BRONX,10473,No Record as of 08/1/13,,,,,,,,,,1,
2035630005,669,WHITE PLAINS ROAD,BRONX,10473,Yes,3135,68.1,139.1,,Manual,N/A,238.42,50938,Multifamily Housing,1,2116665;2819754;2819749
2035670001,633,OLMSTEAD AVENUE,BRONX,10473,Yes,2340,233.3,287,,Manual,N/A,10476.13,598475,Multifamily Housing,5,2092668
2035730001,2245,RANDALL AVENUE,BRONX,10473,Yes,8139,,,,Manual,N/A,,2213014,Multifamily Housing,2,2092630;2092631;2092632;2092633;2092634;2092634;2092636;2092637;2092673;2092674;2092675;2092676;2092677;2092678
1010230061,260,WEST   52 STREET,MANHATTAN,10019,Yes,4432,84.8,143.5,44.45,ABS,N/A,1411.31,201639,Multifamily Housing,1,1076198
2035760050,2345,RANDALL AVENUE,BRONX,10473,Yes,10048,43.4,127.6,0.52,Manual,87,518.69,137699,Retail,1,2114541
2035760050,2345,RANDALL AVENUE,BRONX,10473,Yes,11809,43.4,127.5,,Manual,N/A,510.9,135700,"Service (Vehicle Repair/Service, Postal Service)",1,2114541
2035910001,1660,LAFAYETTE AVENUE,BRONX,10473,Yes,8147,141.1,167.7,,Manual,N/A,2625.44,349800,Multifamily Housing,16,2092682;2092683;2092684;2092685;2092686;2092686;2092688;2092689;2092690;2092691;2092692;2092693;2092694;2092695;2092696;2092697;2092727;2092728;2092729;2092730;2092731;2092732;2092733;2092734;2092735;2092736;2092737;2092738;2092739;2092740;2092741;2092742
2035910001,1660,LAFAYETTE AVENUE,BRONX,10473,Yes,8148,33.5,97.2,,Manual,N/A,4534.31,1538500,Multifamily Housing,16,2092682;2092683;2092684;2092685;2092686;2092686;2092688;2092689;2092690;2092691;2092692;2092693;2092694;2092695;2092696;2092697;2092727;2092728;2092729;2092730;2092731;2092732;2092733;2092734;2092735;2092736;2092737;2092738;2092739;2092740;2092741;2092742
2035930001,715,NOBLE AVENUE,BRONX,10473,Yes,8319,,,,Manual,N/A,,430100,Multifamily Housing,4,2021985;2092698;2092699;2092700;2092701;2092701;2092707;2112991
2035940001,710,NOBLE AVENUE,BRONX,10473,Yes,8319,,,,Manual,N/A,,430100,Multifamily Housing,1,2021985;2092698;2092699;2092700;2092701;2092701;2092707;2112991
2036000004,1850,LAFAYETTE AVENUE,BRONX,10473,Yes,2280,95,144.8,,Manual,N/A,4044.83,657996,Multifamily Housing,11,2092718
2036000004,1850,LAFAYETTE AVENUE,BRONX,10473,Yes,2866,108.1,176.2,,Manual,N/A,2688.28,363759,Multifamily Housing,11,2092708
2036040001,700,WHITE PLAINS ROAD,BRONX,10473,Yes,4269,183.4,279.6,,Manual,29,901.33,78347,Senior Care Facility,1,2022204
2036120013,2155,VIRGIL PLACE,BRONX,10473,Yes,10923,82,153.7,6.08,Manual,N/A,359.23,65520,Multifamily Housing,1,2022369
1009270001,362,   2 AVENUE,MANHATTAN,10010,Yes,2643,63.2,103.7,44.48,ABS,N/A,1020.41,196017,Multifamily Housing,1,1020543
2036190001,750,ZEREGA AVENUE,BRONX,10473,No Record as of 08/1/13,,,,,,,,,,1,
2036230001,823,COLGATE AVENUE,BRONX,10473,Yes,3827,92.4,142.3,,Manual,N/A,1995,267426,Multifamily Housing,4,2092719
2036230001,823,COLGATE AVENUE,BRONX,10473,Yes,3830,94.3,148.3,,Manual,N/A,2042.98,267426,Multifamily Housing,4,2092722
2036230001,823,COLGATE AVENUE,BRONX,10473,Yes,3835,94.8,161.1,,Manual,N/A,2053.91,267426,Multifamily Housing,4,2092720
2036230001,823,COLGATE AVENUE,BRONX,10473,Yes,3838,94.6,149.6,,Manual,N/A,2049.84,267426,Multifamily Housing,4,2092721
2036230001,823,COLGATE AVENUE,BRONX,10473,Yes,10808,106.3,145.8,44.11,Manual,N/A,9719.95,1214880,Multifamily Housing,4,2092719;2092720;2092721;2092722
2036270020,875,MORRISON AVENUE,BRONX,10473,Yes,3824,84.5,149.3,,Manual,N/A,1764.44,256751,Multifamily Housing,1,2092726
2036270030,825,MORRISON AVENUE,BRONX,10473,Yes,3826,83.9,136.1,,Manual,N/A,1749.53,256751,Multifamily Housing,1,2092725
2036270040,820,BOYNTON AVENUE,BRONX,10473,Yes,3823,81.8,141.5,,Manual,N/A,1755.73,256751,Multifamily Housing,1,2092723
2036270050,880,BOYNTON AVENUE,BRONX,10473,Yes,3786,78.3,139.9,,Manual,N/A,1671.28,256751,Multifamily Housing,1,2092724
2036330001,857,LAFAYETTE AVENUE,BRONX,10472,Yes,8147,141.1,167.7,,Manual,N/A,2625.44,349800,Multifamily Housing,30,2092682;2092683;2092684;2092685;2092686;2092686;2092688;2092689;2092690;2092691;2092692;2092693;2092694;2092695;2092696;2092697;2092727;2092728;2092729;2092730;2092731;2092732;2092733;2092734;2092735;2092736;2092737;2092738;2092739;2092740;2092741;2092742
2036330001,857,LAFAYETTE AVENUE,BRONX,10472,Yes,8148,33.5,97.2,,Manual,N/A,4534.31,1538500,Multifamily Housing,30,2092682;2092683;2092684;2092685;2092686;2092686;2092688;2092689;2092690;2092691;2092692;2092693;2092694;2092695;2092696;2092697;2092727;2092728;2092729;2092730;2092731;2092732;2092733;2092734;2092735;2092736;2092737;2092738;2092739;2092740;2092741;2092742
2036420001,880,THIERIOT AVENUE,BRONX,10473,Yes,407,122.5,182.6,,Manual,N/A,1758.85,176434,Multifamily Housing,2,2092759
2036420001,880,THIERIOT AVENUE,BRONX,10473,Yes,448,122.1,182.7,,Manual,N/A,1753.71,176434,Multifamily Housing,2,2092758
2036450001,1906,STORY AVENUE,BRONX,10473,Yes,696,5.1,13.8,,Manual,100,48.21,113644,Office,1,2022552
2057070020,3135,GODWIN TERRACE,BRONX,10463,No Record as of 08/1/13,,,,,,,,,,1,
2036450001,1906,STORY AVENUE,BRONX,10473,Yes,2926,95.2,275,6.85,Manual,N/A,939.8,114425,Mall (Strip Mall and Enclosed),1,2022552
2036460067,955,BRONX RIVER AVENUE,BRONX,10473,Yes,11595,18.1,40.9,4.39,Manual,N/A,100.68,74060,Self-Storage,1,2022554
2036490001,955,EVERGREEN AVENUE,BRONX,10473,Yes,1876,129.3,172.9,,Manual,N/A,1612.54,153401,Multifamily Housing,1,2022560
4059380003,    17-85, 215 STREET,QUEENS,11360,Yes,6688,24.4,92.8,44.48,ABS,N/A,816.03,356686,Multifamily Housing,11,4454643;4453886;4850432;4454650;4454647;4454644;4453884;4454649;4454648;4453885;4454645;4454646
2036590001,920,METCALF AVENUE,BRONX,10473,Yes,5263,116.6,177.5,,Manual,N/A,1896.84,212300,Multifamily Housing,1,2022624
2036620008,930,SOUNDVIEW AVENUE,BRONX,10473,Yes,9085,,,,Manual,N/A,,56000,Office,1,2022641
2036630001,1775,STORY AVENUE,BRONX,10473,Yes,8267,,,,Manual,N/A,,1170600,Multifamily Housing,3,2092748;2092749;2092750;2092751;2092752;2092752;2092754;2092755;2092756;2092757;2092760;2092761;2092762
2036630002,1760,BRUCKNER BOULEVARD,BRONX,10473,Yes,4824,26.8,82.2,,Manual,N/A,215.54,90363,Multifamily Housing,4,2092763;2092764;2092765;2092766
2036630002,1760,BRUCKNER BOULEVARD,BRONX,10473,Yes,4825,53.3,75.3,0,Manual,N/A,275.37,90363,Multifamily Housing,4,2092763;2092764;2092765;2092766
2036630002,1760,BRUCKNER BOULEVARD,BRONX,10473,Yes,5642,30.4,91.3,,Manual,N/A,241.52,90363,Multifamily Housing,4,2092763;2092764;2092765;2092766
2036630002,1760,BRUCKNER BOULEVARD,BRONX,10473,Yes,5817,,,,Manual,N/A,,90363,Multifamily Housing,4,2092763;2092764;2092765;2092766
2036680001,920,THIERIOT AVENUE,BRONX,10473,Yes,1941,79,112.1,,Manual,N/A,3348.24,529200,Multifamily Housing,2,2092767;2092768
2036700001,950,UNDERHILL AVENUE,BRONX,10473,Yes,2198,76.2,116.9,,Manual,N/A,1529.64,242807,Multifamily Housing,1,2022642
2036720001,1965,LAFAYETTE AVENUE,BRONX,10473,Yes,1088,82.5,123.4,,Manual,N/A,2385.39,400933,Multifamily Housing,1,2022645
2036730001,1998,BRUCKNER BOULEVARD,BRONX,10473,Yes,245,72.2,228.1,,Manual,41,1145.93,171476,Retail,4,2094839
2036730001,1998,BRUCKNER BOULEVARD,BRONX,10473,Yes,1626,80.3,232.8,,Manual,66,1619.41,230671,Retail,4,2094834;2094835;2094836;2094837;2094838;2094839;2822769;2722921;2824662;2824663;2824664;2824665;2824666;2826375
2036810001,2001,STORY AVENUE,BRONX,10473,Yes,2199,83.1,126.5,,Manual,N/A,2730.91,398420,Multifamily Housing,2,2092770;2092769
2036820001,2010,BRUCKNER BOULEVARD,BRONX,10473,Yes,2201,115.4,157.7,,Manual,N/A,2592.2,275280,Multifamily Housing,2,2092773;2092771;2092772
2037000031,945,ZEREGA AVENUE,BRONX,10473,Yes,10577,36.2,131.6,0.41,Manual,N/A,130.72,38426,Self-Storage,1,2023305
2037087501,1055,BRONX RIVER AVENUE,BRONX,10472,No Record as of 08/1/13,,,,,,,,,,1,
2037110040,1466,WATSON AVENUE,BRONX,10472,Yes,11618,5.8,16.4,,Manual,N/A,25.91,52800,Multifamily Housing,1,2023352
2037120037,1484,WATSON AVENUE,BRONX,10472,Yes,11620,5.8,17.3,,Manual,N/A,26.84,52800,Multifamily Housing,1,2023393
2037130032,1050,WHEELER AVENUE,BRONX,10472,Yes,11629,7.2,19.3,,Manual,N/A,39.46,66000,Multifamily Housing,1,2023431
2024630011,112,TUDOR PLACE,BRONX,10452,Yes,11854,72.8,117,44.49,ABS,N/A,305.62,68688,Multifamily Housing,1,2002836
1015330122,235,EAST   87 STREET,MANHATTAN,10128,Yes,2614,49.2,96.6,44.57,ABS,N/A,533.11,152350,Multifamily Housing,1,1048824
2037140001,1015,BOYNTON AVENUE,BRONX,10472,No Record as of 08/1/13,,,,,,,,,,1,
2037140030,1070,ELDER AVENUE,BRONX,10472,Yes,9606,34.5,130.7,,Manual,N/A,231.76,71570,Multifamily Housing,1,2023474
2037140036,1057,BOYNTON AVENUE,BRONX,10472,Yes,8117,99,160.1,,Manual,N/A,630.26,103400,Multifamily Housing,1,2023475;2023485;2023486
2037140050,1035,BOYNTON AVENUE,BRONX,10472,No Record as of 08/1/13,,,,,,,,,,1,
3067950047,1225,AVENUE R,BROOKLYN,11229,Yes,4530,49.2,80.2,44.64,ABS,N/A,248.77,81666,Multifamily Housing,1,3182873
2037150011,1020,BOYNTON AVENUE,BRONX,10472,Yes,7955,87.6,121.1,0,Manual,N/A,540.84,77000,Multifamily Housing,1,2023482
4043120010,    26-20,WHITESTONE EP SR W,QUEENS,11357,Yes,3678,29.5,45.2,44.64,ABS,N/A,484.95,274009,Multifamily Housing,3,4443277
2037150030,1056,BOYNTON AVENUE,BRONX,10472,Yes,11175,95.5,141,,Manual,N/A,544.81,70500,Multifamily Housing,1,2023487
2037160001,1569,BRUCKNER BOULEVARD,BRONX,10472,Yes,5420,170.3,209.3,45.94,Manual,N/A,,124800,Multifamily Housing,1,2023511
1007457502,360,WEST   22 STREET,MANHATTAN,10011,Yes,1924,60.3,126,44.69,ABS,N/A,2749.18,228765,Multifamily Housing,1,1013332
2037170001,1591,BRUCKNER BOULEVARD,BRONX,10472,Yes,5377,167,209.1,45.94,Manual,N/A,1667.1,124800,Multifamily Housing,1,2023553
2037230001,1715,BRUCKNER BOULEVARD,BRONX,10472,Yes,8335,,,,Manual,N/A,,1503770,Multifamily Housing,11,2092784;2092785;2092786;2092787;2092788;2092788;2092790;2092791;2092792;2092793;2092794;2092795;2092796;2092797;2092799;2092800;2092801;2092802;2092803;2092804;2092805;2092806;2092807;2092808;2092809;2092810;2092811;2102921;2112987;2112988;2826378
2037250001,1755,BRUCKNER BOULEVARD,BRONX,10472,Yes,8335,,,,Manual,N/A,,1503770,Multifamily Housing,12,2092784;2092785;2092786;2092787;2092788;2092788;2092790;2092791;2092792;2092793;2092794;2092795;2092796;2092797;2092799;2092800;2092801;2092802;2092803;2092804;2092805;2092806;2092807;2092808;2092809;2092810;2092811;2102921;2112987;2112988;2826378
2037300001,1810,WATSON AVENUE,BRONX,10472,Yes,8335,,,,Manual,N/A,,1503770,Multifamily Housing,7,2092784;2092785;2092786;2092787;2092788;2092788;2092790;2092791;2092792;2092793;2092794;2092795;2092796;2092797;2092799;2092800;2092801;2092802;2092803;2092804;2092805;2092806;2092807;2092808;2092809;2092810;2092811;2102921;2112987;2112988;2826378
2037320020,1010,UNDERHILL AVENUE,BRONX,10472,Yes,1263,158.4,424.1,0,Manual,100,827.7,64600,Hospital (General Medical and Surgical),1,2023644
2037370001,1471,WATSON AVENUE,BRONX,10472,Yes,8081,115.1,192.6,,Manual,N/A,637.44,88100,Multifamily Housing,1,2023748
2037380001,1491,WATSON AVENUE,BRONX,10472,Yes,5605,112.2,124.8,88.32,Manual,N/A,475.87,56679,Multifamily Housing,1,2023770
2037380010,1126,EVERGREEN AVENUE,BRONX,10472,Yes,5596,119.1,155,,Manual,N/A,555.17,58299,Multifamily Housing,1,2023771
2037380027,1160,EVERGREEN AVENUE,BRONX,10472,Yes,9450,84.1,113.1,0,Manual,N/A,475.82,73500,Multifamily Housing,1,2023772
