"","X","Geography","Median.Household.Income","Income.Bucket","Color"
"1387",1387,"Census Tract 820, Kings County, New York",45943,"Middle Quintile","#E3E3E3"
"1388",1388,"Census Tract 822, Kings County, New York",33272,"Second-Lowest Quintile","#EDEDED"
"1389",1389,"Census Tract 9, Kings County, New York",97385,"Highest Quintile","#AFAFAF"
"1390",1390,"Census Tract 782, Kings County, New York",44551,"Middle Quintile","#E4E4E4"
"1391",1391,"Census Tract 830, Kings County, New York",36719,"Second-Lowest Quintile","#EAEAEA"
"1392",1392,"Census Tract 60, New York County, New York",102356,"Highest Quintile","#A9A9A9"
"1393",1393,"Census Tract 315, Kings County, New York",36520,"Second-Lowest Quintile","#EAEAEA"
"1394",1394,"Census Tract 193, Kings County, New York",40861,"Second-Lowest Quintile","#E7E7E7"
"1395",1395,"Census Tract 233, Kings County, New York",35530,"Second-Lowest Quintile","#EBEBEB"
"1396",1396,"Census Tract 287, New York County, New York",48651,"Middle Quintile","#E0E0E0"
"1397",1397,"Census Tract 297, New York County, New York",0,"Lowest Quintile","#FFFFFF"
"1398",1398,"Census Tract 3.01, Kings County, New York",160833,"Highest Quintile","#616161"
"1399",1399,"Census Tract 231, Richmond County, New York",51912,"Middle Quintile","#DEDEDE"
"1400",1400,"Census Tract 345, Bronx County, New York",70469,"Second-Highest Quintile","#CDCDCD"
"1401",1401,"Census Tract 1617, Queens County, New York",88036,"Highest Quintile","#BCBCBC"
"1402",1402,"Census Tract 181.01, Queens County, New York",40685,"Second-Lowest Quintile","#E7E7E7"
"1403",1403,"Census Tract 181.02, Queens County, New York",55521,"Middle Quintile","#DBDBDB"
"1404",1404,"Census Tract 1155, Queens County, New York",67303,"Second-Highest Quintile","#D0D0D0"
"1405",1405,"Census Tract 1167, Queens County, New York",59219,"Second-Highest Quintile","#D8D8D8"
"1406",1406,"Census Tract 776, Kings County, New York",52042,"Middle Quintile","#DEDEDE"
"1407",1407,"Census Tract 780, Kings County, New York",72768,"Second-Highest Quintile","#CBCBCB"
"1408",1408,"Census Tract 546, Kings County, New York",30014,"Lowest Quintile","#EFEFEF"
"1409",1409,"Census Tract 548, Kings County, New York",64896,"Second-Highest Quintile","#D2D2D2"
"1410",1410,"Census Tract 826, Kings County, New York",37153,"Second-Lowest Quintile","#EAEAEA"
"1411",1411,"Census Tract 828, Kings County, New York",32750,"Second-Lowest Quintile","#EDEDED"
"1412",1412,"Census Tract 876, Kings County, New York",51473,"Middle Quintile","#DEDEDE"
"1413",1413,"Census Tract 224, Kings County, New York",38244,"Second-Lowest Quintile","#E9E9E9"
"1414",1414,"Census Tract 230, Kings County, New York",26613,"Lowest Quintile","#F1F1F1"
"1415",1415,"Census Tract 486, Kings County, New York",28341,"Lowest Quintile","#F0F0F0"
"1416",1416,"Census Tract 488, Kings County, New York",35586,"Second-Lowest Quintile","#EBEBEB"
"1417",1417,"Census Tract 226, Kings County, New York",43421,"Second-Lowest Quintile","#E5E5E5"
"1418",1418,"Census Tract 228, Kings County, New York",43281,"Second-Lowest Quintile","#E5E5E5"
"1419",1419,"Census Tract 496, Kings County, New York",49904,"Middle Quintile","#E0E0E0"
"1420",1420,"Census Tract 498, Kings County, New York",51711,"Middle Quintile","#DEDEDE"
"1421",1421,"Census Tract 500, Kings County, New York",46339,"Middle Quintile","#E2E2E2"
"1422",1422,"Census Tract 46, Kings County, New York",57321,"Second-Highest Quintile","#DADADA"
"1423",1423,"Census Tract 64, Kings County, New York",58269,"Second-Highest Quintile","#D9D9D9"
"1424",1424,"Census Tract 138, Kings County, New York",51563,"Middle Quintile","#DEDEDE"
"1425",1425,"Census Tract 162, Kings County, New York",85781,"Highest Quintile","#BEBEBE"
"1426",1426,"Census Tract 50, Kings County, New York",68068,"Second-Highest Quintile","#CFCFCF"
"1427",1427,"Census Tract 62, Kings County, New York",52339,"Middle Quintile","#DEDEDE"
"1428",1428,"Census Tract 148, Kings County, New York",95833,"Highest Quintile","#B1B1B1"
"1429",1429,"Census Tract 166, Kings County, New York",71500,"Second-Highest Quintile","#CCCCCC"
"1430",1430,"Census Tract 400, Kings County, New York",38819,"Second-Lowest Quintile","#E8E8E8"
"1431",1431,"Census Tract 410, Kings County, New York",38958,"Second-Lowest Quintile","#E8E8E8"
"1432",1432,"Census Tract 232, Kings County, New York",26767,"Lowest Quintile","#F1F1F1"
"1433",1433,"Census Tract 234, Kings County, New York",36847,"Second-Lowest Quintile","#EAEAEA"
"1434",1434,"Census Tract 116, Kings County, New York",31315,"Lowest Quintile","#EEEEEE"
"1435",1435,"Census Tract 216, Kings County, New York",41875,"Second-Lowest Quintile","#E6E6E6"
"1436",1436,"Census Tract 218, Kings County, New York",32333,"Second-Lowest Quintile","#EDEDED"
"1437",1437,"Census Tract 100, Kings County, New York",27434,"Lowest Quintile","#F1F1F1"
"1438",1438,"Census Tract 106, Kings County, New York",30459,"Lowest Quintile","#EFEFEF"
"1439",1439,"Census Tract 90, Kings County, New York",29052,"Lowest Quintile","#F0F0F0"
"1440",1440,"Census Tract 92, Kings County, New York",35417,"Second-Lowest Quintile","#EBEBEB"
"1441",1441,"Census Tract 117, Kings County, New York",64471,"Second-Highest Quintile","#D3D3D3"
"1442",1442,"Census Tract 180, Kings County, New York",33900,"Second-Lowest Quintile","#ECECEC"
"1443",1443,"Census Tract 319.01, Richmond County, New York",30492,"Lowest Quintile","#EFEFEF"
"1444",1444,"Census Tract 323, Richmond County, New York",27600,"Lowest Quintile","#F1F1F1"
"1445",1445,"Census Tract 477, Kings County, New York",54637,"Middle Quintile","#DCDCDC"
"1446",1446,"Census Tract 497, Kings County, New York",70433,"Second-Highest Quintile","#CDCDCD"
"1447",1447,"Census Tract 398, Queens County, New York",65357,"Second-Highest Quintile","#D2D2D2"
"1448",1448,"Census Tract 424, Queens County, New York",69662,"Second-Highest Quintile","#CECECE"
"1449",1449,"Census Tract 8, New York County, New York",30739,"Lowest Quintile","#EFEFEF"
"1450",1450,"Census Tract 25, New York County, New York",16299,"Lowest Quintile","#F7F7F7"
"1451",1451,"Census Tract 41, Bronx County, New York",18272,"Lowest Quintile","#F6F6F6"
"1452",1452,"Census Tract 367, Bronx County, New York",17391,"Lowest Quintile","#F6F6F6"
"1453",1453,"Census Tract 96.02, Richmond County, New York",51710,"Middle Quintile","#DEDEDE"
"1454",1454,"Census Tract 173, Richmond County, New York",30625,"Lowest Quintile","#EFEFEF"
"1455",1455,"Census Tract 510.02, Kings County, New York",36094,"Second-Lowest Quintile","#EAEAEA"
"1456",1456,"Census Tract 794, Kings County, New York",40455,"Second-Lowest Quintile","#E7E7E7"
"1457",1457,"Census Tract 49, New York County, New York",97675,"Highest Quintile","#AFAFAF"
"1458",1458,"Census Tract 490, Kings County, New York",40899,"Second-Lowest Quintile","#E7E7E7"
"1459",1459,"Census Tract 492, Kings County, New York",51157,"Middle Quintile","#DFDFDF"
"1460",1460,"Census Tract 557, Queens County, New York",39226,"Second-Lowest Quintile","#E8E8E8"
"1461",1461,"Census Tract 295, Kings County, New York",55361,"Middle Quintile","#DBDBDB"
"1462",1462,"Census Tract 383, Kings County, New York",38444,"Second-Lowest Quintile","#E9E9E9"
"1463",1463,"Census Tract 942.02, Queens County, New York",43565,"Second-Lowest Quintile","#E5E5E5"
"1464",1464,"Census Tract 77, Kings County, New York",113426,"Highest Quintile","#9A9A9A"
"1465",1465,"Census Tract 392, Kings County, New York",36078,"Second-Lowest Quintile","#EAEAEA"
"1466",1466,"Census Tract 584, Kings County, New York",42380,"Second-Lowest Quintile","#E5E5E5"
"1467",1467,"Census Tract 84, New York County, New York",100455,"Highest Quintile","#ABABAB"
"1468",1468,"Census Tract 97, New York County, New York",42568,"Second-Lowest Quintile","#E5E5E5"
"1469",1469,"Census Tract 103, New York County, New York",88910,"Highest Quintile","#BBBBBB"
"1470",1470,"Census Tract 610, Queens County, New York",67321,"Second-Highest Quintile","#D0D0D0"
"1471",1471,"Census Tract 612, Queens County, New York",110492,"Highest Quintile","#9E9E9E"
"1472",1472,"Census Tract 543, Kings County, New York",31591,"Lowest Quintile","#EEEEEE"
"1473",1473,"Census Tract 337, Bronx County, New York",84071,"Highest Quintile","#C0C0C0"
"1474",1474,"Census Tract 521, Queens County, New York",69177,"Second-Highest Quintile","#CECECE"
"1475",1475,"Census Tract 257, Bronx County, New York",32941,"Second-Lowest Quintile","#EDEDED"
"1476",1476,"Census Tract 269, Bronx County, New York",35083,"Second-Lowest Quintile","#EBEBEB"
"1477",1477,"Census Tract 444, Queens County, New York",24543,"Lowest Quintile","#F2F2F2"
"1478",1478,"Census Tract 468, Queens County, New York",44618,"Middle Quintile","#E4E4E4"
"1479",1479,"Census Tract 129.01, Bronx County, New York",18142,"Lowest Quintile","#F6F6F6"
"1480",1480,"Census Tract 159, Bronx County, New York",32400,"Second-Lowest Quintile","#EDEDED"
"1481",1481,"Census Tract 2, Kings County, New York",54688,"Middle Quintile","#DCDCDC"
"1482",1482,"Census Tract 140, Kings County, New York",51942,"Middle Quintile","#DEDEDE"
"1483",1483,"Census Tract 142, Kings County, New York",53622,"Middle Quintile","#DDDDDD"
"1484",1484,"Census Tract 934.01, Queens County, New York",74981,"Highest Quintile","#C9C9C9"
"1485",1485,"Census Tract 934.02, Queens County, New York",80577,"Highest Quintile","#C3C3C3"
"1486",1486,"Census Tract 938, Queens County, New York",38275,"Second-Lowest Quintile","#E9E9E9"
"1487",1487,"Census Tract 314, Kings County, New York",44038,"Middle Quintile","#E4E4E4"
"1488",1488,"Census Tract 517, Queens County, New York",61719,"Second-Highest Quintile","#D6D6D6"
"1489",1489,"Census Tract 607.01, Queens County, New York",0,"Lowest Quintile","#FFFFFF"
"1490",1490,"Census Tract 1113, Queens County, New York",108917,"Highest Quintile","#A0A0A0"
"1491",1491,"Census Tract 1123, Queens County, New York",73443,"Highest Quintile","#CACACA"
"1492",1492,"Census Tract 168, New York County, New York",22246,"Lowest Quintile","#F4F4F4"
"1493",1493,"Census Tract 358, Queens County, New York",70918,"Second-Highest Quintile","#CDCDCD"
"1494",1494,"Census Tract 646, Queens County, New York",77857,"Highest Quintile","#C6C6C6"
"1495",1495,"Census Tract 475, Queens County, New York",45221,"Middle Quintile","#E3E3E3"
"1496",1496,"Census Tract 479, Queens County, New York",56360,"Second-Highest Quintile","#DADADA"
"1497",1497,"Census Tract 772, Kings County, New York",55507,"Middle Quintile","#DBDBDB"
"1498",1498,"Census Tract 770, Kings County, New York",53672,"Middle Quintile","#DDDDDD"
"1499",1499,"Census Tract 786, Kings County, New York",35092,"Second-Lowest Quintile","#EBEBEB"
"1500",1500,"Census Tract 788, Kings County, New York",37092,"Second-Lowest Quintile","#EAEAEA"
"1501",1501,"Census Tract 203, Kings County, New York",48643,"Middle Quintile","#E1E1E1"
"1502",1502,"Census Tract 199, Kings County, New York",53934,"Middle Quintile","#DCDCDC"
"1503",1503,"Census Tract 201, Kings County, New York",74556,"Highest Quintile","#C9C9C9"
"1504",1504,"Census Tract 110, Bronx County, New York",41641,"Second-Lowest Quintile","#E6E6E6"
"1505",1505,"Census Tract 143, Kings County, New York",58571,"Second-Highest Quintile","#D9D9D9"
"1506",1506,"Census Tract 818, Queens County, New York",64318,"Second-Highest Quintile","#D3D3D3"
"1507",1507,"Census Tract 846.02, Queens County, New York",57400,"Second-Highest Quintile","#DADADA"
"1508",1508,"Census Tract 797.02, Queens County, New York",34318,"Second-Lowest Quintile","#ECECEC"
"1509",1509,"Census Tract 803.01, Queens County, New York",51688,"Middle Quintile","#DEDEDE"
"1510",1510,"Census Tract 809, Queens County, New York",57222,"Second-Highest Quintile","#DADADA"
"1511",1511,"Census Tract 142, New York County, New York",222829,"Highest Quintile","#111111"
"1512",1512,"Census Tract 361, Kings County, New York",20288,"Lowest Quintile","#F5F5F5"
"1513",1513,"Census Tract 311, Kings County, New York",37835,"Second-Lowest Quintile","#E9E9E9"
"1514",1514,"Census Tract 313, Kings County, New York",27625,"Lowest Quintile","#F1F1F1"
"1515",1515,"Census Tract 757.01, Queens County, New York",75323,"Highest Quintile","#C8C8C8"
"1516",1516,"Census Tract 62, Bronx County, New York",20952,"Lowest Quintile","#F4F4F4"
"1517",1517,"Census Tract 960, Kings County, New York",0,"Lowest Quintile","#FFFFFF"
"1518",1518,"Census Tract 962, Kings County, New York",63705,"Second-Highest Quintile","#D4D4D4"
"1519",1519,"Census Tract 134, Queens County, New York",57985,"Second-Highest Quintile","#D9D9D9"
"1520",1520,"Census Tract 243, Queens County, New York",53241,"Middle Quintile","#DDDDDD"
"1521",1521,"Census Tract 515, Queens County, New York",57287,"Second-Highest Quintile","#DADADA"
"1522",1522,"Census Tract 711, Queens County, New York",67926,"Second-Highest Quintile","#D0D0D0"
"1523",1523,"Census Tract 713.05, Queens County, New York",73333,"Highest Quintile","#CACACA"
"1524",1524,"Census Tract 381, Queens County, New York",40237,"Second-Lowest Quintile","#E7E7E7"
"1525",1525,"Census Tract 178, Queens County, New York",46401,"Middle Quintile","#E2E2E2"
"1526",1526,"Census Tract 840, Queens County, New York",59464,"Second-Highest Quintile","#D8D8D8"
"1527",1527,"Census Tract 610.02, Kings County, New York",47679,"Middle Quintile","#E1E1E1"
"1528",1528,"Census Tract 610.04, Kings County, New York",22574,"Lowest Quintile","#F3F3F3"
"1529",1529,"Census Tract 608, Kings County, New York",51250,"Middle Quintile","#DEDEDE"
"1530",1530,"Census Tract 610.03, Kings County, New York",32039,"Second-Lowest Quintile","#EEEEEE"
"1531",1531,"Census Tract 129, New York County, New York",76082,"Highest Quintile","#C8C8C8"
"1532",1532,"Census Tract 135, New York County, New York",33654,"Second-Lowest Quintile","#ECECEC"
"1533",1533,"Census Tract 292, Kings County, New York",25104,"Lowest Quintile","#F2F2F2"
"1534",1534,"Census Tract 294, Kings County, New York",29871,"Lowest Quintile","#EFEFEF"
"1535",1535,"Census Tract 208.01, Richmond County, New York",68855,"Second-Highest Quintile","#CFCFCF"
"1536",1536,"Census Tract 208.03, Richmond County, New York",86121,"Highest Quintile","#BEBEBE"
"1537",1537,"Census Tract 449, Kings County, New York",23385,"Lowest Quintile","#F3F3F3"
"1538",1538,"Census Tract 589, Kings County, New York",88971,"Highest Quintile","#BBBBBB"
"1539",1539,"Census Tract 581, Queens County, New York",48370,"Middle Quintile","#E1E1E1"
"1540",1540,"Census Tract 577, Queens County, New York",46708,"Middle Quintile","#E2E2E2"
"1541",1541,"Census Tract 918, Queens County, New York",0,"Lowest Quintile","#FFFFFF"
"1542",1542,"Census Tract 922, Queens County, New York",106853,"Highest Quintile","#A3A3A3"
"1543",1543,"Census Tract 579, Queens County, New York",23800,"Lowest Quintile","#F3F3F3"
"1544",1544,"Census Tract 613.01, Queens County, New York",60426,"Second-Highest Quintile","#D7D7D7"
"1545",1545,"Census Tract 702.01, Kings County, New York",79278,"Highest Quintile","#C5C5C5"
"1546",1546,"Census Tract 146.06, Richmond County, New York",90987,"Highest Quintile","#B8B8B8"
"1547",1547,"Census Tract 132.04, Richmond County, New York",70234,"Second-Highest Quintile","#CDCDCD"
"1548",1548,"Census Tract 535, Queens County, New York",48080,"Middle Quintile","#E1E1E1"
"1549",1549,"Census Tract 595, Queens County, New York",55806,"Middle Quintile","#DBDBDB"
"1550",1550,"Census Tract 622, Kings County, New York",46071,"Middle Quintile","#E3E3E3"
"1551",1551,"Census Tract 666, Kings County, New York",0,"Lowest Quintile","#FFFFFF"
"1552",1552,"Census Tract 40.02, Queens County, New York",61050,"Second-Highest Quintile","#D6D6D6"
"1553",1553,"Census Tract 42, Queens County, New York",51603,"Middle Quintile","#DEDEDE"
"1554",1554,"Census Tract 36, Queens County, New York",52656,"Middle Quintile","#DDDDDD"
"1555",1555,"Census Tract 22, Queens County, New York",44286,"Middle Quintile","#E4E4E4"
"1556",1556,"Census Tract 30, Queens County, New York",52813,"Middle Quintile","#DDDDDD"
"1557",1557,"Census Tract 1, Kings County, New York",85396,"Highest Quintile","#BFBFBF"
"1558",1558,"Census Tract 21, Kings County, New York",163147,"Highest Quintile","#5F5F5F"
"1559",1559,"Census Tract 194, New York County, New York",16851,"Lowest Quintile","#F6F6F6"
"1560",1560,"Census Tract 555, Kings County, New York",59767,"Second-Highest Quintile","#D7D7D7"
"1561",1561,"Census Tract 226, Richmond County, New York",77240,"Highest Quintile","#C7C7C7"
"1562",1562,"Census Tract 283, Bronx County, New York",38777,"Second-Lowest Quintile","#E8E8E8"
"1563",1563,"Census Tract 309, New York County, New York",35769,"Second-Lowest Quintile","#EBEBEB"
"1564",1564,"Census Tract 998.01, Queens County, New York",49768,"Middle Quintile","#E0E0E0"
"1565",1565,"Census Tract 1008.02, Queens County, New York",54545,"Middle Quintile","#DCDCDC"
"1566",1566,"Census Tract 184.01, Queens County, New York",43958,"Middle Quintile","#E4E4E4"
"1567",1567,"Census Tract 184.02, Queens County, New York",73587,"Highest Quintile","#CACACA"
"1568",1568,"Census Tract 236, Queens County, New York",37106,"Second-Lowest Quintile","#EAEAEA"
"1569",1569,"Census Tract 238, Queens County, New York",41379,"Second-Lowest Quintile","#E6E6E6"
"1570",1570,"Census Tract 426, Queens County, New York",0,"Lowest Quintile","#FFFFFF"
"1571",1571,"Census Tract 432, Queens County, New York",76486,"Highest Quintile","#C7C7C7"
