,category,rating,name,app,tp,review,date,brand,ratingNum,lenReview,dateindex,Nbrand,sentiment,neg,neu,pos
763,Productivity,Rated 3 stars out of five stars,Nicole Chan,Swype Keyboard,Top Paid in Android Apps,"What the hell happened during this update? I like the emoji row, that's neat and I was able to change the long press setting to a shorter time but sometimes it doesn't even pick up that I'm holding the key down. I'm also extremely annoyed that I can't hold down backspace to delete multiple words anymore. This update seems buggy and I don't like it.","1,30,2017","Nuance Communications, Inc",3,350,656,0,-0.1629,0.097,0,0.102
764,Productivity,Rated 5 stars out of five stars,Claus Hansen,Swype Keyboard,Top Paid in Android Apps,"My go to keyboard!  The new row of smileys on top of the keyboard is a great add on, just wish it was there when you changed language from English to another, as I do on a daily basis.   I also wish the row of smileys was constantly there in whatever app you happen to type in. Like Facebook, in some areas the smileys will be there, in others it will not, which doesn't make sense.","2,4,2017","Nuance Communications, Inc",5,382,661,0,0.9617,0.0,0,0.252
765,Productivity,Rated 2 stars out of five stars,Chad Walsh,Swype Keyboard,Top Paid in Android Apps,"Been using Swype for years, but having a lot of issues since the update.  Word prediction has taken a step back and at times it bugs out to where I have to open a browser and type something before it will work in my messaging program.  Using Sony x compact.","2,3,2017","Nuance Communications, Inc",2,257,660,0,0.0,0.0,0,0.0
766,Productivity,Rated 4 stars out of five stars,Katie Moore,Swype Keyboard,Top Paid in Android Apps,"After this update, certain emojis I used no longer work. When I try to write :P it now auto corrects it to ""hop"". Tons of other words I have to correct each time I type. At least one thing hasn't changed... the word game always turns into ""Gabe"" even after the update. Guess I can't be disappointed too much!","2,9,2017","Nuance Communications, Inc",4,308,666,0,0.7077,0.036,0,0.134
767,Productivity,Rated 4 stars out of five stars,anonymous,Swype Keyboard,Top Paid in Android Apps,"Was perfect. Long press delay for deleting multiple words too long now, feels clunky. Also have turned of emoji suggestions but still have a whole line of screen real estate dedicated to emojis. Has swipe up to capitalise been removed too? To be honest this app was perfect before and probably didn't need messing with. Otherwise great still - thanks.","1,28,2017","Nuance Communications, Inc",4,351,654,0,0.9792,0.021,0,0.325
768,Productivity,Rated 4 stars out of five stars,Jordan Hume,Swype Keyboard,Top Paid in Android Apps,"Ok, THEY ADDED A DEDICATED NUMBER ROW!!! Officially the BEST Android keyboard ever!   I am a bit miffed and quite perplexed as to why turning on the dedicated numbers turns off the Secondary Characters, but the dedicated number row is so useful I can forgive it.   However, I must ask the developers to PLEASE allow the secondary characters to remain on the keyboard when the dedicated number row is on. Forcing optional settings on/off is never a good idea.  Always give users options.  Don't make their decision for them.","1,28,2017","Nuance Communications, Inc",4,523,654,0,0.9837,0.045,0,0.337
769,Productivity,Rated 4 stars out of five stars,Christopher Newell,Swype Keyboard,Top Paid in Android Apps,"Swype is fantastic, even without Xposed.  I've been using Swype since my Galaxy S Fascinate. I've tried alternates, but kept coming back. There's something fundamentally right about the way Swype works. And try to force a number of layout in the others! (Ugh) For a few years, I needed Xposed, though. Slowly, we got theme support, then decent emoji implementation, and now a number row!  I would love it if Swype would look at the Xposed modules to implement those features. Those are the things people do when they have the power to change your software. Biggest wish for me: complete control over alternates visibility. I don't want to pick from just the themes where you've added alternates. Let me pick any theme, then adjust the visibility and subtlety of the alternates separately. I'd also love to change text colour. I miss Xposed.","1,28,2017","Nuance Communications, Inc",4,840,654,0,0.9762,0.021,0,0.172
795,Sports,Rated 4 stars out of five stars,Graham Richmond,Ski Tracks,Top Paid in Android Apps,"A fantastic app for granular ski data, I'd give it five stars if only for one day when everything failed at 42% battery life. Not knowing the cause I can only assign blame equally.","2,5,2017",Core Coders Ltd,4,180,662,0,-0.2732,0.149,0,0.094
796,Sports,Rated 4 stars out of five stars,Jon Kirsh,Ski Tracks,Top Paid in Android Apps,Great little app. But you can't turn it off unless you do a force stop which is annoying.  If I quick the program and it isn't running then it should be off. One thing that should be fixed.,"2,8,2017",Core Coders Ltd,4,189,665,0,0.0516,0.117,0,0.098
797,Sports,Rated 5 stars out of five stars,phillip skates,Ski Tracks,Top Paid in Android Apps,"Great app, used it for a couple of ski trips and it's really interesting to see how far and fast we've been . Only wish it had compatibility with my fitbit","2,5,2017",Core Coders Ltd,5,155,662,0,0.8687,0.0,0,0.274
798,Sports,Rated 5 stars out of five stars,spod head,Ski Tracks,Top Paid in Android Apps,"Great app lots of data recorded, interesting to see your day out in figures and on map, take photos in app, compare figures like top trumps at end of day with friends.","2,5,2017",Core Coders Ltd,5,167,662,0,0.9217,0.0,0,0.345
799,Sports,Rated 5 stars out of five stars,Zeevik Neuman,Ski Tracks,Top Paid in Android Apps,Great App. I use it anytime I go on the snow,"2,5,2017",Core Coders Ltd,5,44,662,0,0.6249,0.0,0,0.339
800,Sports,Rated 5 stars out of five stars,Ariel Mendelsohn,Ski Tracks,Top Paid in Android Apps,"Very good app, stores a lot of data. No GPS issues.","2,6,2017",Core Coders Ltd,5,51,663,0,0.2484,0.164,0,0.238
801,Sports,Rated 5 stars out of five stars,Mr Cheese,Ski Tracks,Top Paid in Android Apps,Works great...alot fun to review the day,"2,5,2017",Core Coders Ltd,5,40,662,0,0.5106,0.0,0,0.355
802,Sports,Rated 5 stars out of five stars,Price Burnett,Ski Tracks,Top Paid in Android Apps,Best skiing tracking app out there,"2,9,2017",Core Coders Ltd,5,34,666,0,0.6369,0.0,0,0.457
891,Productivity,Rated 3 stars out of five stars,Matt Kukulski,Swype Keyboard,Top Paid in Android Apps,"Been using Swype for a while. The Dragon voice recognition seems to be improved, and I am glad that a separate numbers row is finally available. However, activating the numbers row takes away the secondary characters. What's the point of that? Please allow to have a numbers row as well as secondary characters. All the other keyboards have this feature. Why not Swype? Fix this and the rating goes up.","1,31,2017","Nuance Communications, Inc",3,402,657,0,0.8948,0.0,0,0.173
892,Productivity,Rated 2 stars out of five stars,Eilleen Forrest,Swype Keyboard,Top Paid in Android Apps,"Less buggy, much improved from last version however still some issues with words doubling as they're typed. This new version; an extended delay in erasing full words has slowed my writing noticeably. Thumbs up emoji doesn't appear when I type the usual words for it?","2,2,2017","Nuance Communications, Inc",2,266,659,0,0.1372,0.049,0,0.06
893,Productivity,Rated 3 stars out of five stars,E Grinstead,Swype Keyboard,Top Paid in Android Apps,"Accuracy is going down hill. Why change what worked? Nuance's Swype Keyboard did have the most accurate, awesome swype, predictive txt & gesture period! No one could touch u...a shame that's changed with the latest update. I paid for this keyboard 4yrs ago because it was so awesome. Please bring back the top notch accuracy it had. P.S. I don't need a devoted number bar...I choose keys with symbols over devoted numbers.","2,2,2017","Nuance Communications, Inc",3,422,659,0,0.6585,0.132,0,0.161
894,Productivity,Rated 5 stars out of five stars,Glenna Foreman,Swype Keyboard,Top Paid in Android Apps,"Best swiping kbd on the Play Store! Beats Samsung's swipe kbd hands down. Learns how you Swype and suggestions are so much better organized. I've been using premium for over 4yrs. One gripe about new update, emojis take up valuable screen space. Looking for a way to turn that off since I can get emoji from long-pressing the next line arrow.","1,30,2017","Nuance Communications, Inc",5,342,656,0,0.9212,0.0,0,0.193
895,Productivity,Rated 1 stars out of five stars,ManLong Ho,Swype Keyboard,Top Paid in Android Apps,"The updated version of Swype Chinese is just STUPID. In the input keyboard of Numbers and Symbols, it always shows the ""frequent input"" first, which do not show numbers in sequential order but in the frequency that I typed them. I have never typed a correct number without correcting. This function is not changeable, which is extremely NOT user-friendly. Give me back the old version/improve it or I will uninstall.","2,6,2017","Nuance Communications, Inc",1,416,663,0,-0.4403,0.057,0,0.0
896,Productivity,Rated 2 stars out of five stars,Charlie Ford,Swype Keyboard,Top Paid in Android Apps,That last update whipped out all my adjustments in auto correct. Now it takes me 5 minutes to type a sentence half way correct again. I mean some words the it automatically changed the correct word to are not even words. It takes 3 tried alone to spell people. I'm really sick of this program I paid for.,"2,1,2017","Nuance Communications, Inc",2,304,658,0,-0.6478,0.098,0,0.023
897,Productivity,Rated 1 stars out of five stars,Feby Peter,Swype Keyboard,Top Paid in Android Apps,"Ever since the last update, Swype has been that worst app ever. I Swype something and Swype recognises something way off. I don't mind the emoji bar on top but please fix the basics abbr then work on themes or emojis etc. I gave it time but can't take this anymore. Officially been using Swype since day one and today I'm looking for alternate options.  Swype is so bad it took me 10 times linger to write this message. Extremely frustrating.","2,1,2017","Nuance Communications, Inc",1,442,658,0,-0.894,0.145,0,0.048
898,Productivity,Rated 3 stars out of five stars,Joel Cannell,Swype Keyboard,Top Paid in Android Apps,"Not really liking the update. Quite often the keyboard will appear ""collapsed"" when opening up a text input, for example a chrome search. I'm having to back out and re open to have the keyboard appear in full. Liking the number row but somehow nothing seems quite as accurate. Still a great keyboard, for the most part, but the update doesn't seem like much of an improvement","2,1,2017","Nuance Communications, Inc",3,375,658,0,0.8997,0.035,0,0.194
899,Productivity,Rated 5 stars out of five stars,Anthony Frisko,Swype Keyboard,Top Paid in Android Apps,"Was the best, and still could be. New issue since the last couple versions where the Swype prediction bar comes up even when using hardware keyboard. It also prevents shift key from capitalizing along other hardware keyboard functions. Software keyboards should never interfere with hardware keyboard inputs...","2,10,2017","Nuance Communications, Inc",5,310,667,0,0.6705,0.0,0,0.109
923,Sports,Rated 5 stars out of five stars,Mark Gijsen,Ski Tracks,Top Paid in Android Apps,"Great app. Worked perfectly last year with my Samsung S5. Also the interaction with my Pebble was great. This year I upgraded to S7 and it doesn't work anymore. GPS tracking stops after about 2 min. I miss it on the slopes. Any suggestions? Edit: problem solved: I turned of 'Power Saving' in Settings, and the GPS continues to run while screen is off.","2,2,2017",Core Coders Ltd,5,352,659,0,0.891,0.08,0,0.198
924,Sports,Rated 4 stars out of five stars,Matthew Taylor,Ski Tracks,Top Paid in Android Apps,"Great app, very surprised at how good this is. Just turn it on and leave for the day, review in full after. Accurate positioning and timing, don't know how it doesn't chew the battery entirely. Only marking down as it seems to crash when opening on my LG G Watch.","1,31,2017",Core Coders Ltd,4,263,657,0,0.7425,0.068,0,0.161
925,Sports,Rated 1 stars out of five stars,Mike Deschene,Ski Tracks,Top Paid in Android Apps,"Had it on for a full 8 hour day. Tracked a total altitude change of 500 feet and a max speed of 4.5mph. Did not work at all. Totally disappointed. Never lost cell signal, mobile data or GPS signal... Samsung Galaxy Note 4.","2,4,2017",Core Coders Ltd,1,222,661,0,-0.7146,0.139,0,0.0
926,Sports,Rated 2 stars out of five stars,Jon Wu,Ski Tracks,Top Paid in Android Apps,"Loved this app and its Android Wear integration last season. I just fired it up on my new Pixel XL with my old LG G Watch R which I used last year, and the app crashes on opening every time on my watch even after wiping my entire watch and uninstalling and reinstalling the app. Maybe it's just this recent update that broke it. Other than that, I previously loved this, but the watch is key for me and it's not working at all.","1,27,2017",Core Coders Ltd,2,427,653,0,0.1779,0.05,0,0.058
927,Sports,Rated 1 stars out of five stars,Mark Entwistle,Ski Tracks,Top Paid in Android Apps,"Completely useless with my htc M9 one. Doesn't track, loses GPS constantly. Other tracking apps I tried worked fine. Waste of 79p","1,30,2017",Core Coders Ltd,1,129,656,0,-0.4821,0.221,0,0.141
928,Sports,Rated 5 stars out of five stars,Roheet Pindoria,Ski Tracks,Top Paid in Android Apps,"Just used this app in Saas Fee, Switzerland today. Tracked all my movements and was able to determine when I was skiing and when I was on a lift. Provided great stats and graphs at the end of the day and plotted my day onto google maps too. This app will surprise you with all its features.  Used only 45% battery over 7 hours skiing.","2,2,2017",Core Coders Ltd,5,334,659,0,0.7351,0.0,0,0.095
929,Sports,Rated 2 stars out of five stars,Brad Stutz,Ski Tracks,Top Paid in Android Apps,"On S7 edge, can't keep GPS.  After first half of day skiing, recorded all of 900ft vertical and .8mi distance.  Gave up on it.  Will try another app.","1,28,2017",Core Coders Ltd,2,149,654,0,0.0,0.0,0,0.0
930,Sports,Rated 5 stars out of five stars,Dominic Watts,Ski Tracks,Top Paid in Android Apps,"Reliable, informative and very easy to use. It doesn't seem to use much battery and is a great diary of all my skiing.","1,30,2017",Core Coders Ltd,5,118,656,0,0.807,0.0,0,0.267
1006,Productivity,Rated 2 stars out of five stars,Dustin Bruno,Swype Keyboard,Top Paid in Android Apps,"Like others have stated, This was far and away the best keyboard app. Now for some reason I have to go back and change all my words. At first I thought it was me but I see a lot of people saying the same thing. Could the last update be the problem?","2,10,2017","Nuance Communications, Inc",2,248,667,0,-0.0516,0.067,0,0.082
1007,Productivity,Rated 3 stars out of five stars,anonymous,Swype Keyboard,Top Paid in Android Apps,"Been using this keyboard for years and always felt it wasn't that accurate in swyping. Thought it would get better but it never really felt like it did. Tried goggles new keyboard way more accurate however, I do love the PC like gestures on the keyboard for pasting and copying which is what kept me on this app.","1,28,2017","Nuance Communications, Inc",3,312,654,0,0.4219,0.089,0,0.116
1008,Productivity,Rated 3 stars out of five stars,Rachel Adams,Swype Keyboard,Top Paid in Android Apps,"Holy crap guys, what did you do? I've been using Swype for years but this latest update is awful. Backspacing is buggy, as is auto spacing, half the time the keyboard won't even launch. My swipes are coming up with inaccurate words. What happened to my great keyboard?!","1,31,2017","Nuance Communications, Inc",3,269,657,0,0.3616,0.113,0,0.099
1009,Productivity,Rated 1 stars out of five stars,Trey Joseph,Swype Keyboard,Top Paid in Android Apps,"I've been using Swype since beta and have loved it up until the most recent update. Nothing works anymore. The time it takes for long presses is an eternity even on the shortest setting, it doesn't remember any of my words, it won't let me remove words anymore, nor add new ones. Something went seriously wrong with that update and now it's nearly unusable. Not happy. (From Samsung Galaxy S7)","1,28,2017","Nuance Communications, Inc",1,393,654,0,0.5859,0.061,0,0.097
1010,Productivity,Rated 1 stars out of five stars,Darius Spearman,Swype Keyboard,Top Paid in Android Apps,"Initially I would not have ever considered using another keyboard, but after years of waiting for a dedicated number row and a number of other annoying bugs I'm just calling it quits on this keyboard. I'm done! Goodbye Swype! UPDATE: So, you add a dedicated number row but take away secondary characters?! WTF is wrong with you people?!!","1,28,2017","Nuance Communications, Inc",1,337,654,0,-0.8008,0.21,0,0.167
1011,Productivity,Rated 4 stars out of five stars,Akeem Ransome,Swype Keyboard,Top Paid in Android Apps,Swiping Up Above Keyboard To Capitalize A Letter Feature Was Removed With 3.0.1 Update. I Hate It Now I Find Myself Using 2 Hands To Type Again... 😠😡😒😤 Been Using For Years & That's Been A Key Feature For My Style Of Texting.,"1,28,2017","Nuance Communications, Inc",4,237,654,0,-0.5719,0.093,0,0.0
1012,Productivity,Rated 2 stars out of five stars,ryan villafana,Swype Keyboard,Top Paid in Android Apps,"I've been using this app for years and it WAS so precise, now all of a sudden it's constantly giving me the wrong words when I swipe and I have to keep going back to type over stuff. This is getting extremely annoying. I'm seriously considering switching to another keyboard app.","2,5,2017","Nuance Communications, Inc",2,279,662,0,-0.6865,0.148,0,0.044
1013,Productivity,Rated 3 stars out of five stars,Aditya Janaswamy,Swype Keyboard,Top Paid in Android Apps,"Why reduce the speed of backspace key?   In the latest update, it seems the speed of backspace has been reduced. Why? I liked it the way it was previously. Good for people who have plenty of second thoughts on how to phrase things.  Also, explain to me why the capitalising letters by swiping outside the keyboard was removed? If we wanted functionality hampered by minimalism, we would've bought an iPhone.","2,9,2017","Nuance Communications, Inc",3,407,666,0,0.7383,0.0,0,0.085
1025,Sports,Rated 5 stars out of five stars,Andy Robb,Ski Tracks,Top Paid in Android Apps,Love this app.  Well worth the money.  Request -  do you think you could find a way to keep track of the Spotify songs played during the recording?,"1,27,2017",Core Coders Ltd,5,147,653,0,0.8625,0.0,0,0.325
1026,Sports,Rated 5 stars out of five stars,Andrew Gilbery,Ski Tracks,Top Paid in Android Apps,Great app with accurate stats. Could it be made to work with tizen for the galaxy s3 watch?,"1,25,2017",Core Coders Ltd,5,91,651,0,0.6249,0.0,0,0.194
1027,Sports,Rated 5 stars out of five stars,Alexander Fedyunin,Ski Tracks,Top Paid in Android Apps,"The very good app, accurate tracking, economy with power drying, many options in the history and now it can export GPX which good for Endomondo or Runtastic, you can ad you log to these networks. Good job!","2,5,2017",Core Coders Ltd,5,205,662,0,0.8617,0.0,0,0.22
1028,Sports,Rated 2 stars out of five stars,Jim Kirkpatrick,Ski Tracks,Top Paid in Android Apps,Worked great but suddenly stopped working on my Galaxy S7 edge.  I tried uninstalling and reinstalling to no avail,"1,31,2017",Core Coders Ltd,2,114,657,0,-0.3818,0.227,0,0.112
1029,Sports,Rated 1 stars out of five stars,anonymous,Ski Tracks,Top Paid in Android Apps,The altitude worked but nothing else. Waste of money,"1,30,2017",Core Coders Ltd,1,52,656,0,0.4585,0.0,0,0.273
1030,Sports,Rated 3 stars out of five stars,Cliff Harker,Ski Tracks,Top Paid in Android Apps,Just crashes on my Huewai watch immediately,"1,28,2017",Core Coders Ltd,3,43,654,0,0.0,0.0,0,0.0
1031,Sports,Rated 1 stars out of five stars,anonymous,Ski Tracks,Top Paid in Android Apps,Resets every few minutes after last update. Used to love this app. Huawei p8 lite,"2,3,2017",Core Coders Ltd,1,81,660,0,0.6369,0.0,0,0.231
1032,Sports,Rated 3 stars out of five stars,Tomas Snarskis,Ski Tracks,Top Paid in Android Apps,App is crashing on Moto 360 2 smartwach.,"2,4,2017",Core Coders Ltd,3,40,661,0,0.0,0.0,0,0.0
1083,Productivity,Rated 2 stars out of five stars,Alex Tkachuk,Swype Keyboard,Top Paid in Android Apps,"The latest update is borderline appaling. The removal of useful and familiar features (swipe up to capitalize), combined with changes to recognizing algorithms I can't describe in any way other than ""total dismantling"" and ""dumbing all the way down"", and a myriad of tiny yet significant changes to usability that break established conventions. But great job with the theme store, for sure.","2,6,2017","Nuance Communications, Inc",2,390,663,0,0.8625,0.022,0,0.164
1084,Productivity,Rated 3 stars out of five stars,R-D White,Swype Keyboard,Top Paid in Android Apps,"Have been using Swype for years and love it, but this latest update removed the ability to swipe up to capitalize a word. This is one of my most used features and I am frustrated without it working. This was a five star keyboard, but I am taking away two stars for the removal of useful features.","1,28,2017","Nuance Communications, Inc",3,296,654,0,0.5859,0.073,0,0.149
1085,Productivity,Rated 4 stars out of five stars,Alex K.,Swype Keyboard,Top Paid in Android Apps,"Latest update has brought improvements to Chinese swyping. Not a fan of the new alternative character and number field for Chinese, though.  Dual language typing is, while convenient once it has decided on a language, frustratingly cumbersome due to the simplistic detection logarithm that frankly takes too long. Moreover, the personal dictionary tends to forget words after a while.","1,28,2017","Nuance Communications, Inc",4,384,654,0,-0.0,0.079,0,0.095
1086,Productivity,Rated 5 stars out of five stars,Gabriel Lam,Swype Keyboard,Top Paid in Android Apps,"Update2: they've added a number row! All is good and right and true in this world.  This being said, adding the number row removes the secondary characters, unnecessarily, in my opinion. Hopefully, they''l fix this.  Update: they fixed the shift key issue, all is good in the world.  Shift key to capitalize a letter still doesn't work after 4-5 months of it being logged as a bug. Simply annoying.  This being said, still the best keyboard for those who use gesture typing. I've also tried SwiftKey, SlideIT, TouchPal, Google AOSP keyboard, Kii Keyboard, Thumb Keyboard, and others. None compare if you're swiping. hopefully, one day, they'll listen to their customers and add a number row. *fingers crossed*","1,28,2017","Nuance Communications, Inc",5,709,654,0,0.9493,0.021,0,0.175
1087,Productivity,Rated 2 stars out of five stars,Jacob Tanner,Swype Keyboard,Top Paid in Android Apps,"New update is horrible. I immediately turned off the emoji row, but I think because they included the emoji row they de-prioritized smileys, which I use far more than actual emojis. Used to be if I swyped from the right edge of the middle row towards the middle I'd get like three different smiley options. Now, I get KG, KFC, and a bunch of other crap BEFORE the smileys. ALSO, you can't add character strings to your dictionary anymore, as far as I can tell. This is basically a deal breaker for me. This was the main thing I preferred Swype for and they gutted it. I'm looking for alternatives.","2,1,2017","Nuance Communications, Inc",2,597,658,0,0.8248,0.05,0,0.117
1090,Sports,Rated 1 stars out of five stars,Mark Dunning,Ski Tracks,Top Paid in Android Apps,Samsung S6 gps only logs altitude nothing else. Previously a great app now usueless,"2,5,2017",Core Coders Ltd,1,83,662,0,-0.5096,0.215,0,0.0
1091,Sports,Rated 2 stars out of five stars,Robin Gibbs,Ski Tracks,Top Paid in Android Apps,Not working on android wear,"2,2,2017",Core Coders Ltd,2,27,659,0,0.0,0.0,0,0.0
1092,Sports,Rated 1 stars out of five stars,Dan Kim,Ski Tracks,Top Paid in Android Apps,Doesn't work,"2,1,2017",Core Coders Ltd,1,12,658,0,0.0,0.0,0,0.0
1093,Sports,Rated 4 stars out of five stars,Bill Helene,Ski Tracks,Top Paid in Android Apps,"Nice program that I've used for the past few seasons. Except for a possible glitch with the ""auto update"" setting: By checking the ""about"" tab on my ski tracks app I noted the version on my android phone was 1.3.3. The current version is something like 1.6. Yet I have always had ""auto update"" selected in settings. So I see nothing on the core coders website's FAQs or in the app itself that guides you through updating the app. Is this when I uninstall and buy the new version?","12,26,2016",Core Coders Ltd,4,479,621,4,0.6486,0.0,0,0.061
1094,Sports,Rated 4 stars out of five stars,Kevin McKee,Ski Tracks,Top Paid in Android Apps,"Used it yesterday and got good stats at first but then kept being told I was having GPS issues and it wasn't recording anything. That was the first time I've ever used it, but it missed some runs I would've liked to have had recorded. Hopefully I'm just doing something wrong.","12,17,2016",Core Coders Ltd,4,276,612,0,0.3071,0.116,0,0.153
1110,Sports,Rated 5 stars out of five stars,Aaron Libby,Ski Tracks,Top Paid in Android Apps,This is an unbelievable app! It has everything you want!  I haven't used it yet this season after several upgrades have been bade but if it's at all like it was before this is a must have app! Great job! Keep up the good work!,"11,20,2016",Core Coders Ltd,5,226,585,0,0.9474,0.0,0,0.302
1111,Sports,Rated 5 stars out of five stars,Ian Gordon,Ski Tracks,Top Paid in Android Apps,"Works well, doesn't seem to eat up battery life.  Slightly skeptical about the speed reading (I don't think I've ever skiied at 60 mph).  Hope it doesn't encourage me to just ski for the stats (thus ignoring scenery, friends, other folks, my own ski technique . . . ).","1,7,2017",Core Coders Ltd,5,268,633,0,0.1756,0.133,0,0.146
1112,Sports,Rated 3 stars out of five stars,louie schaefer,Ski Tracks,Top Paid in Android Apps,Good app plots your route on a map fairly accurately. Records all speed etc. Only reason it's not got 5 stars is that you can't change the units independently!! There set to either Mph and ft or kmh and m. I want mph and m but can only have one or the other.,"12,21,2016",Core Coders Ltd,3,258,616,0,0.3987,0.0,0,0.073
