,MATCHUP,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,DATE,OPPONENT,ARENA
40,"NOV 18, 2016 - DEN vs. TOR",L,265,111,39,83,47.0,4,25,16.0,29,39,74.4,9,50,59,29,7,4,19,26,2016-11-18 00:00:00,TOR,HOME
41,"NOV 16, 2016 - DEN vs. PHX",W,240,120,45,93,48.4,8,17,47.1,22,24,91.7,14,35,49,23,8,4,14,24,2016-11-16 00:00:00,PHX,HOME
42,"NOV 13, 2016 - DEN @ POR",L,240,105,36,91,39.6,11,29,37.9,22,29,75.9,16,43,59,11,4,6,18,25,2016-11-13 00:00:00,POR,AWAY
43,"NOV 12, 2016 - DEN vs. DET",L,240,95,36,84,42.9,9,25,36.0,14,19,73.7,14,28,42,15,6,4,15,14,2016-11-12 00:00:00,DET,HOME
44,"NOV 10, 2016 - DEN vs. GSW",L,240,101,38,94,40.4,13,36,36.1,12,17,70.6,17,27,44,26,7,3,18,18,2016-11-10 00:00:00,GSW,HOME
45,"NOV 08, 2016 - DEN @ MEM",L,240,107,35,70,50.0,10,24,41.7,27,34,79.4,6,33,39,24,6,4,22,23,2016-11-08 00:00:00,MEM,AWAY
46,"NOV 06, 2016 - DEN @ BOS",W,240,123,44,84,52.4,11,23,47.8,24,31,77.4,9,38,47,21,7,6,17,23,2016-11-06 00:00:00,BOS,AWAY
47,"NOV 05, 2016 - DEN @ DET",L,240,86,31,94,33.0,7,25,28.0,17,20,85.0,16,32,48,15,8,2,16,15,2016-11-05 00:00:00,DET,AWAY
48,"NOV 03, 2016 - DEN @ MIN",W,240,102,39,81,48.1,6,22,27.3,18,25,72.0,7,37,44,24,10,2,20,24,2016-11-03 00:00:00,MIN,AWAY
49,"OCT 31, 2016 - DEN @ TOR",L,240,102,33,81,40.7,9,22,40.9,27,35,77.1,11,35,46,14,2,9,8,18,2016-10-31 00:00:00,TOR,AWAY
50,"OCT 29, 2016 - DEN vs. POR",L,265,113,38,100,38.0,6,23,26.1,31,39,79.5,16,45,61,19,10,5,17,21,2016-10-29 00:00:00,POR,HOME
51,"OCT 26, 2016 - DEN @ NOP",W,240,107,37,83,44.6,8,24,33.3,25,33,75.8,11,47,58,18,7,4,24,22,2016-10-26 00:00:00,NOP,AWAY
