,MATCHUP,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,DATE,OPPONENT,ARENA
28,"DEC 14, 2016 - MEM vs. CLE",W,240,93,35,81,43.2,12,23,52.2,11,16,68.8,14,41,55,22,9,3,16,27,2016-12-14 00:00:00,CLE,HOME
29,"DEC 13, 2016 - MEM @ CLE",L,240,86,35,86,40.7,4,22,18.2,12,15,80.0,11,32,43,19,10,6,15,23,2016-12-13 00:00:00,CLE,AWAY
30,"DEC 10, 2016 - MEM vs. GSW",W,240,110,38,87,43.7,8,26,30.8,26,29,89.7,11,36,47,23,10,5,10,19,2016-12-10 00:00:00,GSW,HOME
31,"DEC 08, 2016 - MEM vs. POR",W,240,88,31,87,35.6,6,20,30.0,20,30,66.7,15,43,58,13,8,2,12,28,2016-12-08 00:00:00,POR,HOME
32,"DEC 06, 2016 - MEM vs. PHI",W,240,96,33,86,38.4,2,17,11.8,28,35,80.0,12,41,53,18,8,5,13,25,2016-12-06 00:00:00,PHI,HOME
33,"DEC 05, 2016 - MEM @ NOP",W,290,110,42,104,40.4,13,34,38.2,13,21,61.9,13,48,61,23,8,4,14,22,2016-12-05 00:00:00,NOP,AWAY
34,"DEC 03, 2016 - MEM vs. LAL",W,240,103,41,88,46.6,10,30,33.3,11,15,73.3,14,29,43,32,13,7,11,19,2016-12-03 00:00:00,LAL,HOME
35,"DEC 01, 2016 - MEM vs. ORL",W,240,95,33,79,41.8,7,18,38.9,22,28,78.6,8,31,39,18,9,9,10,25,2016-12-01 00:00:00,ORL,HOME
36,"NOV 30, 2016 - MEM @ TOR",L,240,105,36,81,44.4,11,27,40.7,22,26,84.6,12,18,30,16,13,1,15,25,2016-11-30 00:00:00,TOR,AWAY
37,"NOV 28, 2016 - MEM vs. CHA",L,240,85,36,89,40.4,7,29,24.1,6,13,46.2,8,34,42,21,10,4,12,25,2016-11-28 00:00:00,CHA,HOME
38,"NOV 26, 2016 - MEM @ MIA",W,240,110,37,73,50.7,9,25,36.0,27,33,81.8,2,32,34,23,5,5,6,19,2016-11-26 00:00:00,MIA,AWAY
39,"NOV 25, 2016 - MEM vs. MIA",L,240,81,29,82,35.4,4,19,21.1,19,23,82.6,16,35,51,14,3,14,17,16,2016-11-25 00:00:00,MIA,HOME
40,"NOV 23, 2016 - MEM @ PHI",W,290,104,38,99,38.4,10,29,34.5,18,24,75.0,9,37,46,24,13,9,15,28,2016-11-23 00:00:00,PHI,AWAY
41,"NOV 21, 2016 - MEM @ CHA",W,240,105,40,84,47.6,12,26,46.2,13,17,76.5,6,34,40,24,7,8,10,24,2016-11-21 00:00:00,CHA,AWAY
42,"NOV 19, 2016 - MEM vs. MIN",W,240,93,29,76,38.2,2,18,11.1,33,38,86.8,13,33,46,15,8,7,9,19,2016-11-19 00:00:00,MIN,HOME
43,"NOV 18, 2016 - MEM @ DAL",W,240,80,31,77,40.3,9,25,36.0,9,12,75.0,7,41,48,16,7,3,12,25,2016-11-18 00:00:00,DAL,AWAY
44,"NOV 16, 2016 - MEM @ LAC",W,240,111,40,82,48.8,15,26,57.7,16,19,84.2,9,34,43,24,6,2,15,22,2016-11-16 00:00:00,LAC,AWAY
45,"NOV 14, 2016 - MEM @ UTA",W,240,102,36,76,47.4,8,21,38.1,22,26,84.6,14,30,44,13,4,2,16,26,2016-11-14 00:00:00,UTA,AWAY
46,"NOV 12, 2016 - MEM @ MIL",L,240,96,35,78,44.9,6,30,20.0,20,21,95.2,3,29,32,20,8,4,13,26,2016-11-12 00:00:00,MIL,AWAY
47,"NOV 08, 2016 - MEM vs. DEN",W,240,108,44,86,51.2,7,24,29.2,13,19,68.4,8,24,32,29,14,5,14,30,2016-11-08 00:00:00,DEN,HOME
48,"NOV 06, 2016 - MEM vs. POR",L,240,94,31,81,38.3,6,26,23.1,26,32,81.3,12,32,44,15,9,5,13,20,2016-11-06 00:00:00,POR,HOME
49,"NOV 04, 2016 - MEM vs. LAC",L,240,88,31,84,36.9,9,26,34.6,17,22,77.3,13,35,48,26,4,9,18,28,2016-11-04 00:00:00,LAC,HOME
50,"NOV 02, 2016 - MEM vs. NOP",W,265,89,33,94,35.1,8,27,29.6,15,20,75.0,13,39,52,20,12,5,17,22,2016-11-02 00:00:00,NOP,HOME
51,"NOV 01, 2016 - MEM @ MIN",L,240,80,27,75,36.0,4,24,16.7,22,29,75.9,8,24,32,10,17,4,20,22,2016-11-01 00:00:00,MIN,AWAY
52,"OCT 30, 2016 - MEM vs. WAS",W,265,112,39,88,44.3,15,31,48.4,19,26,73.1,11,36,47,24,9,2,14,26,2016-10-30 00:00:00,WAS,HOME
53,"OCT 29, 2016 - MEM @ NYK",L,240,104,37,86,43.0,9,25,36.0,21,26,80.8,11,29,40,19,3,2,12,30,2016-10-29 00:00:00,NYK,AWAY
54,"OCT 26, 2016 - MEM vs. MIN",W,240,102,36,80,45.0,11,24,45.8,19,27,70.4,11,34,45,19,6,11,13,25,2016-10-26 00:00:00,MIN,HOME
