url,bsr,pctg_2star,reviews_url,num_reviews,pctg_1star,product_title,pctg_4star,list_price,num_questions,category,shipping_wt,pctg_3star,avg_rating,asin,pctg_5star,description,in_stock,sale_price,shipping,dimensions
https://www.amazon.com/Mothers-155900-Carpet-Upholstery-Brush/dp/B001GJ3E5C?_encoding=UTF8&psc=1,,,https://www.amazon.com/Mothers-155900-Carpet-Upholstery-Brush/product-reviews/B001GJ3E5C/ref=cm_cr_dp_qt_see_all_top/158-6506398-5305015?ie=UTF8&reviewerType=avp_only_reviews&showViewpoints=1&sortBy=helpful,395,,Mothers Carpet & Upholstery Brush,,,,Automotive,,,4.2 out of 5 stars,,,"        .. Tough bristles remove dirt and grime. Contoured, comfortable design. Extremely durable.",In Stock.,,"Fast, FREE Shipping",
https://www.amazon.com/Hopkins-532-Mallory-Brush-Colors/dp/B000BPLNXC?_encoding=UTF8&psc=1,,,https://www.amazon.com/Hopkins-532-Mallory-Brush-Colors/product-reviews/B000BPLNXC/ref=cm_cr_dp_qt_see_all_top/162-9832243-3882460?ie=UTF8&reviewerType=avp_only_reviews&showViewpoints=1&sortBy=helpful,"1,112",,"Hopkins 532 Mallory 26"" Snow Brush with Foam Grip (Colors may vary)",,,,Automotive,,,4.6 out of 5 stars,,,        .. 26 inches long. Features four rows of sturdy bristles. The most durable product on the market. Highest quality and most economical price. Colors may vary.,In Stock.,$9.52,"Fast, FREE ShippingFast, FREE Shipping",
https://www.amazon.com/Elmers-Glue-All-Multi-Purpose-Liquid-Strong/dp/B0038DZZJC?_encoding=UTF8&psc=1,,,https://www.amazon.com/Elmers-Glue-All-Multi-Purpose-Liquid-Strong/product-reviews/B0038DZZJC/ref=cm_cr_dp_qt_see_all_top/152-4771818-2945825?ie=UTF8&reviewerType=avp_only_reviews&showViewpoints=1&sortBy=helpful,382,,"Elmer's Glue-All Multi-Purpose Liquid Glue, Extra Strong, 1 Gallon, 1 Count",,,,Office Products,,,4.7 out of 5 stars,,,"        .. Bonds to paper, fabric, wood, ceramics, leather, and more. Safe, non-toxic, and quick-drying formula. Perfect for crafts, repairs, and projects. Ideal for use in the kitchen, workshop, den, and garage. Great for creating slime at home or in the classroom!.",Available from these sellers.,,,
https://www.amazon.com/Sakura-30062-6-Piece-Pigma-Micron/dp/B0008G8G8Y?_encoding=UTF8&psc=1,,,https://www.amazon.com/Sakura-30062-6-Piece-Pigma-Micron/product-reviews/B0008G8G8Y/ref=cm_cr_dp_qt_see_all_top/152-1353437-8654528?ie=UTF8&reviewerType=avp_only_reviews&showViewpoints=1&sortBy=helpful,"5,167",,"Sakura 30062 6-Piece Pigma Micron Ink Pen Set, Black",,,,"Arts, Crafts & Sewing",,,4.5 out of 5 stars,,,"        .. Pigma micron ink pen set. Experience smooth, skip-free writing and crisp ink colors that leave consistent lettering and lines every time. Nib sizes for precise line width are 0.20mm, 0.25mm, 0.30mm, 0.35mm, 0.45mm and 0.50mm respectively. Achieved universal appeal and is carried by technical professionals, artists and crafters. Available in 6-piece per pack and black color. Fine point pen ideal for drawing and writing. Archival quality ink for use in acid-free environments.",In Stock.,$6.63,FREE Shipping,
https://www.amazon.com/Bosch-26A-ICON-Wiper-Blade/dp/B005JU5W54?_encoding=UTF8&psc=1,,,https://www.amazon.com/Bosch-26A-ICON-Wiper-Blade/product-reviews/B005JU5W54/ref=cm_cr_dp_qt_see_all_top/160-9258933-0575649?ie=UTF8&reviewerType=avp_only_reviews&showViewpoints=1&sortBy=helpful,"3,973",,"Bosch 26A ICON Wiper Blade - 26"" (Pack of 1)",,,,Automotive,,,4.3 out of 5 stars,,,        .. Exclusive fx dual rubber resists heat and ozone deterioration and proven to last up to 40% longer than other premium wiper blades. Patented beam design with shielded connector optimizes visibility even under extreme weather conditions. Flexible asymmetric spoiler distributes uniform downward force along the entire blade to hold it firmly to the windshield at higher speeds. Exclusive tension spring arcing technology creates a fit that’s custom-contoured to the curvature of each side of the windshield. Easy installation with original equipment-quality adapter.,In Stock.,$19.49,"Fast, FREE Shipping",
https://www.amazon.com/VELCRO-Brand-Sticky-Strips-Black/dp/B000TGSPV6?_encoding=UTF8&psc=1,,,https://www.amazon.com/VELCRO-Brand-Sticky-Strips-Black/product-reviews/B000TGSPV6/ref=cm_cr_dp_qt_see_all_top/163-9759629-1885303?ie=UTF8&reviewerType=avp_only_reviews&showViewpoints=1&sortBy=helpful,754,,"VELCRO Brand - Sticky Back - 3 1/2"" x 3/4"" Strips, 4 Sets - Black",,,,"Arts, Crafts & Sewing",,,4.2 out of 5 stars,,,"        .. The original Hook and Loop Fastener. Easy to use, durable and strong!. Unmatched versatility. Perfect for smooth surfaces! It is even water resistant. Use it indoor and outdoor.. Stronger adhesive, longer lasting and more durable than other brands. Perfect for around the house, classroom, office and garage! Unlimited possibilities for organization and crafts/crafting. Available in a wide variety of sizes and colors, for any application..",In Stock.,$2.98,"Fast, FREE ShippingFast, FREE Shipping",
https://www.amazon.com/AmazonBasics-Microfiber-Cleaning-Cloth-Pack/dp/B009FUF6DM?_encoding=UTF8&psc=1,,,https://www.amazon.com/AmazonBasics-Microfiber-Cleaning-Cloth-Pack/product-reviews/B009FUF6DM/ref=cm_cr_dp_qt_see_all_top/166-2434185-1388860?ie=UTF8&reviewerType=avp_only_reviews&showViewpoints=1&sortBy=helpful,"2,491",,AmazonBasics Microfiber Cleaning Cloth - 24 Pack,,,,Electronics,,,4.3 out of 5 stars,,,"        .. Ultra soft, non-abrasive microfiber cloths will not scratch paints, coats or other surfaces. Cleans with or without chemical cleaners, leaves lint and streak free results. Absorbs eight times its own weight. Pack comes with three different towel colors (blue, yellow, and white). Rinse and reuse 100's of times. Imported; 90% Polyester 10% Polyamide.",In Stock.,$14.81,"Fast, FREE Shipping",
https://www.amazon.com/Best-Microfiber-Cleaning-Cloth-Pack/dp/B01DV2OJYG?_encoding=UTF8&psc=1,,,https://www.amazon.com/Best-Microfiber-Cleaning-Cloth-Pack/product-reviews/B01DV2OJYG/ref=cm_cr_dp_qt_see_all_top/159-8998341-1252260?ie=UTF8&reviewerType=avp_only_reviews&showViewpoints=1&sortBy=helpful,"1,401",,"Best Microfiber Cleaning Cloth, Pack of 50",,,,Health & Household,,,4.3 out of 5 stars,14.4 ounces (),,,,$19.99,FREE Shipping,
https://www.amazon.com/Sargent-Art-Coloring-Assorted-22-7251/dp/B0027PA1AU?_encoding=UTF8&psc=1,,,https://www.amazon.com/Sargent-Art-Coloring-Assorted-22-7251/product-reviews/B0027PA1AU/ref=cm_cr_dp_qt_see_all_top/157-3437983-9732619?ie=UTF8&reviewerType=avp_only_reviews&showViewpoints=1&sortBy=helpful,"2,942",,"Sargent Art Premium Coloring Pencils, Pack of 50 Assorted Colors, 22-7251",,,,,,,4.3 out of 5 stars,,," For ages 3+, Thick 3.3 millimeter leads. 50 Colored Pencils for artists and illustrators of all ages. Subtle colors with a variety of shade and hue variations.. AP Certified. Features color coordinated barrels matching each lead.",In Stock.,$6.12,FREE ShippingFREE Shipping,
https://www.amazon.com/Chemical-Guys-WAC-303-Wheel-Sealant/dp/B001THV9D0?_encoding=UTF8&psc=1,,,https://www.amazon.com/Chemical-Guys-WAC_303-Wheel-Sealant/product-reviews/B001THV9D0/ref=cm_cr_dp_qt_see_all_top/151-0213977-2335760?ie=UTF8&reviewerType=avp_only_reviews&showViewpoints=1&sortBy=helpful,141,,Chemical Guys WAC_303 Wheel Guard Rim and Wheel Sealant (8 oz),,,,Automotive,,,4.3 out of 5 stars,14.1 ounces (),,,,$16.95,"Fast, FREE Shipping",
https://www.amazon.com/Cricut-Tools-Craft-Basic-Set/dp/B00EZUCUUE?_encoding=UTF8&psc=1,,,https://www.amazon.com/Cricut-Tools-Craft-Basic-Set/product-reviews/B00EZUCUUE/ref=cm_cr_dp_qt_see_all_top/165-8581539-6504808?ie=UTF8&reviewerType=avp_only_reviews&showViewpoints=1&sortBy=helpful,719,,Cricut Tools Craft Basic Set,,,,"Arts, Crafts & Sewing",,,4.8 out of 5 stars,,, Includes the following Cricut Tools: Scissors with protective blade cover; Tweezers; Weeder; Scraper; and Spatula. Four interchangeable end caps. Get all the Cricut Tools in one set.,In Stock.,$16.02,"Fast, FREE ShippingFast, FREE Shipping",
https://www.amazon.com/Hopkins-2610XM-Subzero-Extender-Snowbroom/dp/B0016GRTVU?_encoding=UTF8&psc=1,,,https://www.amazon.com/Hopkins-2610XM-Subzero-Extender-Snowbroom/product-reviews/B0016GRTVU/ref=cm_cr_dp_qt_see_all_top/153-7487563-6905757?ie=UTF8&reviewerType=avp_only_reviews&showViewpoints=1&sortBy=helpful,"1,028",,"Hopkins 2610XM Subzero 52"" Super Extender Snowbroom (Colors may vary)",,,,Automotive,,,4.1 out of 5 stars,,,"        .. Heavy duty broom for snow clearing power. Steel extender handle with soft cushion grip. Extra wide blade with convenient squeegee. Ideal tool for trucks, vans and SUVs. Hand grip and pole style may vary slightly.",In Stock.,$9.37,"Fast, FREE ShippingFast, FREE Shipping",
https://www.amazon.com/Outee-Choker-Necklaces-Stretch-Necklace/dp/B01K55SI80?_encoding=UTF8&psc=1,,,https://www.amazon.com/Outee-Choker-Necklaces-Stretch-Necklace/product-reviews/B01K55SI80/ref=cm_cr_dp_qt_see_all_top/157-0210516-5220909?ie=UTF8&reviewerType=avp_only_reviews&showViewpoints=1&sortBy=helpful,149,,Outee 9 PCS Women Choker Necklaces Black Velvet Stretch Tattoo Choker Necklace Set for Girls,,,,"Arts, Crafts & Sewing",,,4.3 out of 5 stars,,," ***Important Notice, Please Read ***. We never authorize any other seller to sell Outee products.. Outee products only sold by "" Outee US"" and fulfilled by Amazon. Only Items Sold by ""Outee US"" will have quality warranty for 48 months. COMMON SIZE – 30cm/ 12.2” choker length with 6cm/ 2.4” chain length, common size fit for most people. Package includes 9 pieces black velvet chokers necklaces.. Good black chockers present for Christmas Day, Valentine's Day, Mother's Day, Thanksgiving Day. Ideal for most occasion.. PRODUCT WARRANTY AND CUSTOMER SERVICE - We provide 48-day money-back and 24-month warranty. So feel free to contact us if you have any question.",In Stock.,$7.79,FREE ShippingFREE Shipping,
https://www.amazon.com/Battery-Tender-021-0123-Junior-Charger/dp/B000CITK8S?_encoding=UTF8&psc=1,,,https://www.amazon.com/Battery-Tender-021-0123-Junior-Charger/product-reviews/B000CITK8S/ref=cm_cr_dp_qt_see_all_top/163-1194207-0319304?ie=UTF8&reviewerType=avp_only_reviews&showViewpoints=1&sortBy=helpful,"6,505",,Battery Tender 021-0123 Battery Tender Junior 12V Battery Charger,,,,Automotive,,,4.7 out of 5 stars,,,"        .. Spark proof during lead connection, reverse polarity protected and includes a 12-foot output cord and 5-year warranty. Perfect for charging all 12-volt lead-acid, flooded or sealed maintenance free batteries (AGM and gel cell). Complete 4-step charging program (Initialization, Bulk Charge, Float Mode) allows for optimization of battery power, without overcharging. Automatic charge cycle functionality switches to float mode after fully charging the battery. Solid state two color LED indicates stage of charger..",In Stock.,$27.55,"Fast, FREE ShippingFast, FREE Shipping",
https://www.amazon.com/Color-Technik-Assorted-Coloring-Experience/dp/B01JR0SO4M?_encoding=UTF8&psc=1,,,https://www.amazon.com/Color-Technik-Assorted-Coloring-Experience/product-reviews/B01JR0SO4M/ref=cm_cr_dp_qt_see_all_top/163-8910340-5879366?ie=UTF8&reviewerType=avp_only_reviews&showViewpoints=1&sortBy=helpful,559,,"Glitter Gel Pens by Color Technik, Set of 30 Glitter Pens, Best Assorted Colors, Now with More Ink. Large Glitter Set on Amazon, Enhance Your Adult Coloring Book Experience Now! Perfect Gift Idea!",,,,"Arts, Crafts & Sewing",,,4.8 out of 5 stars,,," ★ PREMIUM ARTIST QUALITY: Gift Set of 30 Amazing Vibrant Glitter & Glitter Neon Colors. Micron Archival Quality Style Ink.. ★COLOR TECHNIK'S LARGEST GLITTER SET ON AMAZON: We appreciate all your feedback, You Wanted More Glitter Colors to bring your pages to Life, So We Have Put Together The Ultimate Glitter Gel Pen Set to Fulfill all your Artistic needs.. ★ COLOR TECHNIK GEL PENS: Will Make Your Pictures Sparkle & Shine, Have a Smooth Ink Flow For Smoother Coloring & Writing. Strong Durable Lead-Free Tips that produce perfect lines, Tip size 1.0mm ★ COMFORT GRIP: Color and Doodle away the stress of the day with ease, each pen is fitted with Color coded comfort grip.. ★ VARIETY OF USES: Premium Quality Gel Pens are Great for a Variety of Uses Such as Arts & Crafts, Adult and Children Coloring Books, Scrapbooks, School Projects, Party Invites, Greeting Cards, Doodle, DIY Decor & Letters to Friends & Family, The Uses are Endless!. ★ SAFETY FIRST: CONFORMS TO ASTM D-4236 & EN71-3, Acid-Free, Non-Toxic, Lead-Free ★ GUARANTEE: Buy Now Risk-Free, Limited SALE OFFER, You are Backed by our 365 Days Money Back Guarantee!.",In Stock.,$12.95,"Fast, FREE ShippingFast, FREE Shipping",
https://www.amazon.com/BAFX-Products-34t5-Bluetooth-Android/dp/B005NLQAHS?_encoding=UTF8&psc=1,,,https://www.amazon.com/BAFX-Products-34t5-Bluetooth-Android/product-reviews/B005NLQAHS/ref=cm_cr_dp_qt_see_all_top/165-7153148-1255965?ie=UTF8&reviewerType=avp_only_reviews&showViewpoints=1&sortBy=helpful,"7,990",,BAFX Products 34t5 Bluetooth OBDII Scan Tool for Android Devices,,,,Automotive,,,4.5 out of 5 stars,3.2 ounces (),,,,$21.99,"Fast, FREE Shipping",
https://www.amazon.com/Silhouette-SILH-BLADE-3-3T-Replacement-Blade/dp/B005S2O61E?_encoding=UTF8&psc=1,,,https://www.amazon.com/Silhouette-SILH-BLADE-3-3T-Replacement-Blade/product-reviews/B005S2O61E/ref=cm_cr_dp_qt_see_all_top/164-4331319-5022826?ie=UTF8&reviewerType=avp_only_reviews&showViewpoints=1&sortBy=helpful,"1,251",,Silhouette Replacement Blade,,,,"Arts, Crafts & Sewing",,,4.5 out of 5 stars,,, Compatible with all silhouette electronic cutting tools. Ratchet-style blade. Includes adjustment tool.,In Stock.,$9.99,"Fast, FREE Shipping",
https://www.amazon.com/Chemical-Guys-CWS-107-Extreme-Synthetic/dp/B003U4P3U0?_encoding=UTF8&psc=1,,,https://www.amazon.com/Chemical-Guys-CWS_107-Extreme-Synthetic/product-reviews/B003U4P3U0/ref=cm_cr_dp_qt_see_all_top/164-3847695-5301562?ie=UTF8&reviewerType=avp_only_reviews&showViewpoints=1&sortBy=helpful,206,,Chemical Guys CWS_107 Extreme Body Wash and Synthetic Wax Car Wash Shampoo (1 Gal),,,,Automotive,,,4.6 out of 5 stars,,,"        .. This has premium bodywash shampoo and synthetic gloss enhancer. Formulated with new foaming technology which utilizes cleaners suspended within the suds and bubbles to gently lift away the toughest road grime. Gently lifts dirt, rinses fast leaving behind a premium shine. pH-balanced blend of polymers and lubricants will gently remove dirt and contaminants from your car while still leaving your wax or sealant perfectly intact. Formulated with a synthetic and carnauba wax that greatly reduces water spots by limiting calcium's ability to dry to the surface.",In Stock.,$21.02,"Fast, FREE Shipping",
https://www.amazon.com/Thorntons-Art-Supply-Oil-Based-Assorted/dp/B01BIBIZ74?_encoding=UTF8&psc=1,,,https://www.amazon.com/Thorntons-Art-Supply-Oil-Based-Assorted/product-reviews/B01BIBIZ74/ref=cm_cr_dp_qt_see_all_top/168-8417227-1256330?ie=UTF8&reviewerType=avp_only_reviews&showViewpoints=1&sortBy=helpful,11,,"Thornton's Art Supply Oil-Based Paint Markers, Medium Point, Assorted Colors, Set of 15",,,,"Arts, Crafts & Sewing",,,4.6 out of 5 stars,,," Oil-based opaque paint markers for marking on light or dark surfaces.. For metal, pottery, wood, rubber, glass, plastic, stone and more.. Quick drying, water-, fade- and abrasion-resistant ink. Includes a FREE plastic stand to easily store and select which markers you want to use.. The oil-based paint markers are perfect for decorating and adding accents to a variety of items, even non-porous materials. It goes on smooth with no mess, while marking opaque and glossy on light and dark surfaces.. Colors included are: Black, White, Red, Blue, Green, Brown, Yellow, Pink, Purple, Orange, Gold, Silver, Lime Green, Magenta and Aqua..",In Stock.,$22.99,FREE ShippingFREE Shipping,
https://www.amazon.com/RINGO-Invisible-Transparent-Polymer-Perfect/dp/B01LWTZC9H?_encoding=UTF8&psc=1,,,https://www.amazon.com/RINGO-Invisible-Transparent-Polymer-Perfect/product-reviews/B01LWTZC9H/ref=cm_cr_dp_qt_see_all_top/156-0025140-2992026?ie=UTF8&reviewerType=avp_only_reviews&showViewpoints=1&sortBy=helpful,474,,RINGO: 6-Pack of the First Invisible Ring Sizer with Transparent Memory Polymer for the Perfect Fit on Your Finger Every Time,,,,"Arts, Crafts & Sewing",,,3.2 out of 5 stars,,," EASY TO FIT & USE: Simply Bend and Hold Ringo for 3-5 Seconds Before Use for Memory Material to Set in and Conform to Finger - Repeat if Necessary to Reduce Pressure. It Works for All Rings with a Shank Width of 5mm (0.2in) or Less (Does Not Work for Rings Wider Than 5mm or 0.2in). RINGO CAN BE PLACED ON YOUR RING BEFORE OR AFTER YOU IT ON YOUR FINGER (WORKS BEST AFTER RING IS PUT ON). BE SURE TO FLEX THE SIZER BEFORE USE TO ALLOW MEMORY ACTION TO WORK AND SECURELY FASTEN TO YOUR RING. EASY TO CLEAN: Ringo Can be Easily Wiped Off to Remove Dirt, Oil, and Dust - It Will Not Become Discolored Over Time. VIRTUALLY INVISIBLE: The First Ring Sizer that is Out of Sight While Being Worn - (Not Suitable for Wide Men's Rings). CUSTOM FITTED MEMORY MATERIAL: The Patented Design Has Memory Material in Ringo Makes it Fit Your Finger Perfectly Every Time; No Uncomfortably Tight Fits!.",In Stock.,$9.99,"Fast, FREE ShippingFast, FREE Shipping",
https://www.amazon.com/shade-Maximum-protection-Extra-large-20-sunshades/dp/B00ZOKJVAG?_encoding=UTF8&psc=1,,,https://www.amazon.com/shade-Maximum-protection-Extra-large-20-sunshades/product-reviews/B00ZOKJVAG/ref=cm_cr_dp_qt_see_all_top/163-8078733-6294350?ie=UTF8&reviewerType=avp_only_reviews&showViewpoints=1&sortBy=helpful,"1,583",,"Car Sun shade(3px)-80 GSM for Maximum UV protection-Extra large-20""x12""sunshades",,,,Automotive,,,4.5 out of 5 stars,,,"        .. Bigger Size- This car sun shade comes in a bigger size than others for best coverage and sun protection (20x12) And fits most vehicles .. Bigger Quantity – Kinder Fluff sunshade set has 1 extra shade than other car sunshades out there to keep in your bag for travel giving you the best value for your money.. High Quality- our car sunshade has 2 sides. One side is made of premium Static cling material and the other side, the 80 GSM (Highest possible) protective mesh that blocks up to 98% of damaging UV rays.. Compact Design- It comes with a free compact travel pouch. Installs and folds in seconds without any suction cups or adhesives.. The Perfect Gift- This sunshade for car will make the best of baby gifts to match the baby infant car seats , the best of car gifts for anyone who loves car accessories or has children or pets that need sun protection..",In Stock.,,"Fast, FREE Shipping",
